PL_Code,Description,Inventory_Action,Normalized_Inventory_Value,Movement_Status,Source_Universe,Inventory_Value
509042120039,FULL HD FIXED BULLET TYPE IP COLOUR CAMERA WITH 128 GB MEMORY CARD,Retain,3230363.45,Active,Operational,3230363.45
509042510220,"Maintenance portable terminal with Backpack- LAPLOP  for 2nd and 4th floor of NGO,PRS at M....",Rationalize,0.0,Slow Moving,Operational,0.0
509043320012,SELECTIVE CALLING MASTER TELPHONE,Dispose,0.0,Dead Stock,Operational,0.0
509044610034,100 pair krone DP with module,Rationalize,0.0,Slow Moving,Operational,0.0
509047950014,VRLA battery,Dispose,0.0,Dead Stock,Operational,0.0
509048210051,FULL HD PTZ TYPE IP COLOUR CAMERA,Rationalize,5366351.34,Slow Moving,Operational,5366351.34
509051570101,SCH B-27 10G SFP(MROTEK MK-P3633DC) + supports minimum of 40Km with dual fibre connectivit....,Retain,75000.0,Active,Operational,75000.0
509843660310,Relay box for SSDAC GG TRONICS,Dispose,0.0,Dead Stock,Operational,0.0
509843670108,CABLE 48 FIBER OFC,Retain,197149.68,Active,Operational,197149.68
520500401633,Motorola Charger for Motorola walki takie GP328/338,Dispose,0.0,Dead Stock,Operational,0.0
520500451223,BATTERY FOR WALKIE TALKIE GP68,Dispose,83780.0,Dead Stock,Operational,83780.0
520500451430,INTERCONNECTING CHORD FOR MOTOROLA 25W VHF EQUIPMENT MODEL GM 300,Dispose,0.0,Dead Stock,Operational,0.0
520500451508,BATTERY FOR WALKIE TALKIE ALINCO,Dispose,0.0,Dead Stock,Operational,0.0
520500472512,Mobile phone with charger and accessories,Retain,687914.0,Active,Operational,687914.0
520501510910,MICROPHONE WIRELESS CARDIOID,Rationalize,153000.0,Slow Moving,Operational,153000.0
520502200035,SMART PHONE SAMSUNG GALAXY M12,Dispose,0.0,Dead Stock,Operational,0.0
520502281606,SCH B-15 VMS-Video Management server/VAS-Video Analytics Server/FRS-Video Face Recognition....,Retain,13906824.0,Active,Operational,13906824.0
520502630017,E1 CONVERTER,Dispose,0.0,Dead Stock,Operational,0.0
520504030030,VOLTE ENABLED GSM WLL FCT PHONE,Retain,117683.39,Active,Operational,117683.39
520505320015,UHF DIGITAL WALKIE TALKIE,Dispose,0.0,Dead Stock,Operational,0.0
520508390028,MOTOROLA Spare Battery for model GP 328 / 338 Walkie talkie,Rationalize,0.0,Slow Moving,Operational,0.0
520508390065,MOTOROLA Spare Battery for Model XIRP 6600i Walkie Talkie,Rationalize,0.0,Slow Moving,Operational,0.0
520508600060,All-Weather Compact 2-Way Coaxial Loudspeaker with 8 LF JBL#AWC82,Retain,2320000.0,Active,Operational,2320000.0
520508600072,All-Weather Compact 2-Way Coaxial Loudspeaker with 8 LF JBL#AWC82,Rationalize,7840000.0,Slow Moving,Operational,7840000.0
520508600096,All-Weather Compact 2-Way Coaxial Loudspeaker  JBL#AWC62 FOR SURYA ELECTRONICS IPIS WORK A....,Rationalize,300637.32,Slow Moving,Operational,300637.32
520508600102,All-Weather Compact 2-Way Coaxial Loudspeaker with 8 LF JBL#AWC82 FOR SURYA ELECTRONICS IP....,Rationalize,3658955.44,Slow Moving,Operational,3658955.44
520508600114,All-Weather Compact 2-Way Coaxial Loudspeaker with 6.5 LF JBL AWC62 for  R RAMA CHANDRA RE....,Rationalize,601274.64,Slow Moving,Operational,601274.64
520508600126,All-Weather Compact 2-Way Coaxial Loudspeaker with 8 LF JBL#AWC82 for  R RAMA CHANDRA REDD....,Retain,1698800.74,Active,Operational,1698800.74
520508600140,All-Weather Compact 2-Way Coaxial Loudspeaker JBL#AWC62 for FOB work by SRI SRINIVASA,Rationalize,801696.0,Slow Moving,Operational,801696.0
520508600163,All-Weather Compact 2-Way Coaxial Loudspeaker with 6.5 LF JBL AWC62 FOR SS RAIL WORK AT PE....,Rationalize,801699.52,Slow Moving,Operational,801699.52
520508600175,"All-Weather Compact 2-Way Coaxial Loudspeaker with 8 LF JBL#AWC82 FOR SS RAIL WORK AT PER,....",Rationalize,6795202.96,Slow Moving,Operational,6795202.96
520512200020,Industrial 5G wiﬁ Router TELTONIKA RUTX50,Retain,0.0,Active,Operational,0.0
520800070014,Thermo Shrinkable Joint Kit for Jointing Under Ground Quad Cable,Dispose,0.0,Dead Stock,Operational,0.0
520800260150,"RJ 45 Jacks or connectors  for 2nd and 4th floor of NGO,PRS at MMC building by FLY ENTERPR....",Rationalize,0.0,Slow Moving,Operational,0.0
521000590026,SCH B-26 10G SFP(MROTEK MK-P3313DI) + supports minimum of 10Km with dual fibre connectivit....,Retain,1434454.8,Active,Operational,1434454.8
521100030158,MANAGEABLE LAYER-2 NON-POE 24 PORT SWITCHES WITH 24 X10/100/1000 MB & 4 X 10G SFP PORTS,Rationalize,0.0,Slow Moving,Operational,0.0
521100030390,SCH B-02 manageable Field Switches of 8 nos PoE and 2 nos of SFP for CCTV Cameras at RPF p....,Retain,875560.0,Active,Operational,875560.0
521100040050,SWITCH  8 Ports Web Managed Non PoE Layer 2 Access (L2 SWITCH),Retain,126000.0,Active,Operational,126000.0
521100050194,"Manageable Layer-2 Switches consisting of 24 x 10/100/1000 BASE-T PoE ports, 4 x 10G SFP+ ....",Rationalize,127971.0,Slow Moving,Operational,127971.0
521100050200,"Manageable Layer-2 Switches consisting of 24 x 10/100/1000 BASE-T Non-PoE ports, 4 x 10G S....",Rationalize,853140.0,Slow Moving,Operational,853140.0
521100050224,"Manageable Layer-2 Switches consisting of 24 x 10/100/1000 BASE-T Non-PoE ports, 4 x 10G S....",Rationalize,0.0,Slow Moving,Operational,0.0
521100050236,SCH-B- 13 manageable Layer-2 Switches(RL TECH RGS5200-28XT) consisting of 24 x 10/100/1000....,Retain,0.0,Active,Operational,0.0
521100070144,LAN EXTENDER,Rationalize,0.0,Slow Moving,Operational,0.0
521100070170,LAN EXTENDER,Rationalize,0.0,Slow Moving,Operational,0.0
521100080484,"24 port giga bit layer 2 switch 24 x 10/100/1000 BASE-TPorts. 4 X 1G Minimum, SFP + Ports ....",Rationalize,144000.0,Slow Moving,Operational,144000.0
521100120135,LAN Extender,Rationalize,0.0,Slow Moving,Operational,0.0
521100530027,Media converter single mode Ethernet to Fiber,Rationalize,0.0,Slow Moving,Operational,0.0
521100810024,E1 Converter (V.21 to E1-Converter) with necessary connected equipment,Dispose,118448.4,Dead Stock,Operational,118448.4
521102910137,INTERFACE CARD CEL HASSDAC,Dispose,0.0,Dead Stock,Operational,0.0
521500430050,Central server(rack model )with intel Xeol Silver 4309Y Processor or equivalent or bette....,Rationalize,0.0,Slow Moving,Operational,0.0
52156576,BATTERY CHARGER 230V AC 110V DC 30 AMPS SPECN.No.IRS-S-86/2000 WITH AMENDMENT - 4. OR LATE....,Dispose,0.0,Dead Stock,Operational,0.0
52156576,BATTERY CHARGER 230V AC 110V DC 30 AMPS SPECN.No.IRS-S-86/2000 WITH AMENDMENT - 4. OR LATE....,Dispose,0.0,Dead Stock,Operational,0.0
52156576/56500452,Battery charger 230V AC 110V DC 30A,Procure Immediately,417130.0,,Strategic,417130.0
52156618,BATTERY CHARGER 230V AC / 24V DC 20 AMPS TO RDSO SPECN.IRS.S.86/2000 AMENDMENT NO.4 OR LAT....,Dispose,0.0,Dead Stock,Operational,0.0
52156618,BATTERY CHARGER 230V AC / 24V DC 20 AMPS TO RDSO SPECN.IRS.S.86/2000 AMENDMENT NO.4 OR LAT....,Retain,75000.0,Active,Operational,75000.0
52156618/56509935,Battery charger 230V  AC/24V DC-20A,Procure Immediately,0.0,,Strategic,0.0
521566242192,"DESKTOP COMPUTER  (Monitor, CPU, Mouse, Key board)",Retain,125097.0,Active,Operational,125097.0
521566280429,DUAL PORT PC-MDCH LINKER UNIT,Dispose,0.0,Dead Stock,Operational,0.0
521566280430,MDCH/PDCH 8 PORT SERIAL COMMUNICATION CARD,Dispose,0.0,Dead Stock,Operational,0.0
521566280739,Dual port E1 to Single Serial Converter for electronic based Train signal register (e-TSR)....,Rationalize,0.0,Slow Moving,Operational,0.0
521566390193,Video Management server/Video Analytics Server/ Video FRS server in 1:1 redundancy with al....,Dispose,0.0,Dead Stock,Operational,0.0
521566390223,VMS-Video Management server/VAS-Video Analytics Server/FRS-Video Face Recognition Server i....,Retain,0.0,Active,Operational,0.0
521566390247,Video Analytic server software (VAS)(per camera basis) as per RDSO Specification No. RDSO/....,Rationalize,774080.0,Slow Moving,Operational,774080.0
521566390272,VMS-Video Management server/VAS-Video Analytics Server/FRS-Video Face Recognition Server i....,Retain,6323400.0,Active,Operational,6323400.0
521566390284,"Supply, Installation, Testing and Commissioning of Video Analytic server software (per cam....",Rationalize,401200.0,Slow Moving,Operational,401200.0
521566390387,"SCH B-48 Server Hardware for Face recognition-FRS, 17 4K UHD LED Monitor, KEYBOARD,MOUSE, ....",Retain,624000.0,Active,Operational,624000.0
521566950010,ALL IN ONE DESKTOP COMPUTER,Dispose,0.0,Dead Stock,Operational,0.0
521700101899,"24 port Giga bit layer 2 switch 24 x 10/100/1000 BASE -T Ports 4 X 1G minimum, SFP + Ports....",Rationalize,0.0,Slow Moving,Operational,0.0
521700102340,SCH A-12 manageable Field Switches of 8 PORT1000 BASE-T PoE and 2 nos of SFP 1000 Mbps upl....,Retain,0.0,Active,Operational,0.0
521700102363,SCH-B- 10 manageable Field Switches (RL TECH RGS3200-10HP) consisting of 8 nos. of 10/100 ....,Retain,0.0,Active,Operational,0.0
521700102600,SCH B-22 manageable Field Switches(MROTEK CORNUS-82P)consisting of 8 nos. of 10/100 BASE-T....,Retain,760725.0,Active,Operational,760725.0
521700102715,SCH B-45 Manageable Field Switches(MROTEK CORNUS-82P) consisting of 8 nos. of 10/100 BASE-....,Retain,66000.0,Active,Operational,66000.0
521700102995,SCH B-26 Field Layer-2 Switch (min 8+2 port manageable) with 8nos.10/100/1000 Mbps Etherne....,Retain,0.0,Active,Operational,0.0
521700130127,CORE SWITCH WITH 20 X 10G SFP & 4 X 10G SFP COMBO PORT,Dispose,0.0,Dead Stock,Operational,0.0
521700270090,20x10G SFP+ port and Additional 4x10G (minimum) BASE-T/SFP+ combo ports Core Switch along ....,Rationalize,1298000.0,Slow Moving,Operational,1298000.0
521700270120,SCH-B- 14 Core Switch 20x10G SFP+ port and Additional 4x10G (minimum) BASE-T/SFP+ combo po....,Rationalize,0.0,Slow Moving,Operational,0.0
521700270156,SCH B-24 Core Switch(MROTEK LAVENDER-MRO-LS-3600-24XF2X-40GC) (20x10GSFP+ ports and additi....,Retain,728096.15,Active,Operational,728096.15
521700350127,SCH B-23 Aggregate Switch(MROTEK LAVENDER-24F4X) (24xGESFP ports and 4x10GE SFP+ ports) fo....,Retain,922181.0,Active,Operational,922181.0
522000420983,SMPS BASED IPS -SUKILA MAKE,Rationalize,0.0,Slow Moving,Operational,0.0
522000650514,BATTERY CHARGER 110/24V/15A.,Retain,0.0,Active,Operational,0.0
522000650514,BATTERY CHARGER 110/24V/15A.,Rationalize,304210.0,Slow Moving,Operational,304210.0
522001010016,LAMP 110/25W/3 PIN,Rationalize,0.0,Slow Moving,Operational,0.0
522001270040,Thumb Switch 3 Position,Rationalize,0.0,Slow Moving,Operational,0.0
522001380040,GRS BOX FULL SIZE,Retain,389064.0,Active,Operational,389064.0
522001380180,GRS BOX (Half size),Retain,197135.0,Active,Operational,197135.0
522001760017,POINT MACHINE CONTACT SPRING ASSEMBLEY,Dispose,0.0,Dead Stock,Operational,0.0
522001790046,DISTANCE MEASURING WHEEL (RODO METER),Dispose,2740.17,Dead Stock,Operational,2740.17
522002960014,RELEASED POINT MOTOR,Rationalize,0.0,Slow Moving,Operational,0.0
522003030079,EOLB COMPLETE SET,Retain,3199588.0,Active,Operational,3199588.0
522003170126,PBT TERMINAL 60MM,Retain,0.0,Active,Operational,0.0
522004290164,Spare cards FOR MSDAC.,Retain,254152.18,Active,Operational,254152.18
522004300029,VO-NVO CARD MSDAC (GG TRONICS),Rationalize,0.0,Slow Moving,Operational,0.0
522004880071,MINI IPS,Retain,0.0,Active,Operational,0.0
522005910022,HAND HELD RECHARGEABLE LED TORCH,Rationalize,24000.0,Slow Moving,Operational,24000.0
522500060207,TV DISPLAY UNIT 32 INCH,Dispose,0.0,Dead Stock,Operational,0.0
522500060268,TV LED 43 inch LG,Dispose,0.0,Dead Stock,Operational,0.0
522500780010,"55 inch Smart LED Backlit TV, Resolution (Pixels) : 3840x2160 UHD,  Contrast Ratio (Minimu....",Retain,66240.0,Active,Operational,66240.0
523000460025,NVR 64 CHANNEL FOR CCTV,Dispose,0.0,Dead Stock,Operational,0.0
523000470511,SCH B-37 Full HD P/T/Z/ (Pan/Tilt/Zoom) (CP-PLUS CP-UNP-F4521L30-DPQ) IP Colour Camera for....,Retain,383200.0,Active,Operational,383200.0
523000590061,NVR 32 CHANNEL FOR CCTV,Rationalize,0.0,Slow Moving,Operational,0.0
523000600066,"Digital Voice Recorder Model ICD-UX570F, Make - SONY",Dispose,0.0,Dead Stock,Operational,0.0
523000710121,SCH B-34 Full HD Resolution Fixed Dome (CP-PLUS CP-UNC-VE21ZL4C-VMDS-Q) type IP Colour Cam....,Retain,197000.0,Active,Operational,197000.0
523000830047,12x8 Signal Processor with BLU link (EU) BSS Model #BLU100,Retain,400000.0,Active,Operational,400000.0
523000830059,Digital Signal Processor - I/O Expander BSS#BSSBLU-BIB-EU,Retain,90000.0,Active,Operational,90000.0
523000830060,12x8 Signal Processor with BLU link (EU) BSS Model #BLU100,Rationalize,680000.0,Slow Moving,Operational,680000.0
523000830072,Digital Signal Processor - I/O Expander BSS#BSSBLU-BIB-EU,Dispose,90000.0,Dead Stock,Operational,90000.0
523000830084,12x8 Signal Processor with BLU link (EU) BSS BLU100 FOR SURYA ELECTRONICS IPIS WORK AT GI ....,Rationalize,159698.12,Slow Moving,Operational,159698.12
523000830096,Digital Signal Processor - I/O Expander Should be supplied with DSP  BSS#BSSBLU-BIB-EU FOR....,Rationalize,80876.61,Slow Moving,Operational,80876.61
523000830102,12x8 Signal Processor with BLU link (EU) BSS Model #BLU100 for  R RAMA CHANDRA REDDY-KADAP....,Rationalize,159698.12,Slow Moving,Operational,159698.12
523000830126,"12x8 Signal Processor with BLU link (EU) BSS Model #BLU100 FOR SS RAIL WORK AT PER,ABU,TRL....",Rationalize,479094.36,Slow Moving,Operational,479094.36
523000830138,"Digital Signal Processor - I/O Expander BSS#BSSBLU-BIB-EU FOR SS RAIL WORK AT PER,ABU,TRL ....",Rationalize,161754.0,Slow Moving,Operational,161754.0
523000830140,12x8 Signal Processor with BLU link (EU) BSS Model #BLU100 FOR SS RAIL WORK AT JTJ STN,Rationalize,319396.24,Slow Moving,Operational,319396.24
523000830151,Digital Signal Processor - I/O Expander BSS#BSSBLU-BIB-EU FOR SS RAIL WORK AT JTJ STN,Rationalize,0.0,Slow Moving,Operational,0.0
527900042963,AMPLIFIER 500W AHUJA SSA 5000 EM,Dispose,0.0,Dead Stock,Operational,0.0
527900045101,High public address amplifier Ahuja APA 240,Retain,0.0,Active,Operational,0.0
527900045113,Mixer Ahuja RMX 1700,Retain,0.0,Active,Operational,0.0
527900045265,"Four Channel Digital Power Amplifier, 1200W@ 4 Ohms  Crown#NCDI4X12BL-U-EU",Dispose,2200000.0,Dead Stock,Operational,2200000.0
527900045289,"Four Channel Digital Power Amplifier, 1200W@ 4 Ohms  Crown#NCDI4X12BL-U-EU",Rationalize,2860000.0,Slow Moving,Operational,2860000.0
527900045903,"Four Channel Digital Power Amplifier, 1200W@ 4 Ohms Crown#NCDI4X12BL-U-EU FOR SURYA ELECTR....",Rationalize,982059.0,Slow Moving,Operational,982059.0
527900045915,"Four Channel Digital Power Amplifier, 1200W@ 4 Ohms  Crown#NCDI4X12BL-U-EU for  R RAMA CHA....",Rationalize,1227573.75,Slow Moving,Operational,1227573.75
527900046506,"Four Channel Digital Power Amplifier, 1200W@ 4 Ohms  Crown#NCDI4X12BL-U-EU FOR SS RAIL WOR....",Rationalize,1964118.0,Slow Moving,Operational,1964118.0
527900062767,INVERTER 1 KVA,Dispose,69600.0,Dead Stock,Operational,69600.0
527900082614,ALPHA Charger for MOTOROLA Walkie Talkie Set,Dispose,0.0,Dead Stock,Operational,0.0
527900251898,Supply of Network status monitoring software,Rationalize,0.0,Slow Moving,Operational,0.0
527900251898,Supply of Network status monitoring software,Rationalize,2000.0,Slow Moving,Operational,2000.0
527900312176,4 MP IP Bullet Camera HI FOCUS,Rationalize,0.0,Slow Moving,Operational,0.0
527900313326,SCH B-03 Full HD Bullet (CP-PLUS CP-UNCTE21ZL6C-VMDS-Q)Type IP Colour Camera for VSS 5 STN....,Retain,2817056.38,Active,Operational,2817056.38
527900430653,SWITCH 24 Ports Managed Non PoE Layer 2 Access (L2 Switch),Retain,174798.0,Active,Operational,174798.0
527900442771,PUNCOM 2MB ETHERNET TME CARD,Retain,39884.0,Active,Operational,39884.0
527900443040,GENERATOR RINGING PUNCOM,Retain,0.0,Active,Operational,0.0
527900510650,Single line Double face Train Arrival/Departure display board as per RDSO Specification N....,Rationalize,848824.0,Slow Moving,Operational,848824.0
527900510727,Single line Double face Train Arrival/Departure display board (TADDB),Retain,0.0,Active,Operational,0.0
527900510739,Platform Display Boards (PDB) (Double Line) (Single Face) (Colour of LED: White),Retain,6532917.09,Active,Operational,6532917.09
527900510740,Single line Double face Train Arrival/Departure display board (TADDB),Rationalize,5040000.0,Slow Moving,Operational,5040000.0
527900510752,Single line Double face Train Arrival/Departure display board (TADDB),Retain,2880000.0,Active,Operational,2880000.0
527900510788,Single line Double face Train Arrival/Departure display board (TADDB) FOR SS RAIL WORK AT ....,Dispose,2758688.4,Dead Stock,Operational,2758688.4
527901140087,PA MIXER,Dispose,0.0,Dead Stock,Operational,0.0
527901140130,PA MIXER AMPLIFIERS 2 ZONE AHUJA TZA-2000DP,Rationalize,0.0,Slow Moving,Operational,0.0
527901460094,MATRIX CARD RED LED TO SUIT CGDB,Dispose,131747.0,Dead Stock,Operational,131747.0
527902350041,BATTERY BANK MF VRLA 48V / 200AH,Rationalize,0.0,Slow Moving,Operational,0.0
527902350065,BATTERY BANK SMF VRLA 48V / 300AH,Rationalize,0.0,Slow Moving,Operational,0.0
527903380041,Call station Ahuja APM 201 RM,Retain,0.0,Active,Operational,0.0
527903920072,"ST63E1, Small form factor Trib with 63 E1 / DS1 ports for TJ1400, E1 cables for ST63E1 car....",Retain,269953.32,Active,Operational,269953.32
527905800227,True color Outdoor Video Display (OVD) of Pixel Resolution (WxH) 432x128 (6-line single fa....,Dispose,6700000.0,Dead Stock,Operational,6700000.0
527905800240,True color Outdoor Video Display (OVD) of Pixel Resolution (WxH) 432x128 (6-line single fa....,Dispose,3400000.0,Dead Stock,Operational,3400000.0
527905800290,Supply of True color Indoor Video Display (IVD) of Pixel Resolution (WxH) 432x128 (6-line....,Rationalize,0.0,Slow Moving,Operational,0.0
527905800318,"True color Indoor Video Display (IVD) FOR SS RAIL WORK AT PER,ABU,TRL STN",Rationalize,1840309.63,Slow Moving,Operational,1840309.63
527905800320,"True color Outdoor Video Display (OVD) FOR SS RAIL WORK AT PER,ABU,TRL STN",Rationalize,4861466.66,Slow Moving,Operational,4861466.66
527905800343,True color Indoor Video Display (IVD) with its mechanical structure of Pixel Resolution (W....,Rationalize,1840309.63,Slow Moving,Operational,1840309.63
527905800355,True color Outdoor Video Display (OVD) of Pixel Resolution (WxH) 432x128 (6-line single fa....,Rationalize,2430733.33,Slow Moving,Operational,2430733.33
527905800379,True color Indoor Video Display (IVD) FOR SURYA ELECTRONICS IPIS WORK AT GI & CGL STN,Rationalize,1840309.63,Slow Moving,Operational,1840309.63
527905800380,True color Outdoor Video Display (OVD) of Pixel Resolution (WxH) 432x128 (6-line single fa....,Rationalize,2430733.33,Slow Moving,Operational,2430733.33
527905800422,True color Indoor Video Display (IVD) with its mechanical structure FOR R RAMA CHANDRA RED....,Rationalize,1840309.63,Slow Moving,Operational,1840309.63
527907360024,SCH B-01 Full HD Resolution Fixed Dome (CP-PLUS CP-UNCVE21ZL4C-VMDS-Q) type IP Colour Came....,Retain,425497.2,Active,Operational,425497.2
527907360036,SCH B-01 Full HD Resolution Fixed Dome (CP-PLUS CP-UNCVE21ZL4C-VMDS-Q) type IP Colour Came....,Retain,721593.6,Active,Operational,721593.6
528700080244,WIRE 3.028,Dispose,27720.0,Dead Stock,Operational,27720.0
528700380033,All-Weather Compact 2-Way Coaxial Loudspeaker with 6.5 LF JBL AWC62,Retain,390000.0,Active,Operational,390000.0
528700380045,All-Weather Compact 2-Way Coaxial Loudspeaker with 6.5 LF JBL AWC62,Dispose,1800000.0,Dead Stock,Operational,1800000.0
529001320010,RTU T NETWORKING MODEM,Dispose,28000.0,Dead Stock,Operational,28000.0
529001320010,RTU T NETWORKING MODEM WITH CARD,Dispose,68440.0,Dead Stock,Operational,68440.0
529001730054,NETWORK BRANCHING HYBRID 4WIRE-6WAY.,Dispose,82187.0,Dead Stock,Operational,82187.0
529001880441,SCH B-30 150mm width x 60mm depth x 1.6mm thick size perforated Hot dipped Galvanized cabl....,Retain,2427480.0,Active,Operational,2427480.0
529001880453,SCH B-32 Stainless steel (SS POLE) pipe(JSL-JINDAL RISHI SS304 grade) with suitable SS cou....,Retain,16740.0,Active,Operational,16740.0
529002070025,CABLE 3 CORE,Dispose,0.0,Dead Stock,Operational,0.0
529002520079,Double Faced Coach Guidance Display Boards ( CGDB ),Retain,621000.0,Active,Operational,621000.0
529002520109,Double Faced Coach Guidance Display Boards (CGDB),Dispose,2236000.0,Dead Stock,Operational,2236000.0
529002880011,Miscellaneous.,Dispose,0.0,Dead Stock,Operational,0.0
529003330031,Supply of 24 Port Unmanaged LAN switch of D Link make,Dispose,0.0,Dead Stock,Operational,0.0
529003560279,5 watt VHF Digital Walkie Talkie Set without Keypad and without Display to Specn.No.RDSO....,Rationalize,0.0,Slow Moving,Operational,0.0
529004840030,Supply of Intelligent E 1 to Ethernet convertor (EthernetPort to G-703). Unit tohave one E....,Retain,0.0,Active,Operational,0.0
529006340035,"FTU20, FTU & OAM for TJ1400 7 slot chassis for TEJAS T1400 STM16 equipment",Retain,199877.84,Active,Operational,199877.84
529006590027,BATTERY FOR KENWOOD WALKIE TALKIE KNB-57L,Rationalize,0.0,Slow Moving,Operational,0.0
529008670087,SCH B-60 WiFi access points controller (INDIO NETWORKS WIFI 6 ACCESS POINT UM-325AX ) mana....,Retain,311200.0,Active,Operational,311200.0
529008670099,SCH B-61 WiFi access points controller (INDIO NETWORKS WIFI 6 ACCESS POINT UM-325AX ) mana....,Retain,200000.0,Active,Operational,200000.0
529009640030,OFC Patch cards LC-SC connector 10 mtr length,Dispose,170000.0,Dead Stock,Operational,170000.0
529009640042,OFC Patch cards LC-SC connector 10 mtr length for  R RAMA CHANDRA REDDY-KADAPA IPIS WORK A....,Rationalize,17788.2,Slow Moving,Operational,17788.2
529012410027,Platform display controller (PDC),Retain,84000.0,Active,Operational,84000.0
529012410039,Platform display controller (PDC),Retain,350000.0,Active,Operational,350000.0
529012890025,Full HD P/T/Z type IP colour camera along with all accessories as per. RDSO/SPN/TC/65/2021....,Retain,2970369.59,Active,Operational,2970369.59
529012920091,SCH B-41 Fully functional multipurpose Digital key board (Joy stick CP-PLUS CP-UNK-331) fo....,Retain,27200.0,Active,Operational,27200.0
529013630023,GI pipes ( 50mm dia- 3.65mm thick ) FOR VSS REACH2 WORK,Rationalize,0.0,Slow Moving,Operational,0.0
529013630035,GI pipes ( 50mm dia- 3.65mm thick ) FOR VSS REACH 3 WORK,Rationalize,0.0,Slow Moving,Operational,0.0
529014480033,"1U cable manager for 19 rack for 2nd and 4th floor of NGO,PRS at MMC building by FLY ENTER....",Rationalize,0.0,Slow Moving,Operational,0.0
529018700027,STP (Shielded Twisted Pair) CAT6 cable 23 AWG (4 pair) compliant with EIA/TIA568-B.2-1 sta....,Retain,230813.81,Active,Operational,230813.81
529019560018,T Networking of RTU with Existing datalogger,Rationalize,301000.0,Slow Moving,Operational,301000.0
529021160036,TJ1400 R2 Packet Optical Transport System: 7 slot Base chassis (ET) with R2 Backplane and ....,Retain,254398.56,Active,Operational,254398.56
529900070051,HP 803 BLACK CARTRIDGE,Retain,0.0,Active,Operational,0.0
529900350047,32 WAY ULINK PANELS (WRAPPING TYPE) FOR RC SCADA WORK MAS-AJJ-RU SECTION,Rationalize,0.0,Slow Moving,Operational,0.0
539800030018,BIT DRILL TWIST 12 MM,Dispose,900.0,Dead Stock,Operational,900.0
539800055337,CABLE 100 PAIR U/G PIJF,Dispose,0.0,Dead Stock,Operational,0.0
539800111080,SURVIVAL CABLE 2 X 1.5 SQMM UNARMOURED,Dispose,0.0,Dead Stock,Operational,0.0
539800219048,Storage Battery  12V 80AH,Retain,0.0,Active,Operational,0.0
539800230019,SEAL BRASS (5/8),Dispose,250.0,Dead Stock,Operational,250.0
539800290016,Aluminium folding ladder (6'),Dispose,2000.0,Dead Stock,Operational,2000.0
539800431207,GI LOCK,Dispose,55.0,Dead Stock,Operational,55.0
539800448128,"4 Inch , Rimless Ceiling Speaker JBL Model No CS-ICS04MR",Retain,25000.0,Active,Operational,25000.0
539800448130,"4 Inch , Rimless Ceiling Speaker JBL Model No CS-ICS04MR",Dispose,56250.0,Dead Stock,Operational,56250.0
539800448189,"4 Inch , Rimless Ceiling Speaker JBL Model No CS-ICS04MR FOR SURYA ELECTRONICS IPIS WORK A....",Rationalize,11546.1,Slow Moving,Operational,11546.1
539800448190,"4 Inch , Rimless Ceiling Speaker JBL Model No CS-ICS04MR for  R RAMA CHANDRA REDDY-KADAPA ....",Rationalize,6927.66,Slow Moving,Operational,6927.66
539800448281,"4 Inch , Rimless Ceiling Speaker JBL Model No CS-ICS04MR FOR SS RAIL WORK AT JTJ STN",Rationalize,11546.1,Slow Moving,Operational,11546.1
539800469648,PORTABLE TWO WAY PA SPEAKER,Dispose,0.0,Dead Stock,Operational,0.0
539800493572,"MS sheet box of 3mm thick to accommodate 55 inch LED TV, 12F FMS, 5/15A power socket termi....",Rationalize,6238514.64,Slow Moving,Operational,6238514.64
539800819635,42U RACK,Retain,0.0,Active,Operational,0.0
539800829471,T NETWORKING for RTU,Dispose,258000.0,Dead Stock,Operational,258000.0
539800829501,24U RACK / NETWORKING RACK,Dispose,0.0,Dead Stock,Operational,0.0
539800830011,KEYBOARD FOR DESKTOP COMPUTER,Dispose,450.0,Dead Stock,Operational,450.0
539801039390,SCH A-14 CAT6 UTP 23 AWG patchchord (RJ45) 3 Mtrslength factory crimped for e-TSR WORK BY ....,Retain,0.0,Active,Operational,0.0
539801361018,WEBFIL Exchange Interface card,Rationalize,728284.2,Slow Moving,Operational,728284.2
539801361468,GPS interface Card with suitable connectors for GPS Clock as per RDSO Specification RDSO/S....,Retain,70101.44,Active,Operational,70101.44
539801395296,TV SMART LED 49 INCH SONY MAKE,Dispose,0.0,Dead Stock,Operational,0.0
539801396203,TV 55 LED UHD smart SONY FW-55BZ40L,Retain,4725000.0,Active,Operational,4725000.0
539801396525,TV 55 Inch (24x7) Industrial grade Commercial Large format display Samsung LH55QHCEGCXXL F....,Rationalize,3000000.0,Slow Moving,Operational,3000000.0
539801431227,5.25 two way 10 W wall mount speaker JBL CONTROL 25AV FOR SURYA ELECTRONICS IPIS WORK AT ....,Rationalize,136212.9,Slow Moving,Operational,136212.9
539801431239,5.25 two way 10 W wall mount speaker JBL CONTROL 25AV for  R RAMA CHANDRA REDDY-KADAPA IPI....,Rationalize,136212.9,Slow Moving,Operational,136212.9
539801431276,"5.25 two way 10 W wall mount speaker JBL CONTROL 25AV FOR SS RAIL WORK AT PER,ABU,TRL STN....",Rationalize,204319.35,Slow Moving,Operational,204319.35
