PL_Code,Description,Current_Stock,Inventory_Value,Days_Since_Movement,Depot
539823790017,EMERGENCY PANEL,2.0,730410.0,1866,SSE/SRM/SIG/MDU087221-S AND T-SR
560406280015,AXLE COUNTER TRANSMITTER COIL ( GG MAKE),20.0,692000.0,1754,SSE/SRM/TVC057253-S AND T-SR
539813330253,"RMS Server with RMS software FOR SS RAIL WORK AT PER,ABU,TRL STN",3.0,687267.96,775,SSET/SRM/PER027029-S AND T-SR
565100240010,EARTH ENHANCEMENT COMPOUND SET (25 kg+10 kg),256.0,659200.0,1063,SSE/SRM/TVC057253-S AND T-SR
539810570010,MLB-1 ( CEL Make ),15.0,654900.0,1937,SSE/S/SRM/SA067532-S AND T-SR
539810580015,MLB-2 ( CEL Make ),15.0,654900.0,1937,SSE/S/SRM/SA067532-S AND T-SR
539802164075,CABLE MARKERS IRON TYPE(SIGNAL),3713.0,649775.0,1411,SSE/SRM/TVC057253-S AND T-SR
560401060013,FRAUSCHER - AEB CARD,30.0,600000.0,864,SSE/SRM/TVC057253-S AND T-SR
541002400010,POINT ROD SIZE 1  1/4 ''   X  18' LONG WITH  END COUPLING,167.0,519332.2,904,SSE/SRM/TVC057253-S AND T-SR
543100040010,Foundation A type,98.0,495679.0,1604,JE/SIG/SRM/PGT037254-S AND T-SR
539811950422,Central Data Controller Unit (CDC) along with CDS conforming to system requirement FOR SS ....,1.0,473500.36,774,SSET/SRM/PER027029-S AND T-SR
539821491321,Daisy chain junction box for running on OFC and Ethernet copper,57.0,456000.0,796,SSET/SRM/PER027029-S AND T-SR
569004630010,Earthing MS flat 35mm x 6mm,5676.0,454080.0,956,JE/SIG/SRM/PGT037254-S AND T-SR
560606843510,IPS Spare Inverter 2KVA Modules as per RDSO specification RDSO/SPN/165/2012 or latest,4.0,447812.0,886,JE/SIG/SRM/PGT037254-S AND T-SR
539802398700,"Platform display controller (PDC) FOR SS RAIL WORK AT PER,ABU,TRL STN",11.0,445359.64,775,SSET/SRM/PER027029-S AND T-SR
539813330228,RMS Server with RMS software,2.0,436000.0,812,SSET/SRM/PER027029-S AND T-SR
56500026,APPRATUS CASE GRS TYPE FULL SIZE,7.0,425558.0,891,SSE/SRM/SIG/MDU087221-S AND T-SR
569003570030,FIRE ALARM UV/IR FLAME DETECTOR AS PER RDSO/SPN/217/2018/Ver - 2,5.0,346500.0,1529,SSE/SRM/TVC057253-S AND T-SR
539810820014,FIRE ALARM CIRCUIT INTEGRITY CABLE 2CX1.5Sq.MM ( ARMOURED),1352.0,338000.0,1349,SSE/S/SRM/SA067532-S AND T-SR
549900290336,At a Glance Display Board Double faced (AGDB) with all accessories,1.0,325000.0,796,SSET/SRM/PER027029-S AND T-SR
561195950013,CABLE 50 PAIR JELLY FILLED.,1526.0,321986.0,1331,SSE/SRM/TVC057253-S AND T-SR
56110029,CABLE PVC INSULATED ARMOURED UNSCREENED UNDERGROUND POWER CABLE 3C X 10 SQ.MM,1986.0,315774.0,753,SSE/S/SRM/TPJ077355-S AND T-SR
501800084863,Weather-resistant hemispherical boundary layer microphone AKG#2815Z00050,21.0,315000.0,790,SSET/SRM/PER027029-S AND T-SR
539810710014,Dc-Dc Converter Card ( CEL Make ),16.0,302080.0,1937,SSE/S/SRM/SA067532-S AND T-SR
501800242845,30 Watt Paging Horn Speaker Model no JBL CCS- H30,32.0,288000.0,792,SSET/SRM/PER027029-S AND T-SR
564800630015,AVR 2 KVA (AMARA RAJA IPS),3.0,265500.0,1319,SSE/SRM/TVC057253-S AND T-SR
549008680019,TERMINAL BOARD 50 WAY,109.0,259420.0,1753,SSE/SRM/TVC057253-S AND T-SR
539800829471,T NETWORKING for RTU,6.0,258000.0,1413,SSE/SRM/SIG/MDU087221-S AND T-SR
561501060058,Secondary Cells 2V-300AH  Un Charged,28.0,255144.96,893,SSE/SRM/SIG/MDU087221-S AND T-SR
561302490016,FM TX 1800 HZ,10.0,253700.0,1683,SSE/SRM/TVC057253-S AND T-SR
565100250014,GI PIPE FOR EARTHING 2.5 Mtrs LONG,256.0,250880.0,1063,SSE/SRM/TVC057253-S AND T-SR
570150950270,"8 Buttons Ethernet Controller and Volume Control, BSS#BSSEC8BV-BLK-MEU",5.0,250000.0,780,SSET/SRM/PER027029-S AND T-SR
564800650014,AVR 1.5 KVA (AMARA RAJA IPS),3.0,247800.0,1293,SSE/SRM/TVC057253-S AND T-SR
539802398724,Platform display controller (PDC) FOR SS RAIL WORK AT JTJ STN,6.0,242923.44,774,SSET/SRM/PER027029-S AND T-SR
569003530068,FIRE ALARM AUDIO VISUAL ALARM (HOOTER AND STROBE) WITH BACK BOX AS PER RDSO/SPN/217/2018 V....,18.0,241344.0,797,SSE/S/SRM/TPJ077355-S AND T-SR
564681510123,Supply of Double Digit Multi Lamp Route Indicator (LED Type). Specification as per Annexur....,5.0,237616.6,922,SSE/S/SRM/TPJ077355-S AND T-SR
569002490397,DC DC CONVERTER 12-28 V /5A SUITABLE FOR AMARA RAJA MAKE,10.0,236000.0,821,SSE/SRM/SIG/MDU087221-S AND T-SR
569008650210,Analog Card without controller suitable for Efftronics make RTU,10.0,236000.0,949,SSE/SRM/SIG/MDU087221-S AND T-SR
564601260017,PROCESSOR CARD SUITABLE FOR EFFTRONICS MAKE DATALOGGERS,5.0,235410.0,881,SSE/SRM/TVC057253-S AND T-SR
539813330289,RMS Server with RMS software FOR SS RAIL WORK AT JTJ STN,1.0,229089.32,774,SSET/SRM/PER027029-S AND T-SR
861600990018,CONTROL MODULE ADDRESSABLE RE-717 MC,44.0,220000.0,797,SSE/S/SRM/TPJ077355-S AND T-SR
56985721,RELAY QB3 (PLUG TYPE RELAY 12 VOLTS DC4F),26.0,211120.0,1814,JE/SIG/SRM/PGT037254-S AND T-SR
430800071030,CASE INNER METAL 20T,25.0,200000.0,1570,SSET/SRM/PER027029-S AND T-SR
560406410014,AXLE COUNTER  RESET BOX  GG  MAKE,5.0,196470.0,1683,SSE/SRM/TVC057253-S AND T-SR
564601020020,Mother Board suitable for EFFTRONICS make RTU,3.0,194700.0,949,SSE/SRM/SIG/MDU087221-S AND T-SR
539809440023,Multi Lamp Route Indicator LED TYPE,5.0,194669.11,871,SSE/S/SRM/TPJ077355-S AND T-SR
539830780010,DC-DC converterIP24VOP24-30/1AMP,16.0,192000.0,1076,JE/SIG/SRM/PGT037254-S AND T-SR
560608590015,INSULATION BACKING PLATE NYLON 90R.,2630.0,184100.0,1823,SSE/SRM/TVC057253-S AND T-SR
539810690015,Event Logger Card (CEL Make),6.0,184080.0,1937,SSE/S/SRM/SA067532-S AND T-SR
560402960019,Relay Drive Card ( CEL Make ) Digital Axle Counter spares,6.0,184080.0,1969,SSE/S/SRM/SA067532-S AND T-SR
430800071042,CASE INNER METAL 5T JOINT,56.0,179200.0,1570,SSET/SRM/PER027029-S AND T-SR
560411170010,Reset Card for Reset Box for GG Tronics Make HASSDAC,5.0,175436.5,1019,SSE/SRM/TVC057253-S AND T-SR
529009640030,OFC Patch cards LC-SC connector 10 mtr length,170.0,170000.0,788,SSET/SRM/PER027029-S AND T-SR
567912550075,FIRE ALARM RESETTABLE TYPE ANALOGUE LHS CABLE AS PER RDSO/SPN/217/2018-VER 2.0,200.0,168000.0,1060,SSE/SRM/TVC057253-S AND T-SR
560408110010,Digital Axle Counter spares,2.0,167560.0,1203,SSE/S/SRM/TPJ077355-S AND T-SR
567900390011,"Relay Plug-in -type, Style QNA1K 24V DC, 6F/6B Contact.",24.0,165360.0,877,SSE/S/SRM/TPJ077355-S AND T-SR
570150950256,"8 Buttons Ethernet Controller and Volume Control, BSS#BSSEC8BV-BLK-MEU",3.0,162000.0,791,SSET/SRM/PER027029-S AND T-SR
567900801023,SURGE PROTECTION DEVICE,14.0,159576.2,1249,SSE/S/SRM/TPJ077355-S AND T-SR
569003030035,FIRE ALARM FIRE SURVIVAL INTERGRITY CABLE 2CX1.5SQMM ARMORED AS PER RDSO/SPN/217/2018 VER ....,1180.0,158592.0,999,SSE/SRM/TVC057253-S AND T-SR
56509935,BATTERY CHARGER 230V AC / 24V DC 20 AMPS for Axle counter application TO RDSO SPECN.IRS.S.....,2.0,153896.84,1727,JE/SIG/SRM/PGT037254-S AND T-SR
560402950014,SCC-2 Card (710A) Digital Axle Counter spares,5.0,153400.0,1969,SSE/S/SRM/SA067532-S AND T-SR
560402940010,SCC-1 Card (710A) Digital Axle Counter spares,5.0,153400.0,1969,SSE/S/SRM/SA067532-S AND T-SR
555500100019,SCREW COUPLING SINGLE END,97.0,152775.0,1131,JE/SIG/SRM/PGT037254-S AND T-SR
544100190018,CLS POST 2.5 Mtrs,54.0,151092.0,1314,SSE/SRM/TVC057253-S AND T-SR
567907850052,STEEL TABLE OVAL WITH DECOLON TOP BIG,1.0,150000.0,1173,SSET/SRM/PER027029-S AND T-SR
560406400010,AXLE COUNTER MICRO LOGICAL CARD 2 CEL MAKE ( MLB -2),4.0,148000.0,1752,SSE/SRM/TVC057253-S AND T-SR
567921850011,DISPLAY CARD SUITABLE  FOR EFFTRONICS MAKE DATALOGGERS,5.0,144550.0,949,SSE/SRM/TVC057253-S AND T-SR
570101362632,CONTROL  CARD TO SUIT FIVE LINE DISPLAY BOARDS,7.0,139924.4,1338,SSET/SRM/PER027029-S AND T-SR
543100010017,A type foundation,25.0,137275.0,912,SSE/SRM/TVC057253-S AND T-SR
56301704,POINT MACHINE ROD ( GROUND CONNECTION SET),10.0,136700.0,1314,SSE/SRM/TVC057253-S AND T-SR
539832391173,IPS DC DC converter 24-40V/5A (spare) [ as per RDSO Spec no. RDSO/SPN/165/2012],6.0,135732.0,886,JE/SIG/SRM/PGT037254-S AND T-SR
542400040030,Trestle 4 Way,96.0,134400.0,1803,JE/SIG/SRM/PGT037254-S AND T-SR
569002490324,IPS Spare  DC DC CONVERTER 24-32 V /5 A  as per RDSO Spec No. RDSO/SPN/165/2012,6.0,134250.0,886,JE/SIG/SRM/PGT037254-S AND T-SR
539863970018,FUSE AUTO CHANGE OVER SWITCH,7.0,133000.0,1754,SSE/SRM/TVC057253-S AND T-SR
527901460094,MATRIX CARD RED LED TO SUIT CGDB,7.0,131747.0,1338,SSET/SRM/PER027029-S AND T-SR
560406320013,AXLE COUNTER MODEM CARD CEL MAKE,5.0,130000.0,1752,SSE/SRM/TVC057253-S AND T-SR
560625830010,CPU 1 CARD FOR GG TRONICS MAKE HASSDAC,2.0,129977.0,837,SSE/SRM/TVC057253-S AND T-SR
564800580012,DC DC CONVERTER 100-150 V/ 1 A (AMARA RAJA IPS),5.0,126850.0,1359,SSE/SRM/TVC057253-S AND T-SR
560408190017,Digital Axle Counter spares,4.0,125080.0,1203,SSE/S/SRM/TPJ077355-S AND T-SR
560627100010,CPU CARD SUITABLE FOR DELTRON MAKE UFSBI,2.0,125080.0,803,SSE/SRM/TVC057253-S AND T-SR
560407680013,EVENT LOGGER CARD   CEL MAKE  HASSDAC 720 P,4.0,125080.0,1566,SSE/SRM/TVC057253-S AND T-SR
429084670016,Surge Voltage Protection Device (SVPD) for SSDAC CEL MAKE,4.0,125080.0,1807,JE/SIG/SRM/PGT037254-S AND T-SR
560404210071,Supply of Tools Kits and Measuring Instrument set for measuring all the track side and pro....,1.0,124000.0,880,SSE/S/SRM/TPJ077355-S AND T-SR
539818290040,STEEL RACK WITH PIGEON HOLE LARGE 6.4 X 8.4 X 2,3.0,120000.0,1175,SSET/SRM/PER027029-S AND T-SR
565094825890,Tool Kit for HASSDAC,2.0,120000.0,998,SSE/S/SRM/TPJ077355-S AND T-SR
539852970129,ELECTRICAL LIFTING BARRIER BOOM 9.76M,8.0,119600.0,736,SSE/SRM/TVC057253-S AND T-SR
521100810024,E1 Converter (V.21 to E1-Converter) with necessary connected equipment,5.0,118448.4,1063,SSE/S/SRM/SA067532-S AND T-SR
564800590017,DC DC CONVERTER 12-28 V/ 5A (AMARA RAJA IPS),5.0,118000.0,1359,SSE/SRM/TVC057253-S AND T-SR
555500060010,MS  BACKING PLATE 52 KG,124.0,117800.0,754,SSE/SRM/TVC057253-S AND T-SR
567918610010,100-150V/1A DC-DC CONVERTERS SUITABLE FOR M/s. AMARA RAJA MAKE IPS SYSTEMS AND CONFORMING ....,5.0,116230.0,806,SSE/SRM/SIG/MDU087221-S AND T-SR
549007661110,A TYPE FOUNDATION,21.0,115311.0,1171,SSE/S/SRM/TPJ077355-S AND T-SR
565110000018,DATALOGGER DUAL E1 CONVERTOR CARD,4.0,113156.0,1709,JE/SIG/SRM/PGT037254-S AND T-SR
560406390015,AXLE COUNTER MICRO LOGIC CARD 1 CEL MAKE ( MLB -1),3.0,111000.0,1752,SSE/SRM/TVC057253-S AND T-SR
565100260019,MS FLAT 35 X 6mm,1365.0,109200.0,1063,SSE/SRM/TVC057253-S AND T-SR
560401100011,FRAUSCHER - BACK PLANE BP EXP.101-1.10TE,9.0,108000.0,1416,SSE/SRM/TVC057253-S AND T-SR
564800640010,TRANSFORMER MODULE  1 KVA (AMARA RAJA IPS),5.0,106200.0,1319,SSE/SRM/TVC057253-S AND T-SR
560406370016,AXLE COUNTER RELAY DRIVE CARD CEL MAKE,4.0,104000.0,1752,SSE/SRM/TVC057253-S AND T-SR
601210080042,MS ANGLE 75X75X6MM,16.0,104000.0,1207,SSE/S/SRM/TPJ077355-S AND T-SR
569039470023,PMDC MOTOR 24V DC 90W,8.0,103864.08,736,SSE/SRM/TVC057253-S AND T-SR
567918670017,40-100 V /1A DC-DC CONVERTER MODULE FOR AMARA RAJA MAKE IPS.,5.0,103250.0,803,SSE/SRM/SIG/MDU087221-S AND T-SR
561302480011,FM RX 2700 HZ,4.0,101480.0,1187,SSE/SRM/TVC057253-S AND T-SR
570124310016,UPS 3 KVA,2.0,100580.0,1473,SSE/SRM/SIG/MDU087221-S AND T-SR
564800600011,DC DC CONVERTER 2-12 V/ 5A (AMARA RAJA IPS),5.0,100300.0,1359,SSE/SRM/TVC057253-S AND T-SR
567918970025,IPS-Automatic Voltage Regulator Module-CVT 3.0 KVA suitable for AMARA RAJA IPS,1.0,100300.0,806,SSE/SRM/SIG/MDU087221-S AND T-SR
564601330019,CC CARD SUITABLE FOR DELTRON MAKE UFSBI,2.0,100300.0,867,SSE/SRM/TVC057253-S AND T-SR
539818290063,STEEL RACK WITH SHELVES 6.4 X 5.1 X 1.6,5.0,100000.0,1175,SSET/SRM/PER027029-S AND T-SR
539824850010,IPS BATTERY CHARGER MONITOR SMS ALERT,7.0,97769.0,1455,SSE/SRM/SIG/MDU087221-S AND T-SR
860104640026,CPU CARD FOR FIRE ALARM SYSTEM,2.0,97308.0,804,JE/SIG/SRM/PGT037254-S AND T-SR
560603310016,ISOLATION TRANSFORMER 110/110V,48.0,96768.0,1690,SSE/S/SRM/TPJ077355-S AND T-SR
567907000019,DC- DC CONVERTER 110VDC/24VDC/5AMPS,3.0,96000.0,1936,SSE/S/SRM/SA067532-S AND T-SR
541100110014,GROUND LEVER 2 WAY,6.0,96000.0,1927,SSE/SRM/TVC057253-S AND T-SR
560409840019,RELAY DRIVE CARD FOR GG TRONICS MAKE HASSDAC,4.0,95792.4,1068,SSE/SRM/TVC057253-S AND T-SR
564601310010,DUAL MODEM CARD SUITABLE FOR EFFTRONICS MAKE DATALOGGERS,3.0,95580.0,874,SSE/SRM/TVC057253-S AND T-SR
549005791384,WIPING SOLDER,158.0,94800.0,1574,SSET/SRM/PER027029-S AND T-SR
564601260017,PROCESSOR CARD SUITABLE FOR EFFTRONICS MAKE DATALOGGERS,2.0,94400.0,891,SSE/SRM/TVC057253-S AND T-SR
56163034,"VOLTAGE  STABILIZERS 3 KVA / 230 V SINGLE PHASE, SHELF MOUNTING, STATIC, FERRO RESONANT TY....",3.0,91599.91,989,SSE/SRM/SIG/MDU087221-S AND T-SR
722400672758,DRILLING MACHINE HEAVY DUTY,3.0,90273.0,788,SSE/S/SRM/TPJ077355-S AND T-SR
553000020013,GROUND LEVER FRAME SINGLE,6.0,90000.0,1807,JE/SIG/SRM/PGT037254-S AND T-SR
523000830072,Digital Signal Processor - I/O Expander BSS#BSSBLU-BIB-EU,1.0,90000.0,780,SSET/SRM/PER027029-S AND T-SR
567918630019,2 KVA AVR Part No: 43200003636 suitable for M/S Amararaja Make IPS conforming to RDSOSpec:....,1.0,88500.0,799,SSE/SRM/SIG/MDU087221-S AND T-SR
500100160020,Supply of 24V E1 extender at the existing Data logger end,4.0,87360.0,1063,SSE/S/SRM/SA067532-S AND T-SR
500100170024,Supply of 48Volts E1 extender at the OFC end,4.0,87360.0,1063,SSE/S/SRM/SA067532-S AND T-SR
567917400018,Supply of Display card suitable for Efftronics make Data loggers. Supplied material should....,3.0,86999.04,1034,SSE/S/SRM/TPJ077355-S AND T-SR
56020790,"- DYNAMIC HANDSET FOR BLOCK INSTRUMENT AS PER SPECIFICATION No.S&T/S.033 OF S&T WOTKSHOPS,....",28.0,84018.76,759,SSE/S/SRM/TPJ077355-S AND T-SR
520500451223,BATTERY FOR WALKIE TALKIE GP68,71.0,83780.0,1578,SSET/SRM/PER027029-S AND T-SR
560407690018,INTERFACE CARD FOR RESET BOX  CEL MAKE HASSDAC 720 P,3.0,83190.0,1387,SSE/SRM/TVC057253-S AND T-SR
567918710027,DC-DC Converters 12-28V/1A  SUITABLE FOR AMARA RAJA MAKE IPS,4.0,82600.0,806,SSE/SRM/SIG/MDU087221-S AND T-SR
529001730054,NETWORK BRANCHING HYBRID 4WIRE-6WAY.,7.0,82187.0,1175,SSET/SRM/PER027029-S AND T-SR
539804287050,POWER SUPPLY CARD FOR EFFTRONICS MAKE RTU,7.0,76999.72,929,SSE/SRM/SIG/MDU087221-S AND T-SR
569003530032,FIRE ALARM AUDIO VISUAL ALARM (HOOTER AND STROBE) WITH BACK BOX AS PER RDSO/SPN/217/2018 V....,10.0,75000.0,1060,SSE/SRM/TVC057253-S AND T-SR
539820880019,CRANK ADJUSTABLE STRAIGHT 300 X 450 MM,32.0,73046.4,734,SSE/SRM/SIG/MDU087221-S AND T-SR
539803844690,SGE (B/I)BLOCK BELL EQUIPMENT 24V DC,26.0,73018.4,899,SSE/S/SRM/SA067532-S AND T-SR
539872270010,LED LAMP FOR LOCATION,66.0,72600.0,759,SSE/SRM/SIG/MDU087221-S AND T-SR
560401070018,FRAUSCHER - I/O EXB CARD,4.0,72000.0,1090,SSE/SRM/TVC057253-S AND T-SR
560608580010,INSULATION BACKING PLATE NYLON -52 KG.,1415.0,70750.0,1823,SSE/SRM/TVC057253-S AND T-SR
539814520013,SMS ALERT SYSTEM (CHARGER MONITORING),5.0,70715.0,1912,SSE/SRM/TVC057253-S AND T-SR
560613240035,MODULE ISOLATION TXR 230/110/500VA  FOR IPS HBL MAKE,2.0,70139.2,815,SSE/SRM/SIG/MDU087221-S AND T-SR
527900062767,INVERTER 1 KVA,4.0,69600.0,1578,SSET/SRM/PER027029-S AND T-SR
560406660018,RESET CARD OF RESET BOX FOR CEL MAKE HASSDAC 720 P,4.0,68440.0,1650,SSE/SRM/TVC057253-S AND T-SR
529001320010,RTU T NETWORKING MODEM WITH CARD,2.0,68440.0,822,SSE/SRM/TVC057253-S AND T-SR
567900488679,Battery Charger 230 V AC/ 24 V DV / 50 Amp.,1.0,68067.0,1165,SSE/S/SRM/TPJ077355-S AND T-SR
501000103553,WEBFIL MUX 64 KBPS G703 DATA CARD,2.0,65342.0,1574,SSET/SRM/PER027029-S AND T-SR
560603161473,SSDAC EF CARD FRAME WITH MOTHER BOARD  GGTRONICS MAKE,2.0,65000.0,1803,JE/SIG/SRM/PGT037254-S AND T-SR
564601170016,MOTHER BOARD SUITABLE FOR EFFTRONICS MAKE DATALOGGERS,1.0,64900.0,943,SSE/SRM/TVC057253-S AND T-SR
560800530013,TRANSFORMER RECTIFIER 230/24/2 A,6.0,64800.0,1314,SSE/SRM/TVC057253-S AND T-SR
570106430019,Desk Top Computer with preloaded operating system,2.0,64445.0,1203,JE/SIG/SRM/PGT037254-S AND T-SR
430512780011,DIGITAL CLAMP ON EARTH TESTER,3.0,63720.0,754,SSE/SRM/TVC057253-S AND T-SR
560604545763,DRILLING MACHINE 1323 MM B8D,3.0,63543.0,1056,SSET/SRM/PER027029-S AND T-SR
539805041006,Crank Handle FOR POINT MACHINE,85.0,61200.0,1927,SSE/SRM/TVC057253-S AND T-SR
539866280037,Dynamic Paging microphone with desktop stand AKG Model 6000H51030,6.0,60000.0,791,SSET/SRM/PER027029-S AND T-SR
560609470017,SSDAC SF CARD with Mother board (GG TRONICS MAKE),2.0,60000.0,1803,JE/SIG/SRM/PGT037254-S AND T-SR
560400020019,Event Logger Card for SSDAC (CEL),2.0,59062.0,1803,JE/SIG/SRM/PGT037254-S AND T-SR
564601270011,ANALOG SCANNER CARD WITH CONTROLLER SUITABLE FOR EFFTRONICS MAKE DATALOGGERS,2.0,59000.0,891,SSE/SRM/TVC057253-S AND T-SR
509041003659,Solar Panel 12V 35W,12.0,57744.0,1808,JE/SIG/SRM/PGT037254-S AND T-SR
539800448130,"4 Inch , Rimless Ceiling Speaker JBL Model No CS-ICS04MR",45.0,56250.0,780,SSET/SRM/PER027029-S AND T-SR
539814560011,TERMINAL BOARD 72 WAY.,20.0,55920.0,1752,SSE/SRM/TVC057253-S AND T-SR
569004610011,Earthing Charcoal,1906.0,55274.0,956,JE/SIG/SRM/PGT037254-S AND T-SR
539807240018,TIMER RELAY 30 SECOND,29.0,53650.0,1969,SSE/S/SRM/SA067532-S AND T-SR
539828810018,SSDAC Transmitter coil For CEL MAKE,5.0,53155.0,1807,JE/SIG/SRM/PGT037254-S AND T-SR
560400030360,SSDAC Receiver  Coils for  CEL MAKE,5.0,53155.0,1807,JE/SIG/SRM/PGT037254-S AND T-SR
560406360011,AXLE COUNTER EVENT LOGGER CARD CEL MAKE,2.0,52000.0,1752,SSE/SRM/TVC057253-S AND T-SR
539859090070,Heat and Smoke Sensor,8.0,52000.0,757,SSET/SRM/PER027029-S AND T-SR
539820860010,CABLE MARKER RCC,194.0,51617.97,1035,SSE/SRM/SIG/MDU087221-S AND T-SR
560406700016,AUTO RESET CARD FOR CEL MAKE HASSDAC 720 P,3.0,51330.0,1650,SSE/SRM/TVC057253-S AND T-SR
564680690014,CLS unit 4 Aspect,4.0,50336.0,808,SSE/SRM/TVC057253-S AND T-SR
539818290075,STEEL RACK 3 SHELVES 3 X 1.5 X 4,1.0,50000.0,1175,SSET/SRM/PER027029-S AND T-SR
539866280049,Dynamic Paging microphone with desktop stand AKG Model 6000H51030,5.0,50000.0,780,SSET/SRM/PER027029-S AND T-SR
560401120010,FRAUSCHER - BP POWER 0-8TE,5.0,50000.0,1416,SSE/SRM/TVC057253-S AND T-SR
560628430017,"Maintenance free earthing consist of earthing rod 3 mtr-01 no, Copper Strip (300x25x6mm)-0....",2.0,49964.0,736,SSE/SRM/TVC057253-S AND T-SR
861600900017,HEAT AND SMOKE MULTI SENSOR ADDRESSABLE,14.0,49000.0,898,SSE/SRM/TVC057253-S AND T-SR
501802180089,Counter communication system Ahuja CCS 2300,2.0,48000.0,792,SSET/SRM/PER027029-S AND T-SR
501802580020,Counter Communication System Ahuja CCS 2300,2.0,48000.0,781,SSET/SRM/PER027029-S AND T-SR
569003550031,FIRE ALARM PROBE TYPE BIMETALIC FIXED TEMPERATURE HEAT DETECTOR AS PER RDSO/SPN/217/2018 V....,5.0,47500.0,1529,SSE/SRM/TVC057253-S AND T-SR
564601280016,ANALOG SCANNER CARD WITHOUT CONTROLLER SUITABLE FOR EFFTRONICS MAKE DATALOGGERS,2.0,47200.0,891,SSE/SRM/TVC057253-S AND T-SR
560600046685,RELAY RACK TO HOLD 168 RELAYS,2.0,45760.0,883,SSE/S/SRM/TPJ077355-S AND T-SR
560606820017,CVT 1.5 KVA STATCON IPS.,1.0,45165.0,1752,SSE/SRM/TVC057253-S AND T-SR
560408570010,TRAIN SIMULATOR FOR HASSDAC( GG TRONICS ),2.0,44000.0,1489,SSE/S/SRM/SA067532-S AND T-SR
569003010693,FAULT ISOLATOR DETECTOR BASE,8.0,44000.0,757,SSET/SRM/PER027029-S AND T-SR
569027360023,HANDHELD DIGITAL INFRARED THERMOMETER FLUKE 59 MAX,5.0,41370.0,1114,SSET/SRM/PER027029-S AND T-SR
