PL_Code,Description,Movement_Status,Inventory_Aging_Class,Inventory_Value,Operational_ABC,Source_Universe
50231881,ELECTRONIC PUSH BUTTON TELEPHONE (EPBT) CONFIRMING TO TEC SPECN G.R NO: GR/TEL-02/04 SEP02....,Active,Active,34983.0,C,Operational
50231959,ELECTRONIC PUSH BUTTON TELEPHONE (EPBT) INSTRUMENT WITH ONE MAIN AND ONE EXTENSION WITH PO....,Active,Active,36305.1,C,Operational
50231959,ELECTRONIC PUSH BUTTON TELEPHONE (EPBT) INSTRUMENT WITH ONE MAIN AND ONE EXTENSION WITH PO....,Active,Active,36305.1,C,Operational
502357760028,TELEPHONE CALLER IDENTIFICATION -CID,Slow Moving,Slow Moving,0.0,C,Operational
539865760039,V.F SIGNALLING TRANSFORMER 1:2,Slow Moving,Very Slow Moving,16342.82,C,Operational
539865740314,VOICE LOGGER MASTER TELEPHONE for  ELECTRONIC L.C. GATE,Slow Moving,Slow Moving,0.0,C,Operational
502355360989,VOICE LOGGER SLAVE TELEPHONE,Slow Moving,Slow Moving,0.0,C,Operational
502355360990,VOICE LOGGER POWER SUPPLY UNIT 24V DC,Slow Moving,Slow Moving,0.0,C,Operational
539814840056,TEJAS TJ100 STM1 TRIBUTARY INTERFACE CARD,Dead Stock,Dead Stock,0.0,C,Operational
539801916260,WEBFIL 2W/4W SUBSCRIBER INTERFACE/ FXS CARD,Slow Moving,Very Slow Moving,0.0,C,Operational
539801361018,WEBFIL Exchange Interface card,Slow Moving,Slow Moving,728284.2,B,Operational
501000103553,WEBFIL MUX 64 KBPS G703 DATA CARD,Dead Stock,Dead Stock,65342.0,C,Operational
501024510020,WEBFIL 2W/4W E&M INTERFACE CARD (4 CIRCUITS PER CARD),Active,Active,181360.1,C,Operational
549005791384,WIPING SOLDER,Dead Stock,Dead Stock,94800.0,C,Operational
528700080244,WIRE 3.028,Dead Stock,Dead Stock,27720.0,C,Operational
539848730107,SMS ALERT SYSTEMS IN FAILURE TIME,Dead Stock,Dead Stock,1023000.0,B,Operational
509000506870,WIFI ROUTER,Active,Active,7334.88,C,Operational
50370080,4 WIRE DTMF WAY STATION EQUIPMENT RDSO SPECIFICATION NO.IRS/TC-60/2007 OR LATEST,Active,Active,8525.36,C,Operational
50370080,4 WIRE DTMF WAY STATION EQUIPMENT RDSO SPECIFICATION NO.IRS/TC-60/2007 OR LATEST,Active,Active,8525.36,C,Operational
521100120135,LAN Extender,Slow Moving,Very Slow Moving,0.0,C,Operational
539812020037,Horn Speaker 25XT,Dead Stock,Dead Stock,0.0,C,Operational
539833280061,OFC PATCH CORD SC-ST CONNECTOR 3 MTR LENGTH),Slow Moving,Slow Moving,0.0,C,Operational
539844700029,DP BOX 50PAIR KRONE MODULE,Slow Moving,Very Slow Moving,0.0,C,Operational
539801849015,MODEM G703 2 MBPS,Slow Moving,Very Slow Moving,0.0,C,Operational
539801849027,MODEM V35 2 MBPS,Slow Moving,Very Slow Moving,0.0,C,Operational
570108230022,UPS 1 KVA BPE MAKE,Dead Stock,Dead Stock,0.0,C,Operational
539808521015,WIRED CARDIOID MICROPHONE AHUJA AUD 100XLR,Active,Active,0.0,C,Operational
520500451430,INTERCONNECTING CHORD FOR MOTOROLA 25W VHF EQUIPMENT MODEL GM 300,Dead Stock,Dead Stock,0.0,C,Operational
527900312176,4 MP IP Bullet Camera HI FOCUS,Slow Moving,Slow Moving,0.0,C,Operational
539845311045,E1 TO ETHERNET CONVERTER,Dead Stock,Dead Stock,0.0,C,Operational
509044610034,100 pair krone DP with module,Slow Moving,Very Slow Moving,0.0,C,Operational
539809531132,BATTERY MAINTENANCE FREE SEALED 12V/ 100Ah,Slow Moving,Very Slow Moving,0.0,C,Operational
509000422789,Two Way Counter Communication System AHUJA MAKE,Slow Moving,Slow Moving,0.0,C,Operational
561100820029,FIELD SERVICE CABLE,Dead Stock,Dead Stock,0.0,C,Operational
501801220031,AMPLIFIER 350W Public Address (PA)  AHUJA SSA 350,Active,Active,0.0,C,Operational
509000349855,BATTERY MAINTENANCE FREE SEALED 12V/ 65Ah,Slow Moving,Slow Moving,0.0,C,Operational
501300520510,CONTROL TELEPHONE 8 WAY LINE CORD,Dead Stock,Dead Stock,0.0,C,Operational
501027170097,NEC WHITE 24 BUTTON DT 530 PHONE DTK-24D-1P(WH) TEL # BE118999,Dead Stock,Dead Stock,0.0,C,Operational
539802318560,MEDIA CONVERTER SINGLE MODE SINGLE FIBER,Slow Moving,Slow Moving,0.0,C,Operational
570500260144,LG 43UM5N-H 43 inch Standard Signage TV,Active,Monitor,0.0,C,Operational
501027170127,OPEN STAGE 15T DIGITAL PHONE (DKT) SUITABLE FOR SIEMENS HiPath 4000 EXCHANGEMAKE: UNIFY,Dead Stock,Dead Stock,0.0,C,Operational
565198350028,STABILIZER 1KVA,Dead Stock,Dead Stock,3026.0,C,Operational
501024520024,WEBFIL NIM CARDS,Active,Active,381715.84,B,Operational
501025160027,WEBFIL POWER SUPPLY UNIT-PSU CARD,Active,Active,0.0,C,Operational
501025180026,WEBFIL TRIBUTARY INTERFACE-TRIB CARD,Active,Monitor,0.0,C,Operational
539802648730,INTERNAL HARD DISK DRIVE 6 TB,Dead Stock,Dead Stock,0.0,C,Operational
520504030030,VOLTE ENABLED GSM WLL FCT PHONE,Active,Active,117683.39,C,Operational
409005470025,FIBER RACEWAY,Dead Stock,Dead Stock,20000.0,C,Operational
539804531166,CABLE 20 PAIR UG PIJF,Dead Stock,Dead Stock,0.0,C,Operational
539802685427,BATTERY 1.5V SIZE D20 NIPPO MAKE,Dead Stock,Dead Stock,0.0,C,Operational
539801395296,TV SMART LED 49 INCH SONY MAKE,Dead Stock,Dead Stock,0.0,C,Operational
523000600066,"Digital Voice Recorder Model ICD-UX570F, Make - SONY",Dead Stock,Dead Stock,0.0,C,Operational
539832140024,HARD DISK DRIVE INTERNAL 2 TB TOSHIBA,Slow Moving,Slow Moving,0.0,C,Operational
509000286237,MEGAPHONE AHUJA MAKE AM 21SD,Dead Stock,Dead Stock,0.0,C,Operational
539813610020,KRONE TOOL,Dead Stock,Dead Stock,0.0,C,Operational
539802982203,DIGITAL MULTIMETER RISHABH 14S,Dead Stock,Dead Stock,0.0,C,Operational
503524530030,4 WIRE DTMF WAY STATION  EQUIPMENTS WITH CONTROL TELEPHONE,Dead Stock,Dead Stock,0.0,C,Operational
560800310566,DIGITIAL MULTIMETER METRAVI PRO 587,Dead Stock,Dead Stock,0.0,C,Operational
520502200035,SMART PHONE SAMSUNG GALAXY M12,Dead Stock,Dead Stock,0.0,C,Operational
539847880020,6U Rack ENCLOSURES NETWORKING/SERVER RACK  Wall Mounting MAKE WQ INDIA,Slow Moving,Very Slow Moving,0.0,C,Operational
570100499988,DVR 16 CHANNEL  TVT MAKE TD-2116TS-CL,Dead Stock,Dead Stock,0.0,C,Operational
539804468353,NVR 4 CHANNEL,Slow Moving,Slow Moving,0.0,C,Operational
539802601335,NVR 8 CHANNEL,Active,Monitor,0.0,C,Operational
539802295820,POE SWITCH 8 PORT,Active,Active,163560.0,C,Operational
539833270020,SMPS POWER SUPPLY ADAPTOR 12V 8 CHANNEL  FOR DVR-ANALOG CAMERA,Dead Stock,Dead Stock,0.0,C,Operational
539838030034,POWER MONITOR 230V AC ANNAIE MAKE,Dead Stock,Dead Stock,0.0,C,Operational
539812220087,CONTROL CARD TO SUIT CGDB,Dead Stock,Dead Stock,0.0,C,Operational
521566280429,DUAL PORT PC-MDCH LINKER UNIT,Dead Stock,Dead Stock,0.0,C,Operational
502200010089,MDCH/PDCH CONTROL CARD,Dead Stock,Dead Stock,0.0,C,Operational
521566280430,MDCH/PDCH 8 PORT SERIAL COMMUNICATION CARD,Dead Stock,Dead Stock,0.0,C,Operational
539812211074,MATRIX CARD WHITE LED TO SUIT CGDB,Dead Stock,Dead Stock,0.0,C,Operational
527901460094,MATRIX CARD RED LED TO SUIT CGDB,Dead Stock,Dead Stock,131747.0,C,Operational
570101362632,CONTROL  CARD TO SUIT FIVE LINE DISPLAY BOARDS,Dead Stock,Dead Stock,139924.4,C,Operational
570101362644,CONTROL CARD TO SUIT SINGLE LINE DISPLAY BOARDS,Dead Stock,Dead Stock,0.0,C,Operational
508310190031,BATTERY BANK VRLA 48V/120AH,Slow Moving,Slow Moving,0.0,C,Operational
527902350041,BATTERY BANK MF VRLA 48V / 200AH,Slow Moving,Slow Moving,0.0,C,Operational
539813300108,TENT  4M EXTENDABLE,Dead Stock,Dead Stock,0.0,C,Operational
520500401633,Motorola Charger for Motorola walki takie GP328/338,Dead Stock,Dead Stock,0.0,C,Operational
569005400048,2T VF TRANSFORMER OF RATION 470:600 AND 470:1120 OHMS (CYLINDER TYPE),Active,Active,77880.0,C,Operational
570101417554,MONITOR 21 INCH LG,Slow Moving,Very Slow Moving,0.0,C,Operational
570102008534,HOT SPOT 4G DONGLE (DIFFERENT SERVICE PROVIDER),Dead Stock,Dead Stock,8024.0,C,Operational
520508390028,MOTOROLA Spare Battery for model GP 328 / 338 Walkie talkie,Slow Moving,Very Slow Moving,0.0,C,Operational
500601240060,TRANSMITTER INSET,Active,Monitor,15000.0,C,Operational
539884450048,BATTERY WALKIE TALKIE TID V-30,Dead Stock,Dead Stock,0.0,C,Operational
562300060110,DESK TYPE ELECTRONIC MAGNETO TELEPHONE,Dead Stock,Dead Stock,0.0,C,Operational
569027360023,HANDHELD DIGITAL INFRARED THERMOMETER FLUKE 59 MAX,Dead Stock,Dead Stock,41370.0,C,Operational
539811931397,UPS 1 KVA ONLINE WITH EXTERNAL 12V 26 AH BATTERY 3 NOS EACH WITH STAND,Dead Stock,Dead Stock,0.0,C,Operational
500502510050,POWER BANK,Active,Active,13995.0,C,Operational
527901140087,PA MIXER,Dead Stock,Dead Stock,0.0,C,Operational
508313220095,SMPS BASED BATTERY CHARGER 48V/ 50AMP with 03 nos of 25 AMP SMR modules,Slow Moving,Very Slow Moving,0.0,C,Operational
529006590027,BATTERY FOR KENWOOD WALKIE TALKIE KNB-57L,Slow Moving,Very Slow Moving,0.0,C,Operational
500500340048,VIDEO HANDHELD CAMCORDER,Dead Stock,Dead Stock,0.0,C,Operational
501900030062,WALKIE TALKIE CHARGER FOR KENWOOD,Dead Stock,Dead Stock,0.0,C,Operational
501000267963,GI PIPE 40 MM DIAMETER,Dead Stock,Dead Stock,0.0,C,Operational
508311040065,BATTERY CHARGER WALKIE TALKIE TID V-30,Dead Stock,Dead Stock,0.0,C,Operational
520501510910,MICROPHONE WIRELESS CARDIOID,Slow Moving,Very Slow Moving,153000.0,C,Operational
539821770090,CLAMP METER HAND HELD TRUE RMS,Active,Active,21708.0,C,Operational
570101228060,Online UPS of Rating 5.0 KVA With Battery Of Backup Time 60 Minutes,Dead Stock,Dead Stock,0.0,C,Operational
570121460076,CISCO WEBEX MIDDLEWARE PLATFORM SYSTEM  with Subscription Licence.,Active,Monitor,0.0,C,Operational
527900430653,SWITCH 24 Ports Managed Non PoE Layer 2 Access (L2 Switch),Active,Active,174798.0,C,Operational
521100040050,SWITCH  8 Ports Web Managed Non PoE Layer 2 Access (L2 SWITCH),Active,Active,126000.0,C,Operational
570110000024,CAMERA PTZ FOR CCTV,Slow Moving,Very Slow Moving,35990.0,C,Operational
523000460025,NVR 64 CHANNEL FOR CCTV,Dead Stock,Dead Stock,0.0,C,Operational
570150100029,CAMERA 4MP BULLET FOR CCTV,Dead Stock,Dead Stock,0.0,C,Operational
520500451508,BATTERY FOR WALKIE TALKIE ALINCO,Dead Stock,Dead Stock,0.0,C,Operational
570110310025,CAMERA 2 MP BULLET FOR CCTV,Slow Moving,Slow Moving,0.0,C,Operational
523000590061,NVR 32 CHANNEL FOR CCTV,Slow Moving,Very Slow Moving,0.0,C,Operational
539808540228,CABLE 6 CORE (6 FIBRE) SINGLE MODE FLEXIBLE FOR OUTDOOR,Dead Stock,Dead Stock,0.0,C,Operational
561195541757,CABLE 10 PAIR UG PIJF,Active,Monitor,0.0,C,Operational
569016060035,"Adjustable Torque Wrench 5-35Nm, 1/4 inch Sq. Drive, Rachet Type",Active,Active,83997.12,C,Operational
560605006124,HANDHELD BRUSH CUTTER / LINE TRIMMER,Dead Stock,Dead Stock,32000.0,C,Operational
539800469648,PORTABLE TWO WAY PA SPEAKER,Dead Stock,Dead Stock,0.0,C,Operational
501806660197,GPS double faced platform clock with GPS synchronization as per RDSO Specification.,Dead Stock,Dead Stock,0.0,C,Operational
539802649320,HARD DISK DRIVE INTERNAL 10 TB,Slow Moving,Very Slow Moving,0.0,C,Operational
502323201614,MAIN AND EXTENSION  TELEPHONE (1+1 PHONE),Active,Active,0.0,C,Operational
570102210062,TABLE LIGHT WEIGHT FOLDING RECTANGULAR,Dead Stock,Dead Stock,0.0,C,Operational
539801448823,`TRIPOD SPEAKER STAND,Dead Stock,Dead Stock,0.0,C,Operational
783002169970,CHAIR LIGHT WEIGHT FOLDING WITHOUT ARM,Dead Stock,Dead Stock,3220.0,C,Operational
522005910022,HAND HELD RECHARGEABLE LED TORCH,Slow Moving,Slow Moving,24000.0,C,Operational
564682260023,Rechargeable LED Search Light,Slow Moving,Slow Moving,10444.0,C,Operational
503523190684,"Auto Dialling System from Emergency Socket consisting of (1) Base unit, (2) Way sideTeleph....",Slow Moving,Very Slow Moving,0.0,C,Operational
509041760069,PTZ Video Conferencing Camera,Dead Stock,Dead Stock,0.0,C,Operational
527901140130,PA MIXER AMPLIFIERS 2 ZONE AHUJA TZA-2000DP,Slow Moving,Very Slow Moving,0.0,C,Operational
529004840030,Supply of Intelligent E 1 to Ethernet convertor (EthernetPort to G-703). Unit tohave one E....,Active,Active,0.0,C,Operational
567911279128,SMPS (Power Supply Unit ? PSU ) 12 VOLT DC (Model LRS-75/12V & LRS-35/5V) suitable for GPS....,Active,Monitor,0.0,C,Operational
529003560279,5 watt VHF Digital Walkie Talkie Set without Keypad and without Display to Specn.No.RDSO....,Slow Moving,Very Slow Moving,0.0,C,Operational
569047300020,JUNGLE HAT,Active,Active,234.0,C,Operational
560402730129,Control Card with suitable connectors for GPS clockas per RDSO Specification RDSO/SPN/TC/6....,Active,Active,0.0,C,Operational
569034160032,Flash Display Card with Awago with suitable connectors LED for GPS clock as per RDSO Speci....,Active,Active,150634.08,C,Operational
560608650073,Buffer Card with suitable connectors for GPS Clock. as per RDSO Specification RDSO/SPN/TC/....,Active,Active,94445.83,C,Operational
539898460290,GPS Antenna with suitable connectors for GPS Clock as per RDSO Specification RDSO/SPN/TC/6....,Active,Active,93911.81,C,Operational
539801361468,GPS interface Card with suitable connectors for GPS Clock as per RDSO Specification RDSO/S....,Active,Active,70101.44,C,Operational
539838030060,230v AC/230V AC power monitor with suitable connectors to suit the displays for GPS clock ....,Active,Active,97980.12,C,Operational
509000150169,Status card with suitable connectors for GPS Clock as per RDSO Specification RDSO/SPN/TC/6....,Active,Active,131988.29,C,Operational
570100421616,13 Segment Display Card with Awago LED with suitable connectors for GPS clock as per RDSO ....,Active,Active,25384.16,C,Operational
539846560454,VOLTE ENABLED GSM FIXED WLL FCT PHONE,Slow Moving,Very Slow Moving,0.0,C,Operational
570104010039,LASER PROJECTOR,Slow Moving,Very Slow Moving,0.0,C,Operational
569066000022,"Safety Shoes with Electrical, Oil, Acid and Slip Resistance  As per BIS specification IS 1....",Active,Active,5292.3,C,Operational
559000820114,ELECTRONIC (PUSH BUTTON) PB TELEPHONE,Active,Active,19612.5,C,Operational
539805022942,LIU 12 Port Rock Mounted Fibre Patch Panel,Active,Monitor,77000.0,C,Operational
539804830637,LIU 24 Port Rock Mounted Fibre Patch Panel,Active,Active,30400.0,C,Operational
527902350065,BATTERY BANK SMF VRLA 48V / 300AH,Slow Moving,Very Slow Moving,0.0,C,Operational
570101949450,Smart Television LG LAEC015 136-inch All-In-One LED Display TV,Slow Moving,Slow Moving,0.0,C,Operational
520508390065,MOTOROLA Spare Battery for Model XIRP 6600i Walkie Talkie,Slow Moving,Slow Moving,0.0,C,Operational
570121460210,Renewal of EMS license for TEJAS STM NMS Server with three Year validity,Active,Monitor,0.0,C,Operational
501027960230,Servers to work as IP-PBX from 48 to 500 subscribers for RBMS work,Active,Monitor,0.0,C,Operational
570153211197,Smart Television LG 98UM5K 98-inch TV 4K UHD Signage Display with ADS display panel,Active,Monitor,0.0,C,Operational
539835441497,OPTICAL POWER METER FOR TESTING OF OFC  CABLE,Slow Moving,Slow Moving,0.0,C,Operational
569016380560,HIGH VISIBILITY WARNING GARMENT-SAFETY JACKET,Active,Active,21000.0,C,Operational
520512200020,Industrial 5G wiﬁ Router TELTONIKA RUTX50,Active,Monitor,0.0,C,Operational
529021160036,TJ1400 R2 Packet Optical Transport System: 7 slot Base chassis (ET) with R2 Backplane and ....,Active,Active,254398.56,C,Operational
529006340035,"FTU20, FTU & OAM for TJ1400 7 slot chassis for TEJAS T1400 STM16 equipment",Active,Monitor,199877.84,C,Operational
560403681886,CORAL TELECOM DHVANI IP4LP IP Phone,Active,Active,0.0,C,Operational
527903920072,"ST63E1, Small form factor Trib with 63 E1 / DS1 ports for TJ1400, E1 cables for ST63E1 car....",Active,Active,269953.32,C,Operational
509041067327,Beach/Garden Umbrella with stand 48 inch/8 feet big size outdoor heavy duty,Active,Active,9828.0,C,Operational
569006500361,CORAL TELECOM Power Supply (PSU) CARD for PABX system,Active,Active,120000.0,C,Operational
539873040024,CORAL TELECOM TDM Extension (FXS) CARD for PABX system,Active,Active,23000.0,C,Operational
560403681989,CORAL TELECOM CPU CARD for PABX system,Active,Active,96000.0,C,Operational
539896771795,CABLE ROUTE TRACER,Active,Active,0.0,C,Operational
539813442079,CABLE FAULT LOCATOR,Active,Active,140000.0,C,Operational
553000022927,Optical Time Domain Reflectometer (OTDR),Active,Active,0.0,C,Operational
539846342086,SWITCH 24 Port Managed POE Web Managed Layer 2 Access,Active,Active,112000.0,C,Operational
561195901105,CABLE 6 QUAD UG PIJF,Slow Moving,Very Slow Moving,0.0,C,Operational
539804776369,CABLE 12C X 1.5 SQMM,Dead Stock,Dead Stock,0.0,C,Operational
561195541320,CABLE 10 PAIR UG PIJF,Slow Moving,Very Slow Moving,0.0,C,Operational
561199220029,CABLE UTP CAT 6,Active,Active,15756.3,C,Operational
539847400045,CABLE OFC 24 FIBER ARMOURED,Active,Monitor,0.0,C,Operational
539811569866,DWC PIPE 120 mm Dia,Active,Active,0.0,C,Operational
539820871055,DWC PIPE,Active,Active,0.0,C,Operational
570101948080,TELEVISION  42 INCH SAMSUNG VDU,Dead Stock,Dead Stock,0.0,C,Operational
539847820022,GI PIPE 50 MM DIAMETER,Dead Stock,Dead Stock,0.0,C,Operational
501000264214,GI PIPE 50MM DIAMETER,Dead Stock,Dead Stock,0.0,C,Operational
539802804179,HDPE PIPE,Slow Moving,Very Slow Moving,0.0,C,Operational
501000264226,GI PIPE 100 MM DIAMETER,Slow Moving,Very Slow Moving,0.0,C,Operational
539804082610,CT BOX 20 PAIR,Dead Stock,Dead Stock,0.0,C,Operational
508501360022,DIGITAL EARTH TESTER,Dead Stock,Dead Stock,0.0,C,Operational
508500260020,DIGITAL EARTH TESTER,Dead Stock,Dead Stock,0.0,C,Operational
505600260124,DIGITAL EARTH TESTER,Dead Stock,Dead Stock,0.0,C,Operational
539874680021,DIGITAL EARTH RESISTANCE METER,Slow Moving,Slow Moving,0.0,C,Operational
501500320073,50 pair DP Box,Dead Stock,Dead Stock,0.0,C,Operational
539802615050,12 U RACK,Dead Stock,Dead Stock,0.0,C,Operational
539802996380,DIGITAL INSULATION TESTER,Slow Moving,Slow Moving,12840.0,C,Operational
