PL_Code,Description,Current_Stock,Unit,Unit_Cost,Inventory_Value,Last_Receipt_Date,Last_Issue_Date,Days_Since_Movement,Inventory_Aging_Class,Movement_Status,Inventory_Value_Band,Depot,Operational_ABC,Inventory_Domain,Business_Unit,Division,Snapshot_Date,Pipeline_Version
565172840739,EXTERNAL MODEM FOR RTU,53.0,Nos.,23716.74,1256987.43,08-02-2023,12-03-2026,87,Active,Active,Rs 10 Lakh - 1 Crore,SSE/SRM/SIG/MDU087221-S AND T-SR,A,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
567911510010,DIGITAL VOICE ANNOUNCING SYSTEM,89.0,Nos.,9649.23,858781.56,24-10-2025,22-05-2026,16,Active,Active,Rs 1 Lakh - 10 Lakh,SSE/SRM/SIG/MDU087221-S AND T-SR,A,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
567911560024,PCB-SMR Address card for IPS suitable for existing AMARARAJA make,0.0,Nos.,4720.0,0.0,31-10-2023,06-11-2023,944,Dead Stock,Dead Stock,"< Rs 10,000",SSE/SRM/SIG/MDU087221-S AND T-SR,C,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
567911860019,LC gate Road warning FRB Hood (3 aspects),1.0,Nos.,11800.0,11800.0,13-03-2026,13-03-2026,86,Active,Active,"Rs 10,000 - 1 Lakh",SSE/SRM/SIG/MDU087221-S AND T-SR,C,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
567912100082,GSM Modem for SMS generation,0.0,Nos.,11670.2,0.0,07-11-2023,20-11-2023,930,Dead Stock,Dead Stock,"< Rs 10,000",SSE/SRM/SIG/MDU087221-S AND T-SR,C,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
567918190135,QL1 Relay 11F/4B,0.0,Nos.,3528.2,0.0,05-08-2024,15-10-2025,235,Slow Moving,Slow Moving,"< Rs 10,000",SSE/SRM/SIG/MDU087221-S AND T-SR,C,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
567918870018,PCB-110V MUIB1 with N/C logic suitable for existing AMARARAJA make IPS.,0.0,Nos.,11210.0,0.0,31-10-2023,06-11-2023,944,Dead Stock,Dead Stock,"< Rs 10,000",SSE/SRM/SIG/MDU087221-S AND T-SR,C,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
567918880012,PCB Potential free contacts board suitable for existing make AMARARAJA IPS,0.0,Nos.,8260.0,0.0,31-10-2023,06-11-2023,944,Dead Stock,Dead Stock,"< Rs 10,000",SSE/SRM/SIG/MDU087221-S AND T-SR,C,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
567918890017,PCB-PFC interface board,0.0,Nos.,7670.0,0.0,01-11-2023,06-11-2023,944,Dead Stock,Dead Stock,"< Rs 10,000",SSE/SRM/SIG/MDU087221-S AND T-SR,C,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
567918900011,PCB -Battery disconnect indication board.(BDIB) suitable for  AMARARAJA MAKE IPS,0.0,Nos.,5900.0,0.0,31-10-2023,06-11-2023,944,Dead Stock,Dead Stock,"< Rs 10,000",SSE/SRM/SIG/MDU087221-S AND T-SR,C,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
567918910016,PCB-MOV Class D protection board -1ph suitable for existing AMARARAJA make IPS,0.0,Nos.,3540.0,0.0,31-10-2023,06-11-2023,944,Dead Stock,Dead Stock,"< Rs 10,000",SSE/SRM/SIG/MDU087221-S AND T-SR,C,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
567918920010,PCB ?SCR Snubber BD for IPS SSBACC suitable for existing AMARARAJA make IPS.,0.0,Nos.,2950.0,0.0,31-10-2023,06-11-2023,944,Dead Stock,Dead Stock,"< Rs 10,000",SSE/SRM/SIG/MDU087221-S AND T-SR,C,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
567918940010,24-40V/5A DC-DC Conv Module Mini PMB Ver suitable for AMARA RAJA IPS.,0.0,Nos.,22420.0,0.0,31-10-2023,06-11-2023,944,Dead Stock,Dead Stock,"< Rs 10,000",SSE/SRM/SIG/MDU087221-S AND T-SR,C,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
567918950014,PMB-03-06/0.1A DC-DC CONV WITH TINY Sw suitable for AMARARAJA IPS,0.0,Nos.,5310.0,0.0,31-10-2023,06-11-2023,944,Dead Stock,Dead Stock,"< Rs 10,000",SSE/SRM/SIG/MDU087221-S AND T-SR,C,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
567918960020,Power module-1.0KVA INVERTER-DADI-IPS suitable for AMARA RAJA IPS,0.0,Nos.,47200.0,0.0,31-10-2023,06-11-2023,944,Dead Stock,Dead Stock,"< Rs 10,000",SSE/SRM/SIG/MDU087221-S AND T-SR,C,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
567919050011,Processor card suitable for Efftronics make,1.0,Nos.,47200.0,47200.0,06-09-2023,03-08-2024,673,Very Slow Moving,Slow Moving,"Rs 10,000 - 1 Lakh",SSE/SRM/SIG/MDU087221-S AND T-SR,C,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
567919060016,Digital Interface Card Suitable for Efftronics make Datalogger.,3.0,Nos.,15999.62,47998.86,07-08-2023,08-07-2025,334,Slow Moving,Slow Moving,"Rs 10,000 - 1 Lakh",SSE/SRM/SIG/MDU087221-S AND T-SR,C,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
567919120013,DUAL MODEM CARD SUITABLE FOR EFFTRONICS MAKE DATALOGGER,0.0,Nos.,31860.0,0.0,07-08-2023,21-12-2023,899,Dead Stock,Dead Stock,"< Rs 10,000",SSE/SRM/SIG/MDU087221-S AND T-SR,C,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
567919140012,GDT CARD SUITABLE FOR EFFTRONICS MAKE DATALOGGER,0.0,Nos.,6836.92,0.0,05-10-2023,18-06-2025,354,Slow Moving,Slow Moving,"< Rs 10,000",SSE/SRM/SIG/MDU087221-S AND T-SR,C,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
567919430014,SURGE CARD SUITABLE FOR SIRVEEN MAKE.,0.0,Nos.,5310.0,0.0,13-10-2023,28-10-2023,953,Dead Stock,Dead Stock,"< Rs 10,000",SSE/SRM/SIG/MDU087221-S AND T-SR,C,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
567921140019,DUAL E1 MODEM FOR EFFTRONICS MAKE DATALOGGER,0.0,Nos.,39412.0,0.0,06-09-2023,28-10-2024,587,Very Slow Moving,Slow Moving,"< Rs 10,000",SSE/SRM/SIG/MDU087221-S AND T-SR,C,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
567921570014,DISPLAY CARD FOR EFFTRONICS MAKE DATALOGGER RTU,5.0,Nos.,28999.68,144998.4,12-10-2023,10-03-2025,454,Very Slow Moving,Slow Moving,Rs 1 Lakh - 10 Lakh,SSE/SRM/SIG/MDU087221-S AND T-SR,C,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
567921580019,MOTHER BOARD SUITABLE FOR SIRVEEN MAKE RTU,0.0,Nos.,21240.0,0.0,13-10-2023,28-10-2023,953,Dead Stock,Dead Stock,"< Rs 10,000",SSE/SRM/SIG/MDU087221-S AND T-SR,C,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
567921590013,ANALOG INPUT 16 CHANNELS SUITABLE FOR SIRVEEN MAKE RTU,0.0,Nos.,25960.0,0.0,17-10-2023,28-10-2023,953,Dead Stock,Dead Stock,"< Rs 10,000",SSE/SRM/SIG/MDU087221-S AND T-SR,C,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
567921600018,ANALOG SCANNER CARD SUITABLE FOR SIRVEEN MAKE RTU,0.0,Nos.,23010.0,0.0,17-10-2023,28-10-2023,953,Dead Stock,Dead Stock,"< Rs 10,000",SSE/SRM/SIG/MDU087221-S AND T-SR,C,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
567921610012,DIGITAL INPUT CARD 128 SUITABLE  FOR SIRVEEN MAKE RTU,0.0,Nos.,24780.0,0.0,17-10-2023,28-10-2023,953,Dead Stock,Dead Stock,"< Rs 10,000",SSE/SRM/SIG/MDU087221-S AND T-SR,C,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
567921620017,DIGITAL SCANNER AND TELE CONTROL CARD  SUITABLE  FOR SIRVEEN MAKE RTU,0.0,Nos.,33630.0,0.0,17-10-2023,28-10-2023,953,Dead Stock,Dead Stock,"< Rs 10,000",SSE/SRM/SIG/MDU087221-S AND T-SR,C,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
567921630011,DIGITAL TERMINATION CARD  SUITABLE  FOR SIRVEEN MAKE RTU,0.0,Nos.,8260.0,0.0,17-10-2023,28-10-2023,953,Dead Stock,Dead Stock,"< Rs 10,000",SSE/SRM/SIG/MDU087221-S AND T-SR,C,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
567921640016,DISPLAY CARD  SUITABLE  FOR SIRVEEN MAKE RTU,0.0,Nos.,18880.0,0.0,17-10-2023,28-10-2023,953,Dead Stock,Dead Stock,"< Rs 10,000",SSE/SRM/SIG/MDU087221-S AND T-SR,C,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
567921650010,ANALOG SINGLE MODEM (EXTERNAL)  SUITABLE  FOR SIRVEEN MAKE RTU,0.0,Nos.,18290.0,0.0,17-10-2023,28-10-2023,953,Dead Stock,Dead Stock,"< Rs 10,000",SSE/SRM/SIG/MDU087221-S AND T-SR,C,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
567921660015,BATTERY CHARGER (WITH OUT BATTERIES)  SUITABLE  FOR SIRVEEN MAKE RTU,0.0,Nos.,25960.0,0.0,17-10-2023,28-10-2023,953,Dead Stock,Dead Stock,"< Rs 10,000",SSE/SRM/SIG/MDU087221-S AND T-SR,C,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
567924530015,ANU VIDYUT MAKE EARTH LEAKGE  DETECTOR  CHANNEL MODULE,34.0,Nos.,5463.4,185755.6,06-04-2026,05-06-2026,2,Active,Active,Rs 1 Lakh - 10 Lakh,SSE/SRM/SIG/MDU087221-S AND T-SR,B,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
567924550014,ANUVIDYUT MAKE  EARTH LEAKAGE DETECTOR   MAIN MODULE,30.0,Nos.,5564.1,166923.06,06-04-2026,05-06-2026,2,Active,Active,Rs 1 Lakh - 10 Lakh,SSE/SRM/SIG/MDU087221-S AND T-SR,C,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
567925360014,Insulating Components for Ground connection 143 mm,0.0,Set,832.0,0.0,06-12-2025,16-01-2026,142,Monitor,Active,"< Rs 10,000",SSE/SRM/SIG/MDU087221-S AND T-SR,C,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
567925370019,Insulating Components for Ground connection 220 mm,30.0,Set,1168.0,35040.0,09-12-2025,02-01-2026,156,Monitor,Active,"Rs 10,000 - 1 Lakh",SSE/SRM/SIG/MDU087221-S AND T-SR,C,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
567926720038,ANU VIDYUT MAKE ELD  METER MODULE,25.0,Nos.,8296.58,207414.5,15-04-2026,05-05-2026,33,Active,Active,Rs 1 Lakh - 10 Lakh,SSE/SRM/SIG/MDU087221-S AND T-SR,B,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
569003030540,FIRE ALARM CABLE 2 X 1.5 SQMM UNARMOURED Cable,0.0,MTR,101.5,0.0,31-08-2024,21-09-2024,624,Very Slow Moving,Slow Moving,"< Rs 10,000",SSE/SRM/SIG/MDU087221-S AND T-SR,C,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
569003530068,FIRE ALARM AUDIO VISUAL ALARM (HOOTER AND STROBE) WITH BACK BOX AS PER RDSO/SPN/217/2018 V....,8.0,Nos.,13408.0,107264.0,27-01-2024,24-12-2024,530,Very Slow Moving,Slow Moving,Rs 1 Lakh - 10 Lakh,SSE/SRM/SIG/MDU087221-S AND T-SR,C,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
569004470407,"Professional Large Format Display, Size 55 INCH .",1.0,Nos.,52460.0,52460.0,27-09-2025,19-03-2026,80,Active,Active,"Rs 10,000 - 1 Lakh",SSE/SRM/SIG/MDU087221-S AND T-SR,C,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
569005090059,LHS Interface Module with EOL as per  RDSO/SPN/217/2021 Ver 3 or latest.,5.0,Nos.,3600.0,18000.0,23-10-2024,10-10-2024,592,Very Slow Moving,Slow Moving,"Rs 10,000 - 1 Lakh",SSE/SRM/SIG/MDU087221-S AND T-SR,C,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
569005100028,FIRE ALARM LOOP CARD,0.0,Nos.,499.0,0.0,28-06-2024,04-06-2026,3,Active,Active,"< Rs 10,000",SSE/SRM/SIG/MDU087221-S AND T-SR,C,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
569008650210,Analog Card without controller suitable for Efftronics make RTU,10.0,Nos.,23600.0,236000.0,01-11-2023,,949,Dead Stock,Dead Stock,Rs 1 Lakh - 10 Lakh,SSE/SRM/SIG/MDU087221-S AND T-SR,B,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
569014610111,Fire Alarm Power supply Panel,1.0,Nos.,999.0,999.0,28-06-2024,03-08-2024,673,Very Slow Moving,Slow Moving,"< Rs 10,000",SSE/SRM/SIG/MDU087221-S AND T-SR,C,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
569044840015,Fit and Forget Lead wire 4mtrs,0.0,Nos.,395.0,0.0,24-10-2025,06-11-2025,213,Slow Moving,Slow Moving,"< Rs 10,000",SSE/SRM/SIG/MDU087221-S AND T-SR,C,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
569054070012,Contact springs for Plunger contact assembly in set,3.0,Set,436.6,1309.8,23-01-2025,29-01-2025,494,Very Slow Moving,Slow Moving,"< Rs 10,000",SSE/SRM/SIG/MDU087221-S AND T-SR,C,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
569065080010,EOLB Operating panel with relays,3.0,Nos.,218271.0,654813.0,25-02-2026,26-02-2026,101,Monitor,Active,Rs 1 Lakh - 10 Lakh,SSE/SRM/SIG/MDU087221-S AND T-SR,A,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
569067990017,Supply of SMPS based IPS suitable for interlocked LC gate in RE area with VRLA batteries,0.0,Set,1136362.0,0.0,25-11-2025,25-11-2025,194,Slow Moving,Slow Moving,"< Rs 10,000",SSE/SRM/SIG/MDU087221-S AND T-SR,C,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
56985721,PLUG TYPE RELAY 12 VOLTS DC4F ( RELAY QB3),0.0,Nos.,8120.0,0.0,13-01-2021,12-11-2024,572,Very Slow Moving,Slow Moving,"< Rs 10,000",SSE/SRM/SIG/MDU087221-S AND T-SR,C,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
56985800,ELECTRONIC TIME DELAY DEVICE ( 60 SEC),82.0,Nos.,3053.97,250425.79,18-03-2026,05-06-2026,2,Active,Active,Rs 1 Lakh - 10 Lakh,SSE/SRM/SIG/MDU087221-S AND T-SR,B,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
56986130,RELAY STYLE QBAT AC TRACK,5.0,Nos.,10911.34,54556.72,25-08-2025,20-05-2026,18,Active,Active,"Rs 10,000 - 1 Lakh",SSE/SRM/SIG/MDU087221-S AND T-SR,C,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
570109490386,Supply and installation of embedded PC with Dualmonitors - one of size 21.5 for SM to ente....,0.0,Nos.,299000.0,0.0,23-05-2025,23-05-2025,380,Very Slow Moving,Slow Moving,"< Rs 10,000",SSE/SRM/SIG/MDU087221-S AND T-SR,C,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
570124280012,MULTIMONITER SOFTWARE ALONG WITHYARD DIGITALIZATION CD,0.0,Nos.,40.0,0.0,26-05-2022,18-09-2024,627,Very Slow Moving,Slow Moving,"< Rs 10,000",SSE/SRM/SIG/MDU087221-S AND T-SR,C,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
570124290017,PC BASED LED MULTIMONITOR DISPLAY,0.0,Nos.,283550.0,0.0,26-05-2022,18-09-2024,627,Very Slow Moving,Slow Moving,"< Rs 10,000",SSE/SRM/SIG/MDU087221-S AND T-SR,C,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
570124300011,LARGE FORMAT LED DISPLAY 42 TV(SAMSUNG),0.0,Nos.,69443.0,0.0,26-05-2022,07-05-2025,396,Very Slow Moving,Slow Moving,"< Rs 10,000",SSE/SRM/SIG/MDU087221-S AND T-SR,C,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
570124310016,UPS 3 KVA,2.0,Nos.,50290.0,100580.0,26-05-2022,,1473,Dead Stock,Dead Stock,Rs 1 Lakh - 10 Lakh,SSE/SRM/SIG/MDU087221-S AND T-SR,C,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
67900203,"STORAGE BATTERY LEAD ACID 19 PLATES, 12 VOLTS/135 AH FOR MOTOR VEHICLES DRY UNCHARGED WITH....",0.0,Nos.,6936.62,0.0,01-06-2021,01-06-2021,1832,Dead Stock,Dead Stock,"< Rs 10,000",SSE/SRM/SIG/MDU087221-S AND T-SR,C,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
730500640101,Single piece Spring Inserted Reusable seize nut of Size( Size M-10) Make : SAPER LOCK,0.0,Nos.,212.4,0.0,16-10-2024,25-10-2024,590,Very Slow Moving,Slow Moving,"< Rs 10,000",SSE/SRM/SIG/MDU087221-S AND T-SR,C,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
834700901223,PH METER,1.0,Nos.,735.0,735.0,08-11-2024,03-12-2024,551,Very Slow Moving,Slow Moving,"< Rs 10,000",SSE/SRM/SIG/MDU087221-S AND T-SR,C,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
560603820857,D Bracket for ground connection,0.0,Nos.,580.16,0.0,16-04-2022,11-08-2022,1396,Dead Stock,Dead Stock,"< Rs 10,000",SSE/SRM/SIG/MDU087221-S AND T-SR,C,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
560603820869,L Bracket for ground connection,0.0,Nos.,580.16,0.0,16-04-2021,11-08-2022,1396,Dead Stock,Dead Stock,"< Rs 10,000",SSE/SRM/SIG/MDU087221-S AND T-SR,C,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
560604184353,EMERGENCY SLIDING BOOM COMPLETE SET,0.0,Set,202692.0,0.0,10-09-2025,09-01-2026,149,Monitor,Active,"< Rs 10,000",SSE/SRM/SIG/MDU087221-S AND T-SR,C,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
560605636673,CR Test Panel For Q Relays,0.0,Nos.,36752.0,0.0,27-07-2024,07-08-2024,669,Very Slow Moving,Slow Moving,"< Rs 10,000",SSE/SRM/SIG/MDU087221-S AND T-SR,C,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
560607040019,THUMB SWITCH 3 POSITION.,60.0,Nos.,5340.86,320451.42,31-10-2025,17-12-2025,172,Monitor,Active,Rs 1 Lakh - 10 Lakh,SSE/SRM/SIG/MDU087221-S AND T-SR,B,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
560607106560,Fanless Embedded PC,0.0,Nos.,233640.0,0.0,14-06-2024,19-06-2024,718,Very Slow Moving,Slow Moving,"< Rs 10,000",SSE/SRM/SIG/MDU087221-S AND T-SR,C,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
560800130394,High availability Single Section Digital Axle counter [HASSDAC].CEL Make,5.5,Set,999000.38,5494502.06,18-11-2025,06-01-2026,152,Monitor,Active,Rs 10 Lakh - 1 Crore,SSE/SRM/SIG/MDU087221-S AND T-SR,A,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
560800130734,"Single Section Digital Axle counter (SSDAC) configuration 2DP,1 section (MEDHA)",0.0,Nos.,515901.0,0.0,12-12-2022,13-12-2022,1272,Dead Stock,Dead Stock,"< Rs 10,000",SSE/SRM/SIG/MDU087221-S AND T-SR,C,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
560801070034,INSULATION FOR POINT MACHINE GROUND CONNECTION ROD (TWS 220MM TYPE),19.0,Set,1326.32,25200.08,14-06-2025,16-04-2026,52,Active,Active,"Rs 10,000 - 1 Lakh",SSE/SRM/SIG/MDU087221-S AND T-SR,C,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
560801100026,Electrical Point Machine IP-65 (143mm),20.0,Nos.,104704.0,2094080.0,09-12-2025,10-11-2025,180,Monitor,Active,Rs 10 Lakh - 1 Crore,SSE/SRM/SIG/MDU087221-S AND T-SR,A,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
561183523240,MULTI CORE WIRE COIL 16/0.2 SQMM PVC INSULATION COPPER ATC CABLE OF 100 METERSLENGTH EACH ....,56.0,Nos.,719.8,40308.8,21-01-2026,05-06-2026,2,Active,Active,"Rs 10,000 - 1 Lakh",SSE/SRM/SIG/MDU087221-S AND T-SR,C,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
56119033,CABLE PVC INSULATED ARMOURED UNSCREENED RAILWAY SIGNALLING CABLE OF SIZE 19C x 1.5sqmm (RE....,780.0,MTR,325.75,254086.56,09-01-2026,30-04-2026,38,Active,Active,Rs 1 Lakh - 10 Lakh,SSE/SRM/SIG/MDU087221-S AND T-SR,B,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
56119537,PVC INSULATED CABLE FOR RAILWAY SIGNALLING   HEAVY DUTY UNDER GROUND UNSCREENED ARMOUNED W....,3000.0,MTR,89.02,267045.0,31-10-2025,05-06-2026,2,Active,Active,Rs 1 Lakh - 10 Lakh,SSE/SRM/SIG/MDU087221-S AND T-SR,B,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
561301410025,BELL RELAY FOR SGE BLOCK INSTRUMENT,0.0,Nos.,141.88,0.0,17-08-2024,18-07-2025,324,Slow Moving,Slow Moving,"< Rs 10,000",SSE/SRM/SIG/MDU087221-S AND T-SR,C,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
561500460016,MONOBLOCK 12V 120 AH,0.0,Nos.,8499.0,0.0,12-09-2025,15-12-2025,174,Monitor,Active,"< Rs 10,000",SSE/SRM/SIG/MDU087221-S AND T-SR,C,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
561501060058,Secondary Cells 2V-300AH  Un Charged,28.0,Nos.,9112.32,255144.96,27-12-2023,03-10-2023,893,Dead Stock,Dead Stock,Rs 1 Lakh - 10 Lakh,SSE/SRM/SIG/MDU087221-S AND T-SR,B,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
56160010,Battery Charger 230V/24V 30 amps. As per RDSO Specn. No. IRS.S.86/2000 (Amndt.-4) or lates....,0.0,Nos.,10000.0,0.0,13-01-2021,21-09-2022,1355,Dead Stock,Dead Stock,"< Rs 10,000",SSE/SRM/SIG/MDU087221-S AND T-SR,C,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
56160100,Battery Charger 230V  AC /24V DC 40 amps. to RDSO Specn. No. IRS.S.86/2000 (Amndt.-4) or l....,1.0,Nos.,50012.84,50012.84,11-06-2025,06-06-2025,361,Slow Moving,Slow Moving,"Rs 10,000 - 1 Lakh",SSE/SRM/SIG/MDU087221-S AND T-SR,C,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
56160112,Battery Charger 230V/24V 50 amps. As per RDSO Specn. No. IRS.S.86/2000 (Amndt.-4) or lates....,0.0,Nos.,10000.0,0.0,13-01-2021,28-05-2021,1836,Dead Stock,Dead Stock,"< Rs 10,000",SSE/SRM/SIG/MDU087221-S AND T-SR,C,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
56163034,"VOLTAGE  STABILIZERS 3 KVA / 230 V SINGLE PHASE, SHELF MOUNTING, STATIC, FERRO RESONANT TY....",3.0,Nos.,30533.3,91599.91,27-07-2021,22-09-2023,989,Dead Stock,Dead Stock,"Rs 10,000 - 1 Lakh",SSE/SRM/SIG/MDU087221-S AND T-SR,C,Railway_Operations,MDU,Madurai,2026-03-31,12.5.0
