PL_Code,Description,Mean_Monthly_Demand,Std_Deviation,CV,XYZ_Class
543500010409,Ladder with platform and shoes to suit CLS pole 4.6 mtrs,3.75,13.3854,3.5694,Z
543500010513,Ladder with platform and shoes to suit CLS pole 3.6 mtrs,1.9474,4.9699,2.5521,Z
543500011244,Ladder with platform and shoe to suit CLS pole 4.6mtrs (Galvanised),2.0,2.0,1.0,Y
543500011256,Ladder with platform and shoe to suit CLS pole 3.6mtrs (Galvanised),0.0,0.0,,N/A
543500020713,CLS LADDER 4.6 Mtrs with clamp,0.5556,3.0118,5.4212,Z
543600010201,Offset Bracket Large,2.1698,2.2595,1.0413,Z
543600010754,Offset Bracket Small 90MM,1.05,2.6694,2.5423,Z
543600010766,Offset Bracket Small,0.25,0.8697,3.4789,Z
54360031,LAMP 110V-75W-2PIN TYPE BC TO IS 418/1963,1.25,7.9057,6.3246,Z
54360092,COLOUR LIGHT SIGNAL ELECTIC LAMP FOR SIGNALLING 110V/25W/3PIN-SL33,0.0,0.0,,N/A
544100020290,Colour Light Signal Post 4.5 mts Length,5.9259,14.1406,2.3862,Z
544100020642,Colour Light Signal Post 3.6 mts Length,2.2105,5.2564,2.3779,Z
544100020678,Colour light Signal Post 4.6Mtrs with ladder platform and shoe.,0.0345,0.1857,5.3852,Z
544100420024,Joint Solid 1 1/4 Inch (32mm),4.75,30.0416,6.3246,Z
545200100040,JOINT SCREW 1 1/4 S.E,0.025,0.1581,6.3246,Z
545401070037,FIT & FORGET LEAD WIRE 2 MTRS 4MM DIA,95.0,167.5945,1.7642,Z
545500010663,Pin Turned MS 1,6.3889,15.8238,2.4768,Z
549005510050,Bolt & Nut MS 1/2 x100mm,0.375,2.3717,6.3246,Z
549005641775,RDSO Boom Assembly 9.76 Mtrs for Electrical operated lifting Barrier gate (octagonal Type),1.5385,2.367,1.5385,Z
549005791499,Solder soft A Grade,0.1125,0.7115,6.3246,Z
549006091114,RAIL DEFLECTOR,1.1154,4.3641,3.9126,Z
549006110030,Earth Electrode with Acessoried As Per Drawing No. SG/SN/02/13,53.3519,160.5091,3.0085,Z
549006470022,Modified colour light signal Four aspect unit( FRP TYPE),0.1064,0.7293,6.8557,Z
549006530948,SURGE PROTECTION DEVICE AS PER RDSO SPEC. No.RDSO/SPN/165/2012(Ver.3) or LATEST CONSIST OF STAGE 1(C....,1.537,3.1486,2.0485,Z
549007060034,EMERGENCY SLIDING BARRIER LC GATE,0.0,0.0,,N/A
549007060046,EMERGENCY SLIDING BOOM (PIPE),0.0851,0.5835,6.8557,Z
549007201092,CLS Ladder 4.5Mtrs with Platform and Clamps,2.3571,7.6459,3.2437,Z
549007601525,SM SLIDE OF SIZES,0.0,0.0,,N/A
549007661170,A TYPE FOUNDATION,0.55,2.0248,3.6815,Z
549008310204,"Data concentrator along with dual card modems, Power supply",0.08,0.2769,3.4611,Z
549008310216,Dual Card RS232 to E1/OFC converter suitable to insert in the Datalogger Eurorack for inter-linking ....,0.0,0.0,,N/A
549012320014,Galvanised cable clamp assembly for wider prestressed concrete sleeper as per drg no. MAS/SK/12/2022....,144.7059,214.7053,1.4837,Z
549801610122,TRACK FEED BATTERY CHARGERS 110VAC/2-8VDC/10Amps,32.463,41.6697,1.2836,Z
549801610584,TRACK FEED BATTERY CHARGER 110V/2-8V/5AMPS,0.0213,0.1459,6.8557,Z
549801620085,RELAY JACKS  (Released),25.0,50.0,2.0,Z
551200010789,E -TYPE LOCK,13.2407,25.7996,1.9485,Z
551200011083,Ward Spring for E Type LOCKS,19.6275,40.6827,2.0727,Z
551200012269,Springs in set for KEY LOCK E-TYPE One Set Consisting of :- 1) Tumbler Spring to Drg No.CWM 02806- 3....,29.0,63.8684,2.2024,Z
553000050339,Lamp point indicator,0.2,0.9923,4.9614,Z
553000110026,Lock rod near/far end sizes,0.0,0.0,,N/A
555400100071,DATA CABLE CONNECTOR (TPWS),0.0943,0.4908,5.203,Z
555400100083,SPECIAL TYPE TLJB (TPWS),0.2407,1.0267,4.2648,Z
555400100095,TPWS LEU,0.4423,1.577,3.5653,Z
555400100101,BAND - IT TAPE  3/4 (TPWS)(1 No = 30.48Mtrs),0.0926,0.3512,3.7929,Z
555400100113,TPWS - LEU ID MODULE ALONG WITH PFSK & PIND,0.0513,0.2235,4.3574,Z
555400100125,"TPWS EUROBALISE (Fixed, Infill & Switchable)",0.3519,1.0668,3.0319,Z
555400100137,TPWS POWER SUPPLY FOR LEU (48V X 28V),0.2885,0.8245,2.8584,Z
555400100149,TPWS LEU LINE SIDE CABINET,0.0943,0.405,4.2927,Z
555400100150,TPWS BALISE FIXING BASE,0.6038,1.5234,2.5231,Z
555400100162,TPWS POWER SUPPLY UNIT FAN,0.1111,0.5016,4.5141,Z
555400100174,BAND IT BUCKLE TPWS,2.6296,9.6413,3.6664,Z
555400100186,Track side testing tools along with necessary software tools  for analysing the Trackside Data infor....,0.0,0.0,,N/A
555400100198,On - Board testing tools along with necessary software tools  for analysing On - Board Data informat....,0.0185,0.1361,7.3485,Z
555400100204,"Hand held maintanance tool for testing and maintanance of TPWS Equipment with software (Model:CF-53,....",0.1277,0.3966,3.1064,Z
555400100307,Balise Reader Tool for TPWS,0.0588,0.2388,4.0602,Z
555400150025,MARKER BOARD - P,0.0417,0.2887,6.9282,Z
555400960023,Colour light signal unit Three Aspect (FRP),1.25,2.5,2.0,Z
555500020073,SOLENOID COIL FOR ELB LC GATE,0.1667,0.5408,3.2447,Z
556302870142,Jacketed wire Rope  5.1 Mtrs 6mm dia,2.7308,12.4745,4.5681,Z
556302890025,FIT & FORGET BOND WIRE 1.5 Mtrs 4mm dia,36.5741,84.7294,2.3167,Z
559000990020,Nut MS 3/8,0.0375,0.2372,6.3246,Z
559002150021,"Relays, 6F/6B-24V, 1000 Ohms",0.0,0.0,,N/A
559003640081,High availability Single Section Digital Axle counter [HASSDAC] of complete set with dual senser as ....,0.1515,0.5075,3.3496,Z
559003640111,Modem Card for CEL MAKE HASSDAC as per RDSO Specification No. RDSO/SPN/177/2012 with version 3 or la....,0.3846,1.2673,3.2951,Z
559003640123,Reset card of Reset Box for CEL MAKE HASSDAC as per RDSO Specification No. RDSO/SPN/177/2012 with ve....,0.3462,1.0933,3.1585,Z
559003640135,Auto Reset Card for CEL MAKE HASSDAC as per RDSO Specification No. RDSO/SPN/177/2012 with version 3 ....,0.2692,1.0414,3.8682,Z
559006210073,Polylitin cable Truff,276.6667,476.7249,1.7231,Z
560100580056,Washer Spring 5/8 or 16mm,0.3333,1.291,3.873,Z
560400012175,MARKING JIG FOR MSDAC,0.0,0.0,,N/A
560400022521,DC-DC convertor 24-40V 5AMPS FOR AMARARAJA IPS,0.3704,1.104,2.9807,Z
560400022790,DC-DC CONVERTER FOR MICROLOK - II CARD FILE 12VDC/5VDC/1AMPS,0.0,0.0,,N/A
560400023902,DC-DC convertor 24-32/5A Capacity of Sukhila make IPS,0.3111,1.5929,5.1201,Z
560400024268,Microlok-II Vital Output PCB (Ansaldo),0.1628,0.6877,4.2242,Z
560400024281,RELAY DRIVE MODULE -1 FOR SSDAC,0.0465,0.305,6.5574,Z
560400025212,DC-DC Convertor 12V-28V/1 AMPS Suitable for Sukhila make IPS,0.0,0.0,,N/A
560400025224,DC-DC Convertor 12V-40V/1 AMPS Suitable for Sukhila make IPS,0.0,0.0,,N/A
560400026514,SIEMENS Electronic Interlocking Card VROM50 Vital Relay output Module 50V,0.6,1.3499,2.2498,Z
560400032540,WEB DETECTORS FOR SINGLE SECTION DIGITAL TYPE AXLE COUNTER AS PER RDSO/SPN/177/2012(VER-3)(LATEST VE....,0.32,1.7431,5.4472,Z
560400160048,Relay Drive Module -2 For SSDAC (G.G.Tronics Make),0.0465,0.305,6.5574,Z
560400170030,EF Chassis with Mother Board Assembly for SSDAC (G.G.Tronics Make),0.0698,0.4575,6.5574,Z
560400182081,COM -1 For SSDAC (G.G.Tronics Make),0.0465,0.305,6.5574,Z
560400182093,Filter Base Assembly for SSDAC (G.G.Tronics Make),0.1163,0.7625,6.5574,Z
560400200046,COM -2 For SSDAC (G.G.Tronics Make),0.0465,0.305,6.5574,Z
560400211135,CPU 2 CARD FOR SSDAC (G.G. TRONICS MAKE ),0.125,0.733,5.8637,Z
560400211147,"Portable fault analyser loaded with HASSDAC maintenance/trouble shooting software.HP  15, Model No. ....",0.098,0.3003,3.0633,Z
560400211329,Portable Data Analyser for downloading event logger data for analysis and report generation in MSDAC....,0.0588,0.2388,4.0602,Z
560400220033,CPU 1 CARD FOR SSDAC (G.G. TRONICS MAKE ),0.125,0.733,5.8637,Z
560400240615,Signal Conditioner Card No.1 (SCC1) for CEL MAKE HASSDAC as per RDSO Specification No. RDSO/SPN/177/....,0.3846,1.1688,3.0389,Z
560400252563,DP (Detection Points) including Electronics and Clamps,0.25,1.5451,6.1803,Z
560401100023,FRAUSCHER make MSDAC Back Plane BP PWR 101-1- 10TE -GS01-19956,0.0,0.0,,N/A
560401110090,FRAUSCHER make MSDAC Back Plane BP PWR 101-8-40TE-GS01-19954,0.0,0.0,,N/A
560402724117,FRAUSCHER Make MSDAC LINE VERIFICATION BOXLVB-01,5.0,11.1803,2.2361,Z
560402822796,Web Detector (each set consists of 2 Nos. of TX and 2 Nos. of RX) for CEL make HASSDAC Systems as p....,0.6154,1.9407,3.1536,Z
560402860578,MICRO PROCESSOR UNIT OF ALTPRO MSDAC,0.1364,0.6321,4.6356,Z
560402860580,INPUT AMPLIFIER MODULE (UP) OF ALTPRO MSDAC,0.3636,1.74,4.7849,Z
560402860591,VUR COLUMN OF ALTPRO MSDAC,0.1364,0.9045,6.6332,Z
560402860815,VUR Column (Altpro Make),5.5,24.5967,4.4721,Z
560402860839,Input amplifier Module (UP) Altpro make,6.15,24.4976,3.9834,Z
560402890273,MSDAC Rail Wheel Sensor with Mounting Bracket,0.48,2.6668,5.5558,Z
560402890297,POWER SUPPLY MODULE (DC12) OF ALTPRO MSDAC,0.0682,0.4523,6.6332,Z
560402890303,POWER SUPPLY PROTECTION  MODULE (ZANAP) OF ALTPRO MSDAC,0.2955,1.4237,4.8187,Z
560402890315,RELAY OUTPUT  MODULE (RE) OF ALTPRO MSDAC,0.3636,1.5111,4.1554,Z
560402890534,Rail Wheel Sensors ZK24-2 (Altpro Make),6.55,26.5637,4.0555,Z
560402900096,EVALATOR WITH OUT CARDS OF ALTPRO MSDAC,0.0682,0.4523,6.6332,Z
560402900175,Power Supply Protection Module (ZANAP) Altpro make,1.75,6.2901,3.5944,Z
560402911963,LIGHTNING PROTECTION BOARD (ZAG2Z) OF ALTPRO MSDAC,0.5455,2.7657,5.0704,Z
560402912165,Rail Deflector Plate for Receiver (CEL Make/MSDAC),0.0,0.0,,N/A
560402912177,Rail Deflector Plate for Transmitter (CEL Make/MSDAC),0.0,0.0,,N/A
560402912220,MSDAC spares of FRAUSCHER make Over voltage protection board BS1004 (Version-GS01 Part no.18571) as ....,0.5263,2.0647,3.923,Z
560402912256,Supply of MSDAC spares of FRAUSCHER make Evaluation board AEB 101 (Version-GS04 Part no.24050 as per....,0.25,0.7071,2.8284,Z
560402912270,Supply of MSDAC spares of FRAUSCHER make Track side connection (Version-TLJB-01 Part no.PC 0101) as ....,0.4211,1.3045,3.0982,Z
560402912281,Supply of MSDAC spares of FRAUSCHER make Reset box (Version-RST BOX V01 Part no.PC0301 as per RDSO s....,0.3684,1.1161,3.0293,Z
560402912311,Lightening Protection Board (ZAG2Z) Altpro make,3.85,12.9869,3.3732,Z
560402912323,Line Verification Box (Altpro make),1.4,6.261,4.4721,Z
560402912335,FSDT 6 (Altpro make),0.1,0.4472,4.4721,Z
560402912347,FSDT 12 (Altpro make),0.1,0.4472,4.4721,Z
560402923527,FRAUSCHER make MSDAC  Diagnostic system FDS 102,0.0,0.0,,N/A
560403020067,VUR BOX OF ALTPRO MSDAC,0.1364,0.9045,6.6332,Z
560403020079,SENSOR SHIELD/DEFLECTOR OF ALTPRO MSDAC,0.1364,0.9045,6.6332,Z
560403020353,Sensor Mounting Bracket (Altpro make),5.5,24.5967,4.4721,Z
560403020365,Front Panel VUR-P with Lightening Protection (Altpro make),5.5,24.5967,4.4721,Z
560403020377,VUR Box (Altpro make),5.5,24.5967,4.4721,Z
560403020389,Sensor Shield Left & Right for rail type UIC60 (Altpro Make),5.5,24.5967,4.4721,Z
560403082085,DC DC Convertor for SSDAC (G.G.Tronics Make),0.0816,0.3438,4.2115,Z
560403082322,LCD Display Card For SSDAC (G.G.Tronics Make),0.0465,0.305,6.5574,Z
560403161490,CONNECTOR BOARD (KP) OF ALTPRO MSDAC,0.0682,0.4523,6.6332,Z
560403161507,MAIN BOARD OF ALTPRO MSDAC,0.0682,0.4523,6.6332,Z
560403161635,Main board (Altpro Make),1.45,6.2532,4.3126,Z
560403161647,Power Supply Module (DC 12) Altpro make,1.5,6.2534,4.1689,Z
560403161659,Connector Board (KP) Altpro make,1.45,6.2532,4.3126,Z
560403161660,Relay Output Module (RE) Altpro make,1.8,6.2795,3.4886,Z
560403161672,Reset Box (Altpro make),1.4,6.261,4.4721,Z
560403181208,L-K7C Sub Rack with Mother Board,0.0,0.0,,N/A
560403320063,Relay Drive Card for CEL MAKE HASSDAC as per RDSO Specification No. RDSO/SPN/177/2012 with version 3....,0.3846,1.1688,3.0389,Z
560403500030,MSDAC Detection Points DP,0.36,2.5456,7.0711,Z
560403610030,Supply of Rx 21/25 KHZ coil assembly for GG tronic make HASSDAC as per RDSO specification No. RDSO/S....,0.9608,2.0096,2.0916,Z
560403610077,PD1 (21KHz) card for GG Tronic make HASSDAC as per RDSO specification No. RDSO/SPN/177/2012 with ver....,0.4643,1.3189,2.8406,Z
560403610089,PD2 (25KHz) card for GG Tronic make HASSDAC as per RDSO specification No.RDSO/SPN/177/2012 with vers....,0.4643,1.3189,2.8406,Z
560403680160,Standard Tool Kit for Maintanance HASSDAC systems with accessories as per technical specification co....,0.1463,0.422,2.8834,Z
560403820199,Multi section Digital Axle Counter (MSDAC) G G Tronics make Complete system as per RDSO/SPN/176/2013....,0.4444,1.3333,3.0,Z
560403820205,10% of essential spares for the indoor and outdoor equipments of MSDAC G G Tronics make,0.1111,0.3333,3.0,Z
560404002243,Display Box with Error Display For SSDAC (G.G.Tronics Make),0.0698,0.3377,4.8409,Z
560404050330,FRAUSCHER make MSDAC Rail Claw for 60Kg rail SK 140-011-19813,0.4,0.8944,2.2361,Z
560404060115,FRAUSCHER make MSDAC Communication Board COM ADC 101-GS02-23152,0.0,0.0,,N/A
560404260141,Signal Conditioner Card No.2 (SCC2) for CEL MAKE HASSDAC as per RDSO Specification No .RDSO/SPN/177/....,0.3846,1.1688,3.0389,Z
560404662516,MSDAC CEL High Voltage DC-DC Converter,0.0,0.0,,N/A
560404820020,DC-DC CONVERTER FOR MICROLOK - II CARD FILE 110VDC/24VDC/10AMPS,0.0943,0.4908,5.203,Z
560405010016,ADDRESS SELECT PCB 48 PIN,0.0,0.0,,N/A
560405150136,WIDE BLANK FRONT PANEL ASSEMBLY,0.0,0.0,,N/A
560405582322,Coupler for CEL MSDAC,0.0,0.0,,N/A
560406180252,MSDAC Spare- Siemens Make Surge Protection Filter for Indoor Equipment,1.6667,4.0825,2.4495,Z
560406180264,MSDAC Spare- Siemens Make process connector,3.1667,7.7567,2.4495,Z
560406180276,MSDAC Spare- Siemens Make Scalance switch as per RDSO SPEC: RDSO/SPN/176/2013 Version 3.0,2.8333,6.9402,2.4495,Z
560406200056,VESBA Card for MSDAC Siemens make as per RDSO Spec No. RDSO/SPN/176/2013 Ver 3.0 or latest,0.2821,0.9162,3.2483,Z
560406420020,PD 1 (PHASE DETECTOR) (G.G. TRONICS MAKE ),0.2041,1.0404,5.0981,Z
560406430025,PD-2 Card for SSDAC (G.G.Tronics Make),0.2041,1.0404,5.0981,Z
560406470047,Generator Module for MSDAC Siemens make as per RDSO Spec No. RDSO/SPN/176/2013 Ver 3.0 or latest,0.4211,1.3281,3.1543,Z
560406490058,VAU Card for MSDAC Siemens make as per RDSO Spec No. RDSO/SPN/176/2013 Ver 3.0 or latest,0.1538,0.4887,3.1768,Z
560406520026,SIEMENS AFTC FTGS 46M COMPLET SET,0.1628,0.4845,2.9764,Z
560406900054,Siemens AFTC Filter Module(F12) B42-B12,0.0698,0.4575,6.5574,Z
560406910072,Siemens AFTC Filter Module(F9) B42-B9,0.0698,0.4575,6.5574,Z
560406910084,Siemens AFTC Filter Module(F10) B42-B10,0.0698,0.3377,4.8409,Z
560406910096,SIEMENS AFTC FTGS 46ST COMPLET SET,0.1628,0.5314,3.2643,Z
560406920041,Siemens AFTC Filter Module(F11) B42-B11,0.093,0.61,6.5574,Z
560407090064,Event Logger Card for CEL MAKE HASSDAC as per RDSO Specification No. RDSO/SPN/177/2012 with version ....,0.1538,0.7845,5.099,Z
560407690031,Interface card for Reset Box for HASSDAC Motherboard for CEL MAKE HASSDAC as per RDSO Specification ....,0.28,1.0614,3.7909,Z
560408420497,FRAUSCHER make MSDAC Wheel sensor with 10-meter cable RSR 180-001 (Version-GS05 Part no.23529 as per....,2.7,3.3015,1.2228,Z
560408420527,"Tool set for wheel sensor mounting and maintenance consisting of torque wrench, Ratchet, Testing p....",0.0,0.0,,N/A
560408420620,FRAUSCHER make MSDAC Wheel sensor with 5-meter cable RSR 180-001- GS05 Part no.23320,0.0,0.0,,N/A
560408420631,FRAUSCHER make MSDAC Wheel sensor with 15-meter cable RSR 180-001 -GS05 Part no.23531,0.0,0.0,,N/A
560412050036,Analog Card without controller suitable for Efftronics make RTU as per Spec: IRS: S-99/2006 (Amdt-3),0.28,0.8907,3.181,Z
560412070035,Power supply Card suitable for Efftronics make RTU as per Spec: IRS: S-99/2006 (Amdt-3),0.2,0.7071,3.5355,Z
560412070047,Adapter PCB and embedded software for RTU for LTE connectivity,0.0,0.0,,N/A
560412940029,FRAUSCHER make MSDAC Back Plane BP PWR 101-4-24TE-G801-19953,0.0,0.0,,N/A
560412960041,FRAUSCHER MAKE MSDAC-Power Supply Board PSC 101-G S01-19949,0.0,0.0,,N/A
560413820032,FRAUSCHER make MSDAC Rail Deflector,0.0,0.0,,N/A
560414660036,Input-Output Extension Board 10-EXB-101-GS01-20864,0.0,0.0,,N/A
560416370062,FRAUSCHER make MSDAC Evaluation Board AEB 101 - GS07-26534,0.0,0.0,,N/A
56060002,"NYLON INSULATED RAILJOINT 52 KG TO SPECIFICATION IRS: S-40/84, DRAWING NO.SA-22101 (ALT-6).",7.8889,31.1975,3.9546,Z
560600028397,SM 480 Relay for Kyosan make EI,0.1613,0.898,5.5678,Z
560600046685,RELAY RACK TO HOLD 168 RELAYS,0.2157,0.5409,2.5077,Z
560600046764,RELAY RACK -56 Capacity,0.0,0.0,,N/A
560600066325,AFTC ALSTOM BRASS COMB SET,0.5769,2.3544,4.0809,Z
560600098247,TAG BLOCK FOR DIGITAL INPUT (DATA LOGGER),0.0851,0.5835,6.8557,Z
560600098594,PBT terminals 25mm/ 60mm centre and PBT Fuse blocks with necessary inspection as per specification/ ....,29.1667,148.9717,5.1076,Z
560600099124,Supply and installation of Work space as per enclosed drawing -workspace(as approved by engineer inc....,0.0345,0.1857,5.3852,Z
560601135847,EI PSU CARD ANSALDO MAKE (REALEASED),0.0465,0.305,6.5574,Z
560601140041,EI CPU CARD ANSALDO MAKE (RELEASED),0.0233,0.1525,6.5574,Z
560601181638,Microlok -II Central Processing Unit PCB Ansaldo Make,0.093,0.4262,4.5813,Z
560601240023,Emergency Panel for Electronic Interlocking,0.0185,0.1361,7.3485,Z
560601240140,Emergency Panel for Electronic Interlocking (Without Relays),0.0,0.0,,N/A
560601307440,"Class A"" Franklin Rod Type Lightening Protection system",0.7736,2.7431,3.546,Z
560601365117,Cable termination rack 210 capacity.,0.0392,0.196,4.999,Z
560601365210,CABLE TERMINATION RACK 500 CAPACITY,0.098,0.3608,3.6804,Z
560601471320,VITAL CUT OFF RELAY (VCOR) ANSALDO Make,0.125,0.4436,3.549,Z
560601471446,VCOR Relay Base ANSALDO Make,0.1333,0.5164,3.873,Z
560601596188,LED 5mm Various Colour with Holder Resistance cable copper coated  for Panels,66.6667,115.4701,1.7321,Z
560601647378,BOLT WITH NUT 12MM X 38/100/200MM,1.4,7.2812,5.2008,Z
560601907157,GALLANT UN-INTERRUPTED DUAL REDUNDANT 24VDC/2A MULTI OUTPUT POWER PACK,0.0,0.0,,N/A
560601982623,STOPPER TERMINAL,0.5405,2.2924,4.241,Z
560602423289,Siemens AFTC Tuning Unit - TX (F11) D13- B11,0.0233,0.1525,6.5574,Z
560602905521,PUSH BUTTON ASSEMBLY,2.7407,7.4078,2.7028,Z
560602960015,"Electrolytic Condensor 50V DC-5000 Mfd , Make Keltron, Samwha, Panasonic only FIrm offer:Make Keltro....",38.9535,119.4651,3.0669,Z
560603050043,MSDAC EVALUATOR WITH CARDS,0.1,0.7071,7.0711,Z
560603087327,RELAY LED ECR QECX-61 [4F/4B],57.7222,88.8907,1.54,Z
560603087492,RELAY LED ECR QECX-52 WITH ACCESSORIES,0.2128,1.0201,4.7947,Z
560603257841,SIEMENS Electronic Interlocking Card VPIM50 Vital parallel input Module 50V,0.6,1.3499,2.2498,Z
560603406263,Signal ladder of Sizes  With/Without Clamp  for CLS,0.1852,0.6464,3.4908,Z
560603663314,Colour Light Signal Unit 3 ASPECT,1.3148,5.0761,3.8607,Z
560603663326,Colour Light Signal Unit 3 ASPECT Aluminium,0.8696,2.3219,2.6702,Z
560603670057,Siemens ALPHA Bond Black 18 Mtrs,0.2045,0.8513,4.1617,Z
560604104140,TRANSFORMER RECTIFIER 110VAC/24VDC/5 AMPS,1.1538,5.8255,5.0488,Z
560604104229,TRANSFORMER RECTIFIER 110V/12V/2A,0.0476,0.2155,4.5263,Z
560604185620,ELB LC GATE Control Panel,0.0682,0.3339,4.8979,Z
560604185631,EMERGENCY SLIDING BOOM ASSEMBLY WITH ALL ACCESSORIES,0.7895,1.7185,2.1768,Z
560604185874,LC GATE PANEL (PTJ MAKE),0.1364,0.5099,3.7396,Z
560604186131,Electrical Operating Panel for Lifting barrier Gate(Without Relay) PTJ Make,0.8621,1.5974,1.853,Z
560604186143,EMERGENCY SLIDING BOOM COMPLETE SET (PTJ MAKE),3.8276,8.4729,2.2136,Z
560604295813,Earth leakage detector 8 Channel with accessories (ANUVIDHUT),0.1042,0.3713,3.5644,Z
560604296362,Earth Leakage Detector (8 channel) as per RDSO specification no. RDSO/SPN/256/2002 or latest,2.75,9.1445,3.3253,Z
560604545830,Electrical Drilling Machine input 110V model WDH 13/23mm heavy duty drill 595 watts on full load wit....,0.1026,0.3074,2.9967,Z
560604970024,RISHABH Category III 1000 V of IEC 61010 Available Insulation Tester,1.0213,3.3911,3.3204,Z
560604970097,DIGITAL INSULATION TESTER,1.3125,2.626,2.0008,Z
560605284574,Condenser 10000 MFD 50V,23.5185,36.4675,1.5506,Z
560605305127,ELECTRICAL DETECTOR,0.0204,0.1429,7.0,Z
560605500088,TRAIN SHUNT RESISTOR,2.5532,10.1012,3.9563,Z
560605636491,CR TEST PANEL FOR q SERIES RELAY WITH DIGITAL MICRO OHM METER,0.9074,3.4819,3.8372,Z
560605790029,Cable Clamp Assembly for Sleeper,42.2895,104.6159,2.4738,Z
560605830027,Condenser 2200 MFD 50V,39.1667,117.4115,2.9977,Z
560606310027,Siemens ALPHA Bond White 21.5 Mtrs,0.1818,0.6203,3.4117,Z
560606600029,TRAIN SHUNT METER (PTJ MAKE),0.4681,2.094,4.4735,Z
560606610254,Surge protection device (SPD) Class C for 24V DC as per specification in the enclosure ( One set con....,1.2105,3.8984,3.2204,Z
560607000034,THUMB SWITCH 2 POSITION,7.7778,22.5996,2.9057,Z
560607046599,THUMB SWITCH 3 POSITION.,3.5556,11.1248,3.1288,Z
560607080029,GALLANT DC-DC CONVERTOR (110V/50V DC/5Amps),0.08,0.4445,5.5558,Z
560607110101,VDU 55 MONITOR WITH POWER CARD,0.26,0.8283,3.1859,Z
560607460045,Transformer 110VAC/110VAC - 500VA capacity,0.0,0.0,,N/A
560609080021,ELB LC Gate Meeting post,0.1667,0.5955,3.5729,Z
560609080033,ELB LC Gate Pedastal,0.0769,0.2691,3.4979,Z
560609140066,Stop Board of Aluminium Composite materials with Reflective Sticker,0.7692,3.9223,5.099,Z
560609580030,FRAME FOR RELAY ALU,0.1837,1.2857,7.0,Z
560609720149,"One embedded PC and one 55 inch 4K industrial grade VDU and other accessories like mouse, keyboard e....",0.0976,0.4362,4.4707,Z
560609830113,LED TORCH FOR MAINTAINER,0.0,0.0,,N/A
560610480321,"IF Card, FSI02-B for Kyosan make EI",0.1935,0.7492,3.8708,Z
560610480333,"I/O Card, FIO7-[P] for EI Kyosan",0.1935,0.7492,3.8708,Z
560610480345,"I/O Card, PIO3C(PIO2-LOG) for Kyosan make EI",0.4839,1.9126,3.9527,Z
560610600065,Non Flammable Electronic Contact Cleaner,6.4516,30.4618,4.7216,Z
560610880130,Microlok - II EI SYNC Card,0.15,0.4894,3.2624,Z
560611710036,LED 3mm with Assembly for Panel,20.0,63.2456,3.1623,Z
560612520681,Key Lock Checking Relay (KLCR) with one number K-50 Neutral Relay to work on 24V DC non AC immunized....,4.8,5.3572,1.1161,Z
560613020047,"I/O Card, DID for Kyosan make EI",0.1935,0.7492,3.8708,Z
560613030028,"Power Card, IPU6C for Kyosan make EI",0.1935,0.7492,3.8708,Z
560613050027,"Optical Branch Card , SPHC-TT for Kyosan make EI",0.129,0.7184,5.5678,Z
560613610045,"IF Card, FSI02-B EX for Kyosan make EI",0.1935,0.7492,3.8708,Z
560613610057,"I/O Card, EXTFIO7-(P) for Kyosan make EI",0.1935,0.7492,3.8708,Z
560613610069,E-P5 Subrack with mother board for Kyosan make EI,0.129,0.5623,4.3575,Z
560613610070,"Power Supply for SPHC-TT, SPHC-PW for Kyosan make EI",0.0645,0.3592,5.5678,Z
560613610082,PCINIO-B Card for MTC Kyosan make EI,0.1935,1.0776,5.5678,Z
560618310155,MLK II CPU EEPROM PCB,0.0,0.0,,N/A
560623880422,Surge Protection systems for MSDAC Hut 1 in CTRE-MDVE Section as per RDSOTAN no. STSE/TAN/3006 ver.2....,0.125,0.3536,2.8284,Z
560623880434,Surge Protection systems for MSDAC Hut 2 in CTRE-MDVE Section as per RDSO TAN no. STS/ E/ TAN/ 3006 ....,0.125,0.3536,2.8284,Z
560629410026,B023 Rack Frame (Altpro make),1.4,6.261,4.4721,Z
560800130618,"ACM (Axle Counter Module) 200, Make: Siemens",0.1923,1.2531,6.5159,Z
560800130709,High Availability Single Section DIgital Axle Counter System(HASSDAC) with dual track sensor as per ....,0.46,1.2811,2.785,Z
560800130801,UP GRADATION OF HASSDAC SYSTEM FROM VERSION S002 TO S003 OF GG TRONICS. This willinclude: 1. Replace....,0.2857,1.2247,4.2866,Z
560800131118,SF Chassis with Mother Board Assembly for SSDAC (G.G.Tronics Make),0.0698,0.4575,6.5574,Z
560800150253,Colour Light Signal Unit 4 ASPECT,1.6667,3.5355,2.1213,Z
560800150400,Modified colour light signal Four aspect unit (MS),0.1389,0.6825,4.9144,Z
560800820064,SMPS based IPS system upto 6 lines in RE area with 300Ah VRLA battery bank to RDSO specification RDS....,1.1176,2.5952,2.3221,Z
56110029,CABLE PVC INSULATED ARMOURED UNSCREENED UNDERGROUND POWER CABLE 3C X 10 SQ.MM,292.1837,709.2409,2.4274,Z
561183521801,PVC Cable of unsheathed insulated annealed tinned copper conductor single core multi strands 16/0.2 ....,2385.64,6913.3802,2.8979,Z
56119033,CABLE PVC INSULATED ARMOURED UNSCREENED RAILWAY SIGNALLING CABLE OF SIZE 19C x 1.5sqmm (REV 4.0) IRS....,2471.9444,3730.2735,1.509,Z
