PL_Code,Description,Business_Unit,Criticality,Criticality_Name,ABC_Class,Forecast_Method,Forecastability_Class,Forecast_2026_27,Current_Stock,Strategic_Stock,Operational_Stock,Lead_Time_Months,Pending_Supply,Unit_Cost,Inventory_Value,Supplier_Info,Procurement_History
56160010,Battery Charger 230V/24V 30 amps. As per RDSO Specn. No. IRS.S.86/2000 (Amndt.-4) or latest,MAS,,,,SBA,Very Low,17.0394,,,,,,,,,
56160100,Battery Charger 230V  AC /24V DC 40 amps. to RDSO Specn. No. IRS.S.86/2000 (Amndt.-4) or latest.,MAS,S2,Vital,C,TSB,Very Low,4.0854,0.0,,,,5.0,55460.0,,,
561620290801,Battery charger 230V AC/110 V DC/40 AMPS as per RDSO specification IRS:S-93/96 (B) with Amd 1 orlate....,MAS,,,,TSB,Very Low,0.4679,,,,,,,,Yes,Yes
561620291568,TRACK FEED RESISTANCE 0-30 OHMS,MAS,,,,Croston,Low,674.0236,,,,,,,,Yes,Yes
56163034,"VOLTAGE  STABILIZERS 3 KVA / 230 V SINGLE PHASE, SHELF MOUNTING, STATIC, FERRO RESONANT TYPE, STABIL....",MAS,S3,Essential,C,SBA,Very Low,12.4525,17.0,17.0,,,13.0,38792.5,,Yes,Yes
561800840049,Junction Type Route Indicator - 2 Way,MAS,,,,SBA,Very Low,6.5031,,,,,,,,Yes,Yes
561800850031,Junction Type Route Indicator - 4 Way,MAS,,,,SBA,Very Low,2.9231,,,,,,,,Yes,Yes
561800850043,Junction Type Route Indicator - 3 Way,MAS,,,,SBA,Very Low,5.1446,,,,,,,,Yes,Yes
561800880035,Junction Type Route Indicator - 5 Way,MAS,,,,No Forecast,,,,,,,,,,Yes,Yes
562200010107,"Supply of Ground type shunt signal - complete with surface base, signal pole, hood etc., with necess....",MAS,,,,TSB,Low,30.2379,,,,,,,,Yes,Yes
562200010272,"Ground type shunt signal complete with surface base, signal pole, hood etc",MAS,,,,SBA,Low,11.4355,,,,,,,,Yes,Yes
562205030091,MODIFIED POSITION LIGHT SHUNT SIGNAL UNIT,MAS,,,,SBA,Very Low,10.0855,,,,,,,,Yes,Yes
56220509,ELECTRONIC FAIL SAFE TIMER 120 SECONDS,MAS,,,,TSB,Very Low,48.2018,,,,,,,,,
563000011681,Ground connection for 220mm stroke point machine,MAS,,,,SES/Holt,Medium,70.1499,,,,,,,,Yes,Yes
563000011784,GROUND CONNECTION (CLAMP/POINT LOCK) FOR PM 220MM STROKE (MODIFIED),MAS,,,,SBA,Very Low,11.4,,,,,,,,,
563000011899,FIRE ALARM ASPIRATING (AIR SAMPLING )TYPE SMOKE DETECTOR AS PER RDSO/SPN/217/2018/Ver - 2,MAS,,,,TSB,Very Low,9.8844,,,,,,,,Yes,Yes
563000014256,IRS Point Machine 220mm Stroke (400V AC Immunity) PTJ Make,MAS,,,,TSB,Low,57.5766,,,,,,,,Yes,Yes
563000014475,IRS Electrical point machine 143mm IP 65 400V ACI,MAS,,,,TSB,Very Low,101.8408,,,,,,,,Yes,Yes
563000041030,"POINT TEST GAUGE A"" TYPE",MAS,,,,SBA,Very Low,57.0,,,,,,,,,
563000041041,"POINT TEST GAUGE B"" TYPE",MAS,,,,SBA,Very Low,9.5,,,,,,,,,
563000200301,IRS Point machine 143mm stroke 160V ACI IP 67 with MS sheet iron CT box,MAS,,,,SBA,Low,53.4538,,,,,,,,Yes,Yes
563000220026,"DC Motor 110V,0.59HP, 1700RPM (Point Machine)",MAS,,,,TSB,Very Low,33.3144,,,,,,,,Yes,Yes
563003040047,Point machine 220mm-160V ACI,MAS,,,,SBA,Very Low,174.9374,,,,,,,,Yes,Yes
563003040059,Point machine 220mm-IP67- 160V ACI,MAS,,,,TSB,Very Low,35.5244,,,,,,,,Yes,Yes
56301571,ROTARY TYPE  ELECTRICAL POINT MACHINE IRS 143MM STROKE,MAS,,,,TSB,Low,16.9298,,,,,,,,Yes,Yes
56301704,ROTARY LOCKING TYPE POINT MACHINE GROUND CONNECTION,MAS,S4,Desirable,C,TSB,Very Low,11.5398,0.0,,,,0.0,0.0,,Yes,Yes
563045770362,GROUND CONNECTION FOR EPM 220MM GKC MAKE.,MAS,,,,TSB,Very Low,3.1208,,,,,,,,Yes,Yes
563045770386,ELECTRICAL POINT MACHINE ROTARY 220MM STROKE GKP MAKE.,MAS,,,,TSB,Very Low,0.9675,,,,,,,,Yes,Yes
563045770398,CLAMP POINT LOCK 60KG SETS 220MM STROKE GKP MAKE.,MAS,,,,TSB,Very Low,3.0238,,,,,,,,Yes,Yes
563045831351,GALVANIZED GROUND CONNECTION OF 220MM STROKE IRS POINT MACHINE PTJ MAKE,MAS,,,,TSB,Very Low,14.0222,,,,,,,,Yes,Yes
563045831600,IRS Point Machine 220 mm Stroke (IP 67 WITH 400 Volt AC Immunity),MAS,,,,SBA,Low,118.4086,,,,,,,,Yes,Yes
563045831673,IRS Point Machine 143 mm Stroke 400V AC Immunity,MAS,,,,TSB,Low,52.3158,,,,,,,,Yes,Yes
563045831843,Galvanized Ground Connection for 220mm Point machine with Clamp Point Lockbar Assembly,MAS,,,,SBA,Low,114.5384,,,,,,,,Yes,Yes
563045832045,IRS Point Machine 200mm stroke (400 Volte immunity),MAS,,,,No Forecast,,,,,,,,,,Yes,Yes
563045832940,IRS Electrical point machine 220mm  Stroke IP 65 with IP 67- 400V ACI Motor,MAS,,,,TSB,Very Low,207.8188,,,,,,,,Yes,Yes
563045833177,Galvanized Ground Connection for 220mm Point machine with Clamp Point Lockbar Assembly 1 in 8.5,MAS,,,,SBA,Very Low,13.4727,,,,,,,,Yes,Yes
563045841289,Gauge Tie Plate Insulation Complete Set,MAS,,,,Croston,Medium,1086.3862,,,,,,,,Yes,Yes
563045881664,ROTARY LOCKING TYPE POINT MACHINE GROUND CONNECTION,MAS,,,,TSB,Medium,195.7097,,,,,,,,Yes,Yes
563046150136,Ground Connection TWS Insulation Set as per IRS S40/84 for 220mm IRS Type Point Machine,MAS,,,,TSB,Medium,257.6006,,,,,,,,Yes,Yes
563046150185,Insulation Set for Ground Connection as per IRS S40/84 for 143mm IRS Type Point Machine,MAS,,,,TSB,Medium,145.5732,,,,,,,,Yes,Yes
563046660023,TELESCOPIC PIPE 220MM STROKE GKP MAKE,MAS,,,,TSB,Very Low,1.3153,,,,,,,,Yes,Yes
563047180021,IRS POINT MACHINE 220MM STROKE,MAS,,,,SBA,Medium,70.9722,,,,,,,,Yes,Yes
563047180100,Galvanized Cover/Slide Cover for Electrical Point Machine,MAS,,,,SBA,Very Low,11.4,,,,,,,,Yes,Yes
564200100052,Galvenised CLS Ladder with Platform 4.6Mtrs,MAS,,,,TSB,Low,98.6017,,,,,,,,Yes,Yes
564200100064,Galvenised CLS Ladder with Platform 3.6Mtrs,MAS,,,,TSB,Low,69.712,,,,,,,,Yes,Yes
564400020027,ROUTE INDICATOR STANCIL/JUNCTION TYPE,MAS,,,,TSB,Very Low,0.2213,,,,,,,,Yes,Yes
56450217,RELAYS -SPECIAL  TYPE- METAL TO  CARBON -QSPAI- CONFIRMATION SPECN. BRS.933A.,MAS,S3,Essential,B1,TSB,Medium,220.051,296.0,294.0,,,200.0,5243.92,,Yes,Yes
56450229,"RELAY AC IMMUNE PLUG IN TYPE STYLE QTA2/UTA2 CONFORMING TO BRS - 939A,BRS.966 (APPENDIX F-21) & IRS.....",MAS,S3,Essential,B2,Croston,High,406.7333,156.0,156.0,,,1104.0,2356.46,,Yes,Yes
56451027,RELAY AC IMMUNE PLUG IN TYPE STYLE QBCA1  CONFORMING TO BRS - 943 IRS.S.34 & IRS.S.23 OR LATEST,MAS,S3,Essential,B2,Croston,Medium,383.0583,46.0,36.0,,,75.0,3367.77,,Yes,Yes
56452032,RELAY QN1 12F/4B PLUG IN TYPE,MAS,,,,SBA,Very Low,342.6194,,,,,,,,Yes,Yes
564601280028,Processor card suitable for M/s Efftronics make Data logger as per Spec: IRS:S-99/2006 (Amdt-3),MAS,,,,SBA,Very Low,9.6333,,,,,,,,Yes,Yes
564601280030,Communication Card suitable for M/s Efftronics make Data logger as per Spec: IRS:S-99/2006 (Amdt-3),MAS,,,,No Forecast,,,,,,,,,,Yes,Yes
564601280041,Analog Card without controller suitable for M/s Efftronics make Data logger as per Spec:IRS:S-99/200....,MAS,,,,SBA,Very Low,11.4,,,,,,,,Yes,Yes
564601280053,Analog scanner Card with controller suitable for M/s Efftronics make Data logger as per Spec:IRS:S-9....,MAS,,,,SBA,Very Low,22.8,,,,,,,,Yes,Yes
564601280065,Analog scanner Card with controller suitable for Efftronics make RTU as per Spec: IRS:S-99/2006 (Amd....,MAS,,,,SBA,Very Low,12.7412,,,,,,,,Yes,Yes
56462050,AC SHUNT SIGNAL (LED) WITH INBUILT CURRENT REGULATOR WITH RDSO INSPECTION. RDSO SPE. NO. RDSO/SPN/15....,MAS,S1,Safety,B1,Croston,Medium,234.1085,435.0,435.0,,,50.0,5711.2,,Yes,Yes
56468027,ROUTE LED SIGNAL LIGHTING UNIT 100V AC RE-PROFITABLE IN EXISTING CLS HOUSING AND COMPATIBLE WITH AC ....,MAS,S1,Safety,B1,Croston,Medium,272.6058,319.0,319.0,,,110.0,5967.2,,Yes,Yes
564680270025,A MARKER LED,MAS,,,,TSB,Low,34.9331,,,,,,,,Yes,Yes
56468039,"RED ASPECT MAIN LED SIGNAL, 110V AC RETROFITTABLE IN EXISTING CLS HOUSING AND COMPATIBLE WITH AC LED....",MAS,S1,Safety,A,Croston,Medium,244.5311,943.0,943.0,,,89.0,8897.2,,Yes,Yes
56468040,"GREENaspect Main LED signal, 110 V AC Retrofitable in existing CLS Housing and compatible with AC LE....",MAS,S1,Safety,A,Croston,Medium,189.7257,472.0,472.0,,,143.0,10166.88,,Yes,Yes
56468052,"YELLOW aspect Main LED signal, 110 V AC Retrofitable in existing CLS Housing and compatible with AC ....",MAS,S1,Safety,A,Croston,Medium,309.9375,632.0,632.0,,,84.0,8906.64,,Yes,Yes
56468064,- CALLING ON LED SIGNAL LIGHTING UNIT 100VAC RE-PROFITABLE IN EXISTING CLS HOUSING AND COMPATIBLE WI....,MAS,S1,Safety,B2,TSB,Low,80.9592,150.0,150.0,,,100.0,6846.36,,Yes,Yes
564680670957,Colour Light Signal Unit 2 Aspect,MAS,,,,TSB,Low,13.0746,,,,,,,,Yes,Yes
564680670969,Colour Light Signal Unit 2 Aspect Aluminium,MAS,,,,SBA,Very Low,5.8124,,,,,,,,,
564680710025,LED MULTI LAMP ROUTE INDICATOR,MAS,,,,SBA,Very Low,5.0372,,,,,,,,,
564681260258,A Marker Board With Clamp,MAS,,,,SBA,Very Low,103.6364,,,,,,,,Yes,Yes
564681480600,"Non-Metallic (FRP) Route Indicator for Railway Signalling - 1way without lenses, lamps or transforme....",MAS,,,,SBA,Very Low,10.5215,,,,,,,,Yes,Yes
564681510184,Double Digit Multi Lamp Route Indicator (LED Type),MAS,,,,SBA,Very Low,13.2295,,,,,,,,Yes,Yes
564682030017,"SIGNALS, COLOUR LIGHT, MULTI UNIT TYPE, SEARCH LIGHT TYPE.",MAS,,,,TSB,Very Low,8.8049,,,,,,,,Yes,Yes
564700410030,FRP Road warning Signal Unit,MAS,,,,SBA,Very Low,21.1088,,,,,,,,Yes,Yes
564800570031,INVERTER 2 KVA SUITABLE FOR AMARARAJ MAKE IPS,MAS,,,,SBA,Very Low,9.2594,,,,,,,,Yes,Yes
565000024089,DC MOTOR FRACTIONAL H.P. FOR LIFTING BARRIER GATE,MAS,,,,SBA,Very Low,8.8725,,,,,,,,Yes,Yes
565000075590,Goods Warning Board,MAS,,,,SBA,Very Low,5.7,,,,,,,,,
565000075991,Calling On Board,MAS,,,,SBA,Very Low,114.0,,,,,,,,Yes,Yes
565000077252,Galvanized stop board for ES Boom & EOLB Gate(with clamp),MAS,,,,SBA,Very Low,131.7216,,,,,,,,Yes,Yes
565000077264,Stop Board for Emergency Sliding Boom (FRP),MAS,,,,SBA,Very Low,161.9339,,,,,,,,Yes,Yes
56500026,APPRATUS CASE GRS TYPE,MAS,,,,TSB,Medium,96.9769,,,,,,,,Yes,Yes
565001250050,AC-DC/CLAMP METER,MAS,,,,TSB,Very Low,2.3194,,,,,,,,Yes,Yes
565001310082,SPD Life Tester,MAS,,,,SBA,Very Low,5.4286,,,,,,,,Yes,Yes
56500142,RELAY QNA1 ACI 8F/8B,MAS,,,,Croston,Medium,1759.9795,,,,,,,,Yes,Yes
565001664396,FUSE BASE & CARRIER 32 AMPS,MAS,,,,TSB,Very Low,1.6656,,,,,,,,,
56500350,BATTERY CHARGER 110V AC 24V DC 30 AMPS TO SPECN.IRS-S-86/2000.WITH AMENDMENT-4 or latest.,MAS,S4,Desirable,C,SBA,Very Low,3.3412,21.0,21.0,,,12.0,0.0,,Yes,Yes
56500361,Battery Charger 230V/24V 50 amps. As per RDSO Specn. No. IRS.S.86/2000 (Amndt.-4) or latest,MAS,,,,SBA,Very Low,3.0261,,,,,,,,,
56500452,BATTERY CHARGER 230V AC 110V DC 30 AMPS SPECN.No.IRS-S-86/2000 WITH AMENDMENT - 4. OR LATEST.,MAS,,,,SBA,Very Low,16.26,,,,,,,,Yes,Yes
56500464,APPARATUS CASE HALF GRS TYPE,MAS,,,,TSB,Low,114.293,,,,,,,,Yes,Yes
56501006,PVC insulated armoured unscreened underground Railway signalling copper cable of size 24c x 1.5 sq.m....,MAS,S1,Safety,A,TSB,Medium,139193.1722,6942.0,6491.0,,,5400.0,449.58,,Yes,Yes
56501018,PVC INSULATED CABLE FOR RAILWAY SIGNALLING HEAVY DUTY UNSCREENED UNDERGROUND ARMOURED WITH GALVANISE....,MAS,S1,Safety,A,Croston,Medium,62168.0774,14152.0,13652.0,,,6000.0,581.11,,Yes,Yes
56502540,FUSE NON DETERIORATING TYPE TO RDSO SPECN NO.78/92 OR LATEST CARTRIDGE TYPE WITH CYLINDRICAL CAP 2 X....,MAS,S2,Vital,C,TSB,Low,794.2635,3715.0,3715.0,,,3530.0,76.45,,Yes,Yes
56502576,"FUSE NON DETERIORATING TYPE TO RDSO SPECN NO.IRS-S.78/92 CARTRIDGE TYPE WITH CYLINDER CAP 2 X 9/16"" ....",MAS,S2,Vital,C,TSB,Very Low,547.7731,3672.0,3672.0,,,6200.0,80.36,,Yes,Yes
565025904930,FUSE HRC 63 AMPS (BOLTED TYPE),MAS,,,,TSB,Very Low,397.4919,,,,,,,,,
56502606,FUSE NON DETERIORATING TYPE TO RDSO SPECN NO.IRS-S.78/92 OR LATEST CARTRIDGE TYPE WITH CYLINDRICAL C....,MAS,S2,Vital,C,TSB,Low,394.3567,3140.0,3140.0,,,2000.0,79.95,,Yes,Yes
56506740,SINGLE FILAMENT LAMP 12V24W DOULE POLE THREE PIN VERTICAL CAPDOWN OPERATING POSITION IRS:  S.57/76 O....,MAS,,,,No Forecast,,,,,,,,,,,
56507069,LAMPS 110 V - 25 Watts 2 PIN TYPE BC TO IS.418/1963 (POSITION LIGHT SIGNAL) (Dimensions of Lamps : O....,MAS,,,,SBA,Very Low,41.8594,,,,,,,,Yes,Yes
56507641,CHANNEL BOND PIN SINGLE GROOVE 7 mm DIA FOR 4 mm DIA BOND WIRE TO IRS-S-17-75 AND RDSO DRG NO.S.69m,MAS,S3,Essential,C,SES/Holt,High,52713.585,133772.0,77365.0,,,169892.0,1.62,,Yes,Yes
56508116,RELAY QN1 8F/8B PLUG IN TYPE,MAS,,,,Croston,Medium,797.5437,,,,,,,,Yes,Yes
56509376,ARA TERMINAL BLOCK (SMALL) M6 PBT MAKE TO DRG  NO.SA.23741A/ALT-4 AND TO SPECN.IRS.S.75/91 (AMDT NO.....,MAS,S2,Vital,C,Croston,Medium,29820.285,10200.0,10200.0,,,6000.0,52.42,,Yes,Yes
56509388,TERMINAL BLOCK   MADE OF PBT 60MM TO RDSO DRG NO:SA23745 (ALT-5)TO SPECN IRS : S-75/2006 AMENDMENT .....,MAS,S2,Vital,C,TSB,Medium,3196.5979,2800.0,2800.0,,,2500.0,74.34,,Yes,Yes
565094315966,END Clamp for Modular Terminal Block,MAS,,,,SBA,Very Low,25.6114,,,,,,,,Yes,Yes
565094316200,Electronic/ RFID Cable Route Marker,MAS,,,,TSB,Very Low,330.8099,,,,,,,,Yes,Yes
565094320354,Electrical Operating Panel for Lifting barrier Gate(With Relay) PTJ Make,MAS,,,,SBA,Very Low,2.7156,,,,,,,,Yes,Yes
565094341825,ELB LC Gate Counter Weight.,MAS,,,,SBA,Very Low,42.9371,,,,,,,,,
565094341898,MS Box for LC Gate Switch,MAS,,,,SBA,Very Low,513.0,,,,,,,,Yes,Yes
565094395007,FRP Type Track Lead Junction Box.,MAS,,,,Croston,Medium,458.3972,,,,,,,,Yes,Yes
565094396371,SIEMENS AFTC TUNING UNIT BOX,MAS,,,,No Forecast,,,,,,,,,,,
565094396486,Siemens AFTC Tuning Unit - RX (F9) D13- B9,MAS,,,,SBA,Very Low,4.2222,,,,,,,,Yes,Yes
565094396498,Siemens AFTC Receiver - II Module B39-A3,MAS,,,,SBA,Very Low,0.4222,,,,,,,,Yes,Yes
565094396504,Siemens AFTC Receiver -II Module B34-A3,MAS,,,,SBA,Very Low,11.4,,,,,,,,Yes,Yes
565094398458,"Washer Spring 1/2, 3/4",MAS,,,,SBA,Very Low,57.0,,,,,,,,,
565094399165,Non Metallic (FRP) colour light signal housing multiunit type for railway signalling suitable for RE....,MAS,,,,SBA,Very Low,11.8706,,,,,,,,Yes,Yes
565094803572,AC to DC Converter to monitor 110VAC Analog inputs in the existing RTUs,MAS,,,,TSB,Very Low,0.7734,,,,,,,,Yes,Yes
565094803584,AC to DC Converter to monitor 230VAC Analog inputs in the existing RTUs,MAS,,,,TSB,Very Low,1.3821,,,,,,,,Yes,Yes
565094803845,REMOTE TERMINAL UNIT (RTU),MAS,,,,SBA,Very Low,8.55,,,,,,,,,
565094804369,Remote Terminal Unit(RTU) of 32 Digital & 16 Analog (Voltages) capacity as per RDSO specification no....,MAS,,,,SBA,Very Low,23.9975,,,,,,,,Yes,Yes
565094804370,Remote Terminal Unit(RTU) of 64 Digital & 16 Analog (Voltages) capacity as per RDSO specification no....,MAS,,,,TSB,Very Low,22.1468,,,,,,,,Yes,Yes
565094804382,Dual card Internal voice modems for RTUs  as per RDSO specification no. IRS-S-99/2006 Amd-3 or lates....,MAS,,,,TSB,Very Low,32.5066,,,,,,,,Yes,Yes
565094804400,Remote Terminal Unit with 128 digital &16 analog inputs with modems and power supply as per RDSO spe....,MAS,,,,SBA,Very Low,1.5545,,,,,,,,Yes,Yes
565094804412,Monitoring at Central place for receiving RTU data through LTE communication,MAS,,,,SBA,Very Low,0.6706,,,,,,,,Yes,Yes
565094804424,Local Report System (LRS),MAS,,,,SBA,Very Low,8.5115,,,,,,,,Yes,Yes
565094804436,"Power supply system involving SMPS charger working on 110v AC, of reputed make and 12V SMF cells wit....",MAS,,,,TSB,Very Low,32.5066,,,,,,,,Yes,Yes
565094804448,Remote Terminal Unit to monitor of 8 Digital and 8 Analog voltages (As per the specification enclose....,MAS,,,,SBA,Very Low,28.5,,,,,,,,Yes,Yes
565094804450,"Modem for connecting Remote Terminal Unit of 8 Digital and 8 Analog voltages , through Quad cable wi....",MAS,,,,SBA,Very Low,28.5,,,,,,,,Yes,Yes
565094804461,Wireless LTE/ 4G Modem for connecting RTU/IOT/Mini logger device with the Central Monitoring Unit at....,MAS,,,,No Forecast,,,,,,,,,,Yes,Yes
565094815203,Auto Change Over Arrangement,MAS,,,,SBA,Very Low,2.6619,,,,,,,,,
565094825567,Electrical Point Machine IRS Tool Kit,MAS,,,,TSB,Medium,21.6069,,,,,,,,Yes,Yes
565094825890,Tool Kit for HASSDAC,MAS,,,,SBA,Very Low,0.6,,,,,,,,Yes,Yes
565094826808,Steel Ratchet Type Torque Wrench make Stanley,MAS,,,,SBA,Very Low,80.5558,,,,,,,,Yes,Yes
565094828441,TOOL KIT (GKP MAKE),MAS,,,,SBA,Very Low,5.4254,,,,,,,,Yes,Yes
565094828647,Special Spanner for maintenance of Electrical Point Machine Ground Connection,MAS,,,,TSB,Very Low,8.5566,,,,,,,,Yes,Yes
56509935,BATTERY CHARGER 230V AC / 24V DC 20 AMPS TO RDSO SPECN.IRS.S.86/2000 AMENDMENT NO.4 OR LATEST.,MAS,,,,SBA,Very Low,6.1954,,,,,,,,Yes,Yes
56509959,PVC INSULATING CABLE FOR RAILWAY SIGNALLING HEAVY DUTY UNDER GROUND UNSCREENED ARMOURED WITH GALVANI....,MAS,S1,Safety,A,Croston,Medium,58378.097,38752.0,37770.0,,,10500.0,235.99,,Yes,Yes
56509960,"Cable PVC insulated, armoured, unscreened, underground  aluminium  power cable of size 2c x 25 sq.m....",MAS,S1,Safety,C,TSB,Low,16982.4181,9.057,9.06,,,24.0,1174.1,,Yes,Yes
565099653138,DATA LOGGER RTU (COMPLETSET)WITH 2 BATTERIES WITH OR WITHOUT CHARGER (32 DIGITAL INPUT 16 ANALOG INP....,MAS,,,,SBA,Very Low,18.6376,,,,,,,,Yes,Yes
565099653266,Data Logger RTU 32 Digital input 16 Analog input with Batteries,MAS,,,,SBA,Very Low,0.9948,,,,,,,,Yes,Yes
565099653278,DATA LOGGER RTU (COMPLETSET) 64 DIGITAL INPUT 16 ANALOG INPUT WITH BATTERIES,MAS,,,,SBA,Very Low,14.7116,,,,,,,,Yes,Yes
565099653321,RTU 32 DIGITAL INPUT WITH OUT BATTERIES,MAS,,,,SBA,Very Low,22.8,,,,,,,,Yes,Yes
565099653461,Dual Modem Card suitable for Efftronics make RTU as per Spec: IRS:S-99/2006 (Amdt-3),MAS,,,,SBA,Very Low,7.8375,,,,,,,,Yes,Yes
565099663624,M.S.Backing Plate 52/60KG/90R,MAS,,,,No Forecast,,,,,,,,,,,
565099844813,Fuse HRC 20 Amps Bolted Type,MAS,,,,SBA,Very Low,315.1338,,,,,,,,,
565099844825,HRC Fuse 32 Amps Bolted Type,MAS,,,,TSB,Very Low,68.3787,,,,,,,,,
565099844849,FUSE ND 4 Amps,MAS,,,,TSB,Low,1225.3658,,,,,,,,Yes,Yes
565099950054,AFTC LEU/ LINE SIDE CABINET ( Location Box ),MAS,,,,SBA,Very Low,1.14,,,,,,,,,Yes
565100012838,Transformer 400VAC/230VAC/ 3KVA,MAS,,,,SBA,Very Low,104.88,,,,,,,,,
565100013193,ISOLATION TRANSFORMER 230V/230V/1KVA,MAS,,,,SBA,Very Low,1.487,,,,,,,,,
565100013200,ISOLATION TRANSFORMER 230V/230V/2KVA,MAS,,,,SBA,Very Low,0.8769,,,,,,,,Yes,Yes
565100013211,ISOLATION TRANSFORMER 230V/230V/3KVA,MAS,,,,TSB,Very Low,1.0349,,,,,,,,,
565100013223,TRANSFORMER 230V/110V/2KVA,MAS,,,,SBA,Very Low,0.8769,,,,,,,,,
565100013235,TRANSFORMER 230V/110V/3KVA,MAS,,,,TSB,Very Low,6.2282,,,,,,,,,
565100013247,ISOLATION TRANSFORMER 110V/110V/50VA,MAS,,,,No Forecast,,,,,,,,,,,
565100013259,TRANSFORMER 110V/110V/500VA,MAS,,,,SBA,Very Low,12.4744,,,,,,,,,Yes
565100013661,TRANSFORMER 230V/24V/2KVA,MAS,,,,No Forecast,,,,,,,,,,,
565100013673,TRANSFORMER 400V/0-35-0V/400VA,MAS,,,,No Forecast,,,,,,,,,,,
565100013685,TRANSFORMER RECTIFIER 230V/24V/30AMPS,MAS,,,,SBA,Very Low,1.0364,,,,,,,,,
565100013697,TRANSFORMER RECTIFIER 230V/24V/20A,MAS,,,,SBA,Very Low,2.0727,,,,,,,,,
565100013703,TRANSFORMER RECTIFIER 230V/24V/5A,MAS,,,,SBA,Very Low,3.8,,,,,,,,,
565100013995,230/110VAC 1KVA TRANSFORMER SUITABLE FOR IPS SYSTEM HBL MAKE,MAS,,,,No Forecast,,,,,,,,,,Yes,Yes
565100014987,Transformer of Capacity 230V AC/110V AC/1 KVA as per RDSO Specifications RDSO/SPN/165 /2012 Ver 3.0....,MAS,,,,No Forecast,,,,,,,,,,Yes,Yes
565100920603,Revolving Chair with head rest,MAS,,,,SBA,Very Low,91.2,,,,,,,,Yes,Yes
565100920627,Maintenance Table 2mtrX0.8Mtr,MAS,,,,SBA,Very Low,91.2,,,,,,,,Yes,Yes
565172843959,Leased Line Modem for RTU,MAS,,,,SBA,Very Low,11.4,,,,,,,,Yes,Yes
565172844319,DATA LOGGER 512 DIGITAL INPUT/ 32 ANALOG INPUT RELEASED,MAS,,,,SBA,Very Low,3.1221,,,,,,,,Yes,Yes
565172845385,Power supply Card suitable for M/s Efftronics make Data logger as per Spec:IRS:S-99/2006 (Amdt-3) or....,MAS,,,,SBA,Very Low,11.4,,,,,,,,Yes,Yes
565172845397,Dual Modem E1 Converter suitable for M/s Efftronics make Data logger as per Spec: IRS:S-99/2006 (Amd....,MAS,,,,SBA,Very Low,5.8462,,,,,,,,Yes,Yes
565172845439,64 Digital input stack card suitable for M/s Efftronics make Data logger as per Spec: IRS:S-99/2006 ....,MAS,,,,SBA,Very Low,13.4118,,,,,,,,Yes,Yes
565172845440,Analog protection strip PCB card suitable for M/s Efftronics make Data logger as per Spec:IRS:S-99/....,MAS,,,,SBA,Very Low,22.8,,,,,,,,Yes,Yes
565172853060,FERRO RESONANT TYPE AUTOMATIC AC VOLTAGE STABILIZER 230V AC/ 5 KVA IRS:S-74/89(AMD.6),MAS,,,,SBA,Very Low,19.1093,,,,,,,,Yes,Yes
565197991932,Inlight High Visibility Warning Clothing Waist Coat Fluorescent Orange - Red (Type - 2),MAS,,,,TSB,Very Low,1358.3719,,,,,,,,Yes,Yes
565198082125,AFTC ALSTOM COPPER SLEEVE 145 SQ MM,MAS,,,,TSB,Very Low,5.8421,,,,,,,,,
565198082137,AFTC Copper Lug 185 Sq mm,MAS,,,,SBA,Very Low,46.0822,,,,,,,,,
565198092921,Step Down Transformer 500VA Suitable for Sukhila make IPS,MAS,,,,SBA,Very Low,22.8,,,,,,,,,
565198093123,Stage 1 Surge Protection Unit for Sukhila IPS,MAS,,,,No Forecast,,,,,,,,,,Yes,Yes
565198200031,Siemens AFTC Tuning Unit -TX (F10) D13 - B25,MAS,,,,SBA,Very Low,2.85,,,,,,,,,
565198200043,Siemens AFTC Tuning Unit - RX (F11) D13- B11,MAS,,,,SBA,Very Low,0.8143,,,,,,,,Yes,Yes
565198200055,Siemens AFTC Tuning Unit - TX (F10) D14- B10,MAS,,,,SBA,Very Low,3.6294,,,,,,,,Yes,Yes
565198200067,Siemens AFTC Tuning Unit -TX (F6) D10-B22,MAS,,,,SBA,Very Low,3.8,,,,,,,,Yes,Yes
565198200079,Siemens AFTC Tuning Unit - TX (F9) D14- B9,MAS,,,,SBA,Very Low,0.9217,,,,,,,,Yes,Yes
565198272730,DOUBLE BED DEMINERALISED-300 LTR PER HOUR CAPACITY WITH IN BUILT PREFILTERATIONS EXCHANGING TYPE WIT....,MAS,,,,SBA,Very Low,12.0,,,,,,,,Yes,Yes
565198332774,Inverter 24V DC/110V AC/500 VA for on- line application as per RDSO specification IRS:S-82/92 (Amd-2....,MAS,,,,SBA,Very Low,32.9408,,,,,,,,,
565198382364,"Retro Reflactive A"" Marker",MAS,,,,SBA,Low,90.1995,,,,,,,,Yes,Yes
565198460028,Supply of Inverter Module 2 KVA as per RDSO specification no. RDSO/SPN/165/2012  version 3.0 suitabl....,MAS,,,,SBA,Very Low,5.4434,,,,,,,,Yes,Yes
565198460030,Supply of DSCA Module for M/S Statcon make IPS system as per RDSO Spec No RDSO/SPN/165/2012 or late....,MAS,,,,SBA,Very Low,10.3143,,,,,,,,Yes,Yes
