PL_Code,Description,Months_Observed,Total_Issues,Average_Monthly_Demand,Std_Deviation,CV
555400100095,TPWS LEU,52,23.0,0.4423,1.577,3.5653
555400100101,BAND - IT TAPE  3/4 (TPWS)(1 No = 30.48Mtrs),54,5.0,0.0926,0.3512,3.7929
555400100113,TPWS - LEU ID MODULE ALONG WITH PFSK & PIND,39,2.0,0.0513,0.2235,4.3574
555400100125,"TPWS EUROBALISE (Fixed, Infill & Switchable)",54,19.0,0.3519,1.0668,3.0319
555400100137,TPWS POWER SUPPLY FOR LEU (48V X 28V),52,15.0,0.2885,0.8245,2.8584
555400100149,TPWS LEU LINE SIDE CABINET,53,5.0,0.0943,0.405,4.2927
555400100150,TPWS BALISE FIXING BASE,53,32.0,0.6038,1.5234,2.5231
555400100162,TPWS POWER SUPPLY UNIT FAN,54,6.0,0.1111,0.5016,4.5141
555400100174,BAND IT BUCKLE TPWS,54,142.0,2.6296,9.6413,3.6664
555400100186,Track side testing tools along with necessary software tools  for analysing the Trackside Data infor....,34,0.0,0.0,0.0,
555400100198,On - Board testing tools along with necessary software tools  for analysing On - Board Data informat....,54,1.0,0.0185,0.1361,7.3485
555400100204,"Hand held maintanance tool for testing and maintanance of TPWS Equipment with software (Model:CF-53,....",47,6.0,0.1277,0.3966,3.1064
555400100307,Balise Reader Tool for TPWS,34,2.0,0.0588,0.2388,4.0602
555400150025,MARKER BOARD - P,48,2.0,0.0417,0.2887,6.9282
555400960023,Colour light signal unit Three Aspect (FRP),4,5.0,1.25,2.5,2.0
555500020073,SOLENOID COIL FOR ELB LC GATE,54,9.0,0.1667,0.5408,3.2447
556302870142,Jacketed wire Rope  5.1 Mtrs 6mm dia,52,142.0,2.7308,12.4745,4.5681
556302890025,FIT & FORGET BOND WIRE 1.5 Mtrs 4mm dia,54,1975.0,36.5741,84.7294,2.3167
559000990020,Nut MS 3/8,40,1.5,0.0375,0.2372,6.3246
559002150021,"Relays, 6F/6B-24V, 1000 Ohms",28,0.0,0.0,0.0,
559003640081,High availability Single Section Digital Axle counter [HASSDAC] of complete set with dual senser as ....,33,5.0,0.1515,0.5075,3.3496
559003640111,Modem Card for CEL MAKE HASSDAC as per RDSO Specification No. RDSO/SPN/177/2012 with version 3 or la....,26,10.0,0.3846,1.2673,3.2951
559003640123,Reset card of Reset Box for CEL MAKE HASSDAC as per RDSO Specification No. RDSO/SPN/177/2012 with ve....,26,9.0,0.3462,1.0933,3.1585
559003640135,Auto Reset Card for CEL MAKE HASSDAC as per RDSO Specification No. RDSO/SPN/177/2012 with version 3 ....,26,7.0,0.2692,1.0414,3.8682
559006210073,Polylitin cable Truff,6,1660.0,276.6667,476.7249,1.7231
560100580056,Washer Spring 5/8 or 16mm,15,5.0,0.3333,1.291,3.873
560400012175,MARKING JIG FOR MSDAC,28,0.0,0.0,0.0,
560400022521,DC-DC convertor 24-40V 5AMPS FOR AMARARAJA IPS,54,20.0,0.3704,1.104,2.9807
560400022790,DC-DC CONVERTER FOR MICROLOK - II CARD FILE 12VDC/5VDC/1AMPS,53,0.0,0.0,0.0,
560400023902,DC-DC convertor 24-32/5A Capacity of Sukhila make IPS,45,14.0,0.3111,1.5929,5.1201
560400024268,Microlok-II Vital Output PCB (Ansaldo),43,7.0,0.1628,0.6877,4.2242
560400024281,RELAY DRIVE MODULE -1 FOR SSDAC,43,2.0,0.0465,0.305,6.5574
560400025212,DC-DC Convertor 12V-28V/1 AMPS Suitable for Sukhila make IPS,31,0.0,0.0,0.0,
560400025224,DC-DC Convertor 12V-40V/1 AMPS Suitable for Sukhila make IPS,31,0.0,0.0,0.0,
560400026514,SIEMENS Electronic Interlocking Card VROM50 Vital Relay output Module 50V,10,6.0,0.6,1.3499,2.2498
560400032540,WEB DETECTORS FOR SINGLE SECTION DIGITAL TYPE AXLE COUNTER AS PER RDSO/SPN/177/2012(VER-3)(LATEST VE....,50,16.0,0.32,1.7431,5.4472
560400160048,Relay Drive Module -2 For SSDAC (G.G.Tronics Make),43,2.0,0.0465,0.305,6.5574
560400170030,EF Chassis with Mother Board Assembly for SSDAC (G.G.Tronics Make),43,3.0,0.0698,0.4575,6.5574
560400182081,COM -1 For SSDAC (G.G.Tronics Make),43,2.0,0.0465,0.305,6.5574
560400182093,Filter Base Assembly for SSDAC (G.G.Tronics Make),43,5.0,0.1163,0.7625,6.5574
560400200046,COM -2 For SSDAC (G.G.Tronics Make),43,2.0,0.0465,0.305,6.5574
560400211135,CPU 2 CARD FOR SSDAC (G.G. TRONICS MAKE ),48,6.0,0.125,0.733,5.8637
560400211147,"Portable fault analyser loaded with HASSDAC maintenance/trouble shooting software.HP  15, Model No. ....",51,5.0,0.098,0.3003,3.0633
560400211329,Portable Data Analyser for downloading event logger data for analysis and report generation in MSDAC....,34,2.0,0.0588,0.2388,4.0602
560400220033,CPU 1 CARD FOR SSDAC (G.G. TRONICS MAKE ),48,6.0,0.125,0.733,5.8637
560400240615,Signal Conditioner Card No.1 (SCC1) for CEL MAKE HASSDAC as per RDSO Specification No. RDSO/SPN/177/....,26,10.0,0.3846,1.1688,3.0389
560400252563,DP (Detection Points) including Electronics and Clamps,52,13.0,0.25,1.5451,6.1803
560401100023,FRAUSCHER make MSDAC Back Plane BP PWR 101-1- 10TE -GS01-19956,5,0.0,0.0,0.0,
560401110090,FRAUSCHER make MSDAC Back Plane BP PWR 101-8-40TE-GS01-19954,5,0.0,0.0,0.0,
560402724117,FRAUSCHER Make MSDAC LINE VERIFICATION BOXLVB-01,5,25.0,5.0,11.1803,2.2361
560402822796,Web Detector (each set consists of 2 Nos. of TX and 2 Nos. of RX) for CEL make HASSDAC Systems as p....,26,16.0,0.6154,1.9407,3.1536
560402860578,MICRO PROCESSOR UNIT OF ALTPRO MSDAC,44,6.0,0.1364,0.6321,4.6356
560402860580,INPUT AMPLIFIER MODULE (UP) OF ALTPRO MSDAC,44,16.0,0.3636,1.74,4.7849
560402860591,VUR COLUMN OF ALTPRO MSDAC,44,6.0,0.1364,0.9045,6.6332
560402860815,VUR Column (Altpro Make),20,110.0,5.5,24.5967,4.4721
560402860839,Input amplifier Module (UP) Altpro make,20,123.0,6.15,24.4976,3.9834
560402890273,MSDAC Rail Wheel Sensor with Mounting Bracket,50,24.0,0.48,2.6668,5.5558
560402890297,POWER SUPPLY MODULE (DC12) OF ALTPRO MSDAC,44,3.0,0.0682,0.4523,6.6332
560402890303,POWER SUPPLY PROTECTION  MODULE (ZANAP) OF ALTPRO MSDAC,44,13.0,0.2955,1.4237,4.8187
560402890315,RELAY OUTPUT  MODULE (RE) OF ALTPRO MSDAC,44,16.0,0.3636,1.5111,4.1554
560402890534,Rail Wheel Sensors ZK24-2 (Altpro Make),20,131.0,6.55,26.5637,4.0555
560402900096,EVALATOR WITH OUT CARDS OF ALTPRO MSDAC,44,3.0,0.0682,0.4523,6.6332
560402900175,Power Supply Protection Module (ZANAP) Altpro make,20,35.0,1.75,6.2901,3.5944
560402911963,LIGHTNING PROTECTION BOARD (ZAG2Z) OF ALTPRO MSDAC,44,24.0,0.5455,2.7657,5.0704
560402912165,Rail Deflector Plate for Receiver (CEL Make/MSDAC),28,0.0,0.0,0.0,
560402912177,Rail Deflector Plate for Transmitter (CEL Make/MSDAC),28,0.0,0.0,0.0,
560402912220,MSDAC spares of FRAUSCHER make Over voltage protection board BS1004 (Version-GS01 Part no.18571) as ....,19,10.0,0.5263,2.0647,3.923
560402912256,Supply of MSDAC spares of FRAUSCHER make Evaluation board AEB 101 (Version-GS04 Part no.24050 as per....,8,2.0,0.25,0.7071,2.8284
560402912270,Supply of MSDAC spares of FRAUSCHER make Track side connection (Version-TLJB-01 Part no.PC 0101) as ....,19,8.0,0.4211,1.3045,3.0982
560402912281,Supply of MSDAC spares of FRAUSCHER make Reset box (Version-RST BOX V01 Part no.PC0301 as per RDSO s....,19,7.0,0.3684,1.1161,3.0293
560402912311,Lightening Protection Board (ZAG2Z) Altpro make,20,77.0,3.85,12.9869,3.3732
560402912323,Line Verification Box (Altpro make),20,28.0,1.4,6.261,4.4721
560402912335,FSDT 6 (Altpro make),20,2.0,0.1,0.4472,4.4721
560402912347,FSDT 12 (Altpro make),20,2.0,0.1,0.4472,4.4721
560402923527,FRAUSCHER make MSDAC  Diagnostic system FDS 102,5,0.0,0.0,0.0,
560403020067,VUR BOX OF ALTPRO MSDAC,44,6.0,0.1364,0.9045,6.6332
560403020079,SENSOR SHIELD/DEFLECTOR OF ALTPRO MSDAC,44,6.0,0.1364,0.9045,6.6332
560403020353,Sensor Mounting Bracket (Altpro make),20,110.0,5.5,24.5967,4.4721
560403020365,Front Panel VUR-P with Lightening Protection (Altpro make),20,110.0,5.5,24.5967,4.4721
560403020377,VUR Box (Altpro make),20,110.0,5.5,24.5967,4.4721
560403020389,Sensor Shield Left & Right for rail type UIC60 (Altpro Make),20,110.0,5.5,24.5967,4.4721
560403082085,DC DC Convertor for SSDAC (G.G.Tronics Make),49,4.0,0.0816,0.3438,4.2115
560403082322,LCD Display Card For SSDAC (G.G.Tronics Make),43,2.0,0.0465,0.305,6.5574
560403161490,CONNECTOR BOARD (KP) OF ALTPRO MSDAC,44,3.0,0.0682,0.4523,6.6332
560403161507,MAIN BOARD OF ALTPRO MSDAC,44,3.0,0.0682,0.4523,6.6332
560403161635,Main board (Altpro Make),20,29.0,1.45,6.2532,4.3126
560403161647,Power Supply Module (DC 12) Altpro make,20,30.0,1.5,6.2534,4.1689
560403161659,Connector Board (KP) Altpro make,20,29.0,1.45,6.2532,4.3126
560403161660,Relay Output Module (RE) Altpro make,20,36.0,1.8,6.2795,3.4886
560403161672,Reset Box (Altpro make),20,28.0,1.4,6.261,4.4721
560403181208,L-K7C Sub Rack with Mother Board,32,0.0,0.0,0.0,
560403320063,Relay Drive Card for CEL MAKE HASSDAC as per RDSO Specification No. RDSO/SPN/177/2012 with version 3....,26,10.0,0.3846,1.1688,3.0389
560403500030,MSDAC Detection Points DP,50,18.0,0.36,2.5456,7.0711
560403610030,Supply of Rx 21/25 KHZ coil assembly for GG tronic make HASSDAC as per RDSO specification No. RDSO/S....,51,49.0,0.9608,2.0096,2.0916
560403610077,PD1 (21KHz) card for GG Tronic make HASSDAC as per RDSO specification No. RDSO/SPN/177/2012 with ver....,28,13.0,0.4643,1.3189,2.8406
560403610089,PD2 (25KHz) card for GG Tronic make HASSDAC as per RDSO specification No.RDSO/SPN/177/2012 with vers....,28,13.0,0.4643,1.3189,2.8406
560403680160,Standard Tool Kit for Maintanance HASSDAC systems with accessories as per technical specification co....,41,6.0,0.1463,0.422,2.8834
560403820199,Multi section Digital Axle Counter (MSDAC) G G Tronics make Complete system as per RDSO/SPN/176/2013....,9,4.0,0.4444,1.3333,3.0
560403820205,10% of essential spares for the indoor and outdoor equipments of MSDAC G G Tronics make,9,1.0,0.1111,0.3333,3.0
560404002243,Display Box with Error Display For SSDAC (G.G.Tronics Make),43,3.0,0.0698,0.3377,4.8409
560404050330,FRAUSCHER make MSDAC Rail Claw for 60Kg rail SK 140-011-19813,5,2.0,0.4,0.8944,2.2361
560404060115,FRAUSCHER make MSDAC Communication Board COM ADC 101-GS02-23152,5,0.0,0.0,0.0,
560404260141,Signal Conditioner Card No.2 (SCC2) for CEL MAKE HASSDAC as per RDSO Specification No .RDSO/SPN/177/....,26,10.0,0.3846,1.1688,3.0389
560404662516,MSDAC CEL High Voltage DC-DC Converter,28,0.0,0.0,0.0,
560404820020,DC-DC CONVERTER FOR MICROLOK - II CARD FILE 110VDC/24VDC/10AMPS,53,5.0,0.0943,0.4908,5.203
560405010016,ADDRESS SELECT PCB 48 PIN,4,0.0,0.0,0.0,
560405150136,WIDE BLANK FRONT PANEL ASSEMBLY,4,0.0,0.0,0.0,
560405582322,Coupler for CEL MSDAC,28,0.0,0.0,0.0,
560406180252,MSDAC Spare- Siemens Make Surge Protection Filter for Indoor Equipment,6,10.0,1.6667,4.0825,2.4495
560406180264,MSDAC Spare- Siemens Make process connector,6,19.0,3.1667,7.7567,2.4495
560406180276,MSDAC Spare- Siemens Make Scalance switch as per RDSO SPEC: RDSO/SPN/176/2013 Version 3.0,6,17.0,2.8333,6.9402,2.4495
560406200056,VESBA Card for MSDAC Siemens make as per RDSO Spec No. RDSO/SPN/176/2013 Ver 3.0 or latest,39,11.0,0.2821,0.9162,3.2483
560406420020,PD 1 (PHASE DETECTOR) (G.G. TRONICS MAKE ),49,10.0,0.2041,1.0404,5.0981
560406430025,PD-2 Card for SSDAC (G.G.Tronics Make),49,10.0,0.2041,1.0404,5.0981
560406470047,Generator Module for MSDAC Siemens make as per RDSO Spec No. RDSO/SPN/176/2013 Ver 3.0 or latest,38,16.0,0.4211,1.3281,3.1543
560406490058,VAU Card for MSDAC Siemens make as per RDSO Spec No. RDSO/SPN/176/2013 Ver 3.0 or latest,39,6.0,0.1538,0.4887,3.1768
560406520026,SIEMENS AFTC FTGS 46M COMPLET SET,43,7.0,0.1628,0.4845,2.9764
560406900054,Siemens AFTC Filter Module(F12) B42-B12,43,3.0,0.0698,0.4575,6.5574
560406910072,Siemens AFTC Filter Module(F9) B42-B9,43,3.0,0.0698,0.4575,6.5574
560406910084,Siemens AFTC Filter Module(F10) B42-B10,43,3.0,0.0698,0.3377,4.8409
560406910096,SIEMENS AFTC FTGS 46ST COMPLET SET,43,7.0,0.1628,0.5314,3.2643
560406920041,Siemens AFTC Filter Module(F11) B42-B11,43,4.0,0.093,0.61,6.5574
560407090064,Event Logger Card for CEL MAKE HASSDAC as per RDSO Specification No. RDSO/SPN/177/2012 with version ....,26,4.0,0.1538,0.7845,5.099
560407690031,Interface card for Reset Box for HASSDAC Motherboard for CEL MAKE HASSDAC as per RDSO Specification ....,25,7.0,0.28,1.0614,3.7909
560408420497,FRAUSCHER make MSDAC Wheel sensor with 10-meter cable RSR 180-001 (Version-GS05 Part no.23529 as per....,10,27.0,2.7,3.3015,1.2228
560408420527,"Tool set for wheel sensor mounting and maintenance consisting of torque wrench, Ratchet, Testing p....",9,0.0,0.0,0.0,
560408420620,FRAUSCHER make MSDAC Wheel sensor with 5-meter cable RSR 180-001- GS05 Part no.23320,5,0.0,0.0,0.0,
560408420631,FRAUSCHER make MSDAC Wheel sensor with 15-meter cable RSR 180-001 -GS05 Part no.23531,5,0.0,0.0,0.0,
560412050036,Analog Card without controller suitable for Efftronics make RTU as per Spec: IRS: S-99/2006 (Amdt-3),25,7.0,0.28,0.8907,3.181
560412070035,Power supply Card suitable for Efftronics make RTU as per Spec: IRS: S-99/2006 (Amdt-3),25,5.0,0.2,0.7071,3.5355
560412070047,Adapter PCB and embedded software for RTU for LTE connectivity,13,0.0,0.0,0.0,
560412940029,FRAUSCHER make MSDAC Back Plane BP PWR 101-4-24TE-G801-19953,5,0.0,0.0,0.0,
560412960041,FRAUSCHER MAKE MSDAC-Power Supply Board PSC 101-G S01-19949,5,0.0,0.0,0.0,
560413820032,FRAUSCHER make MSDAC Rail Deflector,5,0.0,0.0,0.0,
560414660036,Input-Output Extension Board 10-EXB-101-GS01-20864,5,0.0,0.0,0.0,
560416370062,FRAUSCHER make MSDAC Evaluation Board AEB 101 - GS07-26534,5,0.0,0.0,0.0,
56060002,"NYLON INSULATED RAILJOINT 52 KG TO SPECIFICATION IRS: S-40/84, DRAWING NO.SA-22101 (ALT-6).",45,355.0,7.8889,31.1975,3.9546
560600028397,SM 480 Relay for Kyosan make EI,31,5.0,0.1613,0.898,5.5678
560600046685,RELAY RACK TO HOLD 168 RELAYS,51,11.0,0.2157,0.5409,2.5077
560600046764,RELAY RACK -56 Capacity,1,0.0,0.0,0.0,
560600066325,AFTC ALSTOM BRASS COMB SET,52,30.0,0.5769,2.3544,4.0809
560600098247,TAG BLOCK FOR DIGITAL INPUT (DATA LOGGER),47,4.0,0.0851,0.5835,6.8557
560600098594,PBT terminals 25mm/ 60mm centre and PBT Fuse blocks with necessary inspection as per specification/ ....,42,1225.0,29.1667,148.9717,5.1076
560600099124,Supply and installation of Work space as per enclosed drawing -workspace(as approved by engineer inc....,29,1.0,0.0345,0.1857,5.3852
560601135847,EI PSU CARD ANSALDO MAKE (REALEASED),43,2.0,0.0465,0.305,6.5574
560601140041,EI CPU CARD ANSALDO MAKE (RELEASED),43,1.0,0.0233,0.1525,6.5574
560601181638,Microlok -II Central Processing Unit PCB Ansaldo Make,43,4.0,0.093,0.4262,4.5813
560601240023,Emergency Panel for Electronic Interlocking,54,1.0,0.0185,0.1361,7.3485
560601240140,Emergency Panel for Electronic Interlocking (Without Relays),2,0.0,0.0,0.0,
560601307440,"Class A"" Franklin Rod Type Lightening Protection system",53,41.0,0.7736,2.7431,3.546
560601365117,Cable termination rack 210 capacity.,51,2.0,0.0392,0.196,4.999
560601365210,CABLE TERMINATION RACK 500 CAPACITY,51,5.0,0.098,0.3608,3.6804
560601471320,VITAL CUT OFF RELAY (VCOR) ANSALDO Make,48,6.0,0.125,0.4436,3.549
560601471446,VCOR Relay Base ANSALDO Make,15,2.0,0.1333,0.5164,3.873
560601596188,LED 5mm Various Colour with Holder Resistance cable copper coated  for Panels,3,200.0,66.6667,115.4701,1.7321
560601647378,BOLT WITH NUT 12MM X 38/100/200MM,40,56.0,1.4,7.2812,5.2008
560601907157,GALLANT UN-INTERRUPTED DUAL REDUNDANT 24VDC/2A MULTI OUTPUT POWER PACK,47,0.0,0.0,0.0,
560601982623,STOPPER TERMINAL,37,20.0,0.5405,2.2924,4.241
560602423289,Siemens AFTC Tuning Unit - TX (F11) D13- B11,43,1.0,0.0233,0.1525,6.5574
560602905521,PUSH BUTTON ASSEMBLY,54,148.0,2.7407,7.4078,2.7028
560602960015,"Electrolytic Condensor 50V DC-5000 Mfd , Make Keltron, Samwha, Panasonic only FIrm offer:Make Keltro....",43,1675.0,38.9535,119.4651,3.0669
560603050043,MSDAC EVALUATOR WITH CARDS,50,5.0,0.1,0.7071,7.0711
560603087327,RELAY LED ECR QECX-61 [4F/4B],54,3117.0,57.7222,88.8907,1.54
560603087492,RELAY LED ECR QECX-52 WITH ACCESSORIES,47,10.0,0.2128,1.0201,4.7947
560603257841,SIEMENS Electronic Interlocking Card VPIM50 Vital parallel input Module 50V,10,6.0,0.6,1.3499,2.2498
560603406263,Signal ladder of Sizes  With/Without Clamp  for CLS,54,10.0,0.1852,0.6464,3.4908
560603663314,Colour Light Signal Unit 3 ASPECT,54,71.0,1.3148,5.0761,3.8607
560603663326,Colour Light Signal Unit 3 ASPECT Aluminium,23,20.0,0.8696,2.3219,2.6702
560603670057,Siemens ALPHA Bond Black 18 Mtrs,44,9.0,0.2045,0.8513,4.1617
560604104140,TRANSFORMER RECTIFIER 110VAC/24VDC/5 AMPS,52,60.0,1.1538,5.8255,5.0488
560604104229,TRANSFORMER RECTIFIER 110V/12V/2A,42,2.0,0.0476,0.2155,4.5263
560604185620,ELB LC GATE Control Panel,44,3.0,0.0682,0.3339,4.8979
560604185631,EMERGENCY SLIDING BOOM ASSEMBLY WITH ALL ACCESSORIES,19,15.0,0.7895,1.7185,2.1768
560604185874,LC GATE PANEL (PTJ MAKE),44,6.0,0.1364,0.5099,3.7396
560604186131,Electrical Operating Panel for Lifting barrier Gate(Without Relay) PTJ Make,29,25.0,0.8621,1.5974,1.853
560604186143,EMERGENCY SLIDING BOOM COMPLETE SET (PTJ MAKE),29,111.0,3.8276,8.4729,2.2136
560604295813,Earth leakage detector 8 Channel with accessories (ANUVIDHUT),48,5.0,0.1042,0.3713,3.5644
560604296362,Earth Leakage Detector (8 channel) as per RDSO specification no. RDSO/SPN/256/2002 or latest,36,99.0,2.75,9.1445,3.3253
560604545830,Electrical Drilling Machine input 110V model WDH 13/23mm heavy duty drill 595 watts on full load wit....,39,4.0,0.1026,0.3074,2.9967
560604970024,RISHABH Category III 1000 V of IEC 61010 Available Insulation Tester,47,48.0,1.0213,3.3911,3.3204
560604970097,DIGITAL INSULATION TESTER,16,21.0,1.3125,2.626,2.0008
560605284574,Condenser 10000 MFD 50V,54,1270.0,23.5185,36.4675,1.5506
560605305127,ELECTRICAL DETECTOR,49,1.0,0.0204,0.1429,7.0
560605500088,TRAIN SHUNT RESISTOR,47,120.0,2.5532,10.1012,3.9563
560605636491,CR TEST PANEL FOR q SERIES RELAY WITH DIGITAL MICRO OHM METER,54,49.0,0.9074,3.4819,3.8372
560605790029,Cable Clamp Assembly for Sleeper,38,1607.0,42.2895,104.6159,2.4738
560605830027,Condenser 2200 MFD 50V,54,2115.0,39.1667,117.4115,2.9977
560606310027,Siemens ALPHA Bond White 21.5 Mtrs,44,8.0,0.1818,0.6203,3.4117
560606600029,TRAIN SHUNT METER (PTJ MAKE),47,22.0,0.4681,2.094,4.4735
560606610254,Surge protection device (SPD) Class C for 24V DC as per specification in the enclosure ( One set con....,38,46.0,1.2105,3.8984,3.2204
560607000034,THUMB SWITCH 2 POSITION,54,420.0,7.7778,22.5996,2.9057
560607046599,THUMB SWITCH 3 POSITION.,54,192.0,3.5556,11.1248,3.1288
560607080029,GALLANT DC-DC CONVERTOR (110V/50V DC/5Amps),50,4.0,0.08,0.4445,5.5558
560607110101,VDU 55 MONITOR WITH POWER CARD,50,13.0,0.26,0.8283,3.1859
560607460045,Transformer 110VAC/110VAC - 500VA capacity,51,0.0,0.0,0.0,
560609080021,ELB LC Gate Meeting post,48,8.0,0.1667,0.5955,3.5729
560609080033,ELB LC Gate Pedastal,52,4.0,0.0769,0.2691,3.4979
560609140066,Stop Board of Aluminium Composite materials with Reflective Sticker,26,20.0,0.7692,3.9223,5.099
560609580030,FRAME FOR RELAY ALU,49,9.0,0.1837,1.2857,7.0
560609720149,"One embedded PC and one 55 inch 4K industrial grade VDU and other accessories like mouse, keyboard e....",41,4.0,0.0976,0.4362,4.4707
560609830113,LED TORCH FOR MAINTAINER,47,0.0,0.0,0.0,
560610480321,"IF Card, FSI02-B for Kyosan make EI",31,6.0,0.1935,0.7492,3.8708
560610480333,"I/O Card, FIO7-[P] for EI Kyosan",31,6.0,0.1935,0.7492,3.8708
560610480345,"I/O Card, PIO3C(PIO2-LOG) for Kyosan make EI",31,15.0,0.4839,1.9126,3.9527
560610600065,Non Flammable Electronic Contact Cleaner,31,200.0,6.4516,30.4618,4.7216
560610880130,Microlok - II EI SYNC Card,20,3.0,0.15,0.4894,3.2624
560611710036,LED 3mm with Assembly for Panel,10,200.0,20.0,63.2456,3.1623
560612520681,Key Lock Checking Relay (KLCR) with one number K-50 Neutral Relay to work on 24V DC non AC immunized....,5,24.0,4.8,5.3572,1.1161
560613020047,"I/O Card, DID for Kyosan make EI",31,6.0,0.1935,0.7492,3.8708
560613030028,"Power Card, IPU6C for Kyosan make EI",31,6.0,0.1935,0.7492,3.8708
560613050027,"Optical Branch Card , SPHC-TT for Kyosan make EI",31,4.0,0.129,0.7184,5.5678
560613610045,"IF Card, FSI02-B EX for Kyosan make EI",31,6.0,0.1935,0.7492,3.8708
560613610057,"I/O Card, EXTFIO7-(P) for Kyosan make EI",31,6.0,0.1935,0.7492,3.8708
560613610069,E-P5 Subrack with mother board for Kyosan make EI,31,4.0,0.129,0.5623,4.3575
560613610070,"Power Supply for SPHC-TT, SPHC-PW for Kyosan make EI",31,2.0,0.0645,0.3592,5.5678
560613610082,PCINIO-B Card for MTC Kyosan make EI,31,6.0,0.1935,1.0776,5.5678
560618310155,MLK II CPU EEPROM PCB,4,0.0,0.0,0.0,
560623880422,Surge Protection systems for MSDAC Hut 1 in CTRE-MDVE Section as per RDSOTAN no. STSE/TAN/3006 ver.2....,8,1.0,0.125,0.3536,2.8284
560623880434,Surge Protection systems for MSDAC Hut 2 in CTRE-MDVE Section as per RDSO TAN no. STS/ E/ TAN/ 3006 ....,8,1.0,0.125,0.3536,2.8284
560629410026,B023 Rack Frame (Altpro make),20,28.0,1.4,6.261,4.4721
560800130618,"ACM (Axle Counter Module) 200, Make: Siemens",52,10.0,0.1923,1.2531,6.5159
560800130709,High Availability Single Section DIgital Axle Counter System(HASSDAC) with dual track sensor as per ....,50,23.0,0.46,1.2811,2.785
560800130801,UP GRADATION OF HASSDAC SYSTEM FROM VERSION S002 TO S003 OF GG TRONICS. This willinclude: 1. Replace....,49,14.0,0.2857,1.2247,4.2866
560800131118,SF Chassis with Mother Board Assembly for SSDAC (G.G.Tronics Make),43,3.0,0.0698,0.4575,6.5574
560800150253,Colour Light Signal Unit 4 ASPECT,45,75.0,1.6667,3.5355,2.1213
560800150400,Modified colour light signal Four aspect unit (MS),36,5.0,0.1389,0.6825,4.9144
560800820064,SMPS based IPS system upto 6 lines in RE area with 300Ah VRLA battery bank to RDSO specification RDS....,17,19.0,1.1176,2.5952,2.3221
56110029,CABLE PVC INSULATED ARMOURED UNSCREENED UNDERGROUND POWER CABLE 3C X 10 SQ.MM,49,14317.0,292.1837,709.2409,2.4274
561183521801,PVC Cable of unsheathed insulated annealed tinned copper conductor single core multi strands 16/0.2 ....,50,119282.0,2385.64,6913.3802,2.8979
56119033,CABLE PVC INSULATED ARMOURED UNSCREENED RAILWAY SIGNALLING CABLE OF SIZE 19C x 1.5sqmm (REV 4.0) IRS....,54,133485.0,2471.9444,3730.2735,1.509
56119537,PVC INSULATED CABLE FOR RAILWAY SIGNALLING   HEAVY DUTY UNDER GROUND UNSCREENED ARMOUNED WITH GALVAN....,54,72701.0,1346.3148,1851.2114,1.375
561195810069,Wire Coil 1.5 Sqmm,32,1.0,0.0312,0.1768,5.6569
561196180021,"CABLE JELLY FILLED UNDERGROUND TELECOM 6 QUAD, 0.9MM DIA RAILWAY SIGNAL AND TELECOM COPPER CONDUCTOR....",53,323654.0,6106.6792,6579.0623,1.0774
561196730082,PFSK CARD FOR TPWS,40,8.0,0.2,0.8829,4.4144
561196730094,PIND CARD FOR TPWS,40,10.0,0.25,0.9268,3.7072
561196730150,Cable Gland for TPWS,32,20.0,0.625,3.5355,5.6569
561300052071,Input Card Compatible with existing DELTRON make UFSBI System as per RDSO Specification No.IRS S 105....,5,0.0,0.0,0.0,
561300651264,MSDAC RESET BOX,50,7.0,0.14,0.6064,4.3316
561300652270,FDC 110V(H001M124R1) for MSDAC G39 M/s G.G. Tronics make as per RDSO Spec RDSO/SPN/176/2013 ver 3 or....,9,10.0,1.1111,2.2048,1.9843
561300652281,FPD 21 KHZ (Part no. H001M101R1) for MSDAC G39 M/s G.G. Tronics make as per RDSO Spec RDSO/SPN/176/....,9,15.0,1.6667,3.5355,2.1213
561300652293,FCPU(H001M112R1) for MSDAC G39 M/s G.G. Tronics make as per RDSO Spec RDSO/SPN/176/2013 ver 3 or lat....,9,15.0,1.6667,3.5355,2.1213
561300652300,MCE (Part no. H001M207R1) for MSDAC G39 M/s G.G. Tronics make as per RDSO Spec RDSO/SPN/176/2013 ver....,9,7.0,0.7778,2.3333,3.0
561300652311,FPD 25 KHZ (Part no. H001M102R1) for MSDAC G39 M/s G.G. Tronics make as per RDSO Spec RDSO/SPN/176/2....,9,15.0,1.6667,3.5355,2.1213
561300672279,Event Logger For SSDAC (G.G.Tronics Make),43,1.0,0.0233,0.1525,6.5574
561300850030,Spring Tension Adjustero for DLBI (Double Line Block Instrument),46,1.0,0.0217,0.1474,6.7823
561300961344,Supply of Tx 21/25 KHZ coil assembly for GG tronic make HASSDAC as per RDSO specification No. RDSO/S....,52,48.0,0.9231,1.9887,2.1544
561301300025,Contact Spring Asembly for ELB GATE,50,100.0,2.0,7.9257,3.9628
561302180039,ALUMINIUM SPACER RING FOR CLS (8MM),40,0.0,0.0,0.0,
561302440049,OTTO 25 TERMINAL,37,14.0,0.3784,1.7536,4.6345
561303240020,WAGO FUSE TERMINAL,37,41.0,1.1081,4.5813,4.1343
561548500026,BATTERY SECONDARY CELLS 300AH/2V UNCHARGED,53,321.0,6.0566,21.1936,3.4993
