PL_Code,Description,Criticality_Class,Forecast_Annual,Lead_Time_Days,Current_Stock,ROP,Positive_Gap,SRRS,SRRS_Rank,Average_Rate_Rs,Reorder_Gap_Value_Rs,Value_Rank
56501006,PVC insulated armoured unscreened underground Railway signalling copper cable of size 24c x 1.5 sq.m....,Critical,139193.17,120.0,0.0,86473.82,86473.82,1729476.4,1,447.16,38667633.35,7
56509959,PVC INSULATING CABLE FOR RAILWAY SIGNALLING HEAVY DUTY UNDER GROUND UNSCREENED ARMOURED WITH GALVANI....,Critical,58378.1,124.0,0.0,47377.87,47377.87,947557.4,2,312.0,14781895.44,20
56501018,PVC INSULATED CABLE FOR RAILWAY SIGNALLING HEAVY DUTY UNSCREENED UNDERGROUND ARMOURED WITH GALVANISE....,Critical,62168.08,79.0,236.0,41526.79,41290.79,825815.8,3,600.89,24811222.8,10
561196180021,"CABLE JELLY FILLED UNDERGROUND TELECOM 6 QUAD, 0.9MM DIA RAILWAY SIGNAL AND TELECOM COPPER CONDUCTOR....",Critical,90614.1,108.0,5973.0,47177.92,41204.92,824098.4,4,420.0,17306066.4,17
509000396559,48 Fibre OFC (Armoured) as per RDSO Spec no. RDSO/SPN/TC/110/2020 (Inspection by RDSO),Critical,60026.52,81.5,3113.0,42178.01,39065.01,781300.2,5,126.32,4934692.06,53
539804752183,OFC cable 24 fibre armoured as per RDSO specification no. IRS:TC:55/2006 Rev 1 with amendment no.3 ....,Critical,18644.49,333.0,0.0,34064.76,34064.76,681295.2,6,129.74,4419561.96,62
561183521801,PVC Cable of unsheathed insulated annealed tinned copper conductor single core multi strands 16/0.2 ....,Critical,22001.95,111.0,7700.0,28402.16,20702.16,414043.2,7,8.0,165617.28,345
569003030035,FIRE ALARM FIRE SURVIVAL INTERGRITY CABLE 2CX1.5SQMM ARMORED AS PER RDSO/SPN/217/2018 VER -2  OR LAT....,Critical,9869.9,365.0,1883.0,15845.22,13962.22,279244.4,8,134.4,1876522.37,119
569003030023,FIRE ALARM FIRE SURVIVAL INTEGRITY CABLE 2C X 1.5 SQMM UNARMOURED AS PER RDSO/SPN/217/2018-VER 2.0,Critical,12876.09,367.0,11407.0,23417.01,12010.01,240200.2,9,66174.0,794750401.74,2
56509960,"Cable PVC insulated, armoured, unscreened, underground  aluminium  power cable of size 2c x 25 sq.m....",Critical,16982.42,83.0,0.0,11143.41,11143.41,222868.2,10,143.0,1593507.63,134
56119033,CABLE PVC INSULATED ARMOURED UNSCREENED RAILWAY SIGNALLING CABLE OF SIZE 19C x 1.5sqmm (REV 4.0) IRS....,Critical,20017.62,152.0,0.0,22041.91,22041.91,220419.1,11,428.72,9449807.66,35
567912550075,FIRE ALARM RESETTABLE TYPE ANALOGUE LHS CABLE AS PER RDSO/SPN/217/2018-VER 2.0,Critical,3559.77,367.0,0.0,8479.61,8479.61,169592.2,12,144641.7,1226505205.74,1
56119537,PVC INSULATED CABLE FOR RAILWAY SIGNALLING   HEAVY DUTY UNDER GROUND UNSCREENED ARMOUNED WITH GALVAN....,Critical,20117.2,67.5,0.0,8252.27,8252.27,165045.4,13,111.0,916001.97,184
569034910069,Cable Protection Tube (Altpro Make),Critical,9712.8,209.0,0.0,6378.92,6378.92,127578.4,14,70.0,446524.4,252
623500980059,DWC Pipe [Inner Dia 103.5mm & Outer Dia-120mm] WITH COUPLER FOR EVERY 6 MTRS,Critical,2231.4,494.0,2462.0,5592.11,3130.11,31301.1,15,275.88,863534.75,191
539896390039,Supply of PVC indoor cable 1x24x1 mm dia having colour coding of insulation of inner core shall be s....,Critical,618.75,318.0,120.0,1558.77,1438.77,28775.4,16,273.3,393215.84,271
569003540050,FIRE ALARM HEAT AND SMOKE MULTI SENSOR AS PER RDSO /SPN/217/2018 VER-2.0,Critical,288.5,668.0,18.0,1357.79,1339.79,26795.8,17,3543.91,4748095.18,57
539811150030,FUSE ND 1 AMPS,Critical,271.42,98.0,0.0,1002.25,1002.25,20045.0,18,73.16,73324.61,396
56500142,RELAY QNA1 ACI 8F/8B,Critical,1759.98,121.0,3.0,958.07,955.07,19101.4,19,7323.67,6994617.51,42
539825241013,GI pipe 100 mm dia 4.5mm thick,Critical,4904.08,123.5,1296.0,3187.87,1891.87,18918.7,20,961.1,1818276.26,124
560403020353,Sensor Mounting Bracket (Altpro make),Critical,1254.0,209.0,0.0,823.57,823.57,16471.4,21,33624.0,27691717.68,8
560403020377,VUR Box (Altpro make),Critical,1254.0,209.0,0.0,823.57,823.57,16471.4,22,500.0,411785.0,264
560402860815,VUR Column (Altpro Make),Critical,1254.0,209.0,0.0,823.57,823.57,16471.4,23,300.0,247071.0,313
560403020365,Front Panel VUR-P with Lightening Protection (Altpro make),Critical,1254.0,209.0,0.0,823.57,823.57,16471.4,24,107016.0,88135167.12,4
560403020389,Sensor Shield Left & Right for rail type UIC60 (Altpro Make),Critical,1254.0,209.0,0.0,823.57,823.57,16471.4,25,9000.0,7412130.0,41
561620291568,TRACK FEED RESISTANCE 0-30 OHMS,Critical,674.02,91.0,13.0,782.61,769.61,15392.2,26,393.0,302456.73,298
401107494209,2C x 70 Sqmm XLPE Insulated PVC Sheathed Aluminium Cable,Non-Critical,51516.6,79.0,0.0,14223.01,14223.01,14223.01,27,242.0,3441968.42,75
560600098594,PBT terminals 25mm/ 60mm centre and PBT Fuse blocks with necessary inspection as per specification/ ....,Critical,381.1,106.0,0.0,567.88,567.88,11357.6,28,61.44,34890.55,437
56982252,INSULATION FOR STRETCHER BAR AS PER SPECIFICATION IRS.S.40-84 (Complete Set),Critical,947.08,102.0,0.0,1121.88,1121.88,11218.8,29,59.0,66190.92,401
501000263740,GI Pipe 50mm Dia 3.65mm Thick,Critical,344.17,282.0,0.0,1109.07,1109.07,11090.7,30,343.2,380632.82,274
50540324,LOW MAINTENANCE LEAD ACID  STATIONARY SECONDARY CELLS  2V/80AH CAPACITY AT  10 HRS RATE OF DISCHARGE....,Critical,2466.12,47.0,121.0,666.01,545.01,10900.2,31,3459.85,1885652.85,116
910100820060,Aluminum sheet of Thick minimum 0.3mm,Non-Critical,5700.0,474.0,0.0,8389.11,8389.11,8389.11,32,38.94,326671.94,291
539811130029,FUSE ND 2 Amps,Critical,1547.76,75.0,670.0,1054.98,384.98,7699.6,33,77.23,29732.01,447
569005120027,FIRE ALARM FAULT ISOLATOR WITH BACK BOX AS PER RDSO/SPN/217/2018-VER 2.0,Critical,62.66,668.0,2.0,377.69,375.69,7513.8,34,5500.0,2066295.0,109
83041849,PAPER CARBON PENCIL 20.5 X 33 CM BLUE COLOUR SIMILAR TO KORES SAPPHIRE BRAND IS. 3450/1976.,Non-Critical,5700.0,437.0,0.0,7094.67,7094.67,7094.67,35,0.95,6739.94,482
56502606,FUSE NON DETERIORATING TYPE TO RDSO SPECN NO.IRS-S.78/92 OR LATEST CARTRIDGE TYPE WITH CYLINDRICAL C....,Critical,394.36,72.5,96.0,441.14,345.14,6902.8,36,59.0,20363.26,456
861600960026,FIRE ALARM ANALOGUE ADDRESSABLE AND RESETTABLE MANUAL CALL POINT WITH BACK BOX  AS PER RDSO/SPN/217/....,Critical,163.04,367.0,19.0,350.75,331.75,6635.0,37,6793.5,2253743.62,100
563046150136,Ground Connection TWS Insulation Set as per IRS S40/84 for 220mm IRS Type Point Machine,Critical,257.6,519.0,190.0,517.28,327.28,6545.6,38,1259.33,412153.52,263
560603087327,RELAY LED ECR QECX-61 [4F/4B],Critical,553.0,65.0,0.0,312.08,312.08,6241.6,39,4559.8,1423022.38,148
56468052,"YELLOW aspect Main LED signal, 110 V AC Retrofitable in existing CLS Housing and compatible with AC ....",Critical,309.94,52.0,6.0,303.0,297.0,5940.0,40,8834.74,2623917.78,94
539810830056,Trunking and Capping as per Drg no. Proj/SG/MS/55A/2006,Non-Critical,2040.32,179.0,0.0,5807.58,5807.58,5807.58,41,1493.3,8672459.21,37
560402860839,Input amplifier Module (UP) Altpro make,Critical,255.84,209.0,3.0,251.98,248.98,4979.6,42,53129.65,13228220.26,30
402500150037,PVC Copper Cable 25 Sqmm Used for the DDTC 24 ALSTOM Make AFTC @ ABC Connection.,Critical,246.83,228.0,0.0,454.75,454.75,4547.5,43,280.0,127330.0,366
560402890534,Rail Wheel Sensors ZK24-2 (Altpro Make),Critical,227.63,185.0,0.0,223.02,223.02,4460.4,44,94733.64,21127496.39,13
569060390045,Weather proof Rain protection cover for 4 Aspect IRS Type CLS unit,Non-Critical,5700.0,247.5,0.0,4355.0,4355.0,4355.0,45,360.0,1567800.0,135
560402912323,Line Verification Box (Altpro make),Critical,319.2,209.0,0.0,209.64,209.64,4192.8,46,6773.0,1419891.72,149
560629410026,B023 Rack Frame (Altpro make),Critical,319.2,209.0,0.0,209.64,209.64,4192.8,47,21972.0,4606210.08,59
560403161672,Reset Box (Altpro make),Critical,319.2,209.0,0.0,209.64,209.64,4192.8,48,14560.0,3052358.4,86
539802804118,HDPE PIPE 110MM DIA 5.5 MM THICK,Non-Critical,3515.14,238.0,150.0,4095.48,3945.48,3945.48,49,1010.0,3984934.8,68
56468040,"GREENaspect Main LED signal, 110 V AC Retrofitable in existing CLS Housing and compatible with AC LE....",Critical,189.73,83.0,29.0,213.66,184.66,3693.2,50,10147.42,1873822.58,120
539810200048,FIT & FORGET LEAD WIRE 1.5 MTR 4 MM DIA,Non-Critical,1219.86,618.0,0.0,3649.2,3649.2,3649.2,51,395.0,1441434.0,147
50541523,LOW MAINTENANCE LEAD ACID STATIONARY SECONDARY CELLS 2V /120 AH   TO SPECIFICATION.IRS:S-88/2004 or ....,Critical,212.25,45.5,3.0,178.21,175.21,3504.2,52,4494.26,787439.29,201
56468039,"RED ASPECT MAIN LED SIGNAL, 110V AC RETROFITTABLE IN EXISTING CLS HOUSING AND COMPATIBLE WITH AC LED....",Critical,244.53,63.5,44.0,219.16,175.16,3503.2,53,8912.77,1561160.79,136
549801610122,TRACK FEED BATTERY CHARGERS 110VAC/2-8VDC/10Amps,Critical,441.13,86.0,53.0,219.08,166.08,3321.6,54,10408.48,1728640.36,128
56468027,ROUTE LED SIGNAL LIGHTING UNIT 100V AC RE-PROFITABLE IN EXISTING CLS HOUSING AND COMPATIBLE WITH AC ....,Critical,272.61,67.0,10.0,170.81,160.81,3216.2,55,5838.15,938832.9,181
539844530094,MS clamp with GI coated - a) Angle 75x75x6x980 mm length b) Angle 50x50x6x350 mm - 2 Nos c) 25x25x6 ....,Non-Critical,5700.0,181.0,0.0,3131.13,3131.13,3131.13,56,4500.0,14090085.0,22
539821091100,Thermo Shrinkable Cable Joint Kit for  6 Quad Cable,Critical,224.57,94.0,4.0,155.85,151.85,3037.0,57,4628.91,702899.98,211
569003510057,FIRE ALARM CONTROL MODULE WITH BACKBOX WITH IN BUILT ISOLATOR AS PER RDSO/SPN/217/2018-VER 2.0,Critical,55.69,367.0,4.0,151.78,147.78,2955.6,58,11322.5,1673239.05,129
567900058715,RELAY QNA1K (6F-6B) WITH ACCESSORIES,Critical,90.1,668.0,90.0,236.24,146.24,2924.8,59,8454.0,1236312.96,163
563045831600,IRS Point Machine 220 mm Stroke (IP 67 WITH 400 Volt AC Immunity),Critical,118.41,315.5,11.0,155.35,144.35,2887.0,60,100967.0,14574586.45,21
56985800,ELECTRONIC FAIL SAFE TIMER 60 SECONDS,Critical,17.32,382.0,0.0,132.59,132.59,2651.8,61,2530.0,335452.7,289
569003011284,"Fire Alarm TCP/IP for Single loop addressable fire alarm control panel, Ethernet Module",Critical,63.84,668.0,1.0,131.65,130.65,2613.0,62,4000.0,522600.0,244
56450217,RELAYS -SPECIAL  TYPE- METAL TO  CARBON -QSPAI- CONFIRMATION SPECN. BRS.933A.,Critical,220.05,119.5,2.0,132.62,130.62,2612.4,63,9792.66,1279117.25,161
569003580035,FIRE ALARM ZONE INTERFACE MODULE WITH IN BUILT ISOLATOR AS PER RDSO/SPN/217/2018-VER 2,Critical,69.59,367.0,7.0,136.47,129.47,2589.4,64,6793.5,879554.44,189
56450229,"RELAY AC IMMUNE PLUG IN TYPE STYLE QTA2/UTA2 CONFORMING TO BRS - 939A,BRS.966 (APPENDIX F-21) & IRS.....",Critical,406.73,51.0,1.0,130.18,129.18,2583.6,65,9136.49,1180251.78,166
560402724117,FRAUSCHER Make MSDAC LINE VERIFICATION BOXLVB-01,Critical,71.25,604.0,71.0,199.74,128.74,2574.8,66,5500.0,708070.0,208
563000011681,Ground connection for 220mm stroke point machine,Critical,70.15,365.5,5.0,131.82,126.82,2536.4,67,38618.82,4897638.75,55
539897071045,"High Density Polyethylene Pipes (HDPE) of 110mm outer dia, 10mm wall thickness as per specification....",Non-Critical,8819.2,171.0,3300.0,5771.39,2471.39,2471.39,68,950.0,2347820.5,97
539880410093,Modular Terminal Block of 2.5 sqmm 2IN 2OUT Type Disconnect type,Non-Critical,3991.62,206.0,1000.0,3407.48,2407.48,2407.48,69,240.0,577795.2,232
56462050,AC SHUNT SIGNAL (LED) WITH INBUILT CURRENT REGULATOR WITH RDSO INSPECTION. RDSO SPE. NO. RDSO/SPN/15....,Critical,234.11,70.5,0.0,117.24,117.24,2344.8,70,5888.7,690391.19,216
405000010983,GI WIRE 8 SWG (4mm dia),Non-Critical,2470.8,187.0,0.0,2313.73,2313.73,2313.73,71,109.14,252520.49,311
539812480024,DTC-921 ALSTOM AFTC MODEM HF CARD,Critical,77.36,491.0,0.0,114.9,114.9,2298.0,72,132939.99,15274804.85,19
569003520038,FIRE ALARM EOL AS PER RDSO/SPN/217/2018/VER - 2,Critical,26.04,668.0,9.0,120.25,111.25,2225.0,73,2490.59,277078.14,304
560402912311,Lightening Protection Board (ZAG2Z) Altpro make,Critical,102.72,209.0,4.0,114.76,110.76,2215.2,74,27562.81,3052856.84,85
409002561998,Cable PVC Wire Coil 3/20 Copper,Critical,51.87,190.0,1.0,107.13,106.13,2122.6,75,2009.54,213272.48,324
569004570074,Weather proof Rain protection cover for 2 Aspect IRS Type CLS unit,Non-Critical,2422.1,247.5,0.0,2096.33,2096.33,2096.33,76,300.0,628899.0,225
795100540055,ELECTRICAL SAFETY SHOES,Non-Critical,3049.86,160.0,19.0,1990.11,1971.11,1971.11,77,1764.1,3477235.15,73
569003010085,FIRE ALARM NETWORKABLE SINGLE LOOP ADDRESSABLE FIRE ALARM CONTROL PANEL AS PER RDSO/SPN/217/2018-VER....,Critical,42.19,367.0,1.0,97.6,96.6,1932.0,78,223017.34,21543475.04,11
569003530032,FIRE ALARM AUDIO VISUAL ALARM (HOOTER AND STROBE) WITH BACK BOX AS PER RDSO/SPN/217/2018 VER - 2.0,Critical,53.66,367.0,43.0,138.97,95.97,1919.4,79,8171.81,784248.61,203
560403820199,Multi section Digital Axle Counter (MSDAC) G G Tronics make Complete system as per RDSO/SPN/176/2013....,Critical,45.6,668.0,0.0,93.67,93.67,1873.4,80,282000.0,26414940.0,9
569003560048,FIRE ALARM RELAY MODULE WITH BACK BOX AND ACESSORIES AS PER RDSO/SPN/217/2018-VER 2.0,Critical,41.61,367.0,1.0,93.6,92.6,1852.0,81,12282.55,1137364.13,170
565198792645,Rotary Key Transmitter (RKT),Critical,112.94,404.0,5.0,182.57,177.57,1775.7,82,11346.0,2014709.22,112
569003010073,FIRE ALARM ANALOGUE CONTROLLER FOR LHS CABLE AS PER RDSO/SPN/217/2018/ Ver - 2,Critical,41.08,367.0,9.0,95.77,86.77,1735.4,83,222759.1,19328807.11,15
561548500026,BATTERY SECONDARY CELLS 300AH/2V UNCHARGED,Critical,151.37,71.0,0.0,82.66,82.66,1653.2,84,8507.92,703264.67,210
569003530044,FIRE ALARM GSM INTERFACE MODULE FOR INTERFACING WITH CONTROL PANEL AS PER RDSO/SPN/217/2018-VER 3.0 ....,Critical,41.42,367.0,11.0,93.41,82.41,1648.2,85,89992.52,7416283.57,40
539849380013,TAPPER PIN FOR AFTC 12MM,Non-Critical,1466.6,174.0,8.0,1569.61,1561.61,1561.61,86,62.54,97663.09,382
539829590166,HBL make DC-DC Converters  DC-DC 24-40V/10A with fittings and wiring to complete the installation as....,Critical,127.27,179.0,1.0,73.76,72.76,1455.2,87,28320.0,2060563.2,110
567922200024,IRS Point Machine 143 mm Stroke (IP 67 Type 400 Volte),Critical,72.3,257.5,9.0,81.47,72.47,1449.4,88,94923.0,6879069.81,44
569003010103,FIRE ALARM MULTI SENSOR DETECTOR DUAL OPTICAL/THERMAL WITH ROTARIES AND BACK BOXES INCLUDING BASE,Critical,134.8,100.0,0.0,70.79,70.79,1415.8,89,11478.67,812575.05,198
502355361120,"Fire Alarm Power supply for Aspiration (AIR Sampling) Type smoke detector Power supply  (24V DC, 5A)....",Critical,24.34,668.0,0.0,69.49,69.49,1389.8,90,15000.0,1042350.0,174
56301571,ROTARY TYPE  ELECTRICAL POINT MACHINE IRS 143MM STROKE,Critical,16.93,274.0,0.0,68.37,68.37,1367.4,91,77935.0,5328415.95,51
539863350028,SPECIAL EARTHING AND BONDING SYSTEM AS PER RDSO SPEC. RDSO/SPN/197/2008 OR LATEST,Critical,79.42,105.0,6.0,73.04,67.04,1340.8,92,22200.57,1488326.21,140
560403161660,Relay Output Module (RE) Altpro make,Critical,66.35,209.0,0.0,65.04,65.04,1300.8,93,63894.02,4155667.06,67
556302870142,Jacketed wire Rope  5.1 Mtrs 6mm dia,Non-Critical,732.5,618.0,0.0,1297.64,1297.64,1297.64,94,550.0,713702.0,207
560403161647,Power Supply Module (DC 12) Altpro make,Critical,48.92,262.5,1.0,65.37,64.37,1287.4,95,85595.84,5509804.22,50
795900190130,JUNGLE HAT,Non-Critical,2604.06,111.0,0.0,1286.78,1286.78,1286.78,96,78.0,100368.84,379
560403161635,Main board (Altpro Make),Critical,48.73,262.5,2.0,65.23,63.23,1264.6,97,35350.54,2235214.64,101
560403161659,Connector Board (KP) Altpro make,Critical,48.73,262.5,2.0,65.23,63.23,1264.6,98,21124.95,1335730.59,156
569034910070,Micro Processor Unit (MPU) Altpro make,Critical,48.73,262.5,2.0,65.23,63.23,1264.6,99,266744.28,16866240.82,18
563000200301,IRS Point machine 143mm stroke 160V ACI IP 67 with MS sheet iron CT box,Critical,53.45,279.0,0.0,59.6,59.6,1192.0,100,96539.0,5753724.4,48
564682030017,"SIGNALS, COLOUR LIGHT, MULTI UNIT TYPE, SEARCH LIGHT TYPE.",Critical,8.8,668.0,0.0,57.57,57.57,1151.4,101,2059.0,118536.63,371
563045831843,Galvanized Ground Connection for 220mm Point machine with Clamp Point Lockbar Assembly,Critical,114.54,233.0,0.0,113.56,113.56,1135.6,102,40689.0,4620642.84,58
56301704,ROTARY LOCKING TYPE POINT MACHINE GROUND CONNECTION,Critical,11.54,269.0,0.0,56.22,56.22,1124.4,103,21027.0,1182137.94,165
539810200024,FIT & FORGET LEAD WIRE 4 MTRS 4 MM DIA,Non-Critical,530.04,311.5,0.0,1115.67,1115.67,1115.67,104,415.0,463003.05,248
560408420497,FRAUSCHER make MSDAC Wheel sensor with 10-meter cable RSR 180-001 (Version-GS05 Part no.23529 as per....,Critical,48.59,342.0,8.0,63.7,55.7,1114.0,105,162722.0,9063615.4,36
50550081,LOW MAINTENANCE LEAD ACID STATIONARY SECONDARY CELLS 2V/ 200AH CAPACITY  AT 10 HRS. RATE OF DISCHARG....,Critical,976.52,21.0,75.0,185.26,110.26,1102.6,106,6274.41,691816.45,215
560402900175,Power Supply Protection Module (ZANAP) Altpro make,Critical,50.7,209.0,1.0,56.12,55.12,1102.4,107,32454.66,1788900.86,125
563047180021,IRS POINT MACHINE 220MM STROKE,Critical,70.97,127.0,0.0,52.5,52.5,1050.0,108,113048.0,5935020.0,47
543000010147,Colour Light Signal Unit 4 Aspect with out LED (Alluminium Casting),Critical,51.11,212.0,5.0,55.59,50.59,1011.8,109,110881.89,5609514.82,49
539820980099,"Polyester Rain coat with Cap, Pant and Reflective tape",Non-Critical,514.88,305.0,0.0,955.2,955.2,955.2,110,939.75,897649.2,188
539810160026,Fit & Forget Lead wire 5 Mtrs 4 mm dia,Non-Critical,251.05,420.0,0.0,940.2,940.2,940.2,111,407.0,382661.4,273
539898480056,Multi Section Digital Axle Counter (MSDAC) Complete system as per RDSO/SPN/1 76/2013 VER 3 or latest....,Critical,57.77,84.5,0.0,45.96,45.96,919.2,112,460606.0,21169451.76,12
56468064,- CALLING ON LED SIGNAL LIGHTING UNIT 100VAC RE-PROFITABLE IN EXISTING CLS HOUSING AND COMPATIBLE WI....,Critical,80.96,59.0,13.0,58.59,45.59,911.8,113,6833.72,311549.29,294
56452032,RELAY QN1 12F/4B PLUG IN TYPE,Critical,342.62,28.5,0.0,45.19,45.19,903.8,114,8268.0,373630.92,277
56500464,APPARATUS CASE HALF GRS TYPE,Critical,114.29,147.0,0.0,90.14,90.14,901.4,115,37133.0,3347168.62,78
569001370086,"TX-RX MODULE FOR DIGI CODE DTC-921 HF AFTC MODULE, FREQUENCY F7 ALSTOM MAKE",Critical,34.2,450.0,0.0,44.97,44.97,899.4,116,303311.45,13639915.91,25
569001340069,"TX-RX MODULE FOR DIGI CODE DTC-921 HF AFTC MODULE, FREQUENCY F9 ALSTOM MAKE",Critical,34.2,450.0,0.0,44.97,44.97,899.4,117,302850.01,13619164.95,27
569001340057,"TX-RX MODULE FOR DIGI CODE DTC-921 HF AFTC MODULE, FREQUENCY F8 ALSTOM MAKE",Critical,34.2,450.0,0.0,44.97,44.97,899.4,118,297715.77,13388278.18,29
569001340082,"TX-RX MODULE FOR DIGI CODE DTC-921 HF AFTC MODULE, FREQUENCY F11 ALSTOM MAKE",Critical,34.2,450.0,0.0,44.97,44.97,899.4,119,303011.22,13626414.56,26
569001340094,"TX-RX MODULE FOR DIGI CODE DTC-921 HF AFTC MODULE, FREQUENCY F12 ALSTOM MAKE",Critical,34.2,450.0,0.0,44.97,44.97,899.4,120,304769.36,13705478.12,24
569001340070,"TX-RX MODULE FOR DIGI CODE DTC-921 HF AFTC MODULE, FREQUENCY F10 ALSTOM MAKE",Critical,34.2,450.0,0.0,44.97,44.97,899.4,121,300173.66,13498809.49,28
563045831351,GALVANIZED GROUND CONNECTION OF 220MM STROKE IRS POINT MACHINE PTJ MAKE,Critical,14.02,317.0,0.0,42.31,42.31,846.2,122,44391.0,1878183.21,118
539810221015,Jacketed wire Rope 3.6 Mtrs 6mm dia,Non-Critical,50.43,618.0,0.0,762.37,762.37,762.37,123,550.0,419303.5,262
569003550031,FIRE ALARM PROBE TYPE BI-METALIC FIXED TEMPERATURE HEAT DETECTOR AS PER RDSO/SPN/217/2018 VER 2.0,Critical,4.76,668.0,3.0,41.0,38.0,760.0,124,9500.0,361000.0,280
543500010513,Ladder with platform and shoes to suit CLS pole 3.6 mtrs,Critical,59.56,124.0,0.0,36.72,36.72,734.4,125,3089.0,113428.08,375
539800456678,Back Plane Module for Siemens make MSDAC as per RDSO specn. no. RDSO/SPN/176/2013 VER.3 or latest,Critical,68.4,183.0,4.0,40.52,36.52,730.4,126,48869.7,1784721.44,126
560800820064,SMPS based IPS system upto 6 lines in RE area with 300Ah VRLA battery bank to RDSO specification RDS....,Critical,61.59,158.0,0.0,36.37,36.37,727.4,127,1650000.0,60010500.0,6
539802239713,25 mm Conduit PVC Pipe as per RDSO /SPN/217/2018 ver - 2 -D1 With accessories,Non-Critical,651.69,229.5,0.0,714.73,714.73,714.73,128,107657.44,76946002.09,5
539896550020,DC-DC convertor Module 24-32V 10AMPS,Critical,19.26,468.0,0.0,35.64,35.64,712.8,129,18343.27,653754.14,222
56500026,APPRATUS CASE GRS TYPE,Critical,96.98,132.0,0.0,69.14,69.14,691.4,130,48633.0,3362485.62,77
542223081167,"Lifting Barrier Gate 9.76Mtrs length Complete set (Consisting of Pedestal Assembly, Meeting Post Ass....",Critical,23.45,245.0,0.0,34.29,34.29,685.8,131,248400.0,8517636.0,38
544100020290,Colour Light Signal Post 4.5 mts Length,Critical,68.13,117.0,0.0,67.42,67.42,674.2,132,10401.0,701235.42,213
563045841289,Gauge Tie Plate Insulation Complete Set,Non-Critical,1086.39,82.0,0.0,615.51,615.51,615.51,133,95.58,58830.45,406
565094804382,Dual card Internal voice modems for RTUs  as per RDSO specification no. IRS-S-99/2006 Amd-3 or lates....,Critical,32.51,70.0,0.0,30.47,30.47,609.4,134,22089.0,673051.83,218
556302890025,FIT & FORGET BOND WIRE 1.5 Mtrs 4mm dia,Non-Critical,222.28,437.5,0.0,599.19,599.19,599.19,135,510.0,305586.9,296
56986130,RELAY STYLE QBAT (2F-2B) AC TRACK,Critical,67.8,36.0,0.0,29.81,29.81,596.2,136,10401.26,310061.56,295
567913080042,24 - 40 V/10A DC - DC Converter suitable for M/s Amara raja make IPS as per RDSO Spec. no. RDSO/SPN....,Critical,31.98,219.0,0.0,29.56,29.56,591.2,137,22420.0,662735.2,220
560400026514,SIEMENS Electronic Interlocking Card VROM50 Vital Relay output Module 50V,Critical,15.68,474.0,0.0,29.11,29.11,582.2,138,74200.0,2159962.0,103
569018900028,SIEMENS Electronic Interlocking Card VROM Protection Filter Module (VROM PFM),Critical,15.68,474.0,0.0,29.11,29.11,582.2,139,11200.0,326032.0,292
560603257841,SIEMENS Electronic Interlocking Card VPIM50 Vital parallel input Module 50V,Critical,15.68,474.0,0.0,29.11,29.11,582.2,140,71300.0,2075543.0,107
569018890023,SIEMENS Electronic Interlocking Card VPIM Protection Filter Module (VPIM PFM),Critical,15.68,474.0,0.0,29.11,29.11,582.2,141,12500.0,363875.0,279
539829480038,Supply of Receiver Coil (Rx Coil) 21/25 KHz suitable for MSDAC of GG Tronics make as per RDSO Spec. ....,Critical,78.18,79.0,0.0,28.76,28.76,575.2,142,45736.8,1315390.37,157
539829480026,Supply of Transmitter Coil (Tx Coil) 21/25 KHz suitable for MSDAC of GG Tronics make.,Critical,78.18,79.0,0.0,28.76,28.76,575.2,143,45736.8,1315390.37,158
563000011899,FIRE ALARM ASPIRATING (AIR SAMPLING )TYPE SMOKE DETECTOR AS PER RDSO/SPN/217/2018/Ver - 2,Critical,9.88,367.0,0.0,26.66,26.66,533.2,144,525996.07,14023055.23,23
567900698170,Microlok - II Vital Input PCB 24V DC Ansaldo Make,Critical,45.6,193.0,2.0,28.38,26.38,527.6,145,120000.0,3165600.0,80
569003570030,FIRE ALARM UV/IR FLAME DETECTOR AS PER RDSO/SPN/217/2018/Ver - 2,Critical,4.16,573.0,8.0,34.11,26.11,522.2,146,77343.75,2019445.31,111
520504660025,SMALL SIZED VALVE REGULATED LEAD ACID (VRLA) BATTERY (SMF) 12V-84AH CAPACITY CONFIRMING TO JISC: 870....,Critical,4.13,72.0,0.0,26.05,26.05,521.0,147,7431.68,193595.26,335
539812480048,"TX-RX Module for Digicode DTC 24 AFTC Module, Frequency F6 Alstom Make.",Critical,17.54,482.0,0.0,25.88,25.88,517.6,148,306464.88,7931311.09,39
543500010409,Ladder with platform and shoes to suit CLS pole 4.6 mtrs,Critical,26.59,117.0,0.0,51.69,51.69,516.9,149,3203.0,165563.07,346
567913080108,"110V DC/230V AC,  2 KVA Inverter  with Transformer module suitable for Amararaja IPS  with all fitt....",Critical,31.73,375.5,0.0,50.83,50.83,508.3,150,51503.5,2617922.9,95
564200100064,Galvenised CLS Ladder with Platform 3.6Mtrs,Critical,69.71,84.0,14.0,39.04,25.04,500.8,151,5494.5,137582.28,358
539816761032,PVC Insulated Unsheathed Single Core Multi-strand Cable Copper conductor of size 7/1.4mm as per IRS:....,Critical,5.78,224.5,0.0,25.0,25.0,500.0,152,12179.1,304477.5,297
539827750105,FIT & FORGET BOND WIRE 4 MTRS 4MM DIA,Non-Critical,1200.48,117.0,0.0,496.89,496.89,496.89,153,391.0,194283.99,332
