PL_Code,Description,Demand_Class,XYZ_Class,Forecast_Method
539852990062,"EOLB GATE COMPLETE SET (Consisting of Pedestal, Meeting post, Boom, Control panel and Counter weight....",Intermittent,Z,SBA
539853160036,FUSE HRC 36 AMPS (BOLTED TYPE),Lumpy,Z,TSB
539859090172,Loop Card for Fire Alarm make Notofire,Intermittent,Z,SBA
539859140047,"Dial type Gram Tension Gauge, Range 50 To 500 gram.",Lumpy,Z,TSB
539860410051,LAMP 12V/1.2W,Intermittent,Z,SBA
539861490030,Supply and installation of Earth leakage detector as per RDSO/SPN/256/2002 or latest with 6 digit co....,Intermittent,Z,SBA
539863160010,ANNOUNCIATOR 10 WAY,Lumpy,Z,TSB
539863330029,SLEEVES FOR PSC SLEEPER,Intermittent,Z,SBA
539863350028,SPECIAL EARTHING AND BONDING SYSTEM AS PER RDSO SPEC. RDSO/SPN/197/2008 OR LATEST,Lumpy,Z,TSB
539864160028,"VRLA batteries 24V (2V X 12 no.of cells), 120 Ah, stackable single cell type with suitable housing t....",Intermittent,Z,SBA
539867190019,Roller tressel 2 Way/4Way,Intermittent,Z,SBA
539868680020,Moxa Switch EDS -408A-SS-SC-TV2.1.1 Ansaldo,Intermittent,Z,SBA
539868860021,"Alstom S"" Bond 24.2 Mtrs Long",Intermittent,Z,SBA
539869590130,1 KVA Online UPS with Battery,Intermittent,Z,SBA
539870270020,Insulation for Rod joint,Dead,N/A,No Forecast
539873330026,TRANSFORMER 1:1 110V/110V/2KVA,Intermittent,Z,SBA
539874800040,Insulation Bushes for GI Plate,Dead,N/A,No Forecast
539874910026,Joint Screw 1 1/4 D.E,Intermittent,Z,SBA
539875640092,Datalogger with 512 Digital input and 32 Analog input as per  RDSO specification no.IRS:S-99/2006 Am....,Intermittent,Z,SBA
539880100195,MCOM(Part no.H001M214) for MSDAC G39 M/s G.G. Tronics make as per RDSO Spec RDSO/SPN/176/2013 ver 3....,Intermittent,Z,SBA
539880100201,Air-Termination System (External Lightning Protection Class-A) and Earthing & Bonding for MSDAC Hut-....,Intermittent,Z,SBA
539880410093,Modular Terminal Block of 2.5 sqmm 2IN 2OUT Type Disconnect type,Lumpy,Z,TSB
539881210026,BOLT MS FOUNDATION 1 X 36,Intermittent,Z,SBA
539881380023,SIEMENS AFTC TUNING UNIT STAND,Dead,N/A,No Forecast
539882000027,Silane siloxine Alithatic Urethane resin Blend solvent Based high technology Membrane Radiant Heat r....,Lumpy,Z,TSB
539882500050,RTU 64 DIGITAL INPUT WITH OUT BATTERIES,Intermittent,Z,SBA
539882810086,48 PIN FEMALE CONNECTOR,Dead,N/A,No Forecast
539882840017,48 PIN FEMALE CRIMP CONTACT,Dead,N/A,No Forecast
539883710233,EI Main Rack for Kyosan make,Intermittent,Z,SBA
539883710245,Relay Rack for EI,Intermittent,Z,SBA
539883712230,Kyosan L-K6DM Subrack with Mother Board,Intermittent,Z,SBA
539883712242,Kyosan EI CPU card  FS4D,Intermittent,Z,SBA
539884870153,Fonzel Almirah Steel Shelving cabinets,Intermittent,Z,SBA
539885010196,Digital Interface card suitable for M/s Efftronics make Data logger as per Spec: IRS:S-99/2006 (Amdt....,Intermittent,Z,SBA
539885010214,GDT card suitable for M/s Efftronics make Data logger system as per Spec: IRS:S-99/2006 (Amdt-3),Intermittent,Z,SBA
539885010354,"UFSBI(Full set with all Accessories , 4 relays& 2 rest Box )",Intermittent,Z,SBA
539889350020,SM key for MSDAC,Intermittent,Z,SBA
539891040040,Lever frame Ground of sizes 1/2/4 way,Dead,N/A,No Forecast
539892130229,Tool Kit for installation and Maintenance of MSDAC as per OEM requirement comprising of   2) True RM....,Intermittent,Z,SBA
539894420030,SIEMENS AFTC FTGS 917ST COMPLET SET,Intermittent,Z,SBA
539896210050,RJI Complete Set 90R,Dead,N/A,No Forecast
539896390039,Supply of PVC indoor cable 1x24x1 mm dia having colour coding of insulation of inner core shall be s....,Lumpy,Z,TSB
539896550020,DC-DC convertor Module 24-32V 10AMPS,Intermittent,Z,SBA
539896580138,Isolation Transformer 600:470 ohms as per RDSO Spec. No. IRS:TC/76-2000 with Amendment 1 or latest.,Lumpy,Z,TSB
539896830106,Safety Fuse Terminal Block with IP67 Enclosure for 8 Channel ELD Specifications of Terminal Fuse Blo....,Lumpy,Z,TSB
539897071045,"High Density Polyethylene Pipes (HDPE) of 110mm outer dia, 10mm wall thickness as per specification....",Lumpy,Z,TSB
539897071501,"Half-cut DWC pipe 250/217 mm as per Drawing No. SK.9/11, IS Specification No. 14930 (Part II)",Intermittent,Z,SBA
539897500850,GI pipe 80mm conforming to IS:1239 heavy class with coupler,Intermittent,Z,SBA
539898330307,OFC Joint closure conforming to TEC Spec.for Optic Fibre Cable (24 Fibres),Intermittent,Z,SBA
539898370044,Electrical Operating Lifting Barrier Gate With Operating Panel Consisting of Boom Assembly (9.76 Mtr....,Smooth,Y,SES/Holt
539898480056,Multi Section Digital Axle Counter (MSDAC) Complete system as per RDSO/SPN/1 76/2013 VER 3 or latest....,Intermittent,Z,SBA
542120120050,Adjustable Straight Crank as per RDSO Drg. No. S 3417/M,Intermittent,Z,SBA
542218881207,ELB ALUMINIUM TOP BOOM,Intermittent,Z,SBA
542223081118,"Lifting Barrier Gate 8.5 Mtrs (Consisting of Pedestal Assembly, Meeting Post Assembly and Boom Assem....",Intermittent,Z,SBA
542223081155,": Lifting Barrier Gate 9.76Mtrs length Complete set (Consisting of Pedestal Assembly, Meeting Post A....",Dead,N/A,No Forecast
542223081167,"Lifting Barrier Gate 9.76Mtrs length Complete set (Consisting of Pedestal Assembly, Meeting Post Ass....",Lumpy,Z,TSB
54253561,KEY LOCK HAND PLUNGER TYPE COMPLETE WITH KEY LOCKS TOWARDS 1 TO 8 TO DRAWING SA 3149/M ALT.1 AND TO ....,Intermittent,Z,SBA
542620470036,Galvenised Colour Light Signal Pole 140mm dia 4.6mtrs,Lumpy,Z,TSB
542620470048,Galvenised Colour Light Signal Pole 140mm dia 3.6mtrs,Lumpy,Z,TSB
542620470127,Galvanized Colour Light Signal Pole 140mm dia 3.6mtrs,Lumpy,Z,TSB
543000010147,Colour Light Signal Unit 4 Aspect with out LED (Alluminium Casting),Lumpy,Z,TSB
543100020163,Surface base to suit CLS Signal pole 140MM dia,Erratic,Z,Croston
543500010409,Ladder with platform and shoes to suit CLS pole 4.6 mtrs,Lumpy,Z,TSB
543500010513,Ladder with platform and shoes to suit CLS pole 3.6 mtrs,Intermittent,Z,SBA
543500011244,Ladder with platform and shoe to suit CLS pole 4.6mtrs (Galvanised),Intermittent,Y,SBA
543500011256,Ladder with platform and shoe to suit CLS pole 3.6mtrs (Galvanised),Dead,N/A,No Forecast
543500020713,CLS LADDER 4.6 Mtrs with clamp,Lumpy,Z,TSB
543600010201,Offset Bracket Large,Intermittent,Z,SBA
543600010754,Offset Bracket Small 90MM,Intermittent,Z,SBA
543600010766,Offset Bracket Small,Lumpy,Z,TSB
54360031,LAMP 110V-75W-2PIN TYPE BC TO IS 418/1963,Intermittent,Z,SBA
54360092,COLOUR LIGHT SIGNAL ELECTIC LAMP FOR SIGNALLING 110V/25W/3PIN-SL33,Dead,N/A,No Forecast
544100020290,Colour Light Signal Post 4.5 mts Length,Lumpy,Z,TSB
544100020642,Colour Light Signal Post 3.6 mts Length,Intermittent,Z,SBA
544100020678,Colour light Signal Post 4.6Mtrs with ladder platform and shoe.,Intermittent,Z,SBA
544100420024,Joint Solid 1 1/4 Inch (32mm),Intermittent,Z,SBA
545200100040,JOINT SCREW 1 1/4 S.E,Intermittent,Z,SBA
545401070037,FIT & FORGET LEAD WIRE 2 MTRS 4MM DIA,Lumpy,Z,TSB
545500010663,Pin Turned MS 1,Intermittent,Z,SBA
549005510050,Bolt & Nut MS 1/2 x100mm,Intermittent,Z,SBA
549005641775,RDSO Boom Assembly 9.76 Mtrs for Electrical operated lifting Barrier gate (octagonal Type),Intermittent,Z,SBA
549005791499,Solder soft A Grade,Intermittent,Z,SBA
549006091114,RAIL DEFLECTOR,Intermittent,Z,SBA
549006110030,Earth Electrode with Acessoried As Per Drawing No. SG/SN/02/13,Lumpy,Z,TSB
549006470022,Modified colour light signal Four aspect unit( FRP TYPE),Intermittent,Z,SBA
549006530948,SURGE PROTECTION DEVICE AS PER RDSO SPEC. No.RDSO/SPN/165/2012(Ver.3) or LATEST CONSIST OF STAGE 1(C....,Lumpy,Z,TSB
549007060034,EMERGENCY SLIDING BARRIER LC GATE,Dead,N/A,No Forecast
549007060046,EMERGENCY SLIDING BOOM (PIPE),Intermittent,Z,SBA
549007201092,CLS Ladder 4.5Mtrs with Platform and Clamps,Lumpy,Z,TSB
549007601525,SM SLIDE OF SIZES,Dead,N/A,No Forecast
549007661170,A TYPE FOUNDATION,Intermittent,Z,SBA
549008310204,"Data concentrator along with dual card modems, Power supply",Intermittent,Z,SBA
549008310216,Dual Card RS232 to E1/OFC converter suitable to insert in the Datalogger Eurorack for inter-linking ....,Dead,N/A,No Forecast
549012320014,Galvanised cable clamp assembly for wider prestressed concrete sleeper as per drg no. MAS/SK/12/2022....,Intermittent,Z,SBA
549801610122,TRACK FEED BATTERY CHARGERS 110VAC/2-8VDC/10Amps,Erratic,Z,Croston
549801610584,TRACK FEED BATTERY CHARGER 110V/2-8V/5AMPS,Intermittent,Z,SBA
549801620085,RELAY JACKS  (Released),Intermittent,Z,SBA
551200010789,E -TYPE LOCK,Lumpy,Z,TSB
551200011083,Ward Spring for E Type LOCKS,Lumpy,Z,TSB
551200012269,Springs in set for KEY LOCK E-TYPE One Set Consisting of :- 1) Tumbler Spring to Drg No.CWM 02806- 3....,Intermittent,Z,SBA
553000050339,Lamp point indicator,Intermittent,Z,SBA
553000110026,Lock rod near/far end sizes,Dead,N/A,No Forecast
555400100071,DATA CABLE CONNECTOR (TPWS),Intermittent,Z,SBA
555400100083,SPECIAL TYPE TLJB (TPWS),Intermittent,Z,SBA
555400100095,TPWS LEU,Lumpy,Z,TSB
555400100101,BAND - IT TAPE  3/4 (TPWS)(1 No = 30.48Mtrs),Intermittent,Z,SBA
555400100113,TPWS - LEU ID MODULE ALONG WITH PFSK & PIND,Intermittent,Z,SBA
555400100125,"TPWS EUROBALISE (Fixed, Infill & Switchable)",Intermittent,Z,SBA
555400100137,TPWS POWER SUPPLY FOR LEU (48V X 28V),Intermittent,Z,SBA
555400100149,TPWS LEU LINE SIDE CABINET,Intermittent,Z,SBA
555400100150,TPWS BALISE FIXING BASE,Intermittent,Z,SBA
555400100162,TPWS POWER SUPPLY UNIT FAN,Intermittent,Z,SBA
555400100174,BAND IT BUCKLE TPWS,Intermittent,Z,SBA
555400100186,Track side testing tools along with necessary software tools  for analysing the Trackside Data infor....,Dead,N/A,No Forecast
555400100198,On - Board testing tools along with necessary software tools  for analysing On - Board Data informat....,Intermittent,Z,SBA
555400100204,"Hand held maintanance tool for testing and maintanance of TPWS Equipment with software (Model:CF-53,....",Intermittent,Z,SBA
555400100307,Balise Reader Tool for TPWS,Intermittent,Z,SBA
555400150025,MARKER BOARD - P,Intermittent,Z,SBA
555400960023,Colour light signal unit Three Aspect (FRP),Intermittent,Z,SBA
555500020073,SOLENOID COIL FOR ELB LC GATE,Intermittent,Z,SBA
556302870142,Jacketed wire Rope  5.1 Mtrs 6mm dia,Intermittent,Z,SBA
556302890025,FIT & FORGET BOND WIRE 1.5 Mtrs 4mm dia,Lumpy,Z,TSB
559000990020,Nut MS 3/8,Intermittent,Z,SBA
559002150021,"Relays, 6F/6B-24V, 1000 Ohms",Dead,N/A,No Forecast
559003640081,High availability Single Section Digital Axle counter [HASSDAC] of complete set with dual senser as ....,Intermittent,Z,SBA
559003640111,Modem Card for CEL MAKE HASSDAC as per RDSO Specification No. RDSO/SPN/177/2012 with version 3 or la....,Intermittent,Z,SBA
559003640123,Reset card of Reset Box for CEL MAKE HASSDAC as per RDSO Specification No. RDSO/SPN/177/2012 with ve....,Intermittent,Z,SBA
559003640135,Auto Reset Card for CEL MAKE HASSDAC as per RDSO Specification No. RDSO/SPN/177/2012 with version 3 ....,Intermittent,Z,SBA
559006210073,Polylitin cable Truff,Intermittent,Z,SBA
560100580056,Washer Spring 5/8 or 16mm,Intermittent,Z,SBA
560400012175,MARKING JIG FOR MSDAC,Dead,N/A,No Forecast
560400022521,DC-DC convertor 24-40V 5AMPS FOR AMARARAJA IPS,Intermittent,Z,SBA
560400022790,DC-DC CONVERTER FOR MICROLOK - II CARD FILE 12VDC/5VDC/1AMPS,Dead,N/A,No Forecast
560400023902,DC-DC convertor 24-32/5A Capacity of Sukhila make IPS,Intermittent,Z,SBA
560400024268,Microlok-II Vital Output PCB (Ansaldo),Intermittent,Z,SBA
560400024281,RELAY DRIVE MODULE -1 FOR SSDAC,Intermittent,Z,SBA
560400025212,DC-DC Convertor 12V-28V/1 AMPS Suitable for Sukhila make IPS,Dead,N/A,No Forecast
560400025224,DC-DC Convertor 12V-40V/1 AMPS Suitable for Sukhila make IPS,Dead,N/A,No Forecast
560400026514,SIEMENS Electronic Interlocking Card VROM50 Vital Relay output Module 50V,Intermittent,Z,SBA
560400032540,WEB DETECTORS FOR SINGLE SECTION DIGITAL TYPE AXLE COUNTER AS PER RDSO/SPN/177/2012(VER-3)(LATEST VE....,Lumpy,Z,TSB
560400160048,Relay Drive Module -2 For SSDAC (G.G.Tronics Make),Intermittent,Z,SBA
560400170030,EF Chassis with Mother Board Assembly for SSDAC (G.G.Tronics Make),Intermittent,Z,SBA
560400182081,COM -1 For SSDAC (G.G.Tronics Make),Intermittent,Z,SBA
560400182093,Filter Base Assembly for SSDAC (G.G.Tronics Make),Intermittent,Z,SBA
560400200046,COM -2 For SSDAC (G.G.Tronics Make),Intermittent,Z,SBA
560400211135,CPU 2 CARD FOR SSDAC (G.G. TRONICS MAKE ),Intermittent,Z,SBA
560400211147,"Portable fault analyser loaded with HASSDAC maintenance/trouble shooting software.HP  15, Model No. ....",Intermittent,Z,SBA
560400211329,Portable Data Analyser for downloading event logger data for analysis and report generation in MSDAC....,Intermittent,Z,SBA
560400220033,CPU 1 CARD FOR SSDAC (G.G. TRONICS MAKE ),Intermittent,Z,SBA
560400240615,Signal Conditioner Card No.1 (SCC1) for CEL MAKE HASSDAC as per RDSO Specification No. RDSO/SPN/177/....,Intermittent,Z,SBA
560400252563,DP (Detection Points) including Electronics and Clamps,Intermittent,Z,SBA
560401100023,FRAUSCHER make MSDAC Back Plane BP PWR 101-1- 10TE -GS01-19956,Dead,N/A,No Forecast
560401110090,FRAUSCHER make MSDAC Back Plane BP PWR 101-8-40TE-GS01-19954,Dead,N/A,No Forecast
560402724117,FRAUSCHER Make MSDAC LINE VERIFICATION BOXLVB-01,Intermittent,Z,SBA
560402822796,Web Detector (each set consists of 2 Nos. of TX and 2 Nos. of RX) for CEL make HASSDAC Systems as p....,Intermittent,Z,SBA
560402860578,MICRO PROCESSOR UNIT OF ALTPRO MSDAC,Intermittent,Z,SBA
560402860580,INPUT AMPLIFIER MODULE (UP) OF ALTPRO MSDAC,Intermittent,Z,SBA
560402860591,VUR COLUMN OF ALTPRO MSDAC,Intermittent,Z,SBA
560402860815,VUR Column (Altpro Make),Intermittent,Z,SBA
560402860839,Input amplifier Module (UP) Altpro make,Lumpy,Z,TSB
560402890273,MSDAC Rail Wheel Sensor with Mounting Bracket,Intermittent,Z,SBA
560402890297,POWER SUPPLY MODULE (DC12) OF ALTPRO MSDAC,Intermittent,Z,SBA
560402890303,POWER SUPPLY PROTECTION  MODULE (ZANAP) OF ALTPRO MSDAC,Lumpy,Z,TSB
560402890315,RELAY OUTPUT  MODULE (RE) OF ALTPRO MSDAC,Intermittent,Z,SBA
560402890534,Rail Wheel Sensors ZK24-2 (Altpro Make),Lumpy,Z,TSB
560402900096,EVALATOR WITH OUT CARDS OF ALTPRO MSDAC,Intermittent,Z,SBA
560402900175,Power Supply Protection Module (ZANAP) Altpro make,Lumpy,Z,TSB
560402911963,LIGHTNING PROTECTION BOARD (ZAG2Z) OF ALTPRO MSDAC,Lumpy,Z,TSB
560402912165,Rail Deflector Plate for Receiver (CEL Make/MSDAC),Dead,N/A,No Forecast
560402912177,Rail Deflector Plate for Transmitter (CEL Make/MSDAC),Dead,N/A,No Forecast
560402912220,MSDAC spares of FRAUSCHER make Over voltage protection board BS1004 (Version-GS01 Part no.18571) as ....,Lumpy,Z,TSB
560402912256,Supply of MSDAC spares of FRAUSCHER make Evaluation board AEB 101 (Version-GS04 Part no.24050 as per....,Intermittent,Z,SBA
560402912270,Supply of MSDAC spares of FRAUSCHER make Track side connection (Version-TLJB-01 Part no.PC 0101) as ....,Intermittent,Z,SBA
560402912281,Supply of MSDAC spares of FRAUSCHER make Reset box (Version-RST BOX V01 Part no.PC0301 as per RDSO s....,Intermittent,Z,SBA
560402912311,Lightening Protection Board (ZAG2Z) Altpro make,Lumpy,Z,TSB
560402912323,Line Verification Box (Altpro make),Intermittent,Z,SBA
560402912335,FSDT 6 (Altpro make),Intermittent,Z,SBA
560402912347,FSDT 12 (Altpro make),Intermittent,Z,SBA
560402923527,FRAUSCHER make MSDAC  Diagnostic system FDS 102,Dead,N/A,No Forecast
560403020067,VUR BOX OF ALTPRO MSDAC,Intermittent,Z,SBA
560403020079,SENSOR SHIELD/DEFLECTOR OF ALTPRO MSDAC,Intermittent,Z,SBA
560403020353,Sensor Mounting Bracket (Altpro make),Intermittent,Z,SBA
560403020365,Front Panel VUR-P with Lightening Protection (Altpro make),Intermittent,Z,SBA
560403020377,VUR Box (Altpro make),Intermittent,Z,SBA
560403020389,Sensor Shield Left & Right for rail type UIC60 (Altpro Make),Intermittent,Z,SBA
560403082085,DC DC Convertor for SSDAC (G.G.Tronics Make),Intermittent,Z,SBA
560403082322,LCD Display Card For SSDAC (G.G.Tronics Make),Intermittent,Z,SBA
560403161490,CONNECTOR BOARD (KP) OF ALTPRO MSDAC,Intermittent,Z,SBA
560403161507,MAIN BOARD OF ALTPRO MSDAC,Intermittent,Z,SBA
560403161635,Main board (Altpro Make),Lumpy,Z,TSB
560403161647,Power Supply Module (DC 12) Altpro make,Lumpy,Z,TSB
560403161659,Connector Board (KP) Altpro make,Lumpy,Z,TSB
560403161660,Relay Output Module (RE) Altpro make,Lumpy,Z,TSB
560403161672,Reset Box (Altpro make),Intermittent,Z,SBA
560403181208,L-K7C Sub Rack with Mother Board,Dead,N/A,No Forecast
560403320063,Relay Drive Card for CEL MAKE HASSDAC as per RDSO Specification No. RDSO/SPN/177/2012 with version 3....,Intermittent,Z,SBA
560403500030,MSDAC Detection Points DP,Intermittent,Z,SBA
560403610030,Supply of Rx 21/25 KHZ coil assembly for GG tronic make HASSDAC as per RDSO specification No. RDSO/S....,Intermittent,Z,SBA
560403610077,PD1 (21KHz) card for GG Tronic make HASSDAC as per RDSO specification No. RDSO/SPN/177/2012 with ver....,Intermittent,Z,SBA
560403610089,PD2 (25KHz) card for GG Tronic make HASSDAC as per RDSO specification No.RDSO/SPN/177/2012 with vers....,Intermittent,Z,SBA
560403680160,Standard Tool Kit for Maintanance HASSDAC systems with accessories as per technical specification co....,Intermittent,Z,SBA
560403820199,Multi section Digital Axle Counter (MSDAC) G G Tronics make Complete system as per RDSO/SPN/176/2013....,Intermittent,Z,SBA
560403820205,10% of essential spares for the indoor and outdoor equipments of MSDAC G G Tronics make,Intermittent,Z,SBA
560404002243,Display Box with Error Display For SSDAC (G.G.Tronics Make),Intermittent,Z,SBA
560404050330,FRAUSCHER make MSDAC Rail Claw for 60Kg rail SK 140-011-19813,Intermittent,Z,SBA
560404060115,FRAUSCHER make MSDAC Communication Board COM ADC 101-GS02-23152,Dead,N/A,No Forecast
560404260141,Signal Conditioner Card No.2 (SCC2) for CEL MAKE HASSDAC as per RDSO Specification No .RDSO/SPN/177/....,Intermittent,Z,SBA
560404662516,MSDAC CEL High Voltage DC-DC Converter,Dead,N/A,No Forecast
560404820020,DC-DC CONVERTER FOR MICROLOK - II CARD FILE 110VDC/24VDC/10AMPS,Intermittent,Z,SBA
560405010016,ADDRESS SELECT PCB 48 PIN,Dead,N/A,No Forecast
560405150136,WIDE BLANK FRONT PANEL ASSEMBLY,Dead,N/A,No Forecast
560405582322,Coupler for CEL MSDAC,Dead,N/A,No Forecast
560406180252,MSDAC Spare- Siemens Make Surge Protection Filter for Indoor Equipment,Intermittent,Z,SBA
560406180264,MSDAC Spare- Siemens Make process connector,Intermittent,Z,SBA
560406180276,MSDAC Spare- Siemens Make Scalance switch as per RDSO SPEC: RDSO/SPN/176/2013 Version 3.0,Intermittent,Z,SBA
560406200056,VESBA Card for MSDAC Siemens make as per RDSO Spec No. RDSO/SPN/176/2013 Ver 3.0 or latest,Intermittent,Z,SBA
560406420020,PD 1 (PHASE DETECTOR) (G.G. TRONICS MAKE ),Lumpy,Z,TSB
560406430025,PD-2 Card for SSDAC (G.G.Tronics Make),Lumpy,Z,TSB
560406470047,Generator Module for MSDAC Siemens make as per RDSO Spec No. RDSO/SPN/176/2013 Ver 3.0 or latest,Intermittent,Z,SBA
560406490058,VAU Card for MSDAC Siemens make as per RDSO Spec No. RDSO/SPN/176/2013 Ver 3.0 or latest,Intermittent,Z,SBA
560406520026,SIEMENS AFTC FTGS 46M COMPLET SET,Intermittent,Z,SBA
560406900054,Siemens AFTC Filter Module(F12) B42-B12,Intermittent,Z,SBA
560406910072,Siemens AFTC Filter Module(F9) B42-B9,Intermittent,Z,SBA
560406910084,Siemens AFTC Filter Module(F10) B42-B10,Intermittent,Z,SBA
560406910096,SIEMENS AFTC FTGS 46ST COMPLET SET,Intermittent,Z,SBA
560406920041,Siemens AFTC Filter Module(F11) B42-B11,Intermittent,Z,SBA
560407090064,Event Logger Card for CEL MAKE HASSDAC as per RDSO Specification No. RDSO/SPN/177/2012 with version ....,Intermittent,Z,SBA
560407690031,Interface card for Reset Box for HASSDAC Motherboard for CEL MAKE HASSDAC as per RDSO Specification ....,Intermittent,Z,SBA
560408420497,FRAUSCHER make MSDAC Wheel sensor with 10-meter cable RSR 180-001 (Version-GS05 Part no.23529 as per....,Intermittent,Z,SBA
560408420527,"Tool set for wheel sensor mounting and maintenance consisting of torque wrench, Ratchet, Testing p....",Dead,N/A,No Forecast
560408420620,FRAUSCHER make MSDAC Wheel sensor with 5-meter cable RSR 180-001- GS05 Part no.23320,Dead,N/A,No Forecast
560408420631,FRAUSCHER make MSDAC Wheel sensor with 15-meter cable RSR 180-001 -GS05 Part no.23531,Dead,N/A,No Forecast
560412050036,Analog Card without controller suitable for Efftronics make RTU as per Spec: IRS: S-99/2006 (Amdt-3),Intermittent,Z,SBA
560412070035,Power supply Card suitable for Efftronics make RTU as per Spec: IRS: S-99/2006 (Amdt-3),Intermittent,Z,SBA
560412070047,Adapter PCB and embedded software for RTU for LTE connectivity,Dead,N/A,No Forecast
560412940029,FRAUSCHER make MSDAC Back Plane BP PWR 101-4-24TE-G801-19953,Dead,N/A,No Forecast
560412960041,FRAUSCHER MAKE MSDAC-Power Supply Board PSC 101-G S01-19949,Dead,N/A,No Forecast
560413820032,FRAUSCHER make MSDAC Rail Deflector,Dead,N/A,No Forecast
560414660036,Input-Output Extension Board 10-EXB-101-GS01-20864,Dead,N/A,No Forecast
560416370062,FRAUSCHER make MSDAC Evaluation Board AEB 101 - GS07-26534,Dead,N/A,No Forecast
56060002,"NYLON INSULATED RAILJOINT 52 KG TO SPECIFICATION IRS: S-40/84, DRAWING NO.SA-22101 (ALT-6).",Lumpy,Z,TSB
560600028397,SM 480 Relay for Kyosan make EI,Intermittent,Z,SBA
560600046685,RELAY RACK TO HOLD 168 RELAYS,Intermittent,Z,SBA
560600046764,RELAY RACK -56 Capacity,Dead,N/A,No Forecast
560600066325,AFTC ALSTOM BRASS COMB SET,Intermittent,Z,SBA
560600098247,TAG BLOCK FOR DIGITAL INPUT (DATA LOGGER),Intermittent,Z,SBA
560600098594,PBT terminals 25mm/ 60mm centre and PBT Fuse blocks with necessary inspection as per specification/ ....,Intermittent,Z,SBA
560600099124,Supply and installation of Work space as per enclosed drawing -workspace(as approved by engineer inc....,Intermittent,Z,SBA
560601135847,EI PSU CARD ANSALDO MAKE (REALEASED),Intermittent,Z,SBA
560601140041,EI CPU CARD ANSALDO MAKE (RELEASED),Intermittent,Z,SBA
560601181638,Microlok -II Central Processing Unit PCB Ansaldo Make,Intermittent,Z,SBA
560601240023,Emergency Panel for Electronic Interlocking,Intermittent,Z,SBA
560601240140,Emergency Panel for Electronic Interlocking (Without Relays),Dead,N/A,No Forecast
560601307440,"Class A"" Franklin Rod Type Lightening Protection system",Lumpy,Z,TSB
560601365117,Cable termination rack 210 capacity.,Intermittent,Z,SBA
560601365210,CABLE TERMINATION RACK 500 CAPACITY,Intermittent,Z,SBA
560601471320,VITAL CUT OFF RELAY (VCOR) ANSALDO Make,Intermittent,Z,SBA
560601471446,VCOR Relay Base ANSALDO Make,Intermittent,Z,SBA
560601596188,LED 5mm Various Colour with Holder Resistance cable copper coated  for Panels,Intermittent,Z,SBA
560601647378,BOLT WITH NUT 12MM X 38/100/200MM,Intermittent,Z,SBA
560601907157,GALLANT UN-INTERRUPTED DUAL REDUNDANT 24VDC/2A MULTI OUTPUT POWER PACK,Dead,N/A,No Forecast
560601982623,STOPPER TERMINAL,Intermittent,Z,SBA
560602423289,Siemens AFTC Tuning Unit - TX (F11) D13- B11,Intermittent,Z,SBA
560602905521,PUSH BUTTON ASSEMBLY,Lumpy,Z,TSB
560602960015,"Electrolytic Condensor 50V DC-5000 Mfd , Make Keltron, Samwha, Panasonic only FIrm offer:Make Keltro....",Lumpy,Z,TSB
560603050043,MSDAC EVALUATOR WITH CARDS,Intermittent,Z,SBA
560603087327,RELAY LED ECR QECX-61 [4F/4B],Erratic,Z,Croston
560603087492,RELAY LED ECR QECX-52 WITH ACCESSORIES,Intermittent,Z,SBA
560603257841,SIEMENS Electronic Interlocking Card VPIM50 Vital parallel input Module 50V,Intermittent,Z,SBA
560603406263,Signal ladder of Sizes  With/Without Clamp  for CLS,Intermittent,Z,SBA
560603663314,Colour Light Signal Unit 3 ASPECT,Lumpy,Z,TSB
560603663326,Colour Light Signal Unit 3 ASPECT Aluminium,Lumpy,Z,TSB
560603670057,Siemens ALPHA Bond Black 18 Mtrs,Intermittent,Z,SBA
560604104140,TRANSFORMER RECTIFIER 110VAC/24VDC/5 AMPS,Lumpy,Z,TSB
560604104229,TRANSFORMER RECTIFIER 110V/12V/2A,Intermittent,Z,SBA
560604185620,ELB LC GATE Control Panel,Intermittent,Z,SBA
560604185631,EMERGENCY SLIDING BOOM ASSEMBLY WITH ALL ACCESSORIES,Lumpy,Z,TSB
560604185874,LC GATE PANEL (PTJ MAKE),Intermittent,Z,SBA
560604186131,Electrical Operating Panel for Lifting barrier Gate(Without Relay) PTJ Make,Intermittent,Z,SBA
560604186143,EMERGENCY SLIDING BOOM COMPLETE SET (PTJ MAKE),Lumpy,Z,TSB
560604295813,Earth leakage detector 8 Channel with accessories (ANUVIDHUT),Intermittent,Z,SBA
560604296362,Earth Leakage Detector (8 channel) as per RDSO specification no. RDSO/SPN/256/2002 or latest,Lumpy,Z,TSB
560604545830,Electrical Drilling Machine input 110V model WDH 13/23mm heavy duty drill 595 watts on full load wit....,Intermittent,Z,SBA
560604970024,RISHABH Category III 1000 V of IEC 61010 Available Insulation Tester,Lumpy,Z,TSB
560604970097,DIGITAL INSULATION TESTER,Intermittent,Z,SBA
560605284574,Condenser 10000 MFD 50V,Intermittent,Z,SBA
560605305127,ELECTRICAL DETECTOR,Intermittent,Z,SBA
560605500088,TRAIN SHUNT RESISTOR,Intermittent,Z,SBA
560605636491,CR TEST PANEL FOR q SERIES RELAY WITH DIGITAL MICRO OHM METER,Lumpy,Z,TSB
