PL_Code,Description,Inventory_Action,Normalized_Inventory_Value,Movement_Status,Source_Universe,Inventory_Value,Inventory_Domain,Business_Unit,Division,Depot,Snapshot_Date,Pipeline_Version
501025180026,WEBFIL TRIBUTARY INTERFACE-TRIB CARD,Retain,0.0,Active,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
501027170097,NEC WHITE 24 BUTTON DT 530 PHONE DTK-24D-1P(WH) TEL # BE118999,Dispose,0.0,Dead Stock,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
501027170127,OPEN STAGE 15T DIGITAL PHONE (DKT) SUITABLE FOR SIEMENS HiPath 4000 EXCHANGEMAKE: UNIFY,Dispose,0.0,Dead Stock,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
501027710020,PUNCOM POWER SUPPLY - PSU CARD,Rationalize,0.0,Slow Moving,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
501027730029,PUNCOM LPC CARD,Retain,0.0,Active,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
501027960084,VMS-Video Management server/VAS-Video Analytics Server/ FRS-Video Face Recognition ServerF....,Rationalize,0.0,Slow Moving,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
501027960102,Video Management System  (VMS )and Video Recording software (per camera basis) for the ser....,Rationalize,2422944.0,Slow Moving,Operational,2422944.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
501027960230,Servers to work as IP-PBX from 48 to 500 subscribers for RBMS work,Retain,0.0,Active,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
501300041644,OFC PATCH CHORD LC-SC/SC-SC 5 MTRS LENGTH,Retain,264500.0,Active,Operational,264500.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
501300043185,SCH B-23 Single Mode duplex OFC Patch Cord (length-5m) (LC-SC/SC-SC/LC-LC) for CCTV Camer....,Retain,89208.0,Active,Operational,89208.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
501300520510,CONTROL TELEPHONE 8 WAY LINE CORD,Dispose,0.0,Dead Stock,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
50132453,Telephone card 3 Way 1.5m long,Monitor,0.0,,Strategic,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
50132600,Telephone card 3 Way 1.5m long,Retain,34295.5,Active,Operational,34295.5,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
501500320073,50 pair DP Box,Dispose,0.0,Dead Stock,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
501800084620,Column speaker with line matching transformer Ahuja ASC 320T,Retain,0.0,Active,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
501800084632,"Microphone with cord, connector and stand and all other accessaries Ahuja PRO+3200",Retain,0.0,Active,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
501800084863,Weather-resistant hemispherical boundary layer microphone AKG#2815Z00050,Dispose,315000.0,Dead Stock,Operational,315000.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
501800085636,Weather-resistant hemispherical boundary layer microphone AKG#2815Z00050 FOR SURYA ELECTRO....,Rationalize,168182.52,Slow Moving,Operational,168182.52,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
501800085650,Weather-resistant hemispherical boundary layer microphone AKG#2815Z00050 for  R RAMA CHAND....,Rationalize,252273.78,Slow Moving,Operational,252273.78,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
501800092290,MICROPHONE AHUJA AUD 100XLR,Dispose,0.0,Dead Stock,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
501800242845,30 Watt Paging Horn Speaker Model no JBL CCS- H30,Dispose,288000.0,Dead Stock,Operational,288000.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
501800242869,30 Watt Paging Horn Speaker Model no JBL CCS- H30,Rationalize,1000000.0,Slow Moving,Operational,1000000.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
501800242936,30 Watt Paging Horn Speaker Model no JBL CCS- H30 FOR SS RAIL WORK AT JTJ STN,Rationalize,477548.4,Slow Moving,Operational,477548.4,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
501800242997,30 Watt Paging Horn Speaker Model no JBL CCS- H30 for SURYA ELECTRONICS IPIS WORK AT GI ....,Rationalize,397957.0,Slow Moving,Operational,397957.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
501800243000,30 Watt Paging Horn Speaker Model no JBL CCS- H30 for for  R RAMA CHANDRA REDDY-KADAPA I....,Rationalize,437752.7,Slow Moving,Operational,437752.7,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
501800243291,"30 Watt Paging Horn Speaker Model no JBL CCS- H30 FOR SS RAIL WORK AT PER,ABU,TRL STN",Rationalize,891423.68,Slow Moving,Operational,891423.68,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
501800331830,ROSETTE SINGLE WAY,Dispose,0.0,Dead Stock,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
501800331842,ROSETTE 2 WAY,Rationalize,0.0,Slow Moving,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
501800472632,High power public address amplifier Ahuja APA 480,Retain,0.0,Active,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
501801000043,Paging microphone Ahuja ACM 96,Retain,0.0,Active,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
501801220031,AMPLIFIER 350W Public Address (PA)  AHUJA SSA 350,Retain,0.0,Active,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
501802180077,Counter communication system Ahuja CCS 2300,Retain,0.0,Active,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
501802180089,Counter communication system Ahuja CCS 2300,Dispose,48000.0,Dead Stock,Operational,48000.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
501802180107,SCH B-24 Counter Communication System Ahuja CCS 2300 for R RAMA CHANDRA REDDY-KADAPA IPIS ....,Retain,25000.0,Active,Operational,25000.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
501802580020,Counter Communication System Ahuja CCS 2300,Dispose,48000.0,Dead Stock,Operational,48000.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
501802840028,Special purpose speaker Ahuja OCX 666T,Retain,0.0,Active,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
501803720020,BOOSTER TV,Dispose,26000.0,Dead Stock,Operational,26000.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
501805440141,Wall speaker Ahuja PS 300 TM,Retain,0.0,Active,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
501806660197,GPS double faced platform clock with GPS synchronization as per RDSO Specification.,Dispose,0.0,Dead Stock,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
501806990069,5.25 two way 10 W wall mount speaker JBL CONTROL 25AV,Rationalize,330000.0,Slow Moving,Operational,330000.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
501900030062,WALKIE TALKIE CHARGER FOR KENWOOD,Dispose,0.0,Dead Stock,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
50210014,Emergency Socket Box,Retain,208046.0,Active,Operational,208046.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
502200010089,MDCH/PDCH CONTROL CARD,Dispose,0.0,Dead Stock,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
502200280020,AUTO EXCHANGE INTERFACE EQUIPMENT,Monitor,18558.0,Unknown,Operational,18558.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
502200620700,SCH B5-11 Single line Double face Train Arrival/Departure display board (SLDB) as per RDSO....,Monitor,0.0,Unknown,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
502200630160,True color Indoor Video Display (IVD) with its mechanical structure of Pixel Resolution (W....,Dispose,8800000.0,Dead Stock,Operational,8800000.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
50231832/50231881,Telephone Electronic Push Button,Monitor,540504.9,,Strategic,540504.9,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
50231881,ELECTRONIC PUSH BUTTON TELEPHONE (EPBT) CONFIRMING TO TEC SPECN G.R NO: GR/TEL-02/04 SEP02....,Retain,34983.0,Active,Operational,34983.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
50231959,Telephone Electronic Push Button   main - Extn .1+1,Retain,36305.1,Active,Operational,36305.1,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
50232319,MAGNETIC TELEPHONE WITH ELECTRO DYNAMIC TRANDUCERS CONFIRMING TO RDSO SPECN.NO.IRS-TC-36/9....,Retain,0.0,Active,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
502323201614,MAIN AND EXTENSION  TELEPHONE (1+1 PHONE),Retain,0.0,Active,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
50232356/50232319,Magneto telephone,Procure Immediately,598135.2,,Strategic,598135.2,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
502355280027,MANAGEABLE AGGREGATION  SWITCHES 24 PORT NETWORK SWITCH,Rationalize,0.0,Slow Moving,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
502355280052,Manageable Aggregation switches consisting minimum 24 x GE SFP based ports and minimum 4 n....,Retain,497616.0,Active,Operational,497616.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
502355280088,SCH-B- 11 manageable Aggregation switches (RL TECH RGS5300-28XF) consisting minimum 24 x G....,Retain,0.0,Active,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
502355360989,VOICE LOGGER SLAVE TELEPHONE,Rationalize,0.0,Slow Moving,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
502355360990,VOICE LOGGER POWER SUPPLY UNIT 24V DC,Rationalize,0.0,Slow Moving,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
502355441175,ELECTRONIC PUSH BUTTON TELEPHONE WITH CALLER ID AND SPEAKER,Dispose,36000.0,Dead Stock,Operational,36000.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
502355990020,20 pair Krone modules housed inMS Box Powder coated with lock and Key for Utility shifting....,Retain,74100.0,Active,Operational,74100.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
502356170035,SCH B-36 PIJF armoured underground 100pair telephone cable having 0.63 mm dia of each copp....,Retain,397600.0,Active,Operational,397600.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
502357760028,TELEPHONE CALLER IDENTIFICATION -CID,Rationalize,0.0,Slow Moving,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
502358450035,50 pair Krone modules housed inMS Box Powder coated with lock and Key for Utility shifting....,Retain,2546.25,Active,Operational,2546.25,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
503523190684,"Auto Dialling System from Emergency Socket consisting of (1) Base unit, (2) Way sideTeleph....",Rationalize,0.0,Slow Moving,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
503524320022,Line Card 4 way,Dispose,0.0,Dead Stock,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
503524530030,4 WIRE DTMF WAY STATION  EQUIPMENTS WITH CONTROL TELEPHONE,Dispose,0.0,Dead Stock,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
503525160026,CONTROL TELEPHONE 2 WIRE,Dispose,0.0,Dead Stock,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
503526680029,Cord 8 way,Dispose,0.0,Dead Stock,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
50353603,Portable 4 wire Emergency Control Telephone with six pin flat type socket,Retain,43819.83,Active,Operational,43819.83,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
50360693/50370110,4 wire way station control telephone RDSO/SPN IRS.TC.38/97 with latest amendment,Monitor,817338.8,,Strategic,817338.8,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
50370080,4 Wire DTMP Way Station Equipment,Retain,8525.36,Active,Operational,8525.36,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
50370110,4 WIRE WAY STATION CONTROL TELEPHONE SPECN.NO.IRS:TC-38/97.(Amendment No.1),Retain,73005.95,Active,Operational,73005.95,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
505200020031,BELL PUSH,Dispose,0.0,Dead Stock,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
50540324,Lead Acid Stationary Secondary Cells  - 2V/80 AH,Procure Immediately,14847078.4,,Strategic,14847078.4,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
50541523,Lead Acid Stationary Secondary Cells  - 2V/120 AH,Procure Immediately,1592263.68,,Strategic,1592263.68,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
50550081,Lead Acid Stationary Secondary Cells  - 2V/200 AH,Procure Immediately,9755776.0,,Strategic,9755776.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
505600050154,TRANSMISSION MEASURING SET / TMS Kit,Dispose,0.0,Dead Stock,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
505600260124,DIGITAL EARTH TESTER,Dispose,0.0,Dead Stock,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
508102260044,SCH A-09 multipin power socket with switch 5A/15A (6 nos) wired with 2.5 Sq.mm copper mult....,Retain,0.0,Active,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
508310190031,BATTERY BANK VRLA 48V/120AH,Rationalize,0.0,Slow Moving,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
508311040065,BATTERY CHARGER WALKIE TALKIE TID V-30,Dispose,0.0,Dead Stock,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
508311720090,"SCH B-17 Manageable Layer-2 Switches consisting of 24 x 10/100/1000 BASE-T PoE ports, 4 x ....",Retain,1276700.0,Active,Operational,1276700.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
508312590024,BATTERY M/F 24V/7AH CHARGER,Rationalize,0.0,Slow Moving,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
508313220095,SMPS BASED BATTERY CHARGER 48V/ 50AMP with 03 nos of 25 AMP SMR modules,Rationalize,0.0,Slow Moving,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
508313320053,SMPS Battery CHARGER 48V/25AMP(1+1),Rationalize,0.0,Slow Moving,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
508313550058,SCH B-13 UPS 1 KVA online (minimum 1600 VAH battery) (single phase) with 1 hrs Backup time....,Retain,515424.0,Active,Operational,515424.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
508500260020,DIGITAL EARTH TESTER,Dispose,0.0,Dead Stock,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
508501360022,DIGITAL EARTH TESTER,Dispose,0.0,Dead Stock,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
509000146221,PUNCOM SUBSCRIBER INTERFACE CARD / FXS Card,Retain,372161.02,Active,Operational,372161.02,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
509000146233,PUNCOM EXCHANGE INTERFACE/ FXO Card,Retain,550470.0,Active,Operational,550470.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
509000150169,Status card with suitable connectors for GPS Clock as per RDSO Specification RDSO/SPN/TC/6....,Retain,131988.29,Active,Operational,131988.29,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
509000166232,PUNCOM E&M INTERFACE Card,Rationalize,1078191.54,Slow Moving,Operational,1078191.54,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
509000218050,SCH B5-62 Normal joint using Thermo shrink jointing kit for 4/6 quad cable normal joint (R....,Monitor,0.0,Unknown,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
509000229606,Sch B-13 normal joint using heat shrinkable jointing kit complete for 6 quad cable normal....,Retain,132300.0,Active,Operational,132300.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
509000286237,MEGAPHONE AHUJA MAKE AM 21SD,Dispose,0.0,Dead Stock,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
509000349855,BATTERY MAINTENANCE FREE SEALED 12V/ 65Ah,Rationalize,0.0,Slow Moving,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
509000355880,"POWER CABLE ARMOURED 3CORE X 2.5 SQ MM MULTI STRAND COPPER CONDUCTOR, PVC INSULATED",Retain,568700.0,Active,Operational,568700.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
509000355909,"Power cable 3 core, 2.5 sq mm, multistrand",Retain,2878015.0,Active,Operational,2878015.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
509000355910,SURVIVAL CABLE 2 X 1.5 SQMM ARMOURED,Dispose,2250.0,Dead Stock,Operational,2250.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
509000404337,OFC JOINTING ENCLOSURE KIT 24 FIBRE,Rationalize,0.0,Slow Moving,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
509000404404,OFC Jointing Kit,Dispose,0.0,Dead Stock,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
509000422789,Two Way Counter Communication System AHUJA MAKE,Rationalize,0.0,Slow Moving,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
509000506870,WIFI ROUTER,Retain,7334.88,Active,Operational,7334.88,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
509006510032,PVC conduit pipe 25 mm (ISI mark) conforming to IS:9537 medium,Retain,31388.0,Active,Operational,31388.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
509009700026,PVC conduit pipe 32 mm (ISI mark) conforming to IS:9537 medium,Rationalize,0.0,Slow Moving,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
509009700038,PVC conduit pipe 32 mm (ISI mark) conforming to IS:9537 medium,Retain,1313482.8,Active,Operational,1313482.8,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
509010050044,"PC Workstation for Viewing,Monitoring and System management of above IP cameras, including....",Dispose,0.0,Dead Stock,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
509010050056,"PC Workstation for Viewing,Monitoring and System management of above IP cameras, including....",Rationalize,0.0,Slow Moving,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
50901126,Lead Acid Batteries  - 4V/12 AH,Procure Immediately,0.0,,Strategic,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
509040374230,BATTERY MAINTENANCE FREE  12V/7AH,Rationalize,0.0,Slow Moving,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
509040475288,POWER SUPPLY UNIT 2 AMPS WITH 12V/7AH BATTERY FOR WAY STATION CONTROL PHONE,Retain,87331.8,Active,Operational,87331.8,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
509040546672,Wall mountable powerdistribution panel with 8Nosx16 Amp MCBsmounted and also with oneearth....,Rationalize,0.0,Slow Moving,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
509041036045,ADOPTER FC 0 DB (0 DB CONNECTOR),Dispose,60.0,Dead Stock,Operational,60.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
509041067327,Beach/Garden Umbrella with stand 48 inch/8 feet big size outdoor heavy duty,Retain,9828.0,Active,Operational,9828.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
509041390412,5 line single face Indoor display boards with its mechanical structure and software,Retain,0.0,Active,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
509041760069,PTZ Video Conferencing Camera,Dispose,0.0,Dead Stock,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
509042120027,FULL HD FIXED BULLET TYPE IP COLOUR CAMERA WITH 128 GB MEMORY CARD,Rationalize,0.0,Slow Moving,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
509042120039,FULL HD FIXED BULLET TYPE IP COLOUR CAMERA WITH 128 GB MEMORY CARD,Retain,3230363.45,Active,Operational,3230363.45,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
509042510220,"Maintenance portable terminal with Backpack- LAPLOP  for 2nd and 4th floor of NGO,PRS at M....",Rationalize,0.0,Slow Moving,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
509044610034,100 pair krone DP with module,Rationalize,0.0,Slow Moving,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
509048210051,FULL HD PTZ TYPE IP COLOUR CAMERA,Rationalize,5366351.34,Slow Moving,Operational,5366351.34,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
509051570101,SCH B-27 10G SFP(MROTEK MK-P3633DC) + supports minimum of 40Km with dual fibre connectivit....,Retain,75000.0,Active,Operational,75000.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
520500401633,Motorola Charger for Motorola walki takie GP328/338,Dispose,0.0,Dead Stock,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
520500451223,BATTERY FOR WALKIE TALKIE GP68,Monitor,83780.0,Unknown,Operational,83780.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
520500451430,INTERCONNECTING CHORD FOR MOTOROLA 25W VHF EQUIPMENT MODEL GM 300,Dispose,0.0,Dead Stock,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
