PL_Code,Description,Criticality,Inventory_Status,Movement_Status,Inventory_Action,Inventory_Value,Source_Universe
542223490079,Spare EOLB for Hiedz - Motor Contractor 9A 24V DC,,,Active,Retain,0.0,Operational
542400040030,Trestle 4 Way,,,Dead Stock,Dispose,134400.0,Operational
542400200019,TRESTLE EXTENSION FOR ROLLER STAND (OLD TYPE),,,Dead Stock,Dispose,0.0,Operational
54252222,E-TYPE LOCK,S4,Procurement Required,,Monitor,0.0,Strategic
54253561,Hand Plungerlock with key,S3,Procurement Required,,Monitor,13924.0,Strategic
543100010017,Foundation A type,,,Dead Stock,Dispose,0.0,Operational
543100020011,SURFACE BASE 140 MM DIA,,,Slow Moving,Rationalize,0.0,Operational
543100020011,SURFACE BASE 140 MM DIA,,,Active,Retain,215303.45,Operational
543100020011,SURFACE BASE 140 MM DIA,,,Dead Stock,Dispose,17318.18,Operational
543100040010,Foundation A type,,,Dead Stock,Dispose,13032.0,Operational
543100040010,Foundation A type,,,Dead Stock,Dispose,495679.0,Operational
543500010010,CLS  LADDER 3.5 Mtrs,,,Active,Retain,53342.19,Operational
543500010010,CLS LADDER 3.5 Mtrs,,,Dead Stock,Dispose,3937.5,Operational
543500020087,OFF SET BRACKET  90MM SMALL,,,Slow Moving,Rationalize,7000.0,Operational
543500020087,CLS OFF SET BRACKET  90MM,,,Slow Moving,Rationalize,41636.0,Operational
543500020099,OFF SET BRACKET  140MM FOR CLS (LARGE),,,Slow Moving,Rationalize,0.0,Operational
543500020099,CLS OFF SET BRACKET  140MM,,,Active,Retain,26767.0,Operational
543500020312,CLS LADDER 4.5 mtr,,,Active,Retain,17597.53,Operational
543500030019,Aluminium LADDER 18',,,Dead Stock,Dispose,700.0,Operational
543600010031,OFFSET BRACKET 90mm Dia,,,Dead Stock,Dispose,0.0,Operational
54360031,LAMP 110V-75W-2PIN TYPE BC TO IS 418/1963,,,Slow Moving,Rationalize,0.0,Operational
544100190018,CLS POST 2.5 Mtrs,,,Dead Stock,Dispose,700.0,Operational
544100200012,CLS POST 4.6 MTRS  RELEASED,,,Dead Stock,Dispose,0.0,Operational
544100200061,CLS POST 4.6 MTRS,,,Active,Retain,9954.0,Operational
545100180073,Fit and forget bond  wire 2 Mtr length,,,Active,Retain,0.0,Operational
545401110011,WIRE COIL 14/.22 TWIN TWISTED FLEXIBLE WIRES 100 Mtr LENTH,,,Dead Stock,Dispose,0.0,Operational
549005930013,TOP ROLLER FOR ROLLER SEGMENT ARRRANGEMENT,,,Dead Stock,Dispose,0.0,Operational
549006090018,Deflector Plate,,,Active,Retain,3600.0,Operational
549006320036,INDICATION PANEL (for IBS at WRA-KJKD B- line for block section),,,Dead Stock,Dispose,0.0,Operational
549007470017,Goods Warning Board,,,Slow Moving,Rationalize,100900.0,Operational
549007470017,Goods Warning Board,,,Dead Stock,Dispose,0.0,Operational
549007470017,Goods Warning Board RELEASED,,,Dead Stock,Dispose,0.0,Operational
549007470017,Goods Warning Board,,,Dead Stock,Dispose,0.0,Operational
549008190016,AEROW PLATE FOR SIGNAL MISCELLANEOUS.,,,Dead Stock,Dispose,0.0,Operational
549008200010,GRS BOX RTU TYPE,,,Dead Stock,Dispose,0.0,Operational
549008200010,GRS BOX RTU TYPE,,,Active,Retain,256656.0,Operational
549008200010,GRS BOX RTU TYPE,,,Dead Stock,Dispose,4000.0,Operational
549008230014,CLS TWO ASPECT,,,Dead Stock,Dispose,0.0,Operational
549008250013,MISCELLANEOUS. (FOOT REST PLANK FOR LEVER FRAME),,,Dead Stock,Dispose,1000.0,Operational
549008290011,MS TURN PIN FOR RODDING,,,Active,Retain,30000.0,Operational
549008650015,"EARTHINGCOPPER BUS BAR 300 X 25 X6MM-1NO,",,,Dead Stock,Dispose,1800.0,Operational
549008660010,EARTHING COPPER CABLE 35 SQMM,,,Dead Stock,Dispose,0.0,Operational
549008670014,. EARTHING COPPER CABLE 16 SQMM,,,Slow Moving,Rationalize,4500.0,Operational
549801611199,TRACK FEED BATTERY CHARGER,,,Active,Retain,216620.0,Operational
549801611527,BATTERY CHARGER 230VAC/24V V DC/30Amp,,,Slow Moving,Rationalize,0.0,Operational
549801611618,BATTERY CHARGER 230V AC /110VDC/ 30Amp,,,Slow Moving,Rationalize,180540.0,Operational
549801630030,GRS BOX QUARTER SIZE (released),,,Slow Moving,Rationalize,0.0,Operational
550100010010,COMPENSATOR FOR RODDING,,,Slow Moving,Rationalize,0.0,Operational
550400040018,PCB CONNECTOR FOR PANNEL,,,Dead Stock,Dispose,400.0,Operational
551200010017,E TYPE LOCKS OF VARIOUS WARDS,,,Active,Retain,46904.25,Operational
551200010066,E TYPE LOCKS OF VARIOUS WARDS,,,Dead Stock,Dispose,0.0,Operational
551200010261,Ward Spring for E Type LOCKS,,,Dead Stock,Dispose,0.0,Operational
551200011370,LOCK PAD 35MM,,,Dead Stock,Dispose,484.0,Operational
552000160018,RACK AND PINION LEVER OF INTERLOCKING FRAMES,,,Dead Stock,Dispose,8000.0,Operational
553000020013,GROUND LEVER FRAME SINGLE,,,Dead Stock,Dispose,90000.0,Operational
553000020013,ground lever frame,,,Dead Stock,Dispose,0.0,Operational
553000050170,Point Indicator Lamp,,,Slow Moving,Rationalize,3966.65,Operational
553000260012,HP LOCK DOUBLE.,,,Dead Stock,Dispose,16504.5,Operational
553000290016,ED  ELECTRICAL POINT AND LOCK DETECTOR,,,Dead Stock,Dispose,8000.0,Operational
553000290028,ED ELECTRICAL POINT AND  LOCK DETECTOR(Released),,,Dead Stock,Dispose,0.0,Operational
553000300010,POINT ROD 'T' JOINT,,,Dead Stock,Dispose,2100.0,Operational
553000310015,POINT ROCKER ARM ASSEMBLY FOR POINT,,,Dead Stock,Dispose,3000.0,Operational
553000320010,ROLLER STAND FOR ROLLER SEGMENT ARRANGEMENT,,,Dead Stock,Dispose,0.0,Operational
555400140081,CLS POST 3.6 M,,,Active,Retain,0.0,Operational
555400280012,ROUTE INDICATOR STENCIL TYPE,,,Slow Moving,Rationalize,0.0,Operational
555500100019,SCREW COUPLING SINGLE END,,,Dead Stock,Dispose,152775.0,Operational
556200010097,Released Bottom Roller,,,Dead Stock,Dispose,0.0,Operational
556200010164,Trestle 2 way,,,Slow Moving,Rationalize,27600.0,Operational
55630212,WIRE 8 SWG (GI),,,Dead Stock,Dispose,0.0,Operational
559000680018,CONTACT MAKER FOR BLOCK INSTRUMENT,,,Dead Stock,Dispose,0.0,Operational
559000700017,FM Transmitter and receiver 1800 HZ,,,Dead Stock,Dispose,0.0,Operational
559000710011,FM transmitter and receiver coil 2700 HZ.,,,Dead Stock,Dispose,0.0,Operational
559000710035,FM transmitter 2700 HZ.,,,Active,Retain,0.0,Operational
559000710096,Transmitter (TX) and Receiver (RX) sets of token less single line FM Block instrument of C....,,,Dead Stock,Dispose,0.0,Operational
559000750010,JOINT SOLID FOR RODDING Miscellaneous.,,,Dead Stock,Dispose,350.0,Operational
559000750010,JOINT SOLID FOR RODDING Miscellaneous.,,,Dead Stock,Dispose,0.0,Operational
559000760014,SM'S CONTROL INSTRUMENT (8 SLIDES)Miscellaneous.,,,Dead Stock,Dispose,0.0,Operational
559000770019,RACK BOILER TUBE WITH 4 PARTITION,,,Dead Stock,Dispose,4000.0,Operational
559000780013,CEREMONIAL LEVER,,,Dead Stock,Dispose,2000.0,Operational
559000790018,PLIER GRIP Miscellaneous.,,,Dead Stock,Dispose,4500.0,Operational
559000790195,PLIER GRIP Miscellaneous.,,,Dead Stock,Dispose,1500.0,Operational
559000840010,INSULATION FOR SWITCH EXTENTION PIECE Miscellaneous.,,,Slow Moving,Rationalize,75.0,Operational
559001330015,MUDGUARD SCREW,,,Dead Stock,Dispose,0.0,Operational
56010011,BLOCK INSTRUMENT DOUBLE LINE - SGE,,,Active,Retain,1356819.25,Operational
560100140019,DYNAMIC HAND SET UNI PCB For Block Instruments?Double Line.,,,Slow Moving,Rationalize,0.0,Operational
560101300020,SPRING TENSION ADJUSTER FOR DOUBLE LINE BLOCK INSTRUMENT,,,Slow Moving,Rationalize,0.0,Operational
560200060022,BLV Contact Spring 145/146 for SGE.,,,Slow Moving,Rationalize,250.0,Operational
560200640038,SSBPAC- Microprocessor  based station  master  block  panel ( SSBPAC(Digital) for Single L....,,,Slow Moving,Rationalize,0.0,Operational
560400020019,Event Logger Card for SSDAC (CEL),,,Dead Stock,Dispose,59062.0,Operational
560400020044,SSDAC SCC1 Card (CEL make),,,Dead Stock,Dispose,25000.0,Operational
560400020056,SSDAC SCC2 Card (CEL make),,,Dead Stock,Dispose,25000.0,Operational
560400022715,DC-DC CONVERTOR MODULE 24v/32v/5A of Amara raja IPS,,,Dead Stock,Dispose,0.0,Operational
560400022727,DC-DC convertor 110/24/5A,,,Dead Stock,Dispose,0.0,Operational
560400026915,VPIM Vital Parallel Input module 50V (12 input) of Westrace mark-1 EI System,,,Active,Retain,609501.8,Operational
560400030360,SSDAC Receiver  Coils for  CEL MAKE,,,Dead Stock,Dispose,53155.0,Operational
560400031170,SSDAC ELDYNE Make Rail contact TX1 & TX2,,,Dead Stock,Dispose,0.0,Operational
560400230038,PD 25 KHZ  CARD FOR HASSDAC GG TRONICS MAKE AXLE COUNTER VER.3.0 with necessary stickers,,,Dead Stock,Dispose,0.0,Operational
560400240494,PD 21 KHZ CARD FOR HASSDAC GG TRONICS MAKE AXLE COUNTER  VER.3.0 with necessary stickers,,,Dead Stock,Dispose,0.0,Operational
560400251492,SSDAC Communication card 1 (GGTronics ),,,Dead Stock,Dispose,20881.0,Operational
560401670022,HASSDAC  RECEIVER  COIL 21KHZ,,,Active,Retain,0.0,Operational
560401670034,HASSDAC RECEIVER COIL 25KHZ,,,Active,Retain,0.0,Operational
560401680040,HASSDAC TRANSMITTER COIL 25 KHZ,,,Slow Moving,Rationalize,22868.4,Operational
560402480204,HASSDAC Complete Set,,,Slow Moving,Rationalize,0.0,Operational
560402822772,Tx Rx COILS for 21KHZ and 25 KHZ for HASSDAC,,,Slow Moving,Rationalize,0.0,Operational
560402982222,HASSDAC- transmitter coil 25KHZ,,,Active,Retain,74250.0,Operational
560403031338,SSDAC RX COIL 21-25KHZ FOR GG Tronics,,,Dead Stock,Dispose,0.0,Operational
560403080489,SSDAC DC DC Convertor Card  (GGTRONICS MAKE),,,Dead Stock,Dispose,0.0,Operational
560403082796,DC -DC CONVERTOR 24/40/10A-HBL,,,Slow Moving,Rationalize,425540.94,Operational
560403620010,SSDAC Transmitter(TX) Coil GGTRONICS,,,Dead Stock,Dispose,0.0,Operational
560405710130,HASSDAC Receiver coil -21KHZ,,,Slow Moving,Rationalize,0.0,Operational
560405710142,HASSDAC- Receiver coil 25 KHZ,,,Slow Moving,Rationalize,0.0,Operational
560405800015,SSDAC DC-DC Converter card No.8 (CELL MAKE),,,Dead Stock,Dispose,2548.0,Operational
560405880011,SSDAC LDU FOR GGTRONICS MAKE,,,Dead Stock,Dispose,4500.0,Operational
560406680029,PD  21 KHZ Card Suitable for GG Tronic make SSDAC Ver 3.0 or latest with necessary sticker....,,,Dead Stock,Dispose,0.0,Operational
560406690035,PD 25 KHZ Card suitable for GG Tronic make SSDAC Ver 3.0 or latest with necessary stickers,,,Dead Stock,Dispose,0.0,Operational
560408770046,FRMC MODULE FOR EI (MAKE KYOSAN),,,Slow Moving,Rationalize,0.0,Operational
560408770060,FRMC MODULE FOR EI ( KYOSAN),,,Active,Retain,800000.0,Operational
560408770101,FRMC MODULE FOR EI ( KYOSAN),,,Active,Retain,1068760.0,Operational
560600017697,FTOT (CT RACK),,,Dead Stock,Dispose,1000.0,Operational
560600018860,FTOT,,,Active,Retain,0.0,Operational
56060002,RAIL JOINT INSULATION 52kg. nylon comp.,S4,Procurement Required,,Monitor,0.0,Strategic
560600070018,Knob FOR THUMB SWITCH,,,Active,Retain,10867.26,Operational
560600093419,Tag block 200 ways.,,,Dead Stock,Dispose,21204.0,Operational
560600095593,Tag Block (64 IN PUT),,,Dead Stock,Dispose,1134.0,Operational
560600500062,DC- DC Converter 110/24v/10A for EI power supply.,,,Slow Moving,Rationalize,0.0,Operational
560601730014,INSULATION GAUGE TIE PLATE,,,Active,Retain,20421.47,Operational
560602152312,RELAY ECR  OFF ASPECT,,,Slow Moving,Rationalize,0.0,Operational
560602380011,INSULATION FOR L BRACKET,,,Active,Retain,51496.8,Operational
560602540014,RELAY QNA1 12F/4B,,,Slow Moving,Rationalize,0.0,Operational
560602546399,Relay QBCA1(Released),,,Dead Stock,Dispose,0.0,Operational
560602547008,Relay QBCA1 2F 4B,,,Active,Retain,94482.6,Operational
560603040013,LED MAIN SIGNAL ASPECT RED,,,Active,Retain,427361.66,Operational
560603041807,LED RED MAIN ASPECT,,,Dead Stock,Dispose,0.0,Operational
560603080011,RELAY QECX-61 [4F/4B],,,Active,Retain,0.0,Operational
560603080011,RELAY QECX-61 [4F/4B],,,Active,Retain,903415.39,Operational
560603161473,SSDAC EF CARD FRAME WITH MOTHER BOARD  GGTRONICS MAKE,,,Dead Stock,Dispose,65000.0,Operational
560603230010,RELAY QSPA1-8F/4B,,,Active,Retain,220000.0,Operational
560603720048,"IPS Amara Raja I) DC-DC CONVERTER  24-32V/5A -02 Nos, ii)SPD Set  Class C 120V-1Set, iii) ....",,,Dead Stock,Dispose,0.0,Operational
560603820857,GROUND CONNECTION   D Bracket,,,Dead Stock,Dispose,5000.0,Operational
560603820869,L Bracket for GROUND CONNECTION,,,Dead Stock,Dispose,200.0,Operational
560603950017,POINT RODING 18 FEET LENGTH,,,Dead Stock,Dispose,15200.0,Operational
560604104450,TRANSFORMER RECTIFIER 110V-24VDC- 5 Amps,,,Slow Moving,Rationalize,450146.4,Operational
560604104461,TRANSFORMER RECTIFIER 110VAC/24VDC/2 Amps,,,Active,Retain,1247597.45,Operational
560604295862,Earth leakage detector  (8 Channel),,,Dead Stock,Dispose,0.0,Operational
560604296271,Earth leakage detector 12 channel,,,Dead Stock,Dispose,0.0,Operational
560604545740,ELECTRIC TRACK DRILLING MACHINE 110V/50HZ WITH STAND,,,Dead Stock,Dispose,0.0,Operational
560604892384,HAMMER SLEDGE-5LBS,,,Dead Stock,Dispose,300.0,Operational
560604917885,Signal maintainers tool bag with tools,,,Slow Moving,Rationalize,0.0,Operational
560606610023,SPD CLASS D TYPE 24V DC,,,Dead Stock,Dispose,0.0,Operational
560606710042,HASSDAC-TRANSMITTER COIL21 KHZ,,,Active,Retain,49500.0,Operational
560606710054,HASSDAC-TRANSMITTER COIL21 KHZ,,,Active,Retain,0.0,Operational
560606843510,IPS Spare Inverter 2KVA Modules as per RDSO specification RDSO/SPN/165/2012 or latest,,,Dead Stock,Dispose,447812.0,Operational
560607040019,THUMB SWITCH 3 POSITION.,,,Active,Retain,897602.56,Operational
560607460010,Transformer 230/110V/1KVA,,,Slow Moving,Rationalize,0.0,Operational
560608500014,B Type Choke,,,Active,Retain,0.0,Operational
560608710010,PBT TERMINAL 60mm,,,Active,Retain,751141.1,Operational
560608710010,PBT TERMINAL 60mm,,,Dead Stock,Dispose,3500.0,Operational
560608800010,Data logger EFFTRONICS GDT CARD,,,Slow Moving,Rationalize,0.0,Operational
560609140133,Spare EOLB Heidz make - Boom light Box 24V DC,,,Active,Retain,0.0,Operational
560609470017,SSDAC SF CARD with Mother board (GG TRONICS MAKE),,,Dead Stock,Dispose,60000.0,Operational
560609800352,"VDU 75"" Monitor(2 No)with 4K resolution ,Embedded PC (2Nos),Power supply arrangements(NS-....",,,Slow Moving,Rationalize,2530000.0,Operational
560610230020,Fit and forget 4mm dia Lead wire- 2 metres long,,,Active,Retain,10606.25,Operational
560614200215,SSBPAC- lightening and surge protection devices Class D for data lines  (1Set=2Nos.),,,Slow Moving,Rationalize,0.0,Operational
560614200227,SSBPAC- lightning and surge protection devices for data lines to Auto-Change over card.  ....,,,Slow Moving,Rationalize,0.0,Operational
560616840086,PMDC MOTOR 24V DC/90W FOR EOLB SPARE,,,Active,Retain,108968.8,Operational
560800150599,4 ASPECT CLS FRP Type,,,Active,Retain,24335.59,Operational
56110029,PVC INSULATED ARMOURED UNSCREENED UNDERGROUND POWER CABLE 3 C X 10 SQ.MM,,,Slow Moving,Rationalize,238760.94,Operational
561183540315,WIRE COIL PVC   3/0.75 SQMM (100 MTR LENGTH),,,Active,Retain,128350.0,Operational
56119033,Cable 19 C x 1.5 sq.mm,S1,Procurement Required,Slow Moving,Procure Immediately,0.0,Operational
56119537,Cable 2 C x 2.5 sq.mm,S1,Procurement Required,Active,Procure Immediately,1157949.36,Operational
561195734663,PVC insulated Cable 24 Core x 1.5 sq mm,,,Active,Retain,0.0,Operational
561195734699,PVC insulated Cable 24 Core x 1.5 sq mm,,,Active,Retain,6396323.85,Operational
561195930014,PVC INSULATED CABLE 19C x 1.5 sq.mm,,,Dead Stock,Dispose,0.0,Operational
561196001114,Released Cable 30C X 1.5sqmm,,,Dead Stock,Dispose,0.0,Operational
561196440018,CABLE 2 CORE 35 SQMM,,,Dead Stock,Dispose,0.0,Operational
561300670957,Reset box FOR UAC BY-MAKE (RELEASED),,,Slow Moving,Rationalize,0.0,Operational
561300673302,Spare cards for Universal Fail Safe Block Interface (UFSBI) equipment as per RDSO spec. no....,,,Slow Moving,Rationalize,0.0,Operational
561301001009,Filter Unit for Block Instrument,,,Slow Moving,Rationalize,30680.0,Operational
561301620019,TL BLOCK INSTRUMENT WITH Q SERIES RELAYS,,,Dead Stock,Dispose,0.0,Operational
561548300013,LOW MAINTENANCE LEAD ACID STATIONARY SECONDARY CELLS 2V/80 AH CAPACITY,,,Active,Retain,598182.4,Operational
561548470010,CELL SECONDARY 4V/12AH,,,Dead Stock,Dispose,0.0,Operational
561548530018,CELL Secondary 2v 400AH,,,Slow Moving,Rationalize,0.0,Operational
56160010,Battery Charger 230V/24V 30 amps. As per RDSO Specn. No. IRS.S.86/2000 (Amndt.-4) or lates....,,,Dead Stock,Dispose,0.0,Operational
56160100,Battery Charger 230V/24V 40 AMPS,S2,Procurement Required,Slow Moving,Procure Immediately,900234.0,Operational
56160112,BATTERY CHARGER 230V/24V/50AMPS,S4,Procurement Required,,Monitor,0.0,Strategic
561620292998,BATTERY CHARGER 110/24V/30 Amps,,,Active,Retain,220612.11,Operational
56163034,Voltage stabilizer 3 KVA-230V.,S3,Sufficient,Active,Retain,269628.03,Operational
561800030106,SM'S Control 4 SLIDE with locking,,,Dead Stock,Dispose,10000.0,Operational
561800330011,CHANGE OVER SWITCH 1 WAY,,,Dead Stock,Dispose,4000.0,Operational
562200010016,56462050: LED SHUNT SIGNAL WITH INBUILT CURRENT REGULATOR WITH RDSO INSPECTION. RDSO SPE.....,,,Active,Retain,135700.74,Operational
562200010119,SHUNT SIGNAL Unit with Offset 90mm,,,Slow Moving,Rationalize,0.0,Operational
56220509,RELAY ELECTRONIC TIMER 120 SEC,,,Active,Retain,6003.26,Operational
562300090010,Panel indication LED assembly RED YELLOW,,,Active,Retain,2000.0,Operational
562301160093,PVC Warning tape colour Orange width of 250mm (10),,,Active,Retain,0.0,Operational
562301160100,PVC Warning tape colour Orange width of 250mm,,,Active,Retain,0.0,Operational
562301160111,PVC Warning tape colour Orange width of 250mm,,,Active,Retain,69225.0,Operational
562301160135,PVC Warning tape colour Orange width of 250mm,,,Active,Retain,115375.0,Operational
562301160147,PVC Warning Tape Colour Orange width of 250mm (10),,,Active,Retain,129220.0,Operational
563000010056,Ground connection rods for TWS point machine (220MM STROKE),,,Active,Retain,187570.0,Operational
563000013100,Galvanised ground connection for 143 MM point machine,,,Active,Retain,158812.82,Operational
563000013562,Galvanised Ground connection for 220mm  point machine with clamp point lock bar assembly 1....,,,Active,Retain,127940.49,Operational
563000200052,Point machine 143 mm stroke (IP 67 Type),,,Dead Stock,Dispose,0.0,Operational
563000200064,"Point machine, 143 mm stroke with 400 AC Immunity motors",,,Dead Stock,Dispose,0.0,Operational
563000200180,Point machine 143 mm stroke ( 400V AC IMMUNISED),,,Slow Moving,Rationalize,94791.67,Operational
563003040084,Point machine 143mm-IP67-160V ACI,,,Active,Retain,965390.0,Operational
563003040096,Point machine 143mm-IP67- 400V ACI,,,Active,Retain,284769.0,Operational
563003580078,Safety Fasteners Three Point safety nut with bolt and socket for Ground connection 220mm ....,,,Active,Retain,0.0,Operational
56301571,POINT MACHINE 143 mm stroke ROTARY TYPE  110V,,,Slow Moving,Rationalize,0.0,Operational
56301571,POINT MACHINE 110V ROTARY TYPE 143mm Stroke,,,Slow Moving,Rationalize,0.0,Operational
563015710041,POINT MACHINE 220 mm SEMI ASSEMBLED,,,Active,Retain,202697.37,Operational
56301704,Ground Connection for IRS Point Machine,S4,Procurement Required,Active,Retain,80482.42,Operational
563045820018,"Insulation D Bracket Set for IRS Point machine ( 1 RH Plate, 1 LH Plate, Bush-S-23199-04 ....",,,Slow Moving,Rationalize,45480.1,Operational
563045820018,"Insulation Set D Bracket for  IRS Point machine ( 1 RH Plate, 1 LH Plate, Bush-S-23199-04 ....",,,Slow Moving,Rationalize,49826.76,Operational
563045830012,"Insulation Set for leading Stretcher Bar for IRS Point machine ( Plate-T 10367, 01 no, Bu....",,,Active,Retain,27412.67,Operational
563045831326,Galvanized ground connection for 220 mm point machine,,,Active,Retain,395489.02,Operational
563045831922,IRS Point machine 220mm  Stroke 400V (TWS),,,Slow Moving,Rationalize,0.0,Operational
563045832343,Insulation Set for Ground connection 220mm TWS Point machine.,,,Active,Retain,100745.78,Operational
563045833220,Point Machine 220 mm Stroke  IP 67 400V. ACI,,,Active,Retain,605802.0,Operational
563045840455,INSULATION  GAUGE TIE PLATE(GTP),,,Slow Moving,Rationalize,3497.57,Operational
563045852093,IRS  Electric point machine  143mm stroke IP-65 with(400 ACP IP 67 Motor)along with galva....,,,Active,Retain,0.0,Operational
563046530050,Point Machine 143 mm Cover Assembly,,,Dead Stock,Dispose,0.0,Operational
563047180161,IRS POINT MACHINE 220MM /IP 67 Type,,,Slow Moving,Rationalize,0.0,Operational
564100260010,Fuse ND 100 M amps,,,Slow Moving,Rationalize,0.0,Operational
564200080016,CLS POST  3.6 Mtr.,,,Dead Stock,Dispose,0.0,Operational
564400030010,Route Indicators multi lamp type.,,,Slow Moving,Rationalize,0.0,Operational
56450217,Relay AC Immune Plug in type style-QSPA1,S3,Procurement Required,Active,Retain,460248.96,Operational
56450229,Relay AC Immune Plug in type style-QTA2,S3,Procurement Required,Active,Retain,724863.0,Operational
56451027,Relay AC  Immune Plug in  type style-QBCA1,S3,Procurement Required,Active,Retain,793351.24,Operational
56452032,RELAY QN1 12F/4B PLUG IN TYPE,,,Active,Retain,1254764.0,Operational
56462050,AC Shunt Signal LED with in built current regulator,S1,Procurement Required,Active,Procure Immediately,294431.35,Operational
56468027,Route LED Signal lightning unit 100 V AC,S1,Procurement Required,Active,Procure Immediately,318453.99,Operational
56468039,LED Red aspect with accessories,S1,Procurement Required,Active,Procure Immediately,1021575.79,Operational
56468040,LED Green Aspect with accessories,S1,Procurement Required,Active,Procure Immediately,476537.64,Operational
56468052,LED Yellow aspect with accessories,S1,Procurement Required,Active,Procure Immediately,625660.51,Operational
56468064,Calling on LED Signal lightning unit 100 V AC,S1,Procurement Required,Active,Procure Immediately,137066.66,Operational
564680670945,CLS Unit 2 Aspect,,,Slow Moving,Rationalize,34762.75,Operational
564680680010,CLS unit 3 Aspect,,,Dead Stock,Dispose,0.0,Operational
564680680689,CLS unit 3 Aspect (Metalic),,,Active,Retain,133848.0,Operational
564680690014,CLS unit 4 Aspect,,,Dead Stock,Dispose,12000.0,Operational
564680700019,Calling ON SIGNAL UNIT,,,Active,Retain,0.0,Operational
564680700147,Non metallic Calling ON SIGNAL UNIT,,,Dead Stock,Dispose,0.0,Operational
564681290100,CLS Post 3.6 MTS,,,Active,Retain,0.0,Operational
564681370015,LED CALLING ON SIGNAL,,,Active,Retain,601600.58,Operational
564681380525,LED  MAIN SIGNAL ASPECT YELLOW,,,Active,Retain,179203.08,Operational
564681420018,LED MAIN SIGNAL RED ASPECT,,,Dead Stock,Dispose,0.0,Operational
564681480611,Route Indicator junction type 1 way (Metalic),,,Active,Retain,10868.0,Operational
564681590015,LED SIGNAL YELLOW FOR ROAD WARNING.,,,Dead Stock,Dispose,0.0,Operational
564681600860,LED SIGNAL ROAD WARNING GREEN,,,Dead Stock,Dispose,0.0,Operational
564681680284,LED Route Signal,,,Slow Moving,Rationalize,69184.0,Operational
564681880017,LED MAIN SIGNAL ASPECT GREEN,,,Active,Retain,999452.79,Operational
564700010027,"Shunt signal,Base and  Post",,,Slow Moving,Rationalize,35234.0,Operational
564700070012,LAMP  110V/25W/2pin.,,,Dead Stock,Dispose,4536.0,Operational
564800080015,"IPS WITH ALL ACCESSORIES RLD (AVR MODULE-1.5KVA-1No,AVR MODULE-1.0KVA-1No, DC-DC converto....",,,Slow Moving,Rationalize,0.0,Operational
564800150017,PBT TERMINAL 25MM,,,Active,Retain,78598.8,Operational
564800150145,PBT TERMINAL 25MM Released,,,Dead Stock,Dispose,0.0,Operational
564800150406,PBT TERMINAL 25MM 1 WAY,,,Active,Retain,233472.0,Operational
564800570079,IPS Inverter 2KVA (spare) [110vdc/230vac as per RDSO Spec no. RDSO/SPN/165/2012],,,Dead Stock,Dispose,0.0,Operational
565000043047,Limit Switch  2NO - 2NC  roller TYPE For HEIDZ  MAKE ELB .,,,Active,Retain,71366.4,Operational
565000043096,Spare EOLB for Hiedz Make - New Magnet Switch set for Boom Lock,,,Active,Retain,0.0,Operational
565000060239,THUMB SWITCH 2 Position,,,Active,Retain,134700.0,Operational
565000081681,LED ASPECT GREEN,,,Dead Stock,Dispose,0.0,Operational
565000095620,B Type Choke,,,Active,Retain,129303.77,Operational
565000096143,B Type Choke,,,Active,Retain,142780.0,Operational
56500026,GRS BOX FULL SIZE,,,Active,Retain,0.0,Operational
56500142,RELAY QNA1 ACI 8F/8B,,,Active,Retain,1506265.21,Operational
56500142,RELAY QNA1 ACI 8F/8B,,,Active,Retain,329546.8,Operational
56500350,Battery charger 110V AC 24V DC 30A,S4,Procurement Required,Active,Retain,221570.62,Operational
56500361,Battery Charger 230V/24V 50 amps. As per RDSO Specn. No. IRS.S.86/2000 (Amndt.-4) or lates....,,,Slow Moving,Rationalize,0.0,Operational
56500415,RELAY POLARISED 3 POSITION,,,Active,Retain,61474.0,Operational
56500452,BATTERY CHARGER 230V AC 110V DC 30 AMPS SPECN.No.IRS-S-86/2000 WITH AMENDMENT - 4. OR LATE....,,,Slow Moving,Rationalize,122906.7,Operational
56500464,GRS BOX HALF SIZE,,,Active,Retain,74266.0,Operational
565010000010,Bracket for A marker,,,Slow Moving,Rationalize,700.0,Operational
565010000010,FUSE HRC 32 Amps MISCELLANEOUS APPLIANCES.,,,Slow Moving,Rationalize,0.0,Operational
565010000010,DATALOGGER 2048 DIGI I/P 32 A I/P,,,Dead Stock,Dispose,0.0,Operational
565010000010,"EARTHINGCOPPER BONDED ROD  17.2MM X 3MTR -1NO,",,,Dead Stock,Dispose,2500.0,Operational
565010000010,CLS TRANSFORMER (MISCELLANEOUS APPLIANCES.),,,Dead Stock,Dispose,0.0,Operational
56501006,Cable 24 C x 1.5 Sq.mm,S1,Procurement Required,Active,Procure Immediately,30719.84,Operational
56501018,Cable 30 C x 1.5 Sq.mm,S1,Procurement Required,Slow Moving,Procure Immediately,0.0,Operational
56502540,Fuse ND type  RDSO spn 78/92 6 Amps,S2,Sufficient,Active,Retain,86641.85,Operational
56502576,Fuse ND type RDSO spn 78/92 16 Amps,S2,Sufficient,Active,Retain,26189.63,Operational
56502606,Fuse ND type RDSO spn 78/92 10 Amps,S2,Procurement Required,Active,Procure Immediately,159580.01,Operational
56505959,RKT single various wards,S4,Procurement Required,,Monitor,0.0,Strategic
