PL_Code,Description,Criticality,Inventory_Status,Movement_Status,Inventory_Action,Inventory_Value,Source_Universe
520500451430,INTERCONNECTING CHORD FOR MOTOROLA 25W VHF EQUIPMENT MODEL GM 300,,,Dead Stock,Dispose,0.0,Operational
520500451508,BATTERY FOR WALKIE TALKIE ALINCO,,,Dead Stock,Dispose,0.0,Operational
520501510910,MICROPHONE WIRELESS CARDIOID,,,Slow Moving,Rationalize,153000.0,Operational
520502200035,SMART PHONE SAMSUNG GALAXY M12,,,Dead Stock,Dispose,0.0,Operational
520502281606,SCH B-15 VMS-Video Management server/VAS-Video Analytics Server/FRS-Video Face Recognition....,,,Active,Retain,13906824.0,Operational
520504030030,VOLTE ENABLED GSM WLL FCT PHONE,,,Active,Retain,117683.39,Operational
520508390028,MOTOROLA Spare Battery for model GP 328 / 338 Walkie talkie,,,Slow Moving,Rationalize,0.0,Operational
520508390065,MOTOROLA Spare Battery for Model XIRP 6600i Walkie Talkie,,,Slow Moving,Rationalize,0.0,Operational
520508600060,All-Weather Compact 2-Way Coaxial Loudspeaker with 8 LF JBL#AWC82,,,Active,Retain,2320000.0,Operational
520508600072,All-Weather Compact 2-Way Coaxial Loudspeaker with 8 LF JBL#AWC82,,,Slow Moving,Rationalize,7840000.0,Operational
520508600096,All-Weather Compact 2-Way Coaxial Loudspeaker  JBL#AWC62 FOR SURYA ELECTRONICS IPIS WORK A....,,,Slow Moving,Rationalize,300637.32,Operational
520508600102,All-Weather Compact 2-Way Coaxial Loudspeaker with 8 LF JBL#AWC82 FOR SURYA ELECTRONICS IP....,,,Slow Moving,Rationalize,3658955.44,Operational
520508600114,All-Weather Compact 2-Way Coaxial Loudspeaker with 6.5 LF JBL AWC62 for  R RAMA CHANDRA RE....,,,Slow Moving,Rationalize,601274.64,Operational
520508600126,All-Weather Compact 2-Way Coaxial Loudspeaker with 8 LF JBL#AWC82 for  R RAMA CHANDRA REDD....,,,Active,Retain,1698800.74,Operational
520508600140,All-Weather Compact 2-Way Coaxial Loudspeaker JBL#AWC62 for FOB work by SRI SRINIVASA,,,Slow Moving,Rationalize,801696.0,Operational
520508600163,All-Weather Compact 2-Way Coaxial Loudspeaker with 6.5 LF JBL AWC62 FOR SS RAIL WORK AT PE....,,,Slow Moving,Rationalize,801699.52,Operational
520508600175,"All-Weather Compact 2-Way Coaxial Loudspeaker with 8 LF JBL#AWC82 FOR SS RAIL WORK AT PER,....",,,Slow Moving,Rationalize,6795202.96,Operational
520512200020,Industrial 5G wiﬁ Router TELTONIKA RUTX50,,,Active,Retain,0.0,Operational
520800260150,"RJ 45 Jacks or connectors  for 2nd and 4th floor of NGO,PRS at MMC building by FLY ENTERPR....",,,Slow Moving,Rationalize,0.0,Operational
521000590026,SCH B-26 10G SFP(MROTEK MK-P3313DI) + supports minimum of 10Km with dual fibre connectivit....,,,Active,Retain,1434454.8,Operational
521100030158,MANAGEABLE LAYER-2 NON-POE 24 PORT SWITCHES WITH 24 X10/100/1000 MB & 4 X 10G SFP PORTS,,,Slow Moving,Rationalize,0.0,Operational
521100030390,SCH B-02 manageable Field Switches of 8 nos PoE and 2 nos of SFP for CCTV Cameras at RPF p....,,,Active,Retain,875560.0,Operational
521100040050,SWITCH  8 Ports Web Managed Non PoE Layer 2 Access (L2 SWITCH),,,Active,Retain,126000.0,Operational
521100050194,"Manageable Layer-2 Switches consisting of 24 x 10/100/1000 BASE-T PoE ports, 4 x 10G SFP+ ....",,,Slow Moving,Rationalize,127971.0,Operational
521100050200,"Manageable Layer-2 Switches consisting of 24 x 10/100/1000 BASE-T Non-PoE ports, 4 x 10G S....",,,Slow Moving,Rationalize,853140.0,Operational
521100050224,"Manageable Layer-2 Switches consisting of 24 x 10/100/1000 BASE-T Non-PoE ports, 4 x 10G S....",,,Slow Moving,Rationalize,0.0,Operational
521100050236,SCH-B- 13 manageable Layer-2 Switches(RL TECH RGS5200-28XT) consisting of 24 x 10/100/1000....,,,Active,Retain,0.0,Operational
