PL_Code,Description,Inventory_Domain,Business_Unit,Division,Equipment_Family,Source_Universe,ABC_Class,Criticality,Current_Stock,Unit_Cost,Inventory_Value,Depot,Snapshot_Date,Pipeline_Version
56450217,Relay AC Immune Plug in type style-QSPA1,Railway_Operations,TVC,Thiruvananthapuram,Relay,Both,B1,S3,296.0,5243.92,1552200.32,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
56468027,Route LED Signal lightning unit 100 V AC,Railway_Operations,TVC,Thiruvananthapuram,LED Signal,Both,B1,S1,319.0,5967.2,1903536.8,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
56462050,AC Shunt Signal LED with in built current regulator,Railway_Operations,TVC,Thiruvananthapuram,LED Signal,Both,B1,S1,435.0,5711.2,2484372.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
50541523,Lead Acid Stationary Secondary Cells  - 2V/120 AH,Railway_Operations,TVC,Thiruvananthapuram,Battery / Cell,Both,B2,S2,354.0,4497.92,1592263.68,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
56450229,Relay AC Immune Plug in type style-QTA2,Railway_Operations,TVC,Thiruvananthapuram,Relay,Both,B2,S3,156.0,2356.46,367607.76,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
52156576/56500452,Battery charger 230V AC 110V DC 30A,Railway_Operations,MAS,Chennai,Power Supply,Strategic,B2,S2,7.0,59590.0,417130.0,,2026-03-31,12.5.0
56468064,Calling on LED Signal lightning unit 100 V AC,Railway_Operations,TVC,Thiruvananthapuram,LED Signal,Both,B2,S1,150.0,6846.36,1026954.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
50370080,4 Wire DTMP Way Station Equipment,Railway_Operations,TVC,Thiruvananthapuram,Telephone,Both,B2,S3,216.0,2891.0,624456.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
56451027,Relay AC  Immune Plug in  type style-QBCA1,Railway_Operations,TVC,Thiruvananthapuram,Relay,Both,B2,S3,46.0,3367.77,154917.42,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
50360693/50370110,4 wire way station control telephone RDSO/SPN IRS.TC.38/97 with latest amendment,Railway_Operations,MAS,Chennai,Telephone,Strategic,C,S4,587.0,1392.4,817338.8,,2026-03-31,12.5.0
50231832/50231881,Telephone Electronic Push Button,Railway_Operations,MAS,Chennai,Telephone,Strategic,C,S3,1131.0,477.9,540504.9,,2026-03-31,12.5.0
56163034,Voltage stabilizer 3 KVA-230V.,Railway_Operations,TVC,Thiruvananthapuram,Power Supply,Both,C,S3,17.0,38792.5,659472.5,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
56509376,A.R.A Terminal Block 25mm PBT small,Railway_Operations,TVC,Thiruvananthapuram,Termination / Wiring,Both,C,S2,10200.0,52.42,534684.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
50210014,Emergency Socket Box,Railway_Operations,TVC,Thiruvananthapuram,Termination / Wiring,Both,C,S3,204.0,3630.86,740695.44,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
56987122/56110029,Cable 3 C x 10 sq.mm,Railway_Operations,MAS,Chennai,Signal Cable,Strategic,C,S1,3988.0,124490.0,496466120.0,,2026-03-31,12.5.0
50353603,Portable 4 wire Emergency Control Telephone with six pin flat type socket,Railway_Operations,TVC,Thiruvananthapuram,Telephone,Both,C,S3,332.0,1416.0,470112.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
72081181/72207413,Drill Twist 7.2 mm,Railway_Operations,MAS,Chennai,Other / Unclassified,Strategic,C,S3,2528.0,70.45,178097.6,,2026-03-31,12.5.0
56502540,Fuse ND type  RDSO spn 78/92 6 Amps,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Both,C,S2,3715.0,76.45,284011.75,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
56507641,Channel Bond Pin,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Both,C,S3,133772.0,1.62,216710.64,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
56509388,A.R.A Terminal Block 60mm PBT,Railway_Operations,TVC,Thiruvananthapuram,Termination / Wiring,Both,C,S2,2800.0,74.34,208152.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
56502576,Fuse ND type RDSO spn 78/92 16 Amps,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Both,C,S2,3672.0,80.36,295081.92,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
56502606,Fuse ND type RDSO spn 78/92 10 Amps,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Both,C,S2,3140.0,79.95,251043.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
47200054/47200250,Transformer 230/110V  - 1 KVA,Railway_Operations,MAS,Chennai,Other / Unclassified,Strategic,C,S3,2.0,6547.82,13095.64,,2026-03-31,12.5.0
91150401,SOLDER CORE RESIN FILLED (Kgs.),Railway_Operations,TVC,Thiruvananthapuram,LED Signal,Both,C,S4,125.0,2338.26,292282.5,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
50231959,Telephone Electronic Push Button   main - Extn .1+1,Railway_Operations,TVC,Thiruvananthapuram,Telephone,Both,C,S3,199.0,3250.0,646750.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
54253561,Hand Plungerlock with key,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Both,C,S3,2.0,6962.0,13924.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
45174404/45174416,Hydro meter complete set,Railway_Operations,MAS,Chennai,Other / Unclassified,Strategic,C,S3,1192.0,62.66,74690.72,,2026-03-31,12.5.0
56509960,Cable 2 C x 25 sq.mm,Railway_Operations,TVC,Thiruvananthapuram,Signal Cable,Both,C,S1,9.057,1174.1,10633.82,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
67900203,Auto Battery  12V X130 AH 19 plate,Railway_Operations,MAS,Chennai,Battery / Cell,Strategic,C,S3,0.0,0.0,0.0,,2026-03-31,12.5.0
56500350,Battery charger 110V AC 24V DC 30A,Railway_Operations,TVC,Thiruvananthapuram,Power Supply,Both,C,S4,21.0,0.0,0.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
52156618/56509935,Battery charger 230V  AC/24V DC-20A,Railway_Operations,MAS,Chennai,Power Supply,Strategic,C,S2,0.0,0.0,0.0,,2026-03-31,12.5.0
50901126,Lead Acid Batteries  - 4V/12 AH,Railway_Operations,MAS,Chennai,Battery / Cell,Strategic,C,S2,0.0,928.0,0.0,,2026-03-31,12.5.0
40981381,Wire coil PVC 16/0.2 mm,Railway_Operations,MAS,Chennai,Other / Unclassified,Strategic,C,S3,0.0,0.0,0.0,,2026-03-31,12.5.0
56160100,Battery Charger 230V/24V 40 AMPS,Railway_Operations,TVC,Thiruvananthapuram,Power Supply,Both,C,S2,0.0,55460.0,0.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
56119033,Cable 19 C x 1.5 sq.mm,Railway_Operations,TVC,Thiruvananthapuram,Signal Cable,Both,C,S1,236.0,341197.0,80522492.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
56511516,Railjoint Insulation 60Kg.,Railway_Operations,MAS,Chennai,Other / Unclassified,Strategic,C,S2,0.0,866.12,0.0,,2026-03-31,12.5.0
50132453,Telephone card 3 Way 1.5m long,Railway_Operations,MAS,Chennai,Telephone,Strategic,C,S3,0.0,0.0,0.0,,2026-03-31,12.5.0
54252222,E-TYPE LOCK,Railway_Operations,MAS,Chennai,Other / Unclassified,Strategic,C,S4,0.0,2758.0,0.0,,2026-03-31,12.5.0
56505959,RKT single various wards,Railway_Operations,MAS,Chennai,Other / Unclassified,Strategic,C,S4,0.0,9031.0,0.0,,2026-03-31,12.5.0
67900185,Auto Battery 12V/75AH,Railway_Operations,TVC,Thiruvananthapuram,Battery / Cell,Both,C,S4,0.0,0.0,0.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
56509686,Transformer 230/110V  -  3 KVA,Railway_Operations,MAS,Chennai,Other / Unclassified,Strategic,C,S4,0.0,0.0,0.0,,2026-03-31,12.5.0
56301704,Ground Connection for IRS Point Machine,Railway_Operations,TVC,Thiruvananthapuram,Point Machine,Both,C,S4,0.0,0.0,0.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
56986210,FS CABLE,Railway_Operations,MAS,Chennai,Signal Cable,Strategic,C,S4,0.0,0.0,0.0,,2026-03-31,12.5.0
56160112,BATTERY CHARGER 230V/24V/50AMPS,Railway_Operations,MAS,Chennai,Power Supply,Strategic,C,S4,0.0,0.0,0.0,,2026-03-31,12.5.0
56060002,RAIL JOINT INSULATION 52kg. nylon comp.,Railway_Operations,MAS,Chennai,Other / Unclassified,Strategic,C,S4,0.0,0.0,0.0,,2026-03-31,12.5.0
50132600,Telephone card 3 Way 1.5m long,Railway_Operations,MAS,Chennai,Telephone,Strategic,C,S4,0.0,0.0,0.0,,2026-03-31,12.5.0
41095066,PVC Insulation TAPE (Mtrs),Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Strategic,C,S4,31965.0,0.0,0.0,,2026-03-31,12.5.0
40070359,Wire coil 3/0 75 mm,Railway_Operations,MAS,Chennai,Other / Unclassified,Strategic,C,S4,0.0,0.0,0.0,,2026-03-31,12.5.0
56985526,Fuse ND Type RDSO Spn 78/92 4A Maps,Railway_Operations,MAS,Chennai,Other / Unclassified,Strategic,C,S4,0.0,0.0,0.0,,2026-03-31,12.5.0
721801050012,CUTTING PLIER 8,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,2.0,125.0,250.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
72207413,DRILL TWIST 7.2 MM .,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,B,,3775.0,62.5,235948.83,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
727900774137,WIRE BOND  1.5  METER,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,0.0,503.24,0.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
91110191,SEALING LEAD,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,2.8,290.85,814.37,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
565198791367,EKT/RKT,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,0.0,7010.86,0.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
569000130018,RKT DRUM,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,0.0,345.0,0.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
569070440021,Three point safety Nut with bolt and socket for ground connection 220mm stroke,Railway_Operations,TVC,Thiruvananthapuram,Termination / Wiring,Operational,B,,24.0,16501.05,396025.13,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
56300013,COVER ASSEMBLY FOR ELECTRIC  POINT MACHINE,Railway_Operations,TVC,Thiruvananthapuram,Point Machine,Operational,C,,0.0,3872.6,0.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
563000670019,SPRING TENSION ADJUSTOR FOR DLBI,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,0.0,2522.0,0.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
563000680013,SPECIAL SPANNER FOR ELECTRIC POINT MACHINE (LOCK ROD),Railway_Operations,TVC,Thiruvananthapuram,Point Machine,Operational,C,,0.0,6667.0,0.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
563002010011,SPRING TENSION ADJUSTOR FOR DLBI,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,3.0,294.0,882.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
563002020016,SPECIAL SPANNER FOR ELECTRIC POINT MACHINE (LOCK ROD),Railway_Operations,TVC,Thiruvananthapuram,Point Machine,Operational,C,,0.0,258.0,0.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
563002850013,GROUND CONNECTION FOR 220MM POINT MACHINE,Railway_Operations,TVC,Thiruvananthapuram,Point Machine,Operational,C,,0.0,44326.0,0.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
563003650019,TWS COVER FOR SWITCH EXTENSION BRACKET WITH COMPLETE SET,Railway_Operations,TVC,Thiruvananthapuram,Network Equipment,Operational,C,,2.0,3910.0,7820.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
563047460017,GALVANIZED GROUND CONNECTION  FOR POINT MACHINE,Railway_Operations,TVC,Thiruvananthapuram,Point Machine,Operational,C,,0.0,19683.57,0.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
563047620010,WARD PLATE FOR CRANK HANDLE ( IRS POINT MACHINE),Railway_Operations,TVC,Thiruvananthapuram,Point Machine,Operational,C,,5.0,144.0,720.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
563048130013,POINT TEST GAUGE,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,41.0,1300.0,53300.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
564681410013,CIRCUIT CONTROLLER-4 WAY,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,1.0,1300.0,1300.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
560604184353,EMERGENCY SLIDING BOOM COMPLETE SET,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,0.0,301970.0,0.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
560610430019,TLD BOX FRP,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,6.0,3520.0,21120.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
561195910015,CABLE LINKS (TAG ALUMINIUM).,Railway_Operations,TVC,Thiruvananthapuram,Signal Cable,Operational,C,,210.0,2.5,525.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
542400340012,EWS LOCK WITH KEY,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,0.0,114.27,0.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
543100010017,A type foundation,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,25.0,5491.0,137275.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
545401080018,WIRE BOND 3 Mtrs,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,1.0,394.19,394.19,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
545401100017,WIRE LEAD 3 MTRS,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,1.0,443.66,443.66,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
545401170019,WIRE LEAD 3.1 Mtrs,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,0.0,550.0,0.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
545401180013,WIRE BOND 2 Mtrs,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,0.0,391.0,0.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
549007160016,BOLT ANCHOR 900X 25mm,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,22.0,288.9,6355.8,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
549007180015,BOLT U 3/4,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,2.0,60.0,120.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
549007230018,GROUND LEVER 1 WAY,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,A,,77.0,12000.0,924000.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
549007240012,SCREW JOINT 1  1/4,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,2.0,600.0,1200.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
549008140013,SPRING WARD FOR E TYPE LOCK.,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,700.0,8.1,5670.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
549008160012,WIRE LEAD 5 MTRS,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,0.0,550.0,0.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
551200010250,E Type LOCKS.VARIOUS WARDS,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,3.0,1256.7,3770.1,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
552000450010,ONE WAY GUIDE ROLLER ASSEMBLY SET,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,56.0,1386.5,77644.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
555400100010,APPARATUS CASE HALF TOP SHEET,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,11.0,1350.0,14850.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
555500060010,MS  BACKING PLATE 52 KG,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,124.0,950.0,117800.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
555500090014,SCREW COUPLING DOUBLE END,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,0.0,1300.0,0.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
555500100019,SCREW COUPLING SINGLE END,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,0.0,927.0,0.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
555500120018,SWITCH EXTENTION PIECE,Railway_Operations,TVC,Thiruvananthapuram,Network Equipment,Operational,C,,2.0,500.0,1000.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
556200010280,Trestle 2 way,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,4.0,500.0,2000.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
559000640010,WIRE LEAD 2 MTRS,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,12.0,403.43,4841.17,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
559001420016,WIRE LEAD 2.1 MTRS,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,5.0,550.0,2750.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
559001430010,WIRE LEAD 4.1 MTRS,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,5.0,550.0,2750.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
539802164075,CABLE MARKERS IRON TYPE(SIGNAL),Railway_Operations,TVC,Thiruvananthapuram,Signal Cable,Operational,B,,3713.0,175.0,649775.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
539802852307,FENCING FARME FOR GRS APPARATUS CASE,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,0.0,25401.0,0.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
539805041006,Crank Handle FOR POINT MACHINE,Railway_Operations,TVC,Thiruvananthapuram,Point Machine,Operational,C,,85.0,720.0,61200.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
539810200188,WIRE LEAD  4 MTRS,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,0.0,407.0,0.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
539814540012,spring tumbler for E type lock.,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,0.0,9.9,0.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
539853650015,LAMP FOR POINT INDICATOR,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,14.0,751.82,10525.48,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
541000020015,Solid Joint 1 1/4.,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,16.0,1076.0,17216.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
541002470012,CRANK VERTICAL 12   X 12,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,0.0,2676.8,0.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
541100110014,GROUND LEVER 2 WAY,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,6.0,16000.0,96000.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
541100120019,POINT  INDICATOR   STAND,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,13.0,2000.0,26000.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
541100400016,RELAY RACK -3 WAY ( SIEMENS),Railway_Operations,TVC,Thiruvananthapuram,Relay,Operational,C,,0.0,35000.0,0.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
542120140011,CRANKS STRAIGHT ARM ADJUSTABLE.,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,26.0,2078.0,54028.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
542120280015,CRANK NORMAL  OR HORIZONTAL,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,0.0,1882.1,0.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
542300120014,SPRING IN SET FOR E TYPE LOCK,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,0.0,17.55,0.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
542400130250,SPLIT STRUCTURE BAR,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,1.0,500.0,500.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
727902100014,SOLDERING IRON,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,0.0,265.0,0.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
565000360016,TRACK FEED RESISTANCE 15 OHMS,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,60.0,309.16,18549.6,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
565099690019,Track feed Resistance 30 ohms,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,316.0,249.05,78701.06,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
567901940018,DIGITAL VOICE ANNOUNCING SYSTEM,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,4.0,9330.34,37321.34,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
567901960017,FILTER UNIT FOR BLOCK INSTRUMENT,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,A,,56.0,14100.16,789608.98,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
567911510010,DIGITAL VOICE ANNOUNCING SYSTEM WITH ACCESSORIES,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,0.0,12000.0,0.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
569008850016,RESISTANCE  10 W 100 OHMS ( CERAMIC TYPE),Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,128.0,11.58,1482.24,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
561800380014,CHANGE OVER SWITCH ( ROTARY TYPE),Railway_Operations,TVC,Thiruvananthapuram,Network Equipment,Operational,C,,0.0,850.0,0.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
563000960010,POINT MOTOR (IP67),Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,0.0,29500.0,0.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
563001550010,IRS Point Machine 143 mm stroke with IP 67 motor,Railway_Operations,TVC,Thiruvananthapuram,Point Machine,Operational,C,,0.0,96539.0,0.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
563003520010,IRS Point machine 143 mm Stroke (IP 65),Railway_Operations,TVC,Thiruvananthapuram,Point Machine,Operational,C,,0.0,115000.0,0.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
56301571,ROTARY TYPE  POINT MACHINE110V,Railway_Operations,TVC,Thiruvananthapuram,Point Machine,Operational,C,,0.0,80556.43,0.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
