PL_Code,Description,Inventory_Domain,Business_Unit,Division,Equipment_Family,Source_Universe,ABC_Class,Criticality,Current_Stock,Unit_Cost,Inventory_Value,Depot,Snapshot_Date,Pipeline_Version
56462050,AC Shunt Signal LED with in built current regulator,Railway_Operations,SA,Salem,LED Signal,Both,B1,S1,435.0,5711.2,2484372.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
50541523,Lead Acid Stationary Secondary Cells  - 2V/120 AH,Railway_Operations,SA,Salem,Battery / Cell,Both,B2,S2,354.0,4497.92,1592263.68,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
56450229,Relay AC Immune Plug in type style-QTA2,Railway_Operations,SA,Salem,Relay,Both,B2,S3,156.0,2356.46,367607.76,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
52156576/56500452,Battery charger 230V AC 110V DC 30A,Railway_Operations,MAS,Chennai,Power Supply,Strategic,B2,S2,7.0,59590.0,417130.0,,2026-03-31,12.5.0
56468064,Calling on LED Signal lightning unit 100 V AC,Railway_Operations,SA,Salem,LED Signal,Both,B2,S1,150.0,6846.36,1026954.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
50370080,4 Wire DTMP Way Station Equipment,Railway_Operations,MAS,Chennai,Telephone,Strategic,B2,S3,216.0,2891.0,624456.0,,2026-03-31,12.5.0
56451027,Relay AC  Immune Plug in  type style-QBCA1,Railway_Operations,SA,Salem,Relay,Both,B2,S3,46.0,3367.77,154917.42,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
50360693/50370110,4 wire way station control telephone RDSO/SPN IRS.TC.38/97 with latest amendment,Railway_Operations,MAS,Chennai,Telephone,Strategic,C,S4,587.0,1392.4,817338.8,,2026-03-31,12.5.0
50231832/50231881,Telephone Electronic Push Button,Railway_Operations,MAS,Chennai,Telephone,Strategic,C,S3,1131.0,477.9,540504.9,,2026-03-31,12.5.0
56163034,Voltage stabilizer 3 KVA-230V.,Railway_Operations,SA,Salem,Power Supply,Both,C,S3,17.0,38792.5,659472.5,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
56509376,A.R.A Terminal Block 25mm PBT small,Railway_Operations,SA,Salem,Termination / Wiring,Both,C,S2,10200.0,52.42,534684.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
50210014,Emergency Socket Box,Railway_Operations,MAS,Chennai,Termination / Wiring,Strategic,C,S3,204.0,3630.86,740695.44,,2026-03-31,12.5.0
56987122/56110029,Cable 3 C x 10 sq.mm,Railway_Operations,MAS,Chennai,Signal Cable,Strategic,C,S1,3988.0,124490.0,496466120.0,,2026-03-31,12.5.0
50353603,Portable 4 wire Emergency Control Telephone with six pin flat type socket,Railway_Operations,MAS,Chennai,Telephone,Strategic,C,S3,332.0,1416.0,470112.0,,2026-03-31,12.5.0
72081181/72207413,Drill Twist 7.2 mm,Railway_Operations,MAS,Chennai,Other / Unclassified,Strategic,C,S3,2528.0,70.45,178097.6,,2026-03-31,12.5.0
56502540,Fuse ND type  RDSO spn 78/92 6 Amps,Railway_Operations,SA,Salem,Other / Unclassified,Both,C,S2,3715.0,76.45,284011.75,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
56507641,Channel Bond Pin,Railway_Operations,SA,Salem,Other / Unclassified,Both,C,S3,133772.0,1.62,216710.64,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
56509388,A.R.A Terminal Block 60mm PBT,Railway_Operations,SA,Salem,Termination / Wiring,Both,C,S2,2800.0,74.34,208152.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
56502576,Fuse ND type RDSO spn 78/92 16 Amps,Railway_Operations,SA,Salem,Other / Unclassified,Both,C,S2,3672.0,80.36,295081.92,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
56502606,Fuse ND type RDSO spn 78/92 10 Amps,Railway_Operations,SA,Salem,Other / Unclassified,Both,C,S2,3140.0,79.95,251043.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
47200054/47200250,Transformer 230/110V  - 1 KVA,Railway_Operations,MAS,Chennai,Other / Unclassified,Strategic,C,S3,2.0,6547.82,13095.64,,2026-03-31,12.5.0
91150401,SOLDER CORE RESIN FILLED (Kgs.),Railway_Operations,SA,Salem,LED Signal,Both,C,S4,125.0,2338.26,292282.5,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
50231959,Telephone Electronic Push Button   main - Extn .1+1,Railway_Operations,MAS,Chennai,Telephone,Strategic,C,S3,199.0,3250.0,646750.0,,2026-03-31,12.5.0
54253561,Hand Plungerlock with key,Railway_Operations,SA,Salem,Other / Unclassified,Both,C,S3,2.0,6962.0,13924.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
45174404/45174416,Hydro meter complete set,Railway_Operations,MAS,Chennai,Other / Unclassified,Strategic,C,S3,1192.0,62.66,74690.72,,2026-03-31,12.5.0
56509960,Cable 2 C x 25 sq.mm,Railway_Operations,SA,Salem,Signal Cable,Both,C,S1,9.057,1174.1,10633.82,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
67900203,Auto Battery  12V X130 AH 19 plate,Railway_Operations,MAS,Chennai,Battery / Cell,Strategic,C,S3,0.0,0.0,0.0,,2026-03-31,12.5.0
56500350,Battery charger 110V AC 24V DC 30A,Railway_Operations,MAS,Chennai,Power Supply,Strategic,C,S4,21.0,0.0,0.0,,2026-03-31,12.5.0
52156618/56509935,Battery charger 230V  AC/24V DC-20A,Railway_Operations,MAS,Chennai,Power Supply,Strategic,C,S2,0.0,0.0,0.0,,2026-03-31,12.5.0
50901126,Lead Acid Batteries  - 4V/12 AH,Railway_Operations,MAS,Chennai,Battery / Cell,Strategic,C,S2,0.0,928.0,0.0,,2026-03-31,12.5.0
40981381,Wire coil PVC 16/0.2 mm,Railway_Operations,SA,Salem,Other / Unclassified,Both,C,S3,0.0,0.0,0.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
56160100,Battery Charger 230V/24V 40 AMPS,Railway_Operations,SA,Salem,Power Supply,Both,C,S2,0.0,55460.0,0.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
56119033,Cable 19 C x 1.5 sq.mm,Railway_Operations,SA,Salem,Signal Cable,Both,C,S1,236.0,341197.0,80522492.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
56511516,Railjoint Insulation 60Kg.,Railway_Operations,MAS,Chennai,Other / Unclassified,Strategic,C,S2,0.0,866.12,0.0,,2026-03-31,12.5.0
50132453,Telephone card 3 Way 1.5m long,Railway_Operations,MAS,Chennai,Telephone,Strategic,C,S3,0.0,0.0,0.0,,2026-03-31,12.5.0
54252222,E-TYPE LOCK,Railway_Operations,SA,Salem,Other / Unclassified,Both,C,S4,0.0,2758.0,0.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
56505959,RKT single various wards,Railway_Operations,MAS,Chennai,Other / Unclassified,Strategic,C,S4,0.0,9031.0,0.0,,2026-03-31,12.5.0
67900185,Auto Battery 12V/75AH,Railway_Operations,MAS,Chennai,Battery / Cell,Strategic,C,S4,0.0,0.0,0.0,,2026-03-31,12.5.0
56509686,Transformer 230/110V  -  3 KVA,Railway_Operations,MAS,Chennai,Other / Unclassified,Strategic,C,S4,0.0,0.0,0.0,,2026-03-31,12.5.0
56301704,Ground Connection for IRS Point Machine,Railway_Operations,SA,Salem,Point Machine,Both,C,S4,0.0,0.0,0.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
56986210,FS CABLE,Railway_Operations,MAS,Chennai,Signal Cable,Strategic,C,S4,0.0,0.0,0.0,,2026-03-31,12.5.0
56160112,BATTERY CHARGER 230V/24V/50AMPS,Railway_Operations,SA,Salem,Power Supply,Both,C,S4,0.0,0.0,0.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
56060002,RAIL JOINT INSULATION 52kg. nylon comp.,Railway_Operations,SA,Salem,Other / Unclassified,Both,C,S4,0.0,0.0,0.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
50132600,Telephone card 3 Way 1.5m long,Railway_Operations,MAS,Chennai,Telephone,Strategic,C,S4,0.0,0.0,0.0,,2026-03-31,12.5.0
41095066,PVC Insulation TAPE (Mtrs),Railway_Operations,SA,Salem,Other / Unclassified,Both,C,S4,31965.0,0.0,0.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
40070359,Wire coil 3/0 75 mm,Railway_Operations,MAS,Chennai,Other / Unclassified,Strategic,C,S4,0.0,0.0,0.0,,2026-03-31,12.5.0
56985526,Fuse ND Type RDSO Spn 78/92 4A Maps,Railway_Operations,MAS,Chennai,Other / Unclassified,Strategic,C,S4,0.0,0.0,0.0,,2026-03-31,12.5.0
565010000010,PBT Fuse Block 60 mm,Railway_Operations,SA,Salem,Other / Unclassified,Operational,C,,65.0,127.45,8284.12,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
56110029,POWER CABLE 3C X 10SQ.MM  PVC INSULATED ARMOURED UNSCREENED UNDERGROUND CABLE.,Railway_Operations,SA,Salem,Signal Cable,Operational,C,,0.0,94.25,0.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
539807240018,TIMER RELAY 30 SECOND,Railway_Operations,SA,Salem,Relay,Operational,C,,29.0,1850.0,53650.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
56985800,Timer relay 60 Second,Railway_Operations,SA,Salem,Relay,Operational,C,,0.0,2416.92,0.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
56220509,ELECTRONIC TIME DELAY DEVICE 120 Second,Railway_Operations,SA,Salem,Other / Unclassified,Operational,C,,0.0,2462.68,0.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
56986130,RELAY STYLE QBAT DC TRACK RELAY 2F/2B,Railway_Operations,SA,Salem,Relay,Operational,C,,0.0,10967.76,0.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
56508116,RELAY QN1 8F/8B PLUG IN TYPE,Railway_Operations,SA,Salem,Relay,Operational,A,,150.0,7600.68,1140102.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
56500142,RELAY QNA1 ACI 8F/8B,Railway_Operations,SA,Salem,Relay,Operational,C,,0.0,8777.76,0.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
539807250012,RELAY QBCA1 2F(HD)/4B,Railway_Operations,SA,Salem,Relay,Operational,C,,0.0,5780.0,0.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
539807260017,Relay QNA1K 6F-6B (1000 Ohms),Railway_Operations,SA,Salem,Relay,Operational,C,,0.0,7285.0,0.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
539807270011,Relay AC LED ECR QECX61 ( 4F/4B ),Railway_Operations,SA,Salem,Relay,Operational,C,,0.0,12224.0,0.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
56500361,Battery Charger 230V/24V 50 amps. As per RDSO Specn. No. IRS.S.86/2000 (Amndt.-4) or lates....,Railway_Operations,SA,Salem,Power Supply,Operational,C,,0.0,69009.3,0.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
45174404,HYDROMETER ASSEMBLY COMPLETE AS PER SEL DRG 126 CONSISTING OF (1) HYDROMETER GRADUATED FR....,Railway_Operations,SA,Salem,Other / Unclassified,Operational,C,,0.0,52.63,0.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
45174416,HYDROMETER ASSEMBLY COMPLETE AS PER SEL DRG 126 CONSISTING OF (1) HYDROMETER GRADUATED FRO....,Railway_Operations,SA,Salem,Other / Unclassified,Operational,C,,15.0,61.75,926.21,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
561195700010,Arrow Plate for Signal,Railway_Operations,SA,Salem,Signal Equipment,Operational,C,,10.0,221.0,2210.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
549005860011,Block Collars,Railway_Operations,SA,Salem,Other / Unclassified,Operational,C,,50.0,24.0,1200.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
560402940010,SCC-1 Card (710A) Digital Axle Counter spares,Railway_Operations,SA,Salem,Axle Counter,Operational,C,,5.0,30680.0,153400.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
560402950014,SCC-2 Card (710A) Digital Axle Counter spares,Railway_Operations,SA,Salem,Axle Counter,Operational,C,,5.0,30680.0,153400.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
560402960019,Relay Drive Card ( CEL Make ) Digital Axle Counter spares,Railway_Operations,SA,Salem,Axle Counter,Operational,C,,6.0,30680.0,184080.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
560402970013,Reset Box ( CEL Make ),Railway_Operations,SA,Salem,Other / Unclassified,Operational,C,,0.0,43660.0,0.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
47200054,TRANSFORMERS 230/110V 1 KVA TO RDSO SPECIFICATION NO.RDSO/SPECN.262/1981 AND TO DRG NO 262....,Railway_Operations,SA,Salem,Other / Unclassified,Operational,C,,0.0,4617.0,0.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
560601990012,ISOLATION TRANSFORMER 110V/110V/50VA,Railway_Operations,SA,Salem,Other / Unclassified,Operational,C,,0.0,2000.0,0.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
565100010052,Isolation Transformer for LED Signal 110v/110v 50 VA,Railway_Operations,SA,Salem,LED Signal,Operational,C,,0.0,1925.11,0.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
560608500014,Choke B Type,Railway_Operations,SA,Salem,Other / Unclassified,Operational,C,,0.0,1745.54,0.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
72207413,"DRILL TWIST H.S.S. STRAIGHT SHANK JOBBERS"" 7.2 MM TO IS: 5101/1969, 5099/1983.",Railway_Operations,SA,Salem,Other / Unclassified,Operational,C,,1350.0,68.72,92766.6,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
562100250017,SM's Slide 2 Way,Railway_Operations,SA,Salem,Other / Unclassified,Operational,C,,0.0,4000.0,0.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
539807340013,"Track Feed Resistance ( 0-30 Ohms)Tapping at 2,4,8,16 Ohms",Railway_Operations,SA,Salem,Other / Unclassified,Operational,C,,0.0,283.78,0.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
539807350018,Track Feed Battery Charger 110V/10AMPS,Railway_Operations,SA,Salem,Power Supply,Operational,C,,0.0,9339.0,0.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
539812600017,MAINTAINER HEAD LAMP,Railway_Operations,SA,Salem,Other / Unclassified,Operational,C,,8.0,2701.0,21608.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
565099930018,Rod Joint Insulation For LC Whether,Railway_Operations,SA,Salem,Other / Unclassified,Operational,C,,15.0,155.0,2325.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
565198330017,INVERTER 24VDC/110VAC/500VA,Railway_Operations,SA,Salem,Other / Unclassified,Operational,C,,0.0,38500.0,0.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
564680680045,CLS unit 3 Aspect ( MILD STEEL ),Railway_Operations,SA,Salem,Other / Unclassified,Operational,C,,0.0,31000.0,0.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
564700020010,Calling On Aspect  Unit ( HOOD ASSEMBLY ),Railway_Operations,SA,Salem,Other / Unclassified,Operational,C,,0.0,11000.0,0.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
539820960015,Annunciator 8 Way,Railway_Operations,SA,Salem,Other / Unclassified,Operational,C,,0.0,9350.0,0.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
567900830011,Solar Panel 12V/35Watts,Railway_Operations,SA,Salem,Other / Unclassified,Operational,C,,0.0,9000.0,0.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
539807370017,Road Warning LED RED ( RWS ),Railway_Operations,SA,Salem,LED Signal,Operational,C,,0.0,10109.55,0.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
539807380011,Road Warning LED Yellow ( RWS ),Railway_Operations,SA,Salem,LED Signal,Operational,C,,0.0,10907.88,0.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
567900840016,Road Warning Amplifier ( Digital Voice Annunciating System ),Railway_Operations,SA,Salem,Other / Unclassified,Operational,C,,0.0,2800.0,0.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
567900850010,Driver Unit With Horn  (ONE SET CONSIST OF DRIVER UNIT 2 NOS  & HORN 2 NOS),Railway_Operations,SA,Salem,Other / Unclassified,Operational,C,,1.0,2240.0,2240.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
50232319,MAGNETIC TELEPHONE WITH ELECTRO DYNAMIC TRANDUCERS CONFIRMING TO RDSO SPECN.NO.IRS-TC-36/9....,Railway_Operations,SA,Salem,Telephone,Operational,C,,0.0,5097.82,0.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
567900870010,Panel Knob for Control Panel,Railway_Operations,SA,Salem,Other / Unclassified,Operational,C,,210.0,405.32,85117.41,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
567900880014,Thumb Switch 2 Position,Railway_Operations,SA,Salem,Network Equipment,Operational,C,,3.0,5035.58,15106.74,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
567900890019,Push Switch For Panel,Railway_Operations,SA,Salem,Network Equipment,Operational,C,,10.0,3177.14,31771.43,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
567900900013,PPTC Fuse 2 Amps,Railway_Operations,SA,Salem,Other / Unclassified,Operational,C,,1000.0,9.55,9550.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
567900910018,PPTC Fuse 4 Amps,Railway_Operations,SA,Salem,Other / Unclassified,Operational,C,,0.0,16.99,0.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
567900920012,PPTC Fuse 6 Amps,Railway_Operations,SA,Salem,Other / Unclassified,Operational,C,,0.0,19.7,0.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
567900930017,ND Fuse 2 Amps,Railway_Operations,SA,Salem,Other / Unclassified,Operational,C,,760.0,78.18,59413.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
567900940011,ND Fuse 4 Amps,Railway_Operations,SA,Salem,Other / Unclassified,Operational,C,,330.0,80.59,26596.02,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
539807450013,Transmitter Insert,Railway_Operations,SA,Salem,Other / Unclassified,Operational,C,,20.0,35.0,700.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
539807460018,Dot Matrix printer,Railway_Operations,SA,Salem,Printer,Operational,C,,3.0,8101.0,24303.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
56301571,ROTARY TYPE  IRS  POINT MACHINE110V 143MM,Railway_Operations,SA,Salem,Point Machine,Operational,C,,0.0,66075.0,0.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
563045890010,Tool Kit For IRS Point Machine,Railway_Operations,SA,Salem,Point Machine,Operational,C,,0.0,3110.0,0.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
563045900014,Point CT Box ( Iron ),Railway_Operations,SA,Salem,Other / Unclassified,Operational,C,,41.0,746.0,30586.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
539807470012,IRS POINT MACHINE 143MM IP-67/400V ACI.,Railway_Operations,SA,Salem,Point Machine,Operational,C,,0.0,94923.0,0.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
561300880010,S/L Token less B/I Transmitter (TX-1800HZ ),Railway_Operations,SA,Salem,Other / Unclassified,Operational,C,,0.0,18880.0,0.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
561300890015,S/L Token less B/I Transmitter (TX-2700HZ ),Railway_Operations,SA,Salem,Other / Unclassified,Operational,C,,0.0,18880.0,0.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
561300900010,S/L Token less B/I Receiver (RX-1800HZ ),Railway_Operations,SA,Salem,Other / Unclassified,Operational,C,,0.0,18880.0,0.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
561300910014,S/L Token less B/I Receiver (RX-2700HZ ),Railway_Operations,SA,Salem,Other / Unclassified,Operational,C,,0.0,18880.0,0.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
539807480017,Train Shunt Meter,Railway_Operations,SA,Salem,Other / Unclassified,Operational,C,,3.0,6237.0,18711.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
567900950016,FRB Hood 3 Aspect.,Railway_Operations,SA,Salem,Other / Unclassified,Operational,C,,0.0,7450.0,0.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
561300920019,UFSBI Block Instruments,Railway_Operations,SA,Salem,Other / Unclassified,Operational,C,,0.0,934101.0,0.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
539807490011,Measuring Tape 5 Mts Long,Railway_Operations,SA,Salem,Other / Unclassified,Operational,C,,0.0,153.0,0.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
539807500016,Hacksaw Frame 300MM,Railway_Operations,SA,Salem,Other / Unclassified,Operational,C,,0.0,120.0,0.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
539807510010,Long Nose Plier 6 inch,Railway_Operations,SA,Salem,Other / Unclassified,Operational,C,,0.0,188.98,0.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
539807520015,Cutting Plier 8 Inch,Railway_Operations,SA,Salem,Other / Unclassified,Operational,C,,0.0,248.9,0.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
567900960010,Adjustable Wrench 8 Inch,Railway_Operations,SA,Salem,Other / Unclassified,Operational,C,,0.0,284.98,0.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
539807530010,Infrared Handheld Thermo Meter ( FLUKE ),Railway_Operations,SA,Salem,Other / Unclassified,Operational,C,,0.0,3450.0,0.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
539807540014,Megger MC 941 ( analog Insulation Tester ),Railway_Operations,SA,Salem,Other / Unclassified,Operational,C,,0.0,1625.0,0.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
539807550019,Digital Multi Meter Rish-15S,Railway_Operations,SA,Salem,Other / Unclassified,Operational,C,,0.0,4800.0,0.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
539807560013,SPT ( Signal Post Telephone 24VDC ),Railway_Operations,SA,Salem,Telephone,Operational,C,,0.0,5300.56,0.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
539807570018,Insulation test Megger (Yokins) Handle Type,Railway_Operations,SA,Salem,Other / Unclassified,Operational,C,,0.0,4948.0,0.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
567910050014,ANNOUNCIATOR 10 WAY,Railway_Operations,SA,Salem,Other / Unclassified,Operational,C,,0.0,10293.0,0.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
567910060019,Electrical Signalling equipments  ANNOUNCIATOR 6 WAY,Railway_Operations,SA,Salem,Signal Equipment,Operational,C,,0.0,8545.0,0.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
549007500010,Fit & Forget Bond Wire 1.5 Mts Long Continuity bond wire.,Railway_Operations,SA,Salem,Other / Unclassified,Operational,C,,0.0,400.0,0.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
549007510015,Fit & Forget Lead Wire 2 Mts Long.,Railway_Operations,SA,Salem,Other / Unclassified,Operational,C,,0.0,424.25,0.0,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
553000160017,L Bracket Insulation Set,Railway_Operations,SA,Salem,Other / Unclassified,Operational,C,,90.0,76.59,6892.83,SSE/S/SRM/SA067532-S AND T-SR,2026-03-31,12.5.0
