PL_Code,Description,Inventory_Domain,Business_Unit,Division,Equipment_Family,Source_Universe,ABC_Class,Criticality,Current_Stock,Unit_Cost,Inventory_Value,Depot,Snapshot_Date,Pipeline_Version
869022070617,PIPE WRENCH SIZE 12'',Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,2.0,550.0,1100.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
741400050013,Measuring vessel 2L,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,1.0,50.0,50.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
762197820237,ANGLE GRINDER 100mm,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,1.0,2000.0,2000.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
739900010019,Drill chuck with socket,Railway_Operations,PGT,Palakkad,Termination / Wiring,Operational,C,,1.0,900.0,900.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
727902129820,SPANNER ADJUSTABLE 10,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,2.0,300.0,600.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
660400010015,BY CYCLE-22',Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,1.0,600.0,600.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
669020170011,Bench Vise 4,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,1.0,3000.0,3000.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
673500020118,Hand Cart with tyre and wheels,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,1.0,5500.0,5500.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
720597144353,RING SPANNER 6-32 MM,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,1.0,400.0,400.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
720616502547,Sealing Plier,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,1.0,3000.0,3000.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
721800040199,NOSE PLIER  8/6,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,2.0,40.0,80.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
723870600763,Spade (Mammatty) with handle,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,1.0,50.0,50.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
723870940021,mamatty,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,1.0,150.0,150.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
725073550518,Spring balance,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,400.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
725073720011,WEIGHING MACHINE(300kg),Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,1.0,5500.0,5500.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
725800107319,Measuring tape 50 Mtr Fiber glass,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,1.0,800.0,800.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
725807470018,0028-MEASURING TAPE 5MTS LONG,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,1.0,190.0,190.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
727901710015,Drilling Machine 31MM(230v) with stand,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,1.0,5000.0,5000.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
570106430019,Desk Top Computer with preloaded operating system,Railway_Operations,PGT,Palakkad,Computer,Operational,C,,2.0,32222.5,64445.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
570132251492,All in One PC,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,B,,2.0,101012.5,202025.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
570186760029,UPS I KVA,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,1.0,9000.0,9000.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
230201270112,EMPTY CAN - 10 LTR,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,3.0,40.0,120.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
839097770035,DS 8 FORM (S- 1539/DS),Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,45.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
838000370058,Medical Index card,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,0.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
839098350029,Stock Indent,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,45.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
838000320109,INDENT FORMS T-136,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,2.0,50.0,100.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
831100640020,DMTR REGISTER,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,350.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
83070552,CHALLAN BOOK  (ST-47Stores Depot ChallanA4O/SBksPrinting in Bi-lingual (Hindi and Eng....,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,7.0,91.0,637.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
83060420,STE-2Failure ReportA5O/SBksPrinting in Bi-ilingual (Hindi and English as per specimen....,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,47.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
830599000335,Medical Identity card (G:415),Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,15.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
83059131,83052100 ; S-1302 ; REQUISITION FOR STORES (NS) INDENT 100 PAGES VALUE UPTO 20000/-  A5 B/....,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,25.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
83058618,"PAD DRAFT (100 SHEETS EACH) OF WHITE PRINTING PAPER R A4 SIZE,60 GSM TO IS.1848 AND THE BR....",Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,5.0,40.82,204.1,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
83058473,S&T-R-30:-  Joint Inspection Book A4 B/S Bks. . Printing in Bi-lingual (Hindi and English....,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,56.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
83057225,FILE COVER THIN (FILE BOOKS FILE COVER WITH 1.3 CM WIDETAPE & 2 TAGS 50 CM OR OVER THIN 2....,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,95.0,18.35,1742.78,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
83057213,FILE COVER THICK  (FILE BOOKS FILE COVERS WITH 1.3cm WIDE TAPE AND TWO TAGS 50cm COVER THI....,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,45.0,36.82,1656.9,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
83055587,BOOK ROULED 100 PAGES   ONE QUIRE NOTE BOOK EACH OF 100 PAGES SIZE 33 CM LENGTH X 20.5 CM....,Railway_Operations,PGT,Palakkad,LED Signal,Operational,C,,15.0,32.51,487.6,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
83055575,TWO QUIRE NOTE BOOK EACH OF 200 PAGES SIZE 33 CM LENGTH X 20.5 CM WIDTH PRINT WITH RULE IN....,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,14.0,51.73,724.22,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
83055563,(1)DESCRIPTION :BOOK RULED 3 QUIRE(2)SIZE  : 21CMS X 29.7 CMS (TRIMMED) (150 LEAVES PER BO....,Railway_Operations,PGT,Palakkad,LED Signal,Operational,C,,17.0,81.91,1392.49,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
83055551,FOUR QUIRE NOTE BOOK EACH OF 400 PAGES SIZE 33 CM LENGTH X 20.5 CM  WIDTH. PRINT WITH RULE....,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,17.0,94.95,1614.1,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
83054110,"ENVOLOPE SMALL  (ENVELOPES MADE OF BROWN WRAPPER DOUBLE IMPERIAL, RIBBED KRAFT TO SIZE 26....",Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,83.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
83053013,G-60 ; MUSTER ROLL A4 B/S BKS Printing in Bi-lingual(Hindi and English as perspeci....,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,4.0,68.0,272.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
83052057,G-375Receipt and Despatch RegisterA4B/SBKSPrinting in Bi-lingual (Hindi and English a....,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,68.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
83051661,G-49 ;83051661 ATTENDANCE REGISTER ; 9X12 B/S BOOKS  Printing in Bi-lingual (Hindi a....,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,6.0,30.29,181.76,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
83051454,83051454 ; G-6 L ; T.A JOURNAL / LARGE ; A4 B/S L Printing in Bi-lingual (Hindi and E....,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,70.0,1.0,70.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
83050796,DISCOONECTION RECONNECTION REGISTER T.351[S&T],Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,2.0,59.0,118.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
83050280,VEHICLE LOG BOOK (CE-485Staff Car Log BookA4B/SLPrinting in Bi-lingual (Hindi and En....,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,68.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
83049400,PLAIN COPIER PAPER GSM 80+/-4% IN SIZE OF 210 X 297 MM (A4 SIZE) CONFORMING TO IS:14490/19....,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,7.0,450.99,3156.94,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
83042416,"PAPER DUPLICATING WHITE SEMI ABSORBENT SIZE A3,75 GSM TO 29.7 X 42 CM 9.35 KGS PER 1000 SH....",Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.5,568.82,284.41,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
83031091,CA-52Register of Expenditure of New Minor workA4B/SBKSPrinting in Bi-lingual (Hindi a....,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,74.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
461994153135,JOINT INSPECTION (POINT & CROSSING),Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,35.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
829001030023,NON STOCK INDENT 1302 A ( Pink+White),Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,51.43,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
83030062,"83030062G-2Imprest Cash Book, A4 B/S Book Printing in Bi-lingual (Hindi and Englis....",Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,141.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
83030268,S&T-IB(II)Signal Failure Inspection BookA4B/SBksPrinting in Bi-lingual (Hindi and Eng....,Railway_Operations,PGT,Palakkad,Signal Equipment,Operational,C,,15.0,43.0,645.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
81050999,TOILET SOAP-TO BE SUPPLIED IN THE FORM OF SMOOTH CAKES OF MINIMUM 100 GRAMS EACH SECURELY ....,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,15.0,19.06,285.9,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
92111002,"HIGH SPEED DIESEL (HSD): IS:1460-2005 (5th Revision or latest) Amendment No.3, Sept, 12",Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,66.26,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
81050264,DETERGENT BAR 250 GMS TO BRAND  RIN/HENKO/TIDE  AS IN ORIGINAL PACKING,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,63.0,23.99,1511.37,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
80090436,KEROSENE OIL,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,40.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
80010295,"INTERNAL COMBUSTION ENGINE CRANK CASE OILS - Gr. SAE-40 TO IS: 13656/2002, TYPE EDL-2 (API....",Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,88.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
79511843,WASTE COTTON WHITE UNTEASED  TO IS. 6612/79 OR LATEST.,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,20.0,52.36,1047.2,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
79511740,WASTE COTTON COLOURED TO IS 5485/80 OR LATEST.,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,12.5,25.38,317.25,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
79333485,DUSTERS  COTTON KHADI  61 cms  x 61cms  SPECN: DUSTERS CLOTH COTTON KHADI BLEACHED  TO IS.....,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,21.0,20.14,422.94,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
793152030029,Safety Shoe,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,1829.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
79010866,"DUNGRY CLOTH COTTON KHADI BLEACHED TO IS: 3778-1993,AMENDMENT-1 IN A PIECE LENGTH OF 10 TO....",Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,42.0,43.3,1818.6,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
79010805,"DUNGRI CLOTH, COTTON KHADI, BLUE 91 CM WIDE TO SPEC.NO.IS:3778 / 1993 WITH AMENDMENT No.1,....",Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,47.02,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
78010512,"GLASS TUMBLER 260 ML CAPACITY WITH IR"" TOTEM OF RDSO SKETCH 68060 ALT.2.",Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,24.5,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
75544453,TWINE COUNTRY JUTE 3PLY TO IS.SPECN.NO.1912/84 VARIETY NO.6.,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,7.0,199.71,1397.97,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
71080326,BROOMS COCOA WELL CLEANED & DRIED FROM THE STEMS OF COCONUT LEAVES 20cms CIRCUMFERENCE AT ....,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,40.0,28.44,1137.6,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
71050802,"Brushes wire (steel), foundry, flat with wooden handle stamped IR on the handle to IS:4301....",Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,120.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
71010397,"BRUSHES, PAINTS & VARNISHES, FLAT SIZE 100mm OF VULCANIZED RUBBER SETTING TYPE TO SPECN.IS....",Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,1.0,957.37,957.37,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
71010373,"BRUSHES, PAINTS & VARNISHES, FLAT SIZE 75mm OF VULCANIZED RUBBER SETTING TYPE TO SPECN.IS:....",Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,667.6,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
71010350,"BRUSHES, PAINTS & VARNISHES, FLAT SIZE 50mm OF VULCANIZED RUBBER SETTING TYPE TO SPECN.IS:....",Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,6.0,536.69,3220.16,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
71010348,"BRUSHES, PAINTS & VARNISHES, FLAT SIZE 38mm OF VULCANIZED RUBBER SETTING TYPE TO SPECN.IS:....",Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,5.0,326.86,1634.3,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
71010336,"BRUSHES, PAINTS & VARNISHES, FLAT, SIZE 25mm OF VULCANIZED RUBBER SETTING TYPE TO SPECN.IS....",Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,3.0,271.68,815.04,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
570100230173,PRINTER INK BOTTLE FOR PRINTER EPSON L 380,Railway_Operations,PGT,Palakkad,Printer,Operational,C,,0.0,1830.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
81070317,LIQUID ANTISEPTIC DETTOL IN PHIALS OF 50 ML.,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,1.0,75.38,75.38,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
45174416,.....,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,57.89,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
81050525,LIQUID HAND WASH OF BRAND MEDIMIX(OR) HOMOCOL (OR) DETTOL (OR) LIFEBUOY WITH A PERFUME OF ....,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,5.0,119.83,599.15,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
83904839,TAG COTTON WHITE 30 CMS LONG IN BUNDLES OF 100 NOS. EACH (SHOE LACE PATTERN) CSO/M.077).,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,18.0,25.85,465.3,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
80090400,"Superior Kerosene Oil (SKO)- Non-PDS, IS: 1459: 2016  3rd  Revision.",Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,13.0,71.89,934.62,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
83049502,PLAIN COPIER PAPER GSM 80+/-4% IN SIZE OF 420 X 297 MM (A3 SIZE) CONFORMING TO IS:14490/19....,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,2.0,875.91,1751.81,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
83903112,"PINS IN PACKETS OF 25 GMS, PLATED 2.5 CM LONG IS.5653/88 TO CSO/VOC NO. M.046.",Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,14.5,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
83904827,TAG COTTON WHITE 60 CM LONG IN BUNDLES OF 100 EACH (SHOE LACE PATTERN ).,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,18.0,33.46,602.27,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
77032007,"ENAMEL, SYNTHETIC, EXTERIOR, FINISHING, 'BLACK'.  SPECIFICATION:  IS:8662\04 & ICF\MD\SPEC....",Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,68.85,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
77032500,"ENAMEL, SYNTHETIC, EXTERIOR, FINISHING 'GOLDEN YELLOW' TO ISC-356 OF IS:5/2007.  SPECIFICA....",Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,20.0,123.62,2472.4,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
77033000,"PAINT ENAMEL, SYNTHETIC, EXTERIOR, FINISHING 'SIGNAL RED' TO ISC-537 OF IS.5\2007'.  SPECI....",Railway_Operations,PGT,Palakkad,Signal Equipment,Operational,C,,0.0,132.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
77093306,PAINT ALUMINIUM FOR GENERAL PURPOSE IN DUAL CONTAINER TO IS:2339/1963 (reaffirmed 2009) Am....,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,125.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
77091310,"PAINT READY MIXED RED OXIDE (ISC 446) BRUSHING, FINISHING, GLOSSY FOR GENERAL PURPOSES TO ....",Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,92.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
77091607,PAINT READY MIXED BRUSHING FINISHING EXTERIOR SEMI GLOSS FOR GENERAL PURPOSE BLACK TO IS. ....,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,101.39,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
77033255,"ENAMEL, SYNTHETIC,  EXTERIOR, FINISHING 'WHITE' .  SPECIFICATION: - IS.8662/04 & ICF/MD/SP....",Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,126.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
569005440010,Aluminium boom 9.76 Mtr for Electric lifting barrier,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,94170.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
759099220013,Acetal Bushes for D BRACKET & CRANKS,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,380.0,5.0,1900.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
567910680010,ANNOUNCIATOR   - 6 way,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,8545.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
549008190016,AEROW PLATE FOR SIGNAL MISCELLANEOUS.,Railway_Operations,PGT,Palakkad,Battery / Cell,Operational,C,,0.0,250.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
539812641007,ANNOUNCIATOR 4 WAY,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,2000.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
539812641070,ANNOUNCIATOR 8 WAY,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,2.0,9350.0,18700.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
602699740014,BATTERY CHARGER 110v/12v/10amps,Railway_Operations,PGT,Palakkad,Power Supply,Operational,C,,0.0,12000.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
901100480016,BOARD C MARKER,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,21.0,250.0,5250.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
901301030014,(Board G marker),Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,6.0,250.0,1500.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
901301040019,Board P Marker,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,2.0,250.0,500.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
565000095620,B Type Choke,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,61.0,2119.73,129303.77,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
56500361,Battery Charger 230V/24V 50 amps. As per RDSO Specn. No. IRS.S.86/2000 (Amndt.-4) or lates....,Railway_Operations,PGT,Palakkad,Power Supply,Operational,C,,0.0,69009.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
56500452,BATTERY CHARGER 230V AC 110V DC 30 AMPS SPECN.No.IRS-S-86/2000 WITH AMENDMENT - 4. OR LATE....,Railway_Operations,PGT,Palakkad,Power Supply,Operational,C,,2.0,61453.35,122906.7,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
565010000010,Bracket for A marker,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,1.0,700.0,700.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
56509935,BATTERY CHARGER 230V AC / 24V DC 20 AMPS for Axle counter application TO RDSO SPECN.IRS.S.....,Railway_Operations,PGT,Palakkad,Axle Counter,Operational,C,,2.0,76948.42,153896.84,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
565099636670,BATTERY CHARGER 110V/24/20A,Railway_Operations,PGT,Palakkad,Power Supply,Operational,C,,0.0,40000.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
565110000018,Battery box wooden to hold 3 cells,Railway_Operations,PGT,Palakkad,Battery / Cell,Operational,C,,0.0,200.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
56010011,BLOCK INSTRUMENT DOUBLE LINE - SGE,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,A,,9.0,150757.69,1356819.25,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
560200060022,BLV Contact Spring 145/146 for SGE.,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,5.0,50.0,250.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
56160010,Battery Charger 230V/24V 30 amps. As per RDSO Specn. No. IRS.S.86/2000 (Amndt.-4) or lates....,Railway_Operations,PGT,Palakkad,Power Supply,Operational,C,,0.0,42330.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
