Location_ID,Facility_Type,Inventory_Value,Operational_ABC,Inventory_Action
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,0.0,C,Dispose
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,0.0,C,Retain
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,0.0,C,Retain
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,0.0,C,Retain
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,0.0,C,Retain
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,500.0,C,Dispose
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,0.0,C,Dispose
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,18549.6,C,Rationalize
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,78701.06,C,Retain
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,78701.06,C,Dispose
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,78701.06,C,Retain
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,78701.06,C,Dispose
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,37321.34,C,Retain
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,37321.34,C,Dispose
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,37321.34,C,Retain
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,37321.34,C,Dispose
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,789608.98,A,Rationalize
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,0.0,C,Dispose
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,1482.24,C,Retain
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,0.0,C,Rationalize
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,0.0,C,Dispose
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,0.0,C,Rationalize
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,0.0,C,Rationalize
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,0.0,C,Retain
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,0.0,B,Rationalize
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,0.0,B,Retain
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,0.0,C,Rationalize
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,0.0,C,Rationalize
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,0.0,C,Rationalize
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,0.0,C,Rationalize
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,0.0,C,Rationalize
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,0.0,C,Rationalize
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,0.0,B,Rationalize
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,0.0,B,Rationalize
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,0.0,B,Rationalize
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,201934.0,B,Retain
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,201934.0,B,Retain
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,201934.0,A,Retain
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,201934.0,A,Retain
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,0.0,C,Dispose
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,0.0,C,Retain
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,0.0,C,Dispose
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,0.0,C,Retain
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,0.0,C,Dispose
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,0.0,C,Dispose
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,0.0,C,Retain
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,0.0,C,Dispose
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,0.0,C,Dispose
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,0.0,C,Retain
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,0.0,C,Dispose
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,0.0,C,Dispose
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,0.0,C,Retain
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,0.0,C,Dispose
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,330514.47,B,Retain
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,6018.0,C,Dispose
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,0.0,C,Dispose
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,0.0,C,Rationalize
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,30350.24,C,Retain
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,0.0,C,Dispose
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,753293.52,A,Retain
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,6000.0,C,Dispose
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,204201.19,B,Rationalize
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,204201.19,B,Dispose
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,204201.19,C,Rationalize
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,204201.19,C,Dispose
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,62313.7,C,Rationalize
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,18546.67,C,Rationalize
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,30879.0,C,Retain
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,18700.0,C,Retain
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,57.0,C,Dispose
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,70715.0,C,Dispose
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,74910.0,C,Rationalize
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,264456.28,B,Retain
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,421330.31,B,Retain
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,0.0,C,Dispose
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,0.0,C,Dispose
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,0.0,C,Dispose
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,0.0,C,Procure Immediately
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,21600.0,C,Rationalize
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,122857.16,C,Retain
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,10600.0,C,Rationalize
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,0.0,C,Retain
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,0.0,C,Rationalize
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,0.0,B,Retain
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,0.0,B,Rationalize
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,0.0,C,Dispose
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,1075190.41,A,Procure Immediately
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,1075190.41,A,Procure Immediately
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,1075190.41,A,Procure Immediately
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,1075190.41,A,Procure Immediately
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,1075190.41,A,Procure Immediately
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,1075190.41,A,Procure Immediately
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,1075190.41,A,Procure Immediately
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,1075190.41,A,Procure Immediately
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,1075190.41,A,Procure Immediately
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,1075190.41,A,Procure Immediately
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,1075190.41,A,Procure Immediately
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,1075190.41,A,Procure Immediately
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,1075190.41,A,Procure Immediately
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,1075190.41,A,Procure Immediately
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,1075190.41,A,Procure Immediately
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,1075190.41,A,Procure Immediately
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,1981131.94,A,Procure Immediately
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,1981131.94,A,Procure Immediately
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,1981131.94,A,Procure Immediately
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,1981131.94,A,Procure Immediately
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,1981131.94,A,Procure Immediately
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,1981131.94,A,Procure Immediately
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,1981131.94,A,Procure Immediately
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,1981131.94,A,Procure Immediately
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,1981131.94,C,Procure Immediately
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,1981131.94,C,Procure Immediately
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,1981131.94,C,Procure Immediately
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,1981131.94,C,Procure Immediately
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,1981131.94,A,Procure Immediately
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,1981131.94,A,Procure Immediately
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,1981131.94,A,Procure Immediately
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,1981131.94,A,Procure Immediately
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,670202.57,B,Procure Immediately
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,670202.57,B,Procure Immediately
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,670202.57,B,Procure Immediately
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,670202.57,A,Procure Immediately
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,670202.57,A,Procure Immediately
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,670202.57,A,Procure Immediately
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,670202.57,A,Procure Immediately
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,670202.57,A,Procure Immediately
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,670202.57,A,Procure Immediately
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,579900.29,B,Procure Immediately
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,579900.29,B,Procure Immediately
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,579900.29,B,Procure Immediately
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,579900.29,C,Procure Immediately
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,579900.29,C,Procure Immediately
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,579900.29,C,Procure Immediately
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,579900.29,B,Procure Immediately
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,579900.29,B,Procure Immediately
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,579900.29,B,Procure Immediately
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,0.0,C,Dispose
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,0.0,C,Rationalize
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,0.0,C,Dispose
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,0.0,C,Rationalize
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,206190.0,B,Retain
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,206190.0,B,Retain
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,206190.0,A,Retain
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,206190.0,A,Retain
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,54499.41,C,Procure Immediately
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,54499.41,C,Procure Immediately
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,54499.41,C,Procure Immediately
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,54499.41,C,Procure Immediately
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,729254.75,A,Procure Immediately
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,729254.75,A,Procure Immediately
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,729254.75,A,Procure Immediately
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,729254.75,A,Procure Immediately
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,25900.0,C,Dispose
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,0.0,C,Rationalize
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,0.0,C,Retain
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,0.0,C,Retain
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,0.0,A,Rationalize
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,0.0,A,Retain
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,0.0,A,Retain
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,0.0,A,Rationalize
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,0.0,A,Retain
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,0.0,A,Retain
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,5880.0,C,Dispose
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,0.0,C,Dispose
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,0.0,C,Dispose
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,0.0,C,Dispose
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,0.0,C,Rationalize
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,0.0,C,Dispose
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,0.0,C,Rationalize
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,0.0,C,Rationalize
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,19514.7,C,Rationalize
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,1130537.12,A,Procure Immediately
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,1470272.41,A,Procure Immediately
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,864346.3,A,Procure Immediately
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,3680.0,C,Retain
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,250.0,C,Rationalize
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,2665.0,C,Rationalize
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,621180.0,B,Retain
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,28213.91,C,Retain
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,416.0,C,Retain
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,15406.2,C,Retain
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,34577.38,C,Retain
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,1006720.0,A,Rationalize
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,24640.0,C,Dispose
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,896.0,C,Retain
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,641756.0,B,Rationalize
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,0.0,C,Dispose
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,55598.4,C,Retain
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,55598.4,C,Rationalize
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,55598.4,C,Retain
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,55598.4,C,Rationalize
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,8388.0,C,Rationalize
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,8388.0,C,Rationalize
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,8388.0,C,Rationalize
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,8388.0,C,Rationalize
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,1579.2,C,Dispose
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,3852.0,C,Dispose
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,174349.35,C,Rationalize
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,174349.35,C,Retain
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,174349.35,C,Retain
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,174349.35,B,Rationalize
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,174349.35,B,Retain
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,174349.35,B,Retain
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,174349.35,A,Rationalize
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,174349.35,A,Retain
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,174349.35,A,Retain
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,0.0,C,Rationalize
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,2151882.07,A,Retain
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,2151882.07,A,Retain
DEP-SSE-SRM-TVC057253-S-AND-T-SR,Depot,2151882.07,A,Retain
