PL_Code,Description,Criticality,Inventory_Status,Movement_Status,Inventory_Action,Inventory_Value,Source_Universe
40071110,CABLE PVC INSULATED UNARMOURED SINGLE CORE MULTI STRAND COPPER CONDUCTOR OF SIZE 1.5 SQMM ....,,,Dead Stock,Dispose,1400.0,Operational
40071110,CABLE 3/0.75mm SINGLE CORE PVC INSULATED UNARMOURED RAILWAY SIGNALLING CABLE NOMINAL CROSS....,,,Slow Moving,Rationalize,50855.64,Operational
400784330017,CABLE PVC & POLYTHENE INSULATED.,,,Dead Stock,Dispose,0.0,Operational
401100050016,Release Copper Cable (Various Type),,,Slow Moving,Rationalize,324.0,Operational
401107570017,"PVC Flexible Cable wire 10 sq mm Cross Section Multi stranded wire copper Conductors , of ....",,,Dead Stock,Dispose,0.0,Operational
404008912178,Route Arm,,,Dead Stock,Dispose,0.0,Operational
40402411064,DISTANCE MEASURING WHEEL,,,Slow Moving,Rationalize,0.0,Operational
405000060019,GI Wire,,,Dead Stock,Dispose,3500.0,Operational
409000511438,PEDASTAL FANS,,,Dead Stock,Dispose,1600.0,Operational
409002460100,empty cable drum,,,Dead Stock,Dispose,0.0,Operational
409002562012,PVC Wire Coil 3/20 0.75 Sq. MM Copper,,,Slow Moving,Rationalize,0.0,Operational
40981381,Wire coil PVC 16/0.2 mm,S3,Procurement Required,Slow Moving,Monitor,0.0,Operational
410100010123,Hylam Sheet OFF SIZE.,,,Active,Retain,1000.0,Operational
41095066,PVC Insulation TAPE (Mtrs),S4,Procurement Required,Active,Retain,583465.21,Operational
411100210019,PVC sleeve 2.5mm dia and 50mm long(SLEEVING OF ALL TYPES).,,,Slow Moving,Rationalize,3600.0,Operational
420296880041,SWITCH CHANGE OVER 63A(CS 292),,,Dead Stock,Dispose,225.0,Operational
420423880012,Hand Crimping tool (1.5-10sq mm),,,Dead Stock,Dispose,600.0,Operational
420427150016,TERMINAL BOARD,,,Dead Stock,Dispose,0.0,Operational
420452370016,Supply of 1 KVA on line UPS with 120Mins Back Up. All the specficaytions should be matxch....,,,Slow Moving,Rationalize,0.0,Operational
429076285917,AIR CONDITIONER 02 TON CAPACITY SPLIT A C,,,Dead Stock,Dispose,0.0,Operational
429079217870,Axle counter VR BOX WITH RELAYS (Released),,,Dead Stock,Dispose,0.0,Operational
429079380019,TENT 15X15,,,Dead Stock,Dispose,0.0,Operational
429081230017,battery charger,,,Slow Moving,Rationalize,500.0,Operational
429081239604,NICAD BATTERY CHARGER,,,Dead Stock,Dispose,0.0,Operational
429081582888,BATTERY STAND-WOODEN,,,Dead Stock,Dispose,0.0,Operational
430200022573,Digital Multimeter RIshab make (Model 18-S),,,Slow Moving,Rationalize,0.0,Operational
430200022573,Digital Multimeter RIshab make (Model 18-S),,,Slow Moving,Rationalize,0.0,Operational
430200022573,Digital Multimeter RIshab make (Model 18-S),,,Slow Moving,Rationalize,0.0,Operational
430200022573,Digital Multimeter RIshab make (Model 18-S),,,Slow Moving,Rationalize,0.0,Operational
430200024879,Digital Clamp meter  AC/DC with digital display counts t: 3 3/4 true RMS value suitable f....,,,Dead Stock,Dispose,0.0,Operational
430200024879,Digital Clamp meter  AC/DC with digital display counts t: 3 3/4 true RMS value suitable f....,,,Slow Moving,Rationalize,48234.0,Operational
430200024879,Digital Clamp meter  AC/DC with digital display counts t: 3 3/4 true RMS value suitable f....,,,Slow Moving,Rationalize,0.0,Operational
430200024879,Digital Clamp meter  AC/DC with digital display counts t: 3 3/4 true RMS value suitable f....,,,Slow Moving,Rationalize,0.0,Operational
430201610016,Hand Held 600 V Insulation Tester. Make :- YOKINS (YOK-IT-HDG-MB-500V-500MOHMS) or Similar....,,,Slow Moving,Rationalize,2596.0,Operational
430500087380,Digital Earth Clamp tester 4 digit LCD digital display with 47 mm(L) x 28.5mm(W) Jaw size:....,,,Slow Moving,Rationalize,142259.58,Operational
430500402909,Digital megger 500V (INSULATION TESTER) MODEL DIT-90 SR NO. 965476,,,Active,Retain,3220.0,Operational
430506510017,"Digital Earth Resistance Meter with LCD display, Auto Ranging, 3 Pole method of measuremen....",,,Active,Retain,13800.0,Operational
430517950010,"600V, 1000A True RMS clamp on meter (RISH clamp 1000A AC-DC)",,,Slow Moving,Rationalize,67020.58,Operational
430800091284,KUSAM MECO INFRARED THERMO METER MODEL KM IRL 1100,,,Slow Moving,Rationalize,18052.0,Operational
431500731485,SERVO VOLTAGE STABLIZER,,,Dead Stock,Dispose,0.0,Operational
432100010029,Blower UB 1100( for cleaning panel by blowing air),,,Slow Moving,Rationalize,1402.43,Operational
432500150219,Rechargeable Hand Hold LED Torch.,,,Active,Retain,40990.24,Operational
432500710018,LED TORCH LIGHT HEAD YPE,,,Slow Moving,Rationalize,8772.0,Operational
432900230899,Distilled Water Plant,,,Dead Stock,Dispose,1500.0,Operational
432900990020,"Supply ,Installation , Commissioning and Testing of split core structure, non contact meas....",,,Slow Moving,Rationalize,0.0,Operational
439000010383,WOODEN TABLE SMALL TEAPOY,,,Dead Stock,Dispose,0.0,Operational
439000051038,DIGITAL Earth Resistance Tester,,,Slow Moving,Rationalize,0.0,Operational
439002170067,"HIMALAYAN POWER PETROL START, PETROL RUN POWER GENERATOR AND PORTABLE GENERATORS",,,Slow Moving,Rationalize,0.0,Operational
439099344859,FIRE ALARM ELECTRONIC HOOTER CUM STROBE,,,Dead Stock,Dispose,0.0,Operational
439099344859,FIRE ALARM ELECTRONIC HOOTER CUM STROBE,,,Slow Moving,Rationalize,11697.0,Operational
439099716118,Defective PCB,,,Slow Moving,Rationalize,1000.0,Operational
439901120050,MULTI METER FLUKE 101+FLUKE HAND HELD 100 KHz DIGITAL MULTIMETER1)S/N 55132233WS2)S/N55201....,,,Active,Retain,9000.0,Operational
451400010024,Axle Counter COUPLERS,,,Slow Moving,Rationalize,0.0,Operational
45147012,"Uninsulated cadmium copper catenary wire (19/2.10 mm), 65 Sq.mm. Conforming to RDSO Specif....",,,Dead Stock,Dispose,0.0,Operational
45170137,MAINTENANCE FREE BATTERY [VRLA] OF 12 VOLTS 26 AH AS PER IS: 15549 OF 2005 FOR UPS OF PRS ....,,,Slow Moving,Rationalize,0.0,Operational
45174404/45174416,Hydro meter complete set,S3,Procurement Required,,Monitor,74690.72,Strategic
45174416,HYDROMETER ASSEMBLY COMPLETE AS PER SEL DRG 126 CONSISTING OF (1) HYDROMETER GRADUATED FRO....,,,Active,Retain,19091.5,Operational
45177788,SMF V R L A Battery for UPS 12 Volt 75 AH  Make - Exide Model  EP-75-12.,,,Slow Moving,Rationalize,0.0,Operational
451786060399,Lead Acid Secondary Cell 12V 120 AH Maintenance Free VRLA BATTERY,,,Dead Stock,Dispose,0.0,Operational
451786920017,"Battery 12V,7 Ah SMF ( Released)",,,Slow Moving,Rationalize,6000.0,Operational
451787180080,Supply of  Battery 12 V 42 AH SMF VRLA Batteries perform characteristic confirming to JIS....,,,Slow Moving,Rationalize,0.0,Operational
460152100019,EARTH ELECTRODE LENGTH-4 Mtrs,,,Dead Stock,Dispose,0.0,Operational
460400080015,RECTIFIERS,,,Dead Stock,Dispose,0.0,Operational
460400090010,RECTIFIERS,,,Active,Retain,0.0,Operational
460501380016,RELAYS,,,Dead Stock,Dispose,0.0,Operational
461385530010,FOUNDATION BOLTS,,,Dead Stock,Dispose,0.0,Operational
461385815351,U BOLT,,,Dead Stock,Dispose,0.0,Operational
461506450019,BONDS,,,Dead Stock,Dispose,100.0,Operational
462100772653,Supply and Installation of Copper tape for Down conductor from Franklin Rod to Maintenance....,,,Active,Retain,0.0,Operational
465100010014,ANGLE 9037,,,Dead Stock,Dispose,0.0,Operational
466419090032,M.S ROD 18 FEET,,,Slow Moving,Rationalize,800000.0,Operational
466419100013,RODS,,,Dead Stock,Dispose,0.0,Operational
466425160012,MS ROD ( 32MM),,,Dead Stock,Dispose,32000.0,Operational
469004980019,BT CHANNEL OF SIZES,,,Dead Stock,Dispose,3000.0,Operational
469028501865,STOP BOARD W/O ANGLE,,,Dead Stock,Dispose,0.0,Operational
469029100015,HAMMER BALL PIN 0.5 KG,,,Dead Stock,Dispose,390.0,Operational
469029110010,HAMMER SLEDGE 7 lbs,,,Dead Stock,Dispose,220.0,Operational
469029750666,WALKIE TALKIE MOTOROLA  XiR P6600i,,,Active,Retain,115828.8,Operational
469030180140,BATTERY CHARGER 230/24V/20A,,,Active,Retain,0.0,Operational
469030575340,HSS Drill bit 7.2MM,,,Active,Retain,25773.0,Operational
469031854042,FIT AND FORGET BOND WIRE 1 MTR.,,,Slow Moving,Rationalize,0.0,Operational
469031854054,FIT AND FORGET BOND WIRE 2 MTR.,,,Active,Retain,0.0,Operational
469031854297,FIT AND FORGET JUMPER WIRE 4.5 MTR,,,Active,Retain,0.0,Operational
469032830010,"RELEASED EMPTY BARREL 200 LITRE CAPACITY, PLASTIC",,,Slow Moving,Rationalize,0.0,Operational
469033601210,EXIDE Polypropylene Co-Polymenr (PPCP) Stationary Valve Regulated Lead Acid Batteries 12 V....,,,Slow Moving,Rationalize,0.0,Operational
469033851421,ENAMELED NUMBER PLATES,,,Active,Retain,0.0,Operational
469034151893,TABLE STEEL OFF SIZE,,,Dead Stock,Dispose,900.0,Operational
469035021002,VERNIER CALIPERS 0 MM-300 MM,,,Dead Stock,Dispose,500.0,Operational
469037912362,Industrial Safety Belts and Harnesses Class A and Class D and Class E and Class L and Cl....,,,Slow Moving,Rationalize,0.0,Operational
469040811093,Goods warning board (Fiber),,,Active,Retain,74646.12,Operational
469040811093,Goods warning board (Fiber),,,Slow Moving,Rationalize,0.0,Operational
469040811093,Goods warning board (Fiber),,,Active,Retain,19000.0,Operational
469043980011,TABLE GLASS PLAIN  ( 8 MM THICK ),,,Dead Stock,Dispose,750.0,Operational
469056800016,BLOCK INSTRUMENT FM TYPE,,,Active,Retain,0.0,Operational
469069190015,Angles of Sizes,,,Dead Stock,Dispose,0.0,Operational
469096960018,MISCELLANEOUS Copper ( Non Ferrous ),,,Slow Moving,Rationalize,0.0,Operational
470200013535,Diesel Generator 6KVA.,,,Dead Stock,Dispose,0.0,Operational
470200013894,DIESEL GENERATORS 15KVA,,,Dead Stock,Dispose,0.0,Operational
470200014540,Diesel Generator 5 KVA.,,,Active,Retain,0.0,Operational
470200014801,Diesel Generator 7.5 KVA,,,Dead Stock,Dispose,0.0,Operational
470200403829,kettle element connector,,,Active,Retain,44306.32,Operational
470200474034,Automatic Voltage regulator (Defective) .,,,Slow Moving,Rationalize,12019.2,Operational
470200733647,PORTABLE GENERATOR HIMALAYAN POWER,,,Dead Stock,Dispose,0.0,Operational
47200054/47200250,Transformer 230/110V  - 1 KVA,S3,Procurement Required,,Monitor,13095.64,Strategic
472002300013,TRANSFORMERS,,,Dead Stock,Dispose,12600.0,Operational
472002301340,1:1 transformer 1KVA/500VA,,,Slow Moving,Rationalize,40000.0,Operational
47200250,TRANSFORMERS 230/110V 1 KVA TO RDSO SPECIFICATION NO.RDSO/SPECN.262/1981 AND TO DRG NO 262....,,,Slow Moving,Rationalize,0.0,Operational
472200010180,INTEGRATED POWER SUPPLY (IPS)  06 Line,,,Dead Stock,Dispose,0.0,Operational
472200010490,INTEGRATED POWER SUPPLY (IPS) for 6 lines Station STATCON MAKE.,,,Active,Retain,0.0,Operational
473500354432,OIL PUMP ROTARY TYPE,,,Dead Stock,Dispose,500.0,Operational
473605580020,ONLINE 3 KVA UPS,,,Active,Retain,0.0,Operational
479007400129,HACK SAW FRAME,,,Dead Stock,Dispose,100.0,Operational
479007733880,Fire Alarm Fire Survival Cable 2 X 1.5 sq.mm unarmored,,,Dead Stock,Dispose,0.0,Operational
479900041827,4KVA Stabilizer for AC UNIT,,,Dead Stock,Dispose,0.0,Operational
500500680017,Half split DWC pipe,,,Dead Stock,Dispose,0.0,Operational
500600100886,10 Pair Cable,,,Active,Retain,0.0,Operational
500600291023,Amplifier for Announcing System (LC gate),,,Dead Stock,Dispose,0.0,Operational
501000260014,GI pipe 2 (50 mm),,,Slow Moving,Rationalize,0.0,Operational
501000260269,GI pipe 100mm,,,Slow Moving,Rationalize,0.0,Operational
501000260543,GI pipe 100mm dia 6 Mtrs long,,,Dead Stock,Dispose,0.0,Operational
501000260543,GI pipe 100mm dia 6 Mtrs long,,,Dead Stock,Dispose,0.0,Operational
501000260543,GI pipe 100mm dia 6 Mtrs long,,,Slow Moving,Rationalize,0.0,Operational
501000260543,GI pipe 100mm dia 6 Mtrs long,,,Slow Moving,Rationalize,0.0,Operational
501000260543,GI pipe 100mm dia 6 Mtrs long,,,Dead Stock,Dispose,0.0,Operational
501000260543,GI pipe 100mm dia 6 Mtrs long,,,Slow Moving,Rationalize,0.0,Operational
501000260543,GI pipe 100mm dia 6 Mtrs long,,,Slow Moving,Rationalize,0.0,Operational
501000260543,GI pipe 100mm dia 6 Mtrs long,,,Slow Moving,Rationalize,0.0,Operational
501000260543,GI pipe 100mm dia 6 Mtrs long,,,Active,Retain,0.0,Operational
501000260543,GI pipe 100mm dia 6 Mtrs long,,,Active,Retain,0.0,Operational
501000260543,GI pipe 100mm dia 6 Mtrs long,,,Slow Moving,Rationalize,0.0,Operational
501000260543,GI pipe 100mm dia 6 Mtrs long,,,Slow Moving,Rationalize,0.0,Operational
501000260543,GI pipe 100mm dia 6 Mtrs long,,,Slow Moving,Rationalize,0.0,Operational
501000260543,GI pipe 100mm dia 6 Mtrs long,,,Slow Moving,Rationalize,0.0,Operational
501000260543,GI pipe 100mm dia 6 Mtrs long,,,Active,Retain,258350.4,Operational
501000260543,GI pipe 100mm dia 6 Mtrs long,,,Active,Retain,0.0,Operational
501000260543,GI pipe 100mm dia 6 Mtrs long,,,Active,Retain,927712.8,Operational
501000260543,GI pipe 100mm dia 6 Mtrs long,,,Active,Retain,67149.6,Operational
501000260543,GI pipe 100mm dia 6 Mtrs long,,,Active,Retain,335748.0,Operational
501000263740,GI Pipe 50mm Dia 3.65mm Thick,,,Dead Stock,Dispose,0.0,Operational
501000263740,GI Pipe 50mm Dia 3.65mm Thick,,,Dead Stock,Dispose,0.0,Operational
501000263740,GI Pipe 50mm Dia 3.65mm Thick,,,Slow Moving,Rationalize,0.0,Operational
501000263740,GI Pipe 50mm Dia 3.65mm Thick,,,Dead Stock,Dispose,0.0,Operational
501000263740,GI Pipe 50mm Dia 3.65mm Thick,,,Dead Stock,Dispose,0.0,Operational
501000263740,GI Pipe 50mm Dia 3.65mm Thick,,,Dead Stock,Dispose,0.0,Operational
501000263740,GI Pipe 50mm Dia 3.65mm Thick,,,Slow Moving,Rationalize,0.0,Operational
501000263740,GI Pipe 50mm Dia 3.65mm Thick,,,Slow Moving,Rationalize,0.0,Operational
501000263740,GI Pipe 50mm Dia 3.65mm Thick,,,Active,Retain,0.0,Operational
501000263740,GI Pipe 50mm Dia 3.65mm Thick,,,Active,Retain,260145.6,Operational
501000263740,GI Pipe 50mm Dia 3.65mm Thick,,,Active,Retain,380956.16,Operational
501026750021,Mother Board Card (Puncom),,,Slow Moving,Rationalize,12000.0,Operational
50132453,Telephone card 3 Way 1.5m long,S3,Procurement Required,,Monitor,0.0,Strategic
50132600,Telephone card 3 Way 1.5m long,S4,Procurement Required,,Monitor,0.0,Strategic
501800241427,Horn unit (40w),,,Dead Stock,Dispose,0.0,Operational
50210014,Emergency Socket Box,S3,Procurement Required,,Monitor,740695.44,Strategic
50231832/50231881,Telephone Electronic Push Button,S3,Sufficient,,Monitor,540504.9,Strategic
50231959,Telephone Electronic Push Button   main - Extn .1+1,S3,Sufficient,,Monitor,646750.0,Strategic
50232319,MAGNETIC TELEPHONE WITH ELECTRO DYNAMIC TRANDUCERS CONFIRMING TO RDSO SPECN.NO.IRS-TC-36/9....,,,Active,Retain,1374540.64,Operational
502323191074,Signal post Telephone Master and slave Unit with power supply 230V/12V DC,,,Active,Retain,4602.0,Operational
502323191098,Signal post Telephone Master and slave Unit,,,Dead Stock,Dispose,0.0,Operational
50232356,MAGNETO TELEPHONE WITH ELECTRO DYNAMIC TRANDUCERS CONFIRMING TO RDSO SPECN.NO.IRS-TC-36/97....,,,Slow Moving,Rationalize,0.0,Operational
50232356/50232319,Magneto telephone,S2,Procurement Required,,Procure Immediately,598135.2,Strategic
502358770091,"PCINIO-B, Card for Operator Console of Electronic Interlocking KYSON Make System. Make: ....",,,Active,Retain,0.0,Operational
503523270291,ELECTRONIC  GATE TELEPHONE SYSYTEM AS PER RDSO SPN NO. RDSO/SPN/TC-51/2011 Rev. 1.0 witho....,,,Dead Stock,Dispose,0.0,Operational
503523410740,DIGITAL VOICE ANNOUNCIATION UNIT FOR LC GATE,,,Dead Stock,Dispose,0.0,Operational
503526140011,LOCK EWS,,,Active,Retain,0.0,Operational
50353603,Portable 4 wire Emergency Control Telephone with six pin flat type socket,S3,Sufficient,,Monitor,470112.0,Strategic
50360693/50370110,4 wire way station control telephone RDSO/SPN IRS.TC.38/97 with latest amendment,S4,Procurement Required,,Monitor,817338.8,Strategic
50370080,4 Wire DTMP Way Station Equipment,S3,Procurement Required,,Monitor,624456.0,Strategic
50540324,Lead Acid Stationary Secondary Cells  - 2V/80 AH,S2,Procurement Required,Active,Procure Immediately,4954929.93,Operational
50540324,Lead Acid Stationary Secondary Cells  - 2V/80 AH,S2,Procurement Required,Dead Stock,Procure Immediately,0.0,Operational
50540324,Lead Acid Stationary Secondary Cells  - 2V/80 AH,S2,Procurement Required,Dead Stock,Procure Immediately,0.0,Operational
50540324,Lead Acid Stationary Secondary Cells  - 2V/80 AH,S2,Procurement Required,Dead Stock,Procure Immediately,0.0,Operational
50540324,Lead Acid Stationary Secondary Cells  - 2V/80 AH,S2,Procurement Required,Slow Moving,Procure Immediately,0.0,Operational
50540324,Lead Acid Stationary Secondary Cells  - 2V/80 AH,S2,Procurement Required,Active,Procure Immediately,0.0,Operational
50540324,Lead Acid Stationary Secondary Cells  - 2V/80 AH,S2,Procurement Required,Active,Procure Immediately,0.0,Operational
50540324,Lead Acid Stationary Secondary Cells  - 2V/80 AH,S2,Procurement Required,Active,Procure Immediately,99696.0,Operational
50541523,Lead Acid Stationary Secondary Cells  - 2V/120 AH,S2,Procurement Required,Active,Procure Immediately,117606.36,Operational
50550081,Lead Acid Stationary Secondary Cells  - 2V/200 AH,S2,Procurement Required,Active,Procure Immediately,562871.34,Operational
50550081,Lead Acid Stationary Secondary Cells  - 2V/200 AH,S2,Procurement Required,Dead Stock,Procure Immediately,0.0,Operational
50550081,Lead Acid Stationary Secondary Cells  - 2V/200 AH,S2,Procurement Required,Slow Moving,Procure Immediately,265746.18,Operational
50550081,Lead Acid Stationary Secondary Cells  - 2V/200 AH,S2,Procurement Required,Active,Procure Immediately,0.0,Operational
508310190020,Supply of 24 Volt 120/130 AH VRLA BATTERY BANK As per RDSO Spec. IRS:S-93/96 (SW-9/25-A),,,Dead Stock,Dispose,0.0,Operational
508312340019,BATTERY 12V/7AH,,,Slow Moving,Rationalize,0.0,Operational
508312470018,DIMMER START,,,Dead Stock,Dispose,500.0,Operational
508501030010,CLAMP ON METER,,,Slow Moving,Rationalize,0.0,Operational
509000346672,VRLA Battery 200AH / 2V,,,Dead Stock,Dispose,0.0,Operational
509000545188,LC GATE Panel Box( OPERATING CUM INDICATION PANEL FOR LC GATE),,,Slow Moving,Rationalize,0.0,Operational
509000760014,ON LINE UPS 1 KVA 36 VOLT WITH BATTERY & RACK,,,Dead Stock,Dispose,0.0,Operational
509000950277,Thermo Shrink Jointing kit  for jelly filled six quad cable conforming to RDSO Spec. No.....,,,Dead Stock,Dispose,0.0,Operational
509000950277,Thermo Shrink Jointing kit  for jelly filled six quad cable conforming to RDSO Spec. No.....,,,Slow Moving,Rationalize,0.0,Operational
509010380019,Dry cell 1.5V Heavy Duty (PRIMARY CELL- SITEL) As per IRS:S-95/96 AMDT.01 as per Spec. BSS....,,,Dead Stock,Dispose,12980.0,Operational
50901126,Lead Acid Batteries  - 4V/12 AH,S2,Procurement Required,,Procure Immediately,0.0,Strategic
509041001511,Solar Panels for Signalling purpose 12V/35W/70W/80W,,,Dead Stock,Dispose,0.0,Operational
509041027032,RELEASE and scraped  CABLE PVC ARMOURED ALLUMINIUM Cable & ALUMINIUM cable of different  ....,,,Active,Retain,0.0,Operational
509047950014,VRLA battery,,,Dead Stock,Dispose,0.0,Operational
509843660310,Relay box for SSDAC GG TRONICS,,,Dead Stock,Dispose,0.0,Operational
521100070170,LAN EXTENDER,,,Slow Moving,Rationalize,0.0,Operational
52156576,BATTERY CHARGER 230V AC 110V DC 30 AMPS SPECN.No.IRS-S-86/2000 WITH AMENDMENT - 4. OR LATE....,,,Dead Stock,Dispose,0.0,Operational
52156576/56500452,Battery charger 230V AC 110V DC 30A,S2,Procurement Required,,Procure Immediately,417130.0,Strategic
52156618/56509935,Battery charger 230V  AC/24V DC-20A,S2,Procurement Required,,Procure Immediately,0.0,Strategic
522001760017,POINT MACHINE CONTACT SPRING ASSEMBLEY,,,Dead Stock,Dispose,0.0,Operational
522001790046,DISTANCE MEASURING WHEEL (RODO METER),,,Dead Stock,Dispose,2740.17,Operational
522002960014,RELEASED POINT MOTOR,,,Slow Moving,Rationalize,0.0,Operational
522500780010,"55 inch Smart LED Backlit TV, Resolution (Pixels) : 3840x2160 UHD,  Contrast Ratio (Minimu....",,,Active,Retain,66240.0,Operational
527900251898,Supply of Network status monitoring software,,,Slow Moving,Rationalize,2000.0,Operational
529002880011,Miscellaneous.,,,Dead Stock,Dispose,0.0,Operational
539802164075,CABLE MARKERS (SIGNAL),,,Slow Moving,Rationalize,0.0,Operational
539802230011,PVC Pipe 25 mm,,,Dead Stock,Dispose,1120.0,Operational
539802824762,"DWC SPLIT PIPE 120/103mm dia, 2mtr long in already dug cable trenches as per drawing no.SK....",,,Dead Stock,Dispose,0.0,Operational
539802824762,"DWC SPLIT PIPE 120/103mm dia, 2mtr long in already dug cable trenches as per drawing no.SK....",,,Dead Stock,Dispose,0.0,Operational
539802824762,"DWC SPLIT PIPE 120/103mm dia, 2mtr long in already dug cable trenches as per drawing no.SK....",,,Dead Stock,Dispose,0.0,Operational
539802824762,"DWC SPLIT PIPE 120/103mm dia, 2mtr long in already dug cable trenches as per drawing no.SK....",,,Slow Moving,Rationalize,0.0,Operational
539802824762,"DWC SPLIT PIPE 120/103mm dia, 2mtr long in already dug cable trenches as per drawing no.SK....",,,Slow Moving,Rationalize,0.0,Operational
539802824762,"DWC SPLIT PIPE 120/103mm dia, 2mtr long in already dug cable trenches as per drawing no.SK....",,,Active,Retain,0.0,Operational
539802824762,"DWC SPLIT PIPE 120/103mm dia, 2mtr long in already dug cable trenches as per drawing no.SK....",,,Slow Moving,Rationalize,0.0,Operational
539802824762,"DWC SPLIT PIPE 120/103mm dia, 2mtr long in already dug cable trenches as per drawing no.SK....",,,Slow Moving,Rationalize,0.0,Operational
539802824762,"DWC SPLIT PIPE 120/103mm dia, 2mtr long in already dug cable trenches as per drawing no.SK....",,,Slow Moving,Rationalize,0.0,Operational
539802824762,"DWC SPLIT PIPE 120/103mm dia, 2mtr long in already dug cable trenches as per drawing no.SK....",,,Active,Retain,440430.0,Operational
539802824762,"DWC SPLIT PIPE 120/103mm dia, 2mtr long in already dug cable trenches as per drawing no.SK....",,,Slow Moving,Rationalize,0.0,Operational
539802824762,"DWC SPLIT PIPE 120/103mm dia, 2mtr long in already dug cable trenches as per drawing no.SK....",,,Slow Moving,Rationalize,0.0,Operational
539802824762,"DWC SPLIT PIPE 120/103mm dia, 2mtr long in already dug cable trenches as per drawing no.SK....",,,Slow Moving,Rationalize,0.0,Operational
539802824762,"DWC SPLIT PIPE 120/103mm dia, 2mtr long in already dug cable trenches as per drawing no.SK....",,,Slow Moving,Rationalize,0.0,Operational
539802824762,"DWC SPLIT PIPE 120/103mm dia, 2mtr long in already dug cable trenches as per drawing no.SK....",,,Slow Moving,Rationalize,0.0,Operational
539802824762,"DWC SPLIT PIPE 120/103mm dia, 2mtr long in already dug cable trenches as per drawing no.SK....",,,Slow Moving,Rationalize,0.0,Operational
539802824762,"DWC SPLIT PIPE 120/103mm dia, 2mtr long in already dug cable trenches as per drawing no.SK....",,,Active,Retain,964040.0,Operational
539802824762,"DWC SPLIT PIPE 120/103mm dia, 2mtr long in already dug cable trenches as per drawing no.SK....",,,Active,Retain,239175.0,Operational
539802824762,"DWC SPLIT PIPE 120/103mm dia, 2mtr long in already dug cable trenches as per drawing no.SK....",,,Active,Retain,98859.0,Operational
539802852060,Apparatus case Quarter box,,,Slow Moving,Rationalize,20592.0,Operational
539803841007,Block Bell Equipment,,,Active,Retain,132485.94,Operational
539804280017,Power Supply Card,,,Slow Moving,Rationalize,0.0,Operational
539804337374,RELEASE  Panel Processor CUBICAL,,,Slow Moving,Rationalize,0.0,Operational
539804970010,LED TV 55 Inch,,,Slow Moving,Rationalize,0.0,Operational
539804978320,TV SMART LED 55 INCH LG MAKE,,,Dead Stock,Dispose,0.0,Operational
539805205246,CABLE COPPER 18/19 SWG,,,Slow Moving,Rationalize,0.0,Operational
539805714864,Junction type Route indicator  1way.,,,Active,Retain,0.0,Operational
539805929960,Brush cutter Machine with petrol engine,,,Slow Moving,Rationalize,0.0,Operational
539806830010,off set bracket,,,Active,Retain,8056.0,Operational
539806835468,off set bracket For Shunt Signal,,,Active,Retain,0.0,Operational
539806835468,off set bracket For Shunt Signal,,,Slow Moving,Rationalize,1487.0,Operational
539806835468,off set bracket For Shunt Signal,,,Active,Retain,0.0,Operational
