PL_Code,Description,Current_Stock,Inventory_Value,Days_Since_Movement,Depot
509041036045,ADOPTER FC 0 DB (0 DB CONNECTOR),3.0,60.0,1469.0,SSET/SRM/PER027029-S AND T-SR
503524320022,Line Card 4 way,0.0,0.0,1126.0,SSET/SRM/PER027029-S AND T-SR
539812630060,TSF 3 KIT FOR 100 PAIR PIJF UG CABLE,0.0,0.0,972.0,SSET/SRM/PER027029-S AND T-SR
539812630046,TSF 1 KIT FOR 10 PAIR / 20 PAIR PIJF UG CABLE,0.0,0.0,1129.0,SSET/SRM/PER027029-S AND T-SR
539812630058,TSF 2 KIT FOR 50 PAIR PAIJF UG CABLE,0.0,0.0,816.0,SSET/SRM/PER027029-S AND T-SR
396800140020,BATTERY 12V 42AH .,0.0,0.0,1413.0,SSET/SRM/PER027029-S AND T-SR
527900082614,ALPHA Charger for MOTOROLA Walkie Talkie Set,0.0,0.0,1184.0,SSET/SRM/PER027029-S AND T-SR
570101228060,Online UPS of Rating 5.0 KVA With Battery Of Backup Time 60 Minutes,0.0,0.0,1003.0,SSET/SRM/PER027029-S AND T-SR
508311040065,BATTERY CHARGER WALKIE TALKIE TID V-30,0.0,0.0,1031.0,SSET/SRM/PER027029-S AND T-SR
501000267963,GI PIPE 40 MM DIAMETER,0.0,0.0,1060.0,SSET/SRM/PER027029-S AND T-SR
501900030062,WALKIE TALKIE CHARGER FOR KENWOOD,0.0,0.0,1089.0,SSET/SRM/PER027029-S AND T-SR
500500340048,VIDEO HANDHELD CAMCORDER,0.0,0.0,1098.0,SSET/SRM/PER027029-S AND T-SR
527901140087,PA MIXER,0.0,0.0,1114.0,SSET/SRM/PER027029-S AND T-SR
539811931397,UPS 1 KVA ONLINE WITH EXTERNAL 12V 26 AH BATTERY 3 NOS EACH WITH STAND,0.0,0.0,1034.0,SSET/SRM/PER027029-S AND T-SR
562300060110,DESK TYPE ELECTRONIC MAGNETO TELEPHONE,0.0,0.0,1144.0,SSET/SRM/PER027029-S AND T-SR
570101362644,CONTROL CARD TO SUIT SINGLE LINE DISPLAY BOARDS,0.0,0.0,1338.0,SSET/SRM/PER027029-S AND T-SR
539884450048,BATTERY WALKIE TALKIE TID V-30,0.0,0.0,1031.0,SSET/SRM/PER027029-S AND T-SR
520500401633,Motorola Charger for Motorola walki takie GP328/338,0.0,0.0,1184.0,SSET/SRM/PER027029-S AND T-SR
539813300108,TENT  4M EXTENDABLE,0.0,0.0,1263.0,SSET/SRM/PER027029-S AND T-SR
521566280429,DUAL PORT PC-MDCH LINKER UNIT,0.0,0.0,1338.0,SSET/SRM/PER027029-S AND T-SR
502200010089,MDCH/PDCH CONTROL CARD,0.0,0.0,1338.0,SSET/SRM/PER027029-S AND T-SR
521566280430,MDCH/PDCH 8 PORT SERIAL COMMUNICATION CARD,0.0,0.0,1338.0,SSET/SRM/PER027029-S AND T-SR
539812211074,MATRIX CARD WHITE LED TO SUIT CGDB,0.0,0.0,1338.0,SSET/SRM/PER027029-S AND T-SR
520502200035,SMART PHONE SAMSUNG GALAXY M12,0.0,0.0,1399.0,SSET/SRM/PER027029-S AND T-SR
560800310566,DIGITIAL MULTIMETER METRAVI PRO 587,0.0,0.0,1062.0,SSET/SRM/PER027029-S AND T-SR
503524530030,4 WIRE DTMF WAY STATION  EQUIPMENTS WITH CONTROL TELEPHONE,0.0,0.0,1308.0,SSET/SRM/PER027029-S AND T-SR
539802982203,DIGITAL MULTIMETER RISHABH 14S,0.0,0.0,1329.0,SSET/SRM/PER027029-S AND T-SR
539812220087,CONTROL CARD TO SUIT CGDB,0.0,0.0,1338.0,SSET/SRM/PER027029-S AND T-SR
539838030034,POWER MONITOR 230V AC ANNAIE MAKE,0.0,0.0,1338.0,SSET/SRM/PER027029-S AND T-SR
539833270020,SMPS POWER SUPPLY ADAPTOR 12V 8 CHANNEL  FOR DVR-ANALOG CAMERA,0.0,0.0,1373.0,SSET/SRM/PER027029-S AND T-SR
570100499988,DVR 16 CHANNEL  TVT MAKE TD-2116TS-CL,0.0,0.0,1373.0,SSET/SRM/PER027029-S AND T-SR
539813610020,KRONE TOOL,0.0,0.0,1390.0,SSET/SRM/PER027029-S AND T-SR
509000286237,MEGAPHONE AHUJA MAKE AM 21SD,0.0,0.0,1403.0,SSET/SRM/PER027029-S AND T-SR
523000600066,"Digital Voice Recorder Model ICD-UX570F, Make - SONY",0.0,0.0,1401.0,SSET/SRM/PER027029-S AND T-SR
539801395296,TV SMART LED 49 INCH SONY MAKE,0.0,0.0,1439.0,SSET/SRM/PER027029-S AND T-SR
501027170127,OPEN STAGE 15T DIGITAL PHONE (DKT) SUITABLE FOR SIEMENS HiPath 4000 EXCHANGEMAKE: UNIFY,0.0,0.0,996.0,SSET/SRM/PER027029-S AND T-SR
539802648730,INTERNAL HARD DISK DRIVE 6 TB,0.0,0.0,977.0,SSET/SRM/PER027029-S AND T-SR
539804531166,CABLE 20 PAIR UG PIJF,0.0,0.0,1472.0,SSET/SRM/PER027029-S AND T-SR
539802685427,BATTERY 1.5V SIZE D20 NIPPO MAKE,0.0,0.0,1348.0,SSET/SRM/PER027029-S AND T-SR
505200020031,BELL PUSH,0.0,0.0,1062.0,SSET/SRM/PER027029-S AND T-SR
529002070025,CABLE 3 CORE,0.0,0.0,1469.0,SSET/SRM/PER027029-S AND T-SR
561199380148,CABLE UTP CAT6,0.0,0.0,977.0,SSET/SRM/PER027029-S AND T-SR
503526680029,Cord 8 way,0.0,0.0,1469.0,SSET/SRM/PER027029-S AND T-SR
501300520510,CONTROL TELEPHONE 8 WAY LINE CORD,0.0,0.0,1062.0,SSET/SRM/PER027029-S AND T-SR
501027170097,NEC WHITE 24 BUTTON DT 530 PHONE DTK-24D-1P(WH) TEL # BE118999,0.0,0.0,1201.0,SSET/SRM/PER027029-S AND T-SR
561100820029,FIELD SERVICE CABLE,0.0,0.0,1164.0,SSET/SRM/PER027029-S AND T-SR
539845311045,E1 TO ETHERNET CONVERTER,0.0,0.0,1469.0,SSET/SRM/PER027029-S AND T-SR
539814840056,TEJAS TJ100 STM1 TRIBUTARY INTERFACE CARD,0.0,0.0,1060.0,SSET/SRM/PER027029-S AND T-SR
520500451430,INTERCONNECTING CHORD FOR MOTOROLA 25W VHF EQUIPMENT MODEL GM 300,0.0,0.0,1181.0,SSET/SRM/PER027029-S AND T-SR
570108230022,UPS 1 KVA BPE MAKE,0.0,0.0,1280.0,SSET/SRM/PER027029-S AND T-SR
539812020037,Horn Speaker 25XT,0.0,0.0,1126.0,SSET/SRM/PER027029-S AND T-SR
501800331830,ROSETTE SINGLE WAY,0.0,0.0,948.0,SSET/SRM/PER027029-S AND T-SR
503525160026,CONTROL TELEPHONE 2 WIRE,0.0,0.0,1124.0,SSET/SRM/PER027029-S AND T-SR
500600571445,6 PIN EMERGENCY SOCKET,0.0,0.0,1263.0,SSET/SRM/PER027029-S AND T-SR
539846380026,Equipment Mounting Tray,0.0,0.0,1437.0,SSET/SRM/PER027029-S AND T-SR
539804082610,CT BOX 20 PAIR,0.0,0.0,1459.0,SSET/SRM/PER027029-S AND T-SR
501000264214,GI PIPE 50MM DIAMETER,0.0,0.0,1060.0,SSET/SRM/PER027029-S AND T-SR
505600260124,DIGITAL EARTH TESTER,0.0,0.0,1422.0,SSET/SRM/PER027029-S AND T-SR
508501360022,DIGITAL EARTH TESTER,0.0,0.0,1529.0,SSET/SRM/PER027029-S AND T-SR
539808540228,CABLE 6 CORE (6 FIBRE) SINGLE MODE FLEXIBLE FOR OUTDOOR,0.0,0.0,829.0,SSET/SRM/PER027029-S AND T-SR
539800469648,PORTABLE TWO WAY PA SPEAKER,0.0,0.0,929.0,SSET/SRM/PER027029-S AND T-SR
520500451508,BATTERY FOR WALKIE TALKIE ALINCO,0.0,0.0,999.0,SSET/SRM/PER027029-S AND T-SR
523000460025,NVR 64 CHANNEL FOR CCTV,0.0,0.0,984.0,SSET/SRM/PER027029-S AND T-SR
570102210062,TABLE LIGHT WEIGHT FOLDING RECTANGULAR,0.0,0.0,828.0,SSET/SRM/PER027029-S AND T-SR
539801448823,`TRIPOD SPEAKER STAND,0.0,0.0,828.0,SSET/SRM/PER027029-S AND T-SR
509041760069,PTZ Video Conferencing Camera,0.0,0.0,783.0,SSET/SRM/PER027029-S AND T-SR
539804776369,CABLE 12C X 1.5 SQMM,0.0,0.0,1181.0,SSET/SRM/PER027029-S AND T-SR
570101948080,TELEVISION  42 INCH SAMSUNG VDU,0.0,0.0,1555.0,SSET/SRM/PER027029-S AND T-SR
539847820022,GI PIPE 50 MM DIAMETER,0.0,0.0,1060.0,SSET/SRM/PER027029-S AND T-SR
501806660197,GPS double faced platform clock with GPS synchronization as per RDSO Specification.,0.0,0.0,894.0,SSET/SRM/PER027029-S AND T-SR
570150100029,CAMERA 4MP BULLET FOR CCTV,0.0,0.0,873.0,SSET/SRM/PER027029-S AND T-SR
539865880021,SPECIAL EARTHING AND BONDING SYSTEM FOR RC SCADA WORK MAS-AJJ-RU SECTION,0.0,0.0,1019.0,SSET/SRM/PER027029-S AND T-SR
539821770076,CLAMP METER,0.0,0.0,1081.0,SSET/SRM/PER027029-S AND T-SR
570113910027,UPS 3KVA,0.0,0.0,1097.0,SSET/SRM/PER027029-S AND T-SR
539890390169,TV SMART LED 65 INCH 4K ULTRA HD  SONY MAKE,0.0,0.0,1100.0,SSET/SRM/PER027029-S AND T-SR
539801538514,DIGITAL MULTIMETER RISHI MULTI 18S,0.0,0.0,1055.0,SSET/SRM/PER027029-S AND T-SR
549008670040,EARTHING (SPL) AND INSTALLATION FOR 3 PIT PER SITE,0.0,0.0,859.0,SSET/SRM/PER027029-S AND T-SR
561197050091,SC TYPE RACK/WALL MOUNTABLE 12F FIBER MANAGEMENT SYSTEM-FMS,0.0,0.0,859.0,SSET/SRM/PER027029-S AND T-SR
540100250020,HOT DIP GALVANISED PERFORATED CABLE TROUGH,0.0,0.0,996.0,SSET/SRM/PER027029-S AND T-SR
570122050039,UPS 2 X 10 KVA WITH 12V  42AH BATTERY WITH ACCESSORIES,0.0,0.0,859.0,SSET/SRM/PER027029-S AND T-SR
539815670020,MONITOR 24 INCH FOR CCTV AT RBBMHS SCHOOL,0.0,0.0,1097.0,SSET/SRM/PER027029-S AND T-SR
561199820045,6 PAIR SB CABLE FOR IMPROVEMENT WORK TO NGO OFFICE COMPLEX,0.0,0.0,1170.0,SSET/SRM/PER027029-S AND T-SR
539804531324,20 PAIR SB CABLE FOR SCADA WORK IN AJJ-JTJ SECTION,0.0,0.0,1135.0,SSET/SRM/PER027029-S AND T-SR
501000424023,UTP CAT6 CABLE FOR IMPROVEMENT WORK TO NGO OFFICE COMPLEX,0.0,0.0,1188.0,SSET/SRM/PER027029-S AND T-SR
539858920033,TDR BASED CABLE FAULT LOCATOR,0.0,0.0,1006.0,SSET/SRM/PER027029-S AND T-SR
561195931365,CABLE 19C X 1.5 sqmm,0.0,0.0,1181.0,SSET/SRM/PER027029-S AND T-SR
570101227881,"UPS 05 KVA ,SMF BATTERY 12 V 42 Ah , Battery Stand",0.0,0.0,789.0,SSET/SRM/PER027029-S AND T-SR
539815641067,SMPS BATTERY CHARGER 48 V 50 AMP (2+1) FOR VRLA BATTERY,0.0,0.0,1335.0,SSET/SRM/PER027029-S AND T-SR
750500051065,GREEN HOSE Pipe,0.0,0.0,1396.0,SSET/SRM/PER027029-S AND T-SR
509000404404,OFC Jointing Kit,0.0,0.0,1396.0,SSET/SRM/PER027029-S AND T-SR
539814880108,FMS 12 FIBRE WALL MOUNTING,0.0,0.0,1396.0,SSET/SRM/PER027029-S AND T-SR
570126210025,LAPTOP,0.0,0.0,1390.0,SSET/SRM/PER027029-S AND T-SR
539801591796,9U RAck,0.0,0.0,969.0,SSET/SRM/PER027029-S AND T-SR
539802239981,PVC CONDUIT PIPE 32 MM,0.0,0.0,1220.0,SSET/SRM/PER027029-S AND T-SR
539847800035,CABLE STP CAT6 D-LINK,0.0,0.0,1220.0,SSET/SRM/PER027029-S AND T-SR
539883270040,CABLE OFC 12 CORE UNARMOURED OPTIC FIBRE CABLE,0.0,0.0,1107.0,SSET/SRM/PER027029-S AND T-SR
522500060268,TV LED 43 inch LG,0.0,0.0,982.0,SSET/SRM/PER027029-S AND T-SR
539814740050,UPS 1KVA BPE -BP1200,0.0,0.0,1090.0,SSET/SRM/PER027029-S AND T-SR
539804978320,TV SMART LED 55 INCH LG MAKE,0.0,0.0,1328.0,SSET/SRM/PER027029-S AND T-SR
570101647559,INFORMATION KIOSK MAKE ADD SOFT TECHNALOGY WITH ACCESERIESE,0.0,0.0,1481.0,SSET/SRM/PER027029-S AND T-SR
570116980028,THERMAL TRANSFER BAR CODE PRINTER,0.0,0.0,1481.0,SSET/SRM/PER027029-S AND T-SR
539883270038,12 FIBRE UNARMOURED AERIAL CABLE,0.0,0.0,1325.0,SSET/SRM/PER027029-S AND T-SR
522500060207,TV DISPLAY UNIT 32 INCH,0.0,0.0,1481.0,SSET/SRM/PER027029-S AND T-SR
549006531011,SURGE PROTECTION DEVICE CLASS B & C,0.0,0.0,1401.0,SSET/SRM/PER027029-S AND T-SR
539802648698,HARD DISK DRIVE INTERNAL 1 TB,0.0,0.0,1373.0,SSET/SRM/PER027029-S AND T-SR
539800055337,CABLE 100 PAIR U/G PIJF,0.0,0.0,1349.0,SSET/SRM/PER027029-S AND T-SR
569002650042,WIRELESS ROUTER DLINK DIR 615,0.0,0.0,1535.0,SSET/SRM/PER027029-S AND T-SR
505600050154,TRANSMISSION MEASURING SET / TMS Kit,0.0,0.0,1542.0,SSET/SRM/PER027029-S AND T-SR
539863350041,SPECIAL EARTHING AND BONDING SYSTEM WITH ACCESSORIES,0.0,0.0,1271.0,SSET/SRM/PER027029-S AND T-SR
539800829501,24U RACK / NETWORKING RACK,0.0,0.0,999.0,SSET/SRM/PER027029-S AND T-SR
501800092290,MICROPHONE AHUJA AUD 100XLR,0.0,0.0,1559.0,SSET/SRM/PER027029-S AND T-SR
508500260020,DIGITAL EARTH TESTER,0.0,0.0,1332.0,SSET/SRM/PER027029-S AND T-SR
527900042963,AMPLIFIER 500W AHUJA SSA 5000 EM,0.0,0.0,1559.0,SSET/SRM/PER027029-S AND T-SR
539802615050,12 U RACK,0.0,0.0,1469.0,SSET/SRM/PER027029-S AND T-SR
501500320073,50 pair DP Box,0.0,0.0,1488.0,SSET/SRM/PER027029-S AND T-SR
539800111080,SURVIVAL CABLE 2 X 1.5 SQMM UNARMOURED,0.0,0.0,757.0,SSET/SRM/PER027029-S AND T-SR
565199410203,VIDEO ANALYTIC SERVER  SOFTWARE,0.0,0.0,835.0,SSET/SRM/PER027029-S AND T-SR
521700130127,CORE SWITCH WITH 20 X 10G SFP & 4 X 10G SFP COMBO PORT,0.0,0.0,761.0,SSET/SRM/PER027029-S AND T-SR
539804575674,VIDEO MANAGEMENT SYSTEM & VIDEO RECORDING SOFTWARE,0.0,0.0,835.0,SSET/SRM/PER027029-S AND T-SR
509010050044,"PC Workstation for Viewing,Monitoring and System management of above IP cameras, including....",0.0,0.0,930.0,SSET/SRM/PER027029-S AND T-SR
541100600029,PVC trough 50x50mm with cover of 2mm thick (ISI mark) and length 2m for VSS REACH/1/WORK,0.0,0.0,859.0,SSET/SRM/PER027029-S AND T-SR
569004200027,Wall mountable power distribution panel with 8 Nosx16 Amp MCB?s mounted for VSS/REACH/1/Wo....,0.0,0.0,943.0,SSET/SRM/PER027029-S AND T-SR
539845760022,TELEPHONE CORDLESS BEETEL X70 IN ROS 113 TRANSIT FLAT WORK,0.0,0.0,1034.0,SSET/SRM/PER027029-S AND T-SR
521566390193,Video Management server/Video Analytics Server/ Video FRS server in 1:1 redundancy with al....,0.0,0.0,930.0,SSET/SRM/PER027029-S AND T-SR
570132251169,Supply of HP Intel Core i7 All in One PC with 23.8 Inch Display/ Windows 11 Professional....,0.0,0.0,879.0,SSET/SRM/PER027029-S AND T-SR
570104890040,Supply of hp Laser Colour Computer Printers for A4 paper size Brand: hp (Detailed Descript....,0.0,0.0,879.0,SSET/SRM/PER027029-S AND T-SR
539804721137,"SUPPLY OF WIRELESS ROUTER with minimum 4 Number of 1 G SFP Port, minimum 1800 MPPSPacket ....",0.0,0.0,879.0,SSET/SRM/PER027029-S AND T-SR
539877980027,LOCAL CRAFT TERMINAL,0.0,0.0,757.0,SSET/SRM/PER027029-S AND T-SR
539802297245,MANAGEABLE FIELD SWITCHES 8 PORT POE,0.0,0.0,761.0,SSET/SRM/PER027029-S AND T-SR
539816341183,Single Mode Single Fibre 1G SFP Module,0.0,0.0,860.0,SSET/SRM/PER027029-S AND T-SR
539817170037,External Storage System for 30 days recording at station/RPF/GRP Thana/Post along with all....,0.0,0.0,802.0,SSET/SRM/PER027029-S AND T-SR
500101140210,TV 55 INCH High Resolution Large Video Display units suitable for 24X7 working along with ....,0.0,0.0,859.0,SSET/SRM/PER027029-S AND T-SR
539802259074,4K UHD Bullet type IP colour camera (TYPE A) WITH 128 GB MEMORY CARD,0.0,0.0,789.0,SSET/SRM/PER027029-S AND T-SR
570100543023,Digital Key-Board(joystick) along with allaccessories compatible withP/T/Z cameras,0.0,0.0,788.0,SSET/SRM/PER027029-S AND T-SR
750500051375,FIEXIBLE GREEN HOSE 1 INCH DIA,0.0,0.0,873.0,SSET/SRM/PER027029-S AND T-SR
